,2021-12-14,2021-11-02,2021-02-15,2021-08-26,2021-01-07,2021-03-30,2020-12-06,2020-08-12,2021-06-23,2021-03-02,2020-10-14,2021-08-18,2021-09-17,2021-02-09,2020-09-30,2020-06-04,2021-03-25,2020-07-06,2021-12-01,2021-06-08,2020-08-03,2022-01-05,2021-03-08,2021-06-29,2021-06-10,2021-01-15,2021-09-24,2021-04-16,2021-08-12,2021-02-03,2020-07-27,2021-01-21,2021-04-08,2021-07-09,2021-07-30,2020-06-10,2020-09-24,2021-09-08,2021-05-31,2021-12-13,2022-01-10,2021-11-05,2020-09-09,2021-02-12,2020-12-01,2021-10-21,2021-04-06,2021-07-07,2021-05-12,2021-09-30,2021-08-02,2020-11-23,2021-11-18,2020-12-14,2021-05-24,2021-06-03,2021-04-30,2020-08-31,2020-08-08,2021-11-21,2021-09-14,2021-07-27,2021-03-01,2020-11-03,2021-06-19,2021-11-16,2020-10-21,2020-07-03,2021-03-20,2021-12-04,2021-10-07,2021-09-01,2021-02-22,2020-12-08,2020-11-30,2021-05-19,2020-10-05,2020-09-21,2020-11-11,2020-08-26,2020-09-18,2021-08-09,2020-12-29,2020-06-15,2022-01-13,2021-02-11,2021-12-10,2020-12-02,2021-02-28,2021-07-20,2021-09-13,2021-10-19,2020-11-04,2021-03-06,2021-03-29,2021-06-04,2020-10-28,2021-05-23,2021-06-14,2021-10-13,2021-09-20,2021-04-12,2021-01-11,2021-05-06,2021-08-16,2021-12-28,2021-12-07,2021-07-12,2021-03-23,2021-11-15,2020-10-22,2020-08-05,2021-11-09,2021-06-30,2020-08-19,2021-04-21,2021-02-27,2021-04-02,2021-10-25,2021-03-10,2021-08-06,2020-11-27,2020-07-15,2020-06-23,2020-09-17,2021-12-15,2021-11-03,2021-03-31,2021-08-27,2020-12-07,2021-01-06,2021-10-08,2020-08-13,2021-07-23,2021-03-05,2021-09-29,2021-01-18,2021-06-24,2020-06-03,2021-09-10,2020-10-13,2021-06-09,2021-03-24,2021-11-12,2020-07-07,2021-10-14,2022-01-06,2021-09-27,2021-08-11,2021-04-15,2020-11-09,2020-12-31,2021-07-08,2021-04-09,2021-01-20,2020-06-28,2020-09-25,2020-10-01,2020-08-22,2021-10-01,2021-02-24,2021-09-07,2021-04-22,2020-09-06,2021-07-06,2021-04-07,2021-10-20,2021-03-15,2021-05-13,2021-08-03,2020-07-10,2020-06-26,2021-11-22,2020-12-17,2021-05-27,2021-12-09,2021-06-21,2021-09-15,2021-07-26,2021-06-18,2020-11-02,2020-10-16,2020-06-06,2021-11-11,2020-10-26,2021-07-16,2021-02-23,2021-01-08,2021-10-06,2020-09-01,2020-12-09,2021-01-27,2020-09-22,2020-10-06,2020-08-25,2021-10-29,2020-11-12,2020-06-16,2021-08-23,2021-02-10,2022-01-12,2020-12-03,2020-08-17,2021-11-07,2021-05-10,2021-07-05,2021-03-16,2020-11-18,2020-09-28,2020-09-11,2020-07-13,2021-07-19,2020-10-29,2021-09-23,2021-07-29,2021-05-05,2021-02-04,2021-06-17,2020-06-09,2021-01-12,2020-10-19,2020-07-20,2021-05-28,2021-12-06,2021-03-22,2021-07-13,2020-10-23,2020-07-01,2020-12-18,2021-09-03,2021-04-26,2021-02-19,2021-10-05,2020-09-02,2020-05-28,2021-02-20,2021-03-11,2021-05-17,2020-09-16,2020-08-28,2021-07-02,2020-07-14,2020-06-22,2020-11-26,2021-12-16,2021-04-28,2021-02-17,2021-08-24,2020-12-04,2021-01-05,2020-08-10,2021-12-20,2021-03-04,2021-09-28,2021-06-25,2021-01-19,2021-07-22,2020-11-06,2020-10-12,2020-06-02,2021-08-31,2021-05-21,2021-11-24,2020-12-11,2020-07-08,2021-04-14,2021-02-01,2020-12-30,2021-08-10,2022-01-07,2021-10-15,2021-01-17,2021-03-18,2020-10-02,2020-11-16,2020-08-21,2021-01-23,2021-02-25,2021-09-06,2020-09-07,2021-04-23,2021-07-01,2021-03-12,2021-01-29,2021-10-27,2021-05-14,2021-08-04,2020-11-25,2020-09-15,2020-07-17,2020-10-31,2021-11-23,2021-05-26,2021-12-08,2021-06-01,2020-12-16,2021-09-16,2021-02-08,2021-03-03,2021-08-19,2021-06-22,2020-10-15,2021-11-29,2021-11-10,2021-03-26,2020-10-27,2021-06-28,2021-05-03,2022-01-04,2021-06-11,2021-03-09,2021-02-02,2021-08-13,2021-01-14,2021-10-28,2021-01-26,2020-09-23,2020-10-07,2020-08-24,2020-11-13,2020-06-17,2021-11-04,2021-09-09,2020-09-08,2022-01-11,2021-08-20,2020-08-14,2021-05-11,2021-03-17,2021-04-05,2020-12-21,2020-11-19,2020-09-29,2021-10-22,2020-06-24,2020-09-10,2020-11-20,2021-06-02,2020-12-15,2021-05-25,2021-11-19,2020-08-09,2021-06-16,2021-05-04,2021-02-05,2021-01-13,2022-01-03,2021-10-11,2021-09-22,2021-07-28,2020-06-08,2021-04-10,2021-11-17,2020-08-07,2020-06-30,2020-10-20,2021-07-10,2021-02-18,2021-10-04,2021-04-27,2021-09-02,2020-05-29,2021-02-21,2021-12-19,2020-09-03,2021-01-25,2020-11-10,2021-05-18,2020-09-20,2021-12-17,2021-11-01,2021-01-04,2021-04-29,2021-08-25,2021-02-16,2020-08-11,2021-10-18,2021-07-21,2021-04-19,2020-07-28,2021-03-07,2020-06-01,2021-11-25,2021-06-07,2021-08-30,2021-05-20,2020-12-10,2021-09-21,2021-04-13,2021-12-29,2021-06-15,2021-05-07,2021-10-12,2021-08-17,2021-02-06,2021-11-30,2021-01-22,2021-03-19,2020-11-17,2020-08-20,2021-11-08,2021-02-26,2020-08-18,2020-09-04,2021-04-20,2021-10-26,2021-04-01,2021-08-05,2020-11-24,2020-10-30,2020-09-14,2020-10-09,2020-06-19
Banchory,,,,,,,,,-1.2692664134,,,,,,,,,,,-0.4014119494,,,,,-0.1044876638,,,-1.2949383484,,,,,,2.182041509,1.4949098277,,,,,,,,,,,,,,,,1.9839161601,,,,,-1.1295239877,-1.6309883597,,,,3.8969707132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1856112256,,,2.3637429732,,3.9715412877,,,,1.5663096417,,,,,,,,,,,,4.3359401623,3.5962979874,,,,,,,,,,,,,4.0418301531,,,,,,,,,1.7571578926,,,,,,,,,,,4.7919907164,,6.3606770918,,,,,3.8390404704,,,,,,4.037893865,,-5,3.4386400607,-0.2489322694,,2.2266782158,1.0521577076,,,,,,2.663879507,,,,,,,,,,,,,5.035140137,,,,,,NA,2.9412291945,,,,,,3.4054036424,,,,0.445671117,,,,,,,,2.6805859097,,,,,,,,,,,,,,,,,1.8350130793,,,,,0.2762384681,,,,,,NA,,,,,,,,,3.5797143292,,4.0309576358,,,-1.9889609328,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,-1.3570466356,,,,,,,,4.4243997616,4.3016920401,,,,,4.1959604052,,,,3.5238386788,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,1.5951097816,,,,,,,,,,,,,,,,4.4041206021,,4.5205741791,,,,,,,-0.7329366393,,,NA,,,,,,4.3760940451,,,,,,,,,-5,,,,,,-0.2937286387,,,,,,,,,5.929330103,,,,,,,1.4353788936,,,,,
Banff,,,,,,,,,-1.3184674692,,,,4.0506848939,,,,,,3.7559979289,,,,,,,,,,,,,,,3.5188585247,3.2886211205,,,4.8914403515,-2.0982467525,,,NA,,,,,,2.2613228921,-5,,,,,,,,-5,,,,,,,,,,,,,,,5.0328258078,,,,-5,,,,,,,,,,,1.8265128507,,,,,,,,,0.466983253,,,-3.1553150531,NA,5.0007989792,-1.7171906236,,,,,,NA,,4.0900313475,,,,,,,,,4.0509271393,,,,,,,4.0105044406,NA,,4.2953545194,,,4.8291215735,,3.7093160084,,,,,,4.9652559114,,-1.7097720054,,2.630487376,,,,,,,,,,,,,,,,,,,,,,,4.3007588563,,,,,,3.9769506974,,,,-5,,3.0625418357,-2.2368396166,,,,,,2.9421856544,,,,,,,,,,5.301725072,,,,,,,,,-1.1902527403,2.9649238693,,,,,,1.469097982,,,,-0.8831985991,,,,,,,-5,NA,,,,,,5.7794791687,-5,,,,,,,-1.3665186553,,,2.8223738234,,,,,-0.4214566035,,,,,,4.9364488504,,,0.6094803668,,,,,,,-1.1391280078,3.3020097324,,,NA,,,,,4.5930288636,,,,,,,,5.6751094247,,-5,,,,4.1025368315,-5,,,,,,,-0.9642973571,2.3326919004,,,,,,,,,2.7122325721,2.6241559696,,,2.8673831685,-1.4177768322,,0.7921883668,,,,,,,,,,,,,,,,,,,,,,,,3.2127572157,,,,,,-5,3.0269585634,,-2.9000670105,,,,3.5819255728,4.1973790798,,,,,,,,,,,5.1166732103,,,,,,,,,,,4.2694406072,NA,,,,,,,,-5,,,,,-2.2882403237,6.0300004773,,,,,,,-0.845484148,,,,,,,,,3.5735330501,,,,,,,1.6885475801,,,,,
Bathgate,4.423282983,3.5104394598,4.1030189915,,,,,,4.7543237528,3.3716365761,,4.5509984072,,,,,0.9026594121,,,,,3.9223472959,,,,,,,,,,-5,,,,,,4.6377346382,-5,,,,,,,,NA,,,,,,NA,3.6709416044,,,,,,,4.9040844741,3.3745671895,,,,4.5691602678,,,,,,,,,,,,,,,,,,,3.3172918704,,,,,4.1680508827,,4.2685755598,,,,,,,-1.0573723477,,,0.0853096601,,,,,3.3271278277,,,,,,3.6891488865,,,,,2.8010955212,,,,,,,,,,,,,,,,5.6603966094,,,,,,,,NA,2.1957107359,,,,,,,,,,5.1239371834,,,,,,,4.5526158935,,,,,3.860923905,NA,4.3970558435,,,,,,,,1.5092702933,NA,2.5953722439,,,,,,,5.2842440645,,,2.5416005921,2.0739612825,,,,,,,,,,,,2.2895949124,,,,,NA,,,,,,,,,,3.4250208652,1.2558978177,,,,,,,,,,4.0075748287,,,,4.6122181057,0.7445081799,3.536511373,4.7736274988,,,,2.3409006774,,,,,,,,3.9007936177,,,,,,,5.2272175981,,,,,,,,,4.7016890323,NA,,,,,4.2956756253,,,,,,2.3684290943,,,,,4.131343005,,,,5.7575704454,2.2859435371,,,,,,,,,NA,NA,,,,,5.2485871157,2.8610859683,,,,,,,,5.3194074119,,,,,,,,4.0242246583,,,,,,,4.2713104286,,,,,,2.4274711548,2.4289509535,,,,,,,,,3.0344445055,,,,,NA,0.7166233955,,2.989647844,,,,,,,,,,,,,,0.9334294229,,,,,,3.8460682818,,,,,,,,,,,,,,,,,4.7670510057,1.1010365152,,1.4556325136,,,0.5537579325,,,,,,,NA,,,,,,,,,,NA,3.5800978544,,,,,,
Biggar,,,,,,,,,,,,,,,,,,,,,,,4.2335294039,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,0.6769052401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0645201123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0609062918,,,,,,,,,,,,,,,,,,,,,,-0.1083070623,,,,,,,,,,,,,,,,,,,,2.9121663008,,,,,,,,,,,,,,,,,3.4266680277,,,,,,,,,,,,,,0.8923977546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7582169261,,,,-0.0120952387,,,,,,,,,,,
Blackburn,,,3.5286046212,,,,,,,,,,,,,,,,,,,,1.781135701,,,,3.5097073084,,,,,,,4.4254017329,,,,4.1286134001,2.8877099723,3.6754705548,,3.4697765611,,,,,,,,,,,,,1.4290493933,,2.0746336987,,,,,,1.9416718139,,,,,,,,,,3.3222084102,,,,,,,,,,,,,,2.3394130148,,,,,,,,2.4306552024,2.0565958015,,,2.7240688332,,3.1853480589,1.0515027451,3.0374830522,,,,,3.9275483166,,4.0585766633,,,,,,,,1.1726585657,NA,,,,,,,,,,,,2.2313129158,,,,1.8048865611,,2.9128194582,,,4.0460983346,,,,3.4877593195,,,,,,,,,,1.3971061938,,,,,,1.1680199176,,,,,,,,1.9076946359,,,,,2.9121248365,1.302846083,,,2.5883231977,,3.9836919903,2.303793494,,,,,,4.399639598,,,,,,,,,,6.3397271673,,,,,,,,,0.1943414058,4.0744384602,,,,,,3.8562488143,,,,,,,,,,,2.0933752344,4.866640179,0.7188197398,,,,,4.0361503583,1.8885450805,,,,,,,2.2918310764,,,3.8009669048,,,,,,,,,3.4593167228,,4.4163353233,,,3.2839353474,,,,,,,0.2552214673,,,,,2.2692189917,,,,4.1006557548,,,,,,,,5.1177325083,,2.3545020633,,0.9089261875,,,-0.5459707033,,,,,,,,,,,,2.9849327849,,,,,3.9613559537,,2.9171559997,,4.2176513941,1.2071853312,,2.6654241825,,,2.8020740661,,,,,,,,,,,,,,,,,2.196865797,,,,3.0290895695,,,,,,,3.1762943209,,,,,,3.8953764052,3.4630632777,,,,,,,,,,,3.0692859649,,,,,,,0.7249204123,,,,NA,NA,4.6736696636,,,,,2.6733120937,,,,,,,2.9210888696,6.3936623224,,,,,,,0.4710025486,,,,,,1.7121571431,,,3.7878585315,,,,,,,,,,,,
Blackridge,5.2901859885,2.3059492929,5.2732638982,,,,,,3.4550841276,3.2359232182,,,,,,,1.4275737319,,,,,2.7351726509,,,,,,,,,,2.2774671361,,,,,,,,,,,,,,,4.6908687159,,,,,,4.4181946907,,,,,,,,6.5712331386,5.4432500219,,,,3.7140143114,,,,,,,,,,,,,,,,,,,4.280008638,,,,,4.1039926924,,,,,,,,,0.3697789758,,,5.6010853092,,,,,4.7693722407,,,,,,0.4056615631,,,,,2.4192584406,,,,,,,,,,,,,,,,,,,,,,,,2.7972130061,2.0008067004,,,,,,,,,,7.1736672509,,,,,,,NA,,,,,5.4827582618,4.1947934774,3.7827147821,,,,,,,,1.0842502734,,2.5111400582,,,,,,,NA,,,5.6114995444,1.4643628029,,,,3.5873986786,,,,,,,,4.470648275,,,,,3.3115747573,,,,,,,,,,4.6594934331,1.8811179568,,,,,,,,,,8.0294697195,,,0.7521768762,4.6132472035,1.8552181198,5.259632964,,,,,-0.3569747504,,,,,,,,3.0827992302,,,,,,,NA,,,,,,,,,4.3295138187,2.9928240217,,,,,4.6957870712,,,,,,1.1718700076,,,,,4.486580896,5.4986949993,,,3.6790020887,-0.6728577799,,,,,,,,,3.7314898702,3.9751356483,,2.1147956848,,6.4991765556,5.2564760053,1.3278408897,,,,,,,,3.7665063915,,,,,,,,4.3382468927,,,,,,,3.3914753127,,,3.2940126711,,,2.996689315,0.7901871413,,-0.1603783009,,,,,,,2.627058639,,,,,3.3562210806,2.7934396486,,1.2361577397,,,,,,,,,,,,,,1.7025043378,,,,,,,,,,,,,,,,,NA,,,,,,4.4142217648,1.6261106301,,2.7222891015,,,,,,,,,,4.1026551526,,,,,,,,,,3.7374953095,3.2159173809,,,,,,
Blackwood,5.1512113366,,4.4203231989,,,,,,2.4433705909,,,4.9534032522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.727598413,,,,,-5,6.1733548234,,,,,,,,,,,,,,5.0477089637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8183864755,,1.7739620095,,,,,2.3443209691,,,,1.4614581703,,,,,,,,,,,,,,,,,,,,,,,,,,3.9818232552,,,,,,,,,,,,,,,,,,,,,,,3.6501029592,,,,,,,,,,,4.2312429037,,,,,,,,,5.0663843811,4.4776606347,,,,3.1802336189,,,,,,,,1.8266817032,,,,,-5,,,,,,,,,,,,,,,,,,2.5181855966,,,6.6319934692,,,,,,,3.2682092043,,,,-0.16847038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,3.1367693321,,,,0.6608076474,,,,,,,,,,3.8064693856,3.5987811113,,4.2946411351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6594810659,,,NA,,5.9300663031,,,,,,,,,,,,,,-0.9968230177,,,,,,,,,,,,,,,,,,5.9222322507,,,,,,,5.7794637785,NA,,,,,3.1738741875,,,,,,,0.3551291996,,,,,,,,,,,,,,,
Blairgowrie,3.3893450129,4.9948033236,,,,,,,,,,,,,,,,,,-0.2920088821,,,,,,,,,,,,,1.1640061938,,,,,,,,,,,,,,,3.7053106246,0.2923868092,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7530457035,,,,,,,,,4.1783995512,6.5845679555,,,,,,,,,4.9180599322,,,,,,2.9300119189,,,,,,4.1411469295,,,,,,,,,,,,,,,2.7188482489,,,,,,,,,,,,,,,3.6983682702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0499252764,,3.9601405836,,,,,,,,1.2151861495,,,,,,,,,5.7092650422,,,3.0460120901,,,,,,,,,,,,,2.7721676462,,,,-5,,,,,,,,,,4.9538529937,,,,,-0.7100478939,0.2118815049,,,,,,-0.498588363,,,,,,,,,,,,,,NA,,,,,,,,,4.1755609537,,,,,,,,,,,,4.0848148464,,,,,,,,,,,,,,,,,,,5.6768272121,,,0.9535125381,,,,,,,,,,,,2.4122966709,,4.1450998311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7704437407,,,,,,,,,,,,,,,,,,,,,,-0.296293813,,,,,,,,,,1.3214881565,,,2.9923518674,,,,,,,,,,,,,,3.5927627317,,,,,
Boness,,,,,,0.8799722955,,,,0.551307948,,,,,,,,,,1.3498452267,,5.0973262413,1.1511107583,,0.3311141193,,2.8471213198,,,,,,,NA,3.6526319233,,,,,4.3461033793,,,,,,,,4.118072066,-0.2182974235,,,,,,,1.9561044527,,,,,,,0.0611757028,,,4.2149644767,,,,,,,2.6382074346,,,,,,,,,,,,,,4.9560418466,,,,,,,,1.1010826965,,,,-1.6417216711,,,1.0270612725,,-1.6769316291,,,4.2985060385,,1.7489232284,,,,,2.6376932531,,,,,,,,,,,,5.0405553666,3.0262151182,,,,,,,3.2092849421,,,,3.5578500904,,,,,,,,,,,,,,,,,,,,,,3.6070746807,,6.2938221804,,,,2.2440491779,2.5446730897,0.4132302652,0.7488289907,,,,4.1279127501,,,,2.5076561856,3.4943237059,,,,,,,,5.2990483136,4.4607404752,,,,,,,,,,,,,,,,,,,,3.1647221935,,,,,,,,,,,,,,,,,,1.7401552443,,,,,,-0.1355797049,2.380206457,2.5884942588,,,,,,,,4.6820889101,,,,,,,,,,,,,,,,,,,,4.9927218752,,3.2493041372,,,,,,,,,,,,,,,,,,,,,,5.1529787005,,3.9499307889,,,,,,-5,,-5,,,,,,,,,3.2055906156,,,,,,,-0.0410508511,,,,,,,,,,,,4.9232101496,,4.0695056096,,,,,1.1645914642,,,,3.4438424953,,,,,,0.8713115284,2.8691033224,,-5,-1.3292659913,,,,,,,,,,,,,,3.3578209463,,-5,5.3303068429,,,,,,,-0.3227242268,,,3.5742677723,,,,,,,3.9567698989,,,,,,,,0.5129631895,,,1.068894055,,,,,,,,,,,,3.1421744785,,,,,,,,,,,,
Bonnybridge,5.1289517202,NA,,,,,,,2.3124048843,2.5710302511,,,,,,,,,,,,,1.9890884344,,,,,,,,,,-0.1022025028,,,,,5.009425324,,,,3.6894320017,,,,4.7072795876,,4.6728669489,,5.2613818553,,,4.1029516292,,,2.0134254431,-0.8758876121,,,,,,4.4311754253,,,3.7815225356,,,,,,,3.8427484929,,,,,,,,,,,,,,,,,,,4.2914362213,,,4.0742298436,,,,,,,1.2032930995,,-1.102301206,,,4.5288787114,3.5360635818,2.9577279058,,,,4.0297238995,4.1258926181,,,,,,,,,,,,,,2.0617608517,4.5118056966,,,,,,,,,,,,,0.5609384746,,,,,,,,,,,,,,,,,,,,,,,,,,2.3828725965,2.2132994167,,,,,,,,2.8612403653,5.1285477098,3.7471854837,1.3929785936,,,,4.0196198067,,,4.0427585463,,4.3165832061,,,,,,,4.7381761913,,,4.8486239834,,4.4858448133,,,,NA,4.8585296625,2.9875664276,,,,,4.2023320347,,,,,,,,,,,2.7563298789,,3.1941030588,,,,,4.8443406489,0.2506876052,3.9519664671,,,,,,,,,4.858407853,,,,4.1700817566,,,,,,,,,,,,,,,,4.2031430222,,,,,,,,,,,,,,,,,,5.8827424582,,,,,,3.9961598921,,,,,,,5.5753309564,,,3.2727340442,,,,,,,,,,,,,,,,2.0896852758,,,,,,,,,,,,,,,,,,,2.4552312625,,,,,,,,,,2.9795077201,,,1.6652156826,1.3515275061,,,,,,,,,,,,,,4.691090912,5.2353368319,,,,,,,,,1.0359544796,,,,,,,,,,,,,,,5.7203567991,2.4633266918,,0.886488494,,,-0.3330451756,,,,,,,5.5127452901,,,,,,,,,,,,4.072767183,,,,,
Bothwellbank,,,,,,,,,,,,,,,,,,,,,,,1.6756408196,,,,,,,,,,,,,,,,1.4155995913,,,,,,,,,4.2482809466,,,,,,,,,,,,,5.7110784286,,,,,,,,,,,,2.9593136824,,,0.4617243896,,,,,,,,,,,,,,,,,,,1.3822632992,,,,2.1915223455,,5.1132349848,1.2604576189,4.2625196827,,,,,,,3.4791703662,,,,,,,,,,,,,,,,4.8022650453,3.488611689,,,,,,,,,,3.8002810066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.248594113,,,,,,,,,1.7359152814,,4.4024789859,,,,,3.7711952229,,,,3.6457651883,,,,,,,,,,,,,,,,,,,,,,,,3.3360970243,,,,,,,,,,,,2.7704454362,1.327819228,5.5878893464,,,,,-0.0324995545,,4.1088334206,,,,,,,,,,,,,,,,,,,5.4722546289,2.4568567174,,,,,,,,,,,,,,0.6205100423,,,,,,,,,,,,6.0934399954,,,,,,4.2640547955,,,,,,,,,,,,,2.6368650124,,,,,,,,,2.4907515876,,5.2091568245,,,,,,,3.5742433552,,,,,,,,,,,,,,1.3260114586,,,,3.9900854681,,,,,,1.3292178105,,,,1.5968039358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4151477638,,,,,,,,3.8130484092,1.3755931304,6.1119113436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowhouse,,,,,,-0.6143308205,,,,1.4673187451,,,,,,,,,4.3116598643,,,,,,0.1144315061,,,,,,,,-5,2.5749194882,,,,,0.2736624759,,,5.5316882381,,0.9649565587,,4.0491755193,,,,,,,,,,-0.3671658626,-5,,,,,,-0.0839993786,,,,,,,,,4.086240766,,,,-0.2926727824,,,,,,,,,,2.3721222394,2.4444331582,,,,5.1803254796,4.5986864701,,,,,,,2.9208433814,,3.6339908113,,,-5,,,,,-0.3918620041,,,,,3.1660314,,,,,,0.587627321,,,,,,,3.5442675462,,4.5902725192,,,,,,,,,3.0533941398,,,,,,4.3900671041,,,,4.3555421461,,,,,,-5,,,,,,,,5.4572819325,,,,,,,,,,,,,-0.9904108954,,,,,,,,,,,4.005780606,-0.4124943724,,,,,,,,,5.3134812852,,,,,4.4038298334,,,,NA,2.5345371511,,,,,,,,,,,2.0235258658,1.8554141976,,,,,,,-1.2985392174,3.5389710339,,,,,,,,,,,,,,,,,,,,-1.5293021627,-1.2191425087,,,,,,,,,,,,,,,-5,3.9239894734,,,NA,,,,,,,-1.3152359445,,,,,-5,,,,,,3.1523852254,4.7264316219,,,,,,,,,4.0426484746,,,,,,,3.9641545005,,,4.9057983751,,,2.6255476974,,4.8103995447,,1.4767590346,,,,,,,,,,,,,,,,,,0.0594558724,,,,,,,,,,,-0.771771251,NA,,,-5,,,,,3.3052250087,,,,4.2312800737,,,,,,4.6617610972,,,,,,,,,,,4.3265738416,,,,,-0.1245055011,,,,,,,,,1.8219577246,6.1384999242,,,,,,,,,,,,,,,,,,,,,,-0.6019690084,,,,,,
Buckie,2.8511114392,4.4109985286,,,,,,,,,,,3.3823417582,,,,,,,1.5299363703,,,,,,,,,,,,,,3.2821384304,3.531575589,,,,,,,4.1160246068,,,,,,,,,,,,,,,,,,,2.820259716,2.6925839101,,,,,,,,,,,,,,,,,,,,,,,,,3.424563904,,,3.7979920058,,,,,,,,,,,,,,,,,2.7632107032,,,,,,3.9253489433,1.5353542008,,,,,,,,,,,,,,,3.0951753471,,,,,1.7548465821,,,,,,3.494043835,,,,3.3262812341,,,,,,,,,,,,,,,,,,NA,,,4.5300723131,,NA,,,,,,,,,,,,,NA,,,,,,3.8128087093,,,,,,,,,,5.6719714455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8982435131,,,,NA,,,3.7803166548,,,,,,,,3.5981715214,,,,,,,,,,,,,,3.4194079986,,,,,,2.4197174139,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,3.67621339,,,,,,,,,-1.2866230095,,,,,,,,3.4048903107,-2.1128080076,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,NA,,5.5452662966,,,NA,,,,,,,,,,4.4578093381,,,,,,,
Carbarns,,3.6109455333,2.9200004711,,,,,-5,2.2286495657,,3.9018890615,,5.4429966452,,3.3640805517,,,,4.5999253678,2.2396245439,,4.5102319941,3.2426343006,,,,,,,,,,,,,,,,1.7535792166,4.7308770155,5.2851888473,,0.5324588858,,2.480512566,,2.6377316879,4.2176757966,1.2115105918,,,3.2957591159,,,,1.5385195127,,,,,6.0906590779,,2.3101199642,,,3.6753886441,4.5335165954,,,,,4.6219542189,,2.9518733787,4.0963764918,,4.8229140251,3.2465843207,3.6267205919,2.5957366043,2.9609519561,4.6844550359,NA,-5,,,3.5290261641,2.3181648197,,,,,3.1137525811,,3.4058291938,,3.670252028,,,4.0077079694,5.161461668,3.1004795019,4.0464880066,1.2547037159,,,,4.910788527,,4.4888059335,,,4.7421010863,,-5,,,,,,,,,,,5.2936854063,4.7303040301,,5.2971022866,1.8824691322,,,,,,NA,,,,,3.3098896099,,2.6004015307,,,,NA,5.1424141662,,2.873110742,3.6555421397,,4.1258990409,,3.2226003471,,2.1996029144,,,,,7.1173338734,,,,,4.0893787936,,1.157406886,5.4267610677,,,4.5521279408,,0.1113390095,,,,4.2241215198,,4.5021563189,3.1512481305,,,4.8100433811,,3.2879893978,,4.6251449424,1.5763188602,3.3767689494,,3.0533092531,3.6347832969,0.970751436,,,-5,4.6934916858,3.7303919292,4.6047752835,,-5,,,,,3.1535832474,2.742288848,0.0895201705,,4.5001580612,3.376392543,4.9471233894,4.9004749185,,,2.0958129552,,,2.8193285444,,1.2948582988,4.8669365629,2.7491241389,,4.1823671778,,,,,,4.7615508174,1.5431020208,-5,,,,-0.9243943104,1.7185309067,,,,,,,,,,3.8959315738,-5,5.7335656738,,,3.3925348978,,4.7008273377,4.3470905477,2.6223881586,,,1.2415012061,4.1442560834,4.5518722772,,,4.6360066518,,4.1141371165,,,,3.0633345925,3.0090821158,3.9597102866,-5,,,NA,,,4.2281418196,,,5.1212793673,,4.0514324734,2.2677156668,1.6077946547,,,4.3028882417,,2.8391652168,,,,,,3.0117306768,,,,3.4181839414,,4.7458251864,,,NA,,2.6775809531,,,,,,3.2769397137,3.43378032,-5,4.7141507641,,,,,,,-5,,3.2348429712,2.3016149591,,,2.5260141611,,,,,,4.0184218523,,,,2.4542094493,,,,,4.5792161191,,,,,,-5,,,,,,,,,,,,4.2089312304,3.6347162156,,,5.2016422231,4.700251075,,1.5419949925,,,-5,4.6886362752,,,,,,,2.4897888661,5.9995012189,0.8143434475,,,,5.8864923311,,0.7161969508,,4.0579387283,,,,,3.7211090536,,4.6335296127,,-5,0.6997701509,,4.4978519948,2.2564880976,,4.2822808632,,0.4027139863,,-5
