HBNAME,Site,Date,Date.Analysed,SW.Sample.Number,N1.Description,N1.Reported.Value,N1.Sample.1,N1.Sample.2,N1.Sample.3,Calculated.Mean,Standard.Deviation,Flow..l.day.,Ammonia..mg.l.,pH.Value,Modelled.Flow..l.day.,Million.Gene.Copies.Per.Person.per.Day,Analysis.Lab,X.Row.Count.,logMillion
(Empty),Shieldhall - Gorbals,2021-07-19,20/07/2021,NA,Positive,66791,67795.22,65786.83,NA,66791.02,1420.142,NA,19.73,NA,16416979.1,37.02789,SEPA - Low Volume,1,3.6116713564
(Empty),Shieldhall - Gorbals,2021-07-28,29/07/2021,NA,Positive,35594,39511.1,31677.21,NA,35594.16,5539.397,NA,18.52,NA,17026208.1,20.46512,SEPA - Low Volume,1,3.0187218747
(Empty),Shieldhall - Gorbals,2021-07-30,02/08/2021,NA,Positive,28371,27453.62,29290.34,NA,28371.98,1298.761,NA,NA,NA,NA,19.47564,SEPA - Low Volume,1,2.9691642911
(Empty),Shieldhall - Gorbals,2021-08-03,04/08/2021,NA,Positive,74295,83050.96,65539.24,NA,74295.1,12382.65,NA,24.7,NA,14425103.1,36.19068,SEPA - Low Volume,1,3.5888015258
(Empty),Shieldhall - Gorbals,2021-08-05,06/08/2021,NA,Positive,17552,18684.93,16420.29,NA,17552.61,1601.341,NA,22.75,NA,15124519.8,8.964805,SEPA - Low Volume,1,2.1933063979
(Empty),Shieldhall - Gorbals,2021-08-10,11/08/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,12.71,NA,21146956.2,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Gorbals,2021-08-12,13/08/2021,NA,Positive,31256,23978.26,38534.26,NA,31256.26,10292.65,NA,12.73,NA,21127821.8,22.30023,SEPA - Low Volume,1,3.10459707
(Empty),Shieldhall - Gorbals,2021-08-17,18/08/2021,NA,Positive,15560,14886.44,16233.95,NA,15560.2,952.837,NA,18.91,NA,16823146.6,8.839747,SEPA - Low Volume,1,2.1792583067
(Empty),Shieldhall - Gorbals,2021-08-19,20/08/2021,NA,Positive,162537,134618.4,190456.2,NA,162537.3,39483.28,NA,17.4,NA,17648816.1,96.86932,SEPA - Low Volume,1,4.5733628288
(Empty),Shieldhall - Gorbals,2021-08-24,25/08/2021,NA,Positive,210424,215421.5,205428,NA,210424.8,7066.516,NA,21.46,NA,15641465.1,111.1455,SEPA - Low Volume,1,4.7108401374
(Empty),Shieldhall - Gorbals,2021-08-26,30/08/2021,NA,Positive,393491,371785,415198.3,NA,393491.6,30697.85,NA,23.16,NA,14969784,198.9155,SEPA - Low Volume,1,5.2928801194
(Empty),Shieldhall - Gorbals,2021-08-31,01/09/2021,NA,Positive,59565,55780.08,63350.93,NA,59565.5,5353.397,NA,25.53,NA,14153208.9,28.46868,SEPA - Low Volume,1,3.3488045417
(Empty),Shieldhall - Gorbals,2021-09-03,06/09/2021,NA,Positive,74444,79615.27,69273.36,NA,74444.31,7312.834,NA,27.15,NA,13660665.6,34.34164,SEPA - Low Volume,1,3.5363585133
(Empty),Shieldhall - Gorbals,2021-09-09,10/09/2021,NA,Positive,117740,107520,127960,NA,117740,14453.26,NA,23.34,NA,14903207.4,59.2545,SEPA - Low Volume,1,4.0818418021
(Empty),Shieldhall - Gorbals,2021-09-13,14/09/2021,NA,Positive,144149,146821.1,141478,NA,144149.5,3778.129,NA,21.96,NA,15435424.5,75.13623,SEPA - Low Volume,1,4.3193028441
(Empty),Shieldhall - Gorbals,2021-09-20,21/09/2021,NA,Positive,102466,109666.7,95265.81,NA,102466.3,10182.99,NA,15.81,NA,18649883.8,64.53193,SEPA - Low Volume,1,4.1671601443
(Empty),Shieldhall - Gorbals,2021-09-29,30/09/2021,NA,Positive,88457,89648.71,87265.33,NA,88457.02,1685.3,NA,14.38,NA,19696126.7,58.83432,SEPA - Low Volume,1,4.0747253147
(Empty),Shieldhall - Gorbals,2021-10-19,20/10/2021,NA,Positive,19733,10730.59,28736.84,NA,19733.71,12732.34,NA,9.07,NA,25681179.8,17.1136,SEPA - Low Volume,1,2.8398735554
(Empty),Shieldhall - Gorbals,2021-10-26,28/10/2021,NA,Positive,15711,13815.89,17606.82,NA,15711.35,2680.594,NA,12.1,NA,21754327.1,11.54189,SEPA - Low Volume,1,2.4459828918
(Empty),Shieldhall - Gorbals,2021-10-28,29/10/2021,NA,Positive,15356,14677.87,16034.84,NA,15356.36,959.522,NA,2.48,NA,54180495.1,28.09628,SEPA - Low Volume,1,3.335637079
(Empty),Shieldhall - Gorbals,2021-11-02,04/11/2021,NA,Positive,165597,156275.6,174919.9,NA,165597.8,13183.51,NA,10.84,NA,23176106.2,129.6023,SEPA - Low Volume,1,4.864470184
(Empty),Shieldhall - Gorbals,2021-11-04,08/11/2021,NA,Positive,24356,28187.13,20525.66,NA,24356.39,5417.473,NA,16.58,NA,18146199.8,14.92507,SEPA - Low Volume,1,2.703042083
(Empty),Shieldhall - Gorbals,2021-11-09,10/11/2021,NA,Positive,30509,23456.82,37561.69,NA,30509.25,9973.654,NA,9.89,NA,24432825.4,25.1723,SEPA - Low Volume,1,3.2257440998
(Empty),Shieldhall - Gorbals,2021-11-11,12/11/2021,NA,Positive,83803,70775.22,96831.47,NA,83803.34,18424.55,NA,14.94,NA,19267635.1,54.52647,SEPA - Low Volume,1,3.9986862041
(Empty),Shieldhall - Gorbals,2021-11-16,17/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,16.73,NA,18052350.3,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Gorbals,2021-11-18,19/11/2021,NA,Positive,560835,493112.3,628558.3,NA,560835.3,95774.76,NA,13.58,NA,20356029.7,385.5192,SEPA - Low Volume,1,5.9545909654
(Empty),Shieldhall - Gorbals,2021-11-23,25/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,16.84,NA,17984365.9,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Gorbals,2021-11-25,26/11/2021,NA,Positive,32358,20065.64,44651.64,NA,32358.64,17384.92,NA,20.69,NA,15974007.6,17.45508,SEPA - Low Volume,1,2.8596304888
(Empty),Shieldhall - Gorbals,2021-12-07,08/12/2021,NA,Positive,17048,18624.12,15473.69,NA,17048.9,2227.692,NA,6.13,NA,32179132.1,18.52628,SEPA - Low Volume,1,2.9191904942
(Empty),Shieldhall - Gorbals,2021-12-14,15/12/2021,NA,Positive,72525,71835.49,73214.67,NA,72525.08,975.2277,NA,8.27,NA,27083384.8,66.32981,SEPA - Low Volume,1,4.1946394287
(Empty),Shieldhall - Gorbals,2021-12-16,17/12/2021,NA,Positive,103461,91280.32,115642.7,NA,103461.5,17226.81,NA,11.42,NA,22490943.7,78.57856,SEPA - Low Volume,1,4.3640989386
(Empty),Shieldhall - Gorbals,2022-01-05,06/01/2022,NA,Positive,59628,56187.98,63068.34,NA,59628.16,4865.153,NA,5.95,NA,32736055.5,65.91668,SEPA - Low Volume,1,4.1883915616
(Empty),Shieldhall - Gorbals,2022-01-07,10/01/2022,NA,Positive,32202,37283.71,27120.54,NA,32202.12,7186.441,NA,2.85,NA,50011806.8,54.38444,SEPA - Low Volume,1,3.9960780977
(Empty),Shieldhall - Gorbals,2022-01-10,11/01/2022,NA,Positive,157999,186550.7,129448.3,NA,157999.5,40377.54,NA,8.78,NA,26166171.1,139.609,SEPA - Low Volume,1,4.9388457019
(Empty),Shieldhall - Gorbals,2022-01-12,13/01/2022,NA,Positive,135093,136605.6,133581.8,NA,135093.7,2138.121,NA,NA,NA,NA,92.73358,SEPA - Low Volume,1,4.5297306306
(Empty),Shieldhall - Govanhill,2021-03-29,30/03/2021,NA,Positive,15997,12823.35,19171.78,NA,15997.56,4489.02,NA,17.18,NA,7400186.4,10.70292,SEPA,1,2.3705161538
(Empty),Shieldhall - Govanhill,2021-03-30,01/04/2021,NA,Positive,66320,67436.92,65203.11,NA,66320.02,1579.546,NA,39.63,NA,4573520,27.42211,SEPA,1,3.3113494945
(Empty),Shieldhall - Govanhill,2021-03-31,01/04/2021,NA,Positive,85778,74042.64,97513.38,NA,85778.01,16596.32,NA,42.66,NA,4383580,33.99465,SEPA,1,3.5262030676
(Empty),Shieldhall - Govanhill,2021-04-01,06/04/2021,NA,Positive,11842,10793.87,12891.94,NA,11842.9,1483.559,NA,44.07,NA,4302276.4,4.606405,SEPA,1,1.5274477438
(Empty),Shieldhall - Govanhill,2021-04-02,07/04/2021,NA,Positive,56057,48898.27,63216.5,NA,56057.38,10124.52,NA,46.12,NA,4191116.3,21.24067,SEPA,1,3.0559175386
(Empty),Shieldhall - Govanhill,2021-04-07,08/04/2021,NA,Positive,154133,175315.7,132950.7,NA,154133.2,29956.54,NA,45.63,NA,4216969.4,58.76277,SEPA,1,4.0735084844
(Empty),Shieldhall - Govanhill,2021-04-09,13/04/2021,NA,Positive,44855,44154.37,45556.8,NA,44855.59,991.6659,NA,37.12,NA,4749093.4,19.25896,SEPA,1,2.9579765088
(Empty),Shieldhall - Govanhill,2021-04-13,14/04/2021,NA,Positive,20438,19178.92,21699.04,NA,20438.98,1781.99,NA,51.32,NA,3941097.4,7.282526,SEPA,1,1.9854777325
(Empty),Shieldhall - Govanhill,2021-04-15,16/04/2021,NA,Positive,44917,48009.14,41826.57,NA,44917.85,4371.743,NA,48.7,NA,4061809.5,16.49469,SEPA,1,2.8030385243
(Empty),Shieldhall - Govanhill,2021-05-04,06/05/2021,NA,Positive,216949,193564.3,240334.2,NA,216949.2,33071.27,NA,33.9,NA,5003793.8,98.14386,SEPA,1,4.5864343826
(Empty),Shieldhall - Govanhill,2021-05-06,07/05/2021,NA,Positive,196587,195743.1,197431.3,NA,196587.2,1193.742,NA,45.08,NA,4246514.3,75.47333,SEPA,1,4.3237793867
(Empty),Shieldhall - Govanhill,2021-05-12,13/05/2021,NA,Positive,1686733,1739814,1633653,NA,1686734,75067.25,NA,10.12,NA,10036238.1,1530.464,SEPA,1,7.3333261186
(Empty),Shieldhall - Govanhill,2021-05-14,17/05/2021,NA,Positive,473389,500168.1,446611.5,NA,473389.8,37870.27,NA,30.09,NA,5359317.5,229.3686,SEPA,1,5.4353304249
(Empty),Shieldhall - Govanhill,2021-05-18,19/05/2021,NA,Positive,483254,476494.8,490015.1,NA,483255,9560.303,NA,60.14,NA,3597182.3,157.1609,SEPA,1,5.0572698315
(Empty),Shieldhall - Govanhill,2021-05-20,21/05/2021,NA,Positive,2454607,2233110,2676105,NA,2454607,313244.8,NA,56.91,NA,3713347.4,824.0494,SEPA,1,6.7142304576
(Empty),Shieldhall - Govanhill,2021-05-25,26/05/2021,NA,Positive,161454,130236.1,192672.9,NA,161454.5,44149.53,NA,53.28,NA,3856964.2,56.29909,SEPA,1,4.0306783638
(Empty),Shieldhall - Govanhill,2021-05-27,28/05/2021,NA,Positive,193555,196171.7,190938.6,NA,193555.2,3700.406,NA,56.68,NA,3722015.3,65.13112,SEPA,1,4.1764024165
(Empty),Shieldhall - IMAX,2021-11-03,05/11/2021,NA,Weak Positive,2712.801,5357.823,67.78005,NA,2712.801,3740.625,NA,103.9,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-04,05/11/2021,NA,Negative,0,0,0,NA,0,0,NA,69.96,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-05,08/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-05,09/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-08,10/11/2021,NA,Weak Positive,63.15734,61.80707,64.5076,NA,63.15734,1.909562,NA,138.1,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-09,10/11/2021,NA,Weak Positive,35.38204,70.76408,0,NA,35.38204,50.03776,NA,92.72,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-10,11/11/2021,NA,Positive,100523,99489.94,101557.1,NA,100523.5,1461.734,NA,46.85,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-11,12/11/2021,NA,Negative,0,NA,NA,NA,NA,NA,NA,48.76,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-12,15/11/2021,NA,Negative,0,NA,NA,NA,NA,NA,NA,95.6,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-15,16/11/2021,NA,Negative,0,NA,NA,NA,NA,NA,NA,122.9,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-16,17/11/2021,NA,Negative,0,NA,NA,NA,NA,NA,NA,99.43,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-18,19/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,104.56,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-19,22/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,134.38,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-22,23/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,115.4,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-23,25/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,90.6,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-24,26/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,105.72,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - IMAX,2021-11-25,26/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,84.02,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Pollockshields West,2021-06-07,08/06/2021,NA,Positive,337079,304932.4,369226,NA,337079.2,45462.4,NA,35.97,NA,2300792.7,161.5391,SEPA,1,5.0847473896
(Empty),Shieldhall - Pollockshields West,2021-06-08,09/06/2021,NA,Positive,127387,126207.6,128567.2,NA,127387.4,1668.495,NA,40.08,NA,2161848.7,57.36143,SEPA,1,4.0493720411
(Empty),Shieldhall - Pollockshields West,2021-06-09,11/06/2021,NA,Positive,246756,239013,254500.7,NA,246756.9,10951.47,NA,28.2,NA,2646839.5,136.0395,SEPA,1,4.9129455186
(Empty),Shieldhall - Pollockshields West,2021-06-10,11/06/2021,NA,Positive,167030,171569.5,162492.3,NA,167030.9,6418.58,NA,45.61,NA,2006818,69.81892,SEPA,1,4.2459050476
(Empty),Shieldhall - Pollockshields West,2021-06-11,15/06/2021,NA,Positive,362010,320439.6,403581.9,NA,362010.8,58790.52,NA,30.8,NA,2515799.7,189.6993,SEPA,1,5.245440422
(Empty),Shieldhall - Pollockshields West,2021-06-16,17/06/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,6.49,NA,6166640.6,NA,SEPA,1,NA
(Empty),Shieldhall - Pollockshields West,2021-06-17,18/06/2021,NA,Positive,38181,38264.64,38098.15,NA,38181.4,117.7264,NA,32.9,NA,2422055.3,19.26212,SEPA,1,2.9581406756
(Empty),Shieldhall - Pollockshields West,2021-06-23,24/06/2021,NA,Positive,14090,14329.75,13851.76,NA,14090.75,337.9878,NA,21.22,NA,3117690.1,9.150303,SEPA,1,2.2137869546
(Empty),Shieldhall - Pollockshields West,2021-06-24,25/06/2021,NA,Positive,186421,173184.7,199657.6,NA,186421.2,18719.22,NA,37.89,NA,2232929.5,86.70387,SEPA,1,4.4624985572
(Empty),Shieldhall - Pollockshields West,2021-06-28,29/06/2021,NA,Positive,258431,256774.5,260088.9,NA,258431.7,2343.687,NA,37.73,NA,2238376.3,120.4889,SEPA,1,4.7915578951
(Empty),Shieldhall - Pollockshields West,2021-07-01,02/07/2021,NA,Positive,62360,62360.85,NA,NA,62360.85,NA,NA,34.92,NA,2340372.6,30.39942,SEPA,1,3.4144236466
(Empty),Shieldhall - Pollockshields West,2021-07-05,06/07/2021,NA,Positive,48196,48196.53,NA,NA,48196.53,NA,NA,4.28,NA,7836857.2,78.67306,SEPA - Low Volume,1,4.3653007356
(Empty),Shieldhall - Pollockshields West,2021-07-08,09/07/2021,NA,Positive,14262,13381.11,15142.96,NA,14262.04,1245.812,NA,31.51,NA,2483005.2,7.376111,SEPA - Low Volume,1,1.9982465905
(Empty),Shieldhall - Pollockshields West,2021-07-12,13/07/2021,NA,Positive,10730,14704.69,6756.573,NA,10730.63,5620.164,NA,31.45,NA,2485731.4,5.555814,SEPA - Low Volume,1,1.714844875
(Empty),Shieldhall - Pollockshields West,2021-07-19,20/07/2021,NA,Positive,60707,47148.98,74265.45,NA,60707.21,19174.24,NA,39.85,NA,2169023.6,27.42666,SEPA - Low Volume,1,3.3115153949
(Empty),Shieldhall - Pollockshields West,2021-07-28,29/07/2021,NA,Positive (DNQ),8995.195,9435.176,8555.214,NA,8995.195,622.2269,NA,25.75,NA,2789028.3,5.225547,SEPA - Low Volume,1,1.6535595637
(Empty),Shieldhall - Pollockshields West,2021-07-30,02/08/2021,NA,Positive,35296,29192.95,41399.16,NA,35296.06,8631.094,NA,NA,NA,NA,25.3029,SEPA - Low Volume,1,3.2309190347
(Empty),Shieldhall - Pollockshields West,2021-08-03,04/08/2021,NA,Weak Positive,6320.862,9565.448,3076.276,NA,6320.862,4588.538,NA,40.65,NA,2144343.8,2.823183,SEPA - Low Volume,1,1.0378648873
(Empty),Shieldhall - Pollockshields West,2021-08-05,06/08/2021,NA,Positive (DNQ),8487.612,7493.228,9481.996,NA,8487.612,1406.271,NA,38.74,NA,2204589.8,3.89746,SEPA - Low Volume,1,1.360324944
(Empty),Shieldhall - Pollockshields West,2021-08-17,18/08/2021,NA,Positive,42009,48170.64,35848.86,NA,42009.75,8712.816,NA,34.95,NA,2339215.8,20.46862,SEPA - Low Volume,1,3.0188931887
(Empty),Shieldhall - Pollockshields West,2021-08-19,20/08/2021,NA,Positive,33192,33417.74,32966.43,NA,33192.09,319.119,NA,NA,NA,NA,23.79461,SEPA - Low Volume,1,3.169459271
(Empty),Shieldhall - Pollockshields West,2021-08-24,25/08/2021,NA,Positive,1359833,1290528,1429140,NA,1359834,98013.35,NA,40.71,NA,2142523.7,606.8478,SEPA - Low Volume,1,6.4082779397
(Empty),Shieldhall - Pollockshields West,2021-08-26,30/08/2021,NA,Positive,343144,384742.7,301546.1,NA,343144.4,58828.87,NA,40.82,NA,2139197.7,152.896,SEPA - Low Volume,1,5.029758001
(Empty),Shieldhall - Pollockshields West,2021-08-31,01/09/2021,NA,Positive,47213,53712.77,40713.69,NA,47213.23,9191.735,NA,41.97,NA,2105252.2,20.70314,SEPA - Low Volume,1,3.0302851698
(Empty),Shieldhall - Pollockshields West,2021-09-03,06/09/2021,NA,Positive,2174801,2235359,2114243,NA,2174801,85641.39,NA,41.63,NA,2115134.3,958.133,SEPA - Low Volume,1,6.8649865507
(Empty),Shieldhall - Pollockshields West,2021-09-09,10/09/2021,NA,Positive,165526,175560,155493.3,NA,165526.7,14189.28,NA,7.61,NA,5626552.7,193.9897,SEPA - Low Volume,1,5.2678050229
(Empty),Shieldhall - Pollockshields West,2021-09-13,14/09/2021,NA,Positive,244475,245733.6,243216.7,NA,244475.2,1779.716,NA,38.47,NA,2213484.9,112.7145,SEPA - Low Volume,1,4.7248577593
(Empty),Shieldhall - Pollockshields West,2021-09-20,21/09/2021,NA,Positive,83750,89005.04,78496.81,NA,83750.92,7430.444,NA,31.4,NA,2488009.4,43.40202,SEPA - Low Volume,1,3.7705059467
(Empty),Shieldhall - Pollockshields West,2021-09-29,30/09/2021,NA,Positive,38599,43536.33,33661.98,NA,38599.15,6982.22,NA,28.12,NA,2651172.3,21.31493,SEPA - Low Volume,1,3.0594079898
(Empty),Shieldhall - Pollockshields West,2021-10-07,08/10/2021,NA,Positive,39411,27188.22,51634.03,NA,39411.12,17285.8,NA,30.46,NA,2531929.3,20.78446,SEPA - Low Volume,1,3.0342054734
(Empty),Shieldhall - Pollockshields West,2021-10-19,21/10/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,11.7,NA,4392325.6,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Pollockshields West,2021-10-26,28/10/2021,NA,Negative,0,0,0,NA,0,0,NA,9.07,NA,5085789.8,0,SEPA - Low Volume,1,-5
(Empty),Shieldhall - Pollockshields West,2021-10-28,29/10/2021,NA,Positive (DNQ),8103.202,16206.4,0,NA,8103.202,11459.66,NA,3.07,NA,9489066.6,16.01579,SEPA - Low Volume,1,2.7735752707
(Empty),Shieldhall - Pollockshields West,2021-11-02,04/11/2021,NA,Weak Positive,1371.707,2743.414,0,NA,1371.707,1939.886,NA,12.25,NA,4277682,1.222188,SEPA - Low Volume,1,0.2006428667
(Empty),Shieldhall - Pollockshields West,2021-11-04,08/11/2021,NA,Positive,350528,312086.8,388970.2,NA,350528.5,54364.77,NA,20.74,NA,3159030.4,230.6457,SEPA - Low Volume,1,5.4408829008
(Empty),Shieldhall - Pollockshields West,2021-11-09,10/11/2021,NA,Positive,39150,35069.08,43231.49,NA,39150.29,5771.69,NA,21.15,NA,3123626.7,25.47196,SEPA - Low Volume,1,3.2375782345
(Empty),Shieldhall - Pollockshields West,2021-11-11,12/11/2021,NA,Positive,238955,206710.5,271200,NA,238955.2,45600.96,NA,31.39,NA,2488465.8,123.8558,SEPA - Low Volume,1,4.8191182219
(Empty),Shieldhall - Pollockshields West,2021-11-16,19/11/2021,NA,Positive,45939,44869.03,47009.85,NA,45939.44,1513.787,NA,NA,NA,NA,32.93289,SEPA - Low Volume,1,3.4944718589
(Empty),Shieldhall - Pollockshields West,2021-11-18,19/11/2021,NA,Positive,189695,204706.8,174684.8,NA,189695.8,21228.7,NA,22.2,NA,3037695.1,120.0246,SEPA - Low Volume,1,4.7876965094
(Empty),Shieldhall - Pollockshields West,2021-11-23,25/11/2021,NA,Positive,117274,117028.6,117521,NA,117274.8,348.1973,NA,29.81,NA,2563569,62.62073,SEPA - Low Volume,1,4.1370963372
(Empty),Shieldhall - Pollockshields West,2021-11-25,26/11/2021,NA,Positive,93193,73943.85,112443.1,NA,93193.49,27223.1,NA,24.67,NA,2858684.6,55.49069,SEPA - Low Volume,1,4.0162152458
(Empty),Shieldhall - Pollockshields West,2021-12-07,08/12/2021,NA,Positive,18194,17799.85,18589.73,NA,18194.79,558.5298,NA,10.43,NA,4692719.2,17.78443,SEPA - Low Volume,1,2.8783233852
(Empty),Shieldhall - Pollockshields West,2021-12-14,15/12/2021,NA,Positive,27735,34216.16,21255.15,NA,27735.65,9164.82,NA,17.23,NA,3514907.7,20.30582,SEPA - Low Volume,1,3.0109077763
(Empty),Shieldhall - Pollockshields West,2021-12-16,17/12/2021,NA,Positive,32300,21905.85,42694.67,NA,32300.26,14699.91,NA,15.97,NA,3671993.1,24.7045,SEPA - Low Volume,1,3.206985586
(Empty),Shieldhall - Pollockshields West,2022-01-05,06/01/2022,NA,Positive,24609,23645.42,25574.09,NA,24609.76,1363.775,NA,4.66,NA,7462306.3,38.25152,SEPA - Low Volume,1,3.6441833042
(Empty),Shieldhall - Pollockshields West,2022-01-07,10/01/2022,NA,Positive,24352,29370.64,19333.62,NA,24352.13,7097.246,NA,3.03,NA,9560987.1,48.49622,SEPA - Low Volume,1,3.8814859008
(Empty),Shieldhall - Science Centre,2021-10-08,18/10/2021,NA,Negative,0,0,NA,NA,0,NA,NA,113.6,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-10-11,18/10/2021,NA,Negative,0,0,NA,NA,0,NA,NA,111.13,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-10-12,13/10/2021,NA,Negative,0,0,0,NA,0,0,NA,97.72,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-10-13,18/10/2021,NA,Negative,0,0,NA,NA,0,NA,NA,136.93,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-10-14,18/10/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,113.15,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-10-15,18/10/2021,NA,Negative,0,0,0,NA,0,0,NA,61.19,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-10-18,19/10/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,29.03,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-10-19,20/10/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-10-20,21/10/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,121.5,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-10-21,22/10/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,126.1,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-10-22,25/10/2021,NA,Negative,0,0,0,NA,0,0,NA,79.99,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-10-25,26/10/2021,NA,Positive,10289,12342.11,8237.088,NA,10289.6,2902.687,NA,67.43,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-10-26,28/10/2021,NA,Negative,0,0,0,NA,0,0,NA,40.19,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-10-27,28/10/2021,NA,Weak Positive,1694.445,3336.764,52.12617,NA,1694.445,2322.59,NA,20.08,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-10-28,29/10/2021,NA,Weak Positive,4640.934,0,9281.867,NA,4640.934,6563.271,NA,9.9,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-11-03,04/11/2021,NA,Negative,0,0,0,NA,0,0,NA,64.3,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-11-04,05/11/2021,NA,Negative,0,0,0,NA,0,0,NA,39.85,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-11-05,08/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,109.6,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-11-05,09/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,109.6,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-11-08,10/11/2021,NA,Negative,0,NA,NA,NA,NA,NA,NA,137.6,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-11-09,10/11/2021,NA,Negative,0,NA,NA,NA,NA,NA,NA,47.66,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-11-10,11/11/2021,NA,Positive,188434,158144.5,218724.4,NA,188434.5,42836.5,NA,63.37,NA,NA,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Science Centre,2021-11-11,12/11/2021,NA,Negative,0,NA,NA,NA,NA,NA,NA,50.3,NA,NA,NA,SEPA - Low Volume,1,NA
