,Health_Board,Site,Longitude_dd,Latitude_dd,X1899.12.31,X2020.05.28,X2020.05.29,X2020.06.01,X2020.06.02,X2020.06.03,X2020.06.04,X2020.06.06,X2020.06.08,X2020.06.09,X2020.06.10,X2020.06.15,X2020.06.16,X2020.06.17,X2020.06.19,X2020.06.22,X2020.06.23,X2020.06.24,X2020.06.26,X2020.06.28,X2020.06.30,X2020.07.01,X2020.07.03,X2020.07.06,X2020.07.07,X2020.07.08,X2020.07.10,X2020.07.13,X2020.07.14,X2020.07.15,X2020.07.17,X2020.07.20,X2020.07.27,X2020.07.28,X2020.08.03,X2020.08.05,X2020.08.07,X2020.08.08,X2020.08.09,X2020.08.10,X2020.08.11,X2020.08.12,X2020.08.13,X2020.08.14,X2020.08.17,X2020.08.18,X2020.08.19,X2020.08.20,X2020.08.21,X2020.08.22,X2020.08.24,X2020.08.25,X2020.08.26,X2020.08.28,X2020.08.31,X2020.09.01,X2020.09.02,X2020.09.03,X2020.09.04,X2020.09.06,X2020.09.07,X2020.09.08,X2020.09.09,X2020.09.10,X2020.09.11,X2020.09.14,X2020.09.15,X2020.09.16,X2020.09.17,X2020.09.18,X2020.09.20,X2020.09.21,X2020.09.22,X2020.09.23,X2020.09.24,X2020.09.25,X2020.09.28,X2020.09.29,X2020.09.30,X2020.10.01,X2020.10.02,X2020.10.05,X2020.10.06,X2020.10.07,X2020.10.09,X2020.10.12,X2020.10.13,X2020.10.14,X2020.10.15,X2020.10.16,X2020.10.19,X2020.10.20,X2020.10.21,X2020.10.22,X2020.10.23,X2020.10.26,X2020.10.27,X2020.10.28,X2020.10.29,X2020.10.30,X2020.10.31,X2020.11.02,X2020.11.03,X2020.11.04,X2020.11.06,X2020.11.09,X2020.11.10,X2020.11.11,X2020.11.12,X2020.11.13,X2020.11.16,X2020.11.17,X2020.11.18,X2020.11.19,X2020.11.20,X2020.11.23,X2020.11.24,X2020.11.25,X2020.11.26,X2020.11.27,X2020.11.30,X2020.12.01,X2020.12.02,X2020.12.03,X2020.12.04,X2020.12.06,X2020.12.07,X2020.12.08,X2020.12.09,X2020.12.10,X2020.12.11,X2020.12.14,X2020.12.15,X2020.12.16,X2020.12.17,X2020.12.18,X2020.12.21,X2020.12.29,X2020.12.30,X2020.12.31,X2021.01.04,X2021.01.05,X2021.01.06,X2021.01.07,X2021.01.08,X2021.01.11,X2021.01.12,X2021.01.13,X2021.01.14,X2021.01.15,X2021.01.17,X2021.01.18,X2021.01.19,X2021.01.20,X2021.01.21,X2021.01.22,X2021.01.23,X2021.01.25,X2021.01.26,X2021.01.27,X2021.01.29,X2021.02.01,X2021.02.02,X2021.02.03,X2021.02.04,X2021.02.05,X2021.02.06,X2021.02.08,X2021.02.09,X2021.02.10,X2021.02.11,X2021.02.12,X2021.02.15,X2021.02.16,X2021.02.17,X2021.02.18,X2021.02.19,X2021.02.20,X2021.02.21,X2021.02.22,X2021.02.23,X2021.02.24,X2021.02.25,X2021.02.26,X2021.02.27,X2021.02.28,X2021.03.01,X2021.03.02,X2021.03.03,X2021.03.04,X2021.03.05,X2021.03.06,X2021.03.07,X2021.03.08,X2021.03.09,X2021.03.10,X2021.03.11,X2021.03.12,X2021.03.15,X2021.03.16,X2021.03.17,X2021.03.18,X2021.03.19,X2021.03.20,X2021.03.22,X2021.03.23,X2021.03.24,X2021.03.25,X2021.03.26,X2021.03.29,X2021.03.30,X2021.03.31,X2021.04.01,X2021.04.02,X2021.04.05,X2021.04.06,X2021.04.07,X2021.04.08,X2021.04.09,X2021.04.10,X2021.04.12,X2021.04.13,X2021.04.14,X2021.04.15,X2021.04.16,X2021.04.19,X2021.04.20,X2021.04.21,X2021.04.22,X2021.04.23,X2021.04.26,X2021.04.27,X2021.04.28,X2021.04.29,X2021.04.30,X2021.05.03,X2021.05.04,X2021.05.05,X2021.05.06,X2021.05.07,X2021.05.10,X2021.05.11,X2021.05.12,X2021.05.13,X2021.05.14,X2021.05.17,X2021.05.18,X2021.05.19,X2021.05.20,X2021.05.21,X2021.05.23,X2021.05.24,X2021.05.25,X2021.05.26,X2021.05.27,X2021.05.28,X2021.05.31,X2021.06.01,X2021.06.02,X2021.06.03,X2021.06.04,X2021.06.07,X2021.06.08,X2021.06.09,X2021.06.10,X2021.06.11,X2021.06.14,X2021.06.15,X2021.06.16,X2021.06.17,X2021.06.18,X2021.06.19,X2021.06.21,X2021.06.22,X2021.06.23,X2021.06.24,X2021.06.25,X2021.06.28,X2021.06.29,X2021.06.30,X2021.07.01,X2021.07.02,X2021.07.05,X2021.07.06,X2021.07.07,X2021.07.08,X2021.07.09,X2021.07.10,X2021.07.12,X2021.07.13,X2021.07.16,X2021.07.19,X2021.07.20,X2021.07.21,X2021.07.22,X2021.07.23,X2021.07.26,X2021.07.27,X2021.07.28,X2021.07.29,X2021.07.30,X2021.08.02,X2021.08.03,X2021.08.04,X2021.08.05,X2021.08.06,X2021.08.09,X2021.08.10,X2021.08.11,X2021.08.12,X2021.08.13,X2021.08.16,X2021.08.17,X2021.08.18,X2021.08.19,X2021.08.20,X2021.08.23,X2021.08.24,X2021.08.25,X2021.08.26,X2021.08.27,X2021.08.30,X2021.08.31,X2021.09.01,X2021.09.02,X2021.09.03,X2021.09.06,X2021.09.07,X2021.09.08,X2021.09.09,X2021.09.10,X2021.09.13,X2021.09.14,X2021.09.15,X2021.09.16,X2021.09.17,X2021.09.20,X2021.09.21,X2021.09.22,X2021.09.23,X2021.09.24,X2021.09.27,X2021.09.28,X2021.09.29,X2021.09.30,X2021.10.01,X2021.10.04,X2021.10.05,X2021.10.06,X2021.10.07,X2021.10.08,X2021.10.11,X2021.10.12,X2021.10.13,X2021.10.14,X2021.10.15,X2021.10.18,X2021.10.19,X2021.10.20,X2021.10.21,X2021.10.22,X2021.10.25,X2021.10.26,X2021.10.27,X2021.10.28,X2021.10.29,X2021.11.01,X2021.11.02,X2021.11.03,X2021.11.04,X2021.11.05,X2021.11.07,X2021.11.08,X2021.11.09,X2021.11.10,X2021.11.11,X2021.11.12,X2021.11.15,X2021.11.16,X2021.11.17,X2021.11.18,X2021.11.19,X2021.11.21,X2021.11.22,X2021.11.23,X2021.11.24,X2021.11.25,X2021.11.29,X2021.11.30,X2021.12.01,X2021.12.04,X2021.12.06,X2021.12.07,X2021.12.08,X2021.12.09,X2021.12.10,X2021.12.13,X2021.12.14,X2021.12.15,X2021.12.16,X2021.12.17,X2021.12.19,X2021.12.20,X2021.12.28,X2021.12.29,X2022.01.03,X2022.01.04,X2022.01.05,X2022.01.06,X2022.01.07,X2022.01.10,X2022.01.11,X2022.01.12,X2022.01.13,X2022.01.14,X2022.01.17,X2022.01.18,X2022.01.19,X2022.01.20,X2022.01.21,X2022.01.24,X2022.01.25,X2022.01.26,X2022.01.27,X2022.01.28,X2022.01.31,X2022.02.01,X2022.02.02,X2022.02.03,X2022.02.04,X2022.02.07,X2022.02.08,X2022.02.09
1,Highland,Allanfearn,4.54263166292659,52.1565504618318,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,0,NA,NA,NA,0.28,0.3,0.28,0,NA,0.4,NA,0.54,0,0,0,0.22,0.76,0.98,NA,2.94,NA,1.08,2.34,0.19,NA,0.32,0.71,0.62,0.13,NA,0.4,NA,0,2.12,1.86,NA,1.65,0.49,0.88,0.48,NA,1.01,3.96,2.36,2.14,NA,1.08,1.72,3.29,NA,3.7,0.78,7.25,2.85,NA,21.17,5.67,2.19,0,NA,70.55,NA,4.83,9.71,2.1,2.8,1.12,NA,1.25,NA,2.73,2.34,6.33,3.15,NA,NA,0,1.95,15.83,NA,NA,2.51,1.51,1.02,NA,1.33,NA,0.5,0,0,NA,4.04,2.61,NA,2.47,NA,NA,NA,NA,NA,NA,35.42,23.45,35.94,NA,NA,47.5,26.6,72.1,NA,38.91,NA,50.75,21.64,9.04,NA,23.3,NA,NA,17.41,NA,20.8,NA,16.33,17.65,NA,26.25,NA,21.46,NA,30.97,NA,NA,15.4,27.65,6.8,NA,32.62,NA,NA,37.74,16.47,7.84,NA,NA,5.55,NA,NA,NA,NA,NA,4.43,NA,NA,9.31,19.62,17.07,NA,35.16,11.59,1.45,1.66,NA,12.55,NA,4.41,16.56,13.08,NA,15.9,NA,1.37,0.33,NA,0.3,NA,6.24,1.89,NA,3.85,NA,1.13,0.89,NA,NA,NA,NA,NA,NA,NA,2.86,NA,2.14,0.55,NA,NA,0.3,NA,NA,NA,15.31,0.78,NA,2.09,10.38,4.02,0.49,0.35,0.28,NA,0,NA,NA,0.37,0,NA,0.65,0.62,0.38,0,NA,0.3,NA,NA,0,0.51,2.37,1.19,5.45,3.14,NA,2.44,NA,2.31,14.82,4.61,NA,16.95,37.69,29.93,NA,NA,33.03,79.52,81.51,48.28,NA,74.1,NA,43.78,30.2,40.01,NA,25.92,28.61,29.49,31.82,39.44,106.8,39.83,NA,80.53,26.52,15.78,14.78,NA,12.23,NA,9.7,15.74,NA,32.14,13.1,15.62,28.38,NA,64.35,71.58,61.89,110.46,NA,150.02,NA,100.21,203.01,221.37,NA,204.24,460.77,94.82,NA,88.84,96.11,100.58,NA,NA,109.41,41.89,74.42,126.13,NA,66.33,NA,28.48,42.95,NA,48.84,NA,38.97,21.5,NA,27.31,NA,34.58,49,33.34,85.17,45.38,25.41,27.1,35.94,NA,29.05,82.69,97.23,NA,119.08,67.95,NA,31.27,NA,1.18,NA,35.51,NA,33.84,NA,42.81,66.38,NA,28.83,NA,NA,NA,67.67,62.39,NA,NA,91.97,NA,80.9,NA,76.68,83.11,NA,6.24,9.87,10.2,NA,67,NA,NA,NA,79.25,NA,NA,NA,71.35,NA,48.4,NA,47.7,NA,NA,NA,66.39,13.45,NA,34.11,NA,NA,NA,52.57,NA,NA,NA,NA,18.73,7.86,21.02,42.33,30.12,NA,106.92
2,Lanarkshire,Allers,1.74967126972386,52.2343109500815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.99,NA,NA,81.28,NA,NA,NA,NA,55.64,NA,NA,NA,NA,25.59,NA,NA,NA,NA,17.52,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,29.76,NA,NA,NA,NA,NA,27.01,NA,NA,NA,NA,NA,NA,5.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57,NA,NA,NA,NA,NA,1.65,NA,NA,NA,1.7,NA,NA,NA,NA,NA,5.44,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,6.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18,NA,NA,NA,3.81,NA,NA,NA,NA,7.44,NA,NA,NA,NA,NA,1.13,NA,NA,NA,2.1,NA,NA,5.71,NA,NA,NA,NA,NA,NA,NA,4.03,NA,6.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.72,NA,NA,NA,NA,135.11,NA,NA,NA,NA,120.57,NA,NA,NA,75.24,NA,NA,NA,NA,47.41,NA,NA,NA,NA,101.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.31,NA,NA,NA,NA,NA,NA,NA,NA,481.84,NA,NA,NA,138.57,NA,NA,NA,NA,63.64,NA,NA,NA,NA,NA,77.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.38,NA,NA,NA,NA,NA,38.3,NA,NA,NA,56.5,NA,NA,NA,NA,NA,171.41,NA,NA,NA,NA,138.28,NA,NA,NA,NA,NA,186.05,NA,NA,NA,NA,NA,NA,NA,154.11,NA,NA,NA,NA,164.19,NA,NA,NA,NA,NA,NA,NA,436.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.62,NA
3,Lanarkshire,Allers - St Leonards,1.74967126972386,52.2343109500815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.18,7.14,1.02,41.23,NA,NA,0.43,NA,0.09,NA,NA,NA,NA,NA,15.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Forth Valley,Alloa,2.29037249543354,52.4180227525689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.1,65.54,NA,NA,3.26,NA,NA,NA,NA,24.22,117.7,46.61,NA,65.22,361.41,89.31,NA,NA,NA,NA,NA,32.38,21.54,81.5,NA,49.35,NA,13.02,NA,72.51,NA,14.94,NA,NA,NA,53.32,NA,43.62,NA,NA,NA,NA,5.72,88.67,17.85,NA,NA,33.61,37.36,49.31,NA,NA,NA,NA,13.51,7.33,11.81,NA,NA,NA,NA,10.84,18.71,27.92,NA,NA,6.63,8.59,42.66,NA,NA,NA,8.93,8.57,NA,34.63,NA,19.7,NA,17.06,18.77,NA,31.79,NA,NA,7.71,NA,NA,11.07,8.37,NA,12.53,NA,NA,NA,NA,NA,NA,6.2,8.65,NA,0.85,NA,NA,6.86,NA,21.44,NA,NA,18.86,NA,NA,20.43,NA,4.96,NA,NA,12.88,NA,14.5,NA,NA,NA,NA,8.72,NA,37.75,NA,NA,35.18,NA,NA,21.12,NA,11.54,NA,NA,25.5,NA,NA,NA,20.84,NA,51.7,NA,NA,NA,26.55,NA,50.94,NA,54.56,NA,49.52,NA,NA,105.99,NA,NA,NA,NA,36.89,40.4,NA,NA,NA,NA,NA,NA,NA,42.89,NA,NA,40.53,77.59,NA,36.04,NA,NA,132.26,NA,89.16,NA,NA,271.2,NA,135.63,NA,NA,259.5,NA,197.04,NA,NA,371.72,NA,201.48,NA,NA,NA,127.07,NA,91.28,NA,57.51,NA,NA,NA,NA,NA,NA,NA,184.76,NA,98.29,NA,NA,NA,NA,37.81,NA,75.25,NA,116.95,43.54,NA,NA,64.79,NA,NA,131.2,NA,260.9,NA,NA,63.08,NA,58.75,NA,NA,NA,105.91,NA,57.67,NA,NA,31.33,NA,89.83,NA,NA,NA,49.82,NA,78.42,NA,111.33,NA,NA,NA,NA,NA,76.87,NA,NA,NA,NA,48.04,NA,NA,NA,NA,NA,NA,153.27,NA,158.5,NA,NA,43.4,NA,82.91,NA,NA,33.05,NA,34.55,NA,NA,NA,NA,20.77,NA,NA,72.2,NA,46.81,NA,NA,409.09,NA
5,Highland,Alness,4.85055443809518,52.1061086937765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1362.2,NA,152.21,NA,NA,NA,133.82,NA,NA,NA,NA,NA,NA,NA,58.48,NA,NA,NA,NA,8.91,NA,NA,12.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Forth Valley,Alva,2.35943959861213,52.403678539629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.91,165.4,NA,NA,77.89,102.72,NA,NA,NA,NA,NA,18.97,6.96,NA,NA,NA,NA,NA,5.41,45.29,NA,NA,NA,7.59,8.15,NA,NA,NA,NA,8.83,4.77,NA,NA,NA,NA,4.67,7.15,NA,NA,NA,5.17,NA,NA,3.58,NA,3.03,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09,NA,NA,1.05,NA,1.43,NA,0.72,NA,NA,3.55,NA,NA,1.6,NA,NA,6.97,NA,1.35,NA,NA,NA,2.87,NA,7.84,25.03,NA,NA,164.97,NA,75.38,NA,NA,34.28,NA,18.61,NA,NA,66.63,NA,NA,NA,51.63,NA,29.5,NA,NA,NA,33.53,NA,103.64,NA,111.29,NA,37.02,NA,NA,42.93,NA,NA,149.84,NA,21.84,NA,NA,50.35,NA,NA,25.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.4,NA,203.59,NA,NA,NA,793.87,NA,NA,150.7,NA,204.02,NA,180.87,NA,72.56,NA,NA,NA,NA,NA,NA,NA,187.96,NA,324.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.08,NA,NA,216.89,NA,NA,342.32,NA,387.92,NA,NA,140.95,NA,106.88,NA,NA,NA,113.37,NA,131.8,NA,NA,116.11,NA,482.86,NA,NA,NA,225.42,NA,313.7,NA,NA,NA,NA,NA,61.26,NA,NA,NA,NA,224.92,NA,55.29,NA,NA,NA,NA,NA,NA,NA,197.13,NA,NA,NA,NA,NA,NA,NA,NA,110.59,NA,211.4,NA,NA,NA,NA,NA,NA,NA,635.26,NA,NA,NA,NA,236.26,NA
7,Dumfries and Galloway,Annan,0.444259669044091,52.7464477288964,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.29,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1.34,NA,NA,NA,NA,1.22,NA,NA,NA,NA,1.42,NA,NA,NA,NA,NA,4.48,NA,NA,NA,2.46,NA,NA,NA,NA,NA,NA,NA,11.36,NA,NA,NA,0.52,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.5,NA,NA,NA,163.42,NA,NA,NA,NA,NA,NA,NA,19.43,NA,NA,NA,NA,51.55,NA,NA,NA,NA,15,NA,NA,NA,17.31,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,5.31,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,12.36,NA,NA,NA,NA,5.47,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,1.8,NA,NA,0.27,NA,NA,NA,NA,1.32,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3.93,NA,NA,NA,NA,NA,NA,NA,13.55,NA,NA,NA,NA,NA,5.08,NA,NA,NA,NA,NA,NA,18.78,NA,411.08,NA,NA,NA,NA,NA,NA,NA,NA,31.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,41.8,NA,NA,NA,NA,34.36,NA,NA,NA,NA,NA,NA,203.31,NA,NA,NA,68.17,NA,NA,NA,309.86,NA,NA,NA,157.78,NA,NA,NA,NA,NA,24.18,NA,NA,NA,38.35,NA,NA,NA,NA,NA,NA,84.81,NA,NA,NA,14.43,27.23,NA,85.9,NA,NA,6.04,NA,NA,22.03,NA,NA,NA,NA,35.74,NA,NA,NA,NA,NA,48.97,NA,NA,NA,NA,130.19,NA,NA,NA,NA,NA,153.69,NA,NA,NA,NA,78.96,NA,NA,NA,NA,NA,NA,38.45,NA,NA,NA,NA,24.99,NA,17.43,NA,NA,NA,35.41,NA,NA,NA,NA,NA,NA,NA,53.35,NA,NA,NA,NA,92.51,NA,NA,NA,NA,NA,NA,NA,26.06,NA,NA,NA,NA,40.36
