"X2020.05.22" "X2020.06.23" "X2020.06.24" "X2020.06.25" "X2020.06.26" "X2020.06.27" "X2020.07.27" "X2020.07.28" "X2020.07.29" "X2020.07.30" "X2020.07.31" "X2020.08.32" "X2020.08.33" "X2020.08.34" "X2020.08.35" "X2020.08.36" "X2020.09.36" "X2020.09.37" "X2020.09.38" "X2020.09.39" "X2020.09.40" "X2020.10.40" "X2020.10.41" "X2020.10.42" "X2020.10.43" "X2020.10.44" "X2020.11.45" "X2020.11.46" "X2020.11.47" "X2020.11.48" "X2020.11.49" "X2020.12.49" "X2020.12.50" "X2020.12.51" "X2020.12.52" "X2020.12.53" "X2021.01.01" "X2021.01.02" "X2021.01.03" "X2021.01.04" "X2021.02.05" "X2021.02.06" "X2021.02.07" "X2021.02.08" "X2021.03.09" "X2021.03.10" "X2021.03.11" "X2021.03.12" "X2021.03.13" "X2021.04.13" "X2021.04.14" "X2021.04.15" "X2021.04.16" "X2021.04.17" "X2021.05.18" "X2021.05.19" "X2021.05.20" "X2021.05.21" "X2021.05.22" "X2021.06.22" "X2021.06.23" "X2021.06.24" "X2021.06.25" "X2021.06.26" "X2021.07.26" "X2021.07.27" "X2021.07.28" "X2021.07.29" "X2021.07.30" "X2021.08.31" "X2021.08.32" "X2021.08.33" "X2021.08.34" "X2021.08.35" "X2021.09.35" "X2021.09.36" "X2021.09.37" "X2021.09.38" "X2021.09.39" "X2021.10.39" "X2021.10.40" "X2021.10.41" "X2021.10.42" "X2021.10.43" "X2021.11.44" "X2021.11.45" "X2021.11.46" "X2021.11.47" "X2021.11.48" "X2021.12.48" "X2021.12.49" "X2021.12.50" "X2021.12.51" "X2021.12.52" "X2022.01.01" "X2022.01.02"
"Bothwellbank" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.64576518833409 4.26251968273179 3.80028100659582 3.57424335520952 0.620510042349003 2.63686501243211 3.41514776380117 2.9593136823956 2.45685671739026 1.67564081955252 2.2485941129946 1.32781922801044 1.3822632992164 NA 1.32601145859993 1.26045761888915 NA -0.032499554509309 1.59680393578563 NA 0.461724389649035 1.32921781049121 1.41559959126879 NA 1.37559313037849 2.19152234550833 1.73591528139097 2.4907515876429 NA 4.24828094660126 5.58788934639784 3.33609702430014 4.40247898594916 NA NA NA NA 6.11191134355076 NA 6.09343999544326 5.71107842857508 5.11323498479195 NA NA 4.10883342059271 NA 3.99008546813937 4.26405479554896 3.48861168904348 3.77119522289163 3.47917036621136 3.81304840924575 NA NA 2.7704454361839 4.80226504528346 5.47225462885643 NA 5.20915682449156 NA
"Bowhouse" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.15238522536271 2.02352586578481 1.89797904976843 -0.52897530643811 -1.1056415529968 0.966417370168255 1.12791936773395 -0.40821645347145 -0.745780784911839 -0.614330820526306 -0.601969008424559 -5 NA NA -2.22244934324218 -5 NA -0.985819962984534 -0.875127525499291 0.273662475888192 -0.367165862572902 1.29543772667748 2.52377784907331 3.60906278603346 2.93186888962998 NA 2.55493214743667 3.79937093237575 NA NA NA NA NA 4.59027251921849 6.13849992419143 4.08624076601365 5.45728193254778 5.18032547963485 3.48305836616887 4.35554214606885 NA 4.6617610971859 NA 4.36121072444276 5.0624301341411 4.96697689246637 4.68081802505586 4.23128007372333 3.92398947337751 NA 4.31165986430049 3.53370205159482 4.32657384163958 NA NA 4.81039954467761 4.40382983337496
"Buckie" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.862632746007055 NA 2.73526078506695 1.53535420080336 3.59817152141548 4.08931470807385 3.85643822205566 3.22672643519748 3.19760245909837 NA NA NA 3.09517534706592 2.41971741385896 NA 3.49404383495933 3.14028358527602 NA NA NA 3.78031665477104 5.5452662966372 NA 5.23884634989886 4.27434856617943 3.67002016401047 NA 3.67621339003319 NA NA 3.14759253587149 2.85111143921555 NA NA 3.40489031069318 NA
"Carbarns" -5 NA NA -5 NA NA NA NA NA NA NA -5 -5 -5 1.68745010119156 NA 1.34629574181984 0.335315969084584 1.87949529494309 3.0253363769911 2.94326195670363 3.00908211581317 4.16518652170684 3.35000705790563 4.0682953658306 4.33848772775931 4.14825469880825 4.03283700365245 3.66503191473104 3.59329153551801 4.09637649175566 2.40262967988069 3.62298844864923 4.0184218522795 NA NA 3.89593157381124 4.04648800655432 3.22260034712055 4.20893123043303 4.63600665177215 3.73039192920067 2.92000047112917 3.28798939775306 2.31011996418395 2.99949836867911 3.15276117464379 2.67752509230139 3.40582919375367 2.25648809761923 2.48372915170857 2.99324331940493 NA 1.54199499245067 1.02126932155361 1.18482459562196 1.05055897500999 0.868832692195608 1.75357921659937 1.5385195126957 2.37250916463703 2.29098200510094 2.97114659536894 NA 4.22814181960647 4.17283992103824 4.91078852695443 4.60551779642813 4.61842216837272 4.95896023273711 4.43941453402469 3.66583437699035 5.040165153615 5.99950121892883 4.62195421892982 7.11733387338514 5.81836960997865 5.06002418192019 5.14241416621199 NA 4.69567189935401 4.3337459129375 4.43324021495073 4.85738143482384 4.46324486548198 4.41508004578771 4.16261893836989 4.34733875764035 NA 4.59992536779329 4.10051732719874 5.10400600635627 5.73356567384061 5.88649233114089 4.5102319941165 5.00176935526358
"Coldstream" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.32341389550513 0.842501831304245 3.91779536901856 3.63971987953914 0.814165554283967 -0.584581368736369 -1.06049124582542 -5 -5 -5 -5 NA -1.60899596719469 -5 -0.832753069324233 -5 -1.11276022396762 NA -0.823991929055541 -5 0.52409053670559 0.372234722522832 4.57611447805536 NA 3.93356213436074 3.5644268296105 3.91736442888764 3.94916396506032 4.51747169521839 4.76185567948567 NA 4.43082500548661 5.77661296664989 5.84543827378344 5.33785687043106 3.72404063050076 NA 1.84461729070577 4.35797344503371 2.98161553380311 NA 3.39676923356576 3.35796403257524 2.03258644482904 4.51229002161221 5.60018394670478 4.17509262046677 NA NA 2.71649056322789 6.11598696484456 NA NA NA NA
"Cumnock" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.78264018651996 3.98861894793147 2.99105631609216 1.97734696138392 2.44721204661748 2.88134208901734 3.23114124097389 NA 0.993677287585148 3.00855027566626e-05 NA -0.767939221011857 0.201469359435322 -0.513655057142286 -5 -0.482593271806178 NA 2.52074264773166 2.47754376778451 2.29218455460428 2.36905337317643 4.24665390258288 NA 5.60725305722842 3.22694848685492 2.79007205896697 4.21431875587937 NA NA NA NA 4.78462629215686 NA 4.12623022877999 5.43815319603791 NA 4.56805644033305 NA NA NA 3.97270457876272 4.95619075412547 6.35119420875654 NA 4.95996696800997 NA 3.35054136522703 NA 4.74760329605949 3.17109030329055 NA NA 5.35099821877805 NA
"Cumnock - Netherwood" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.52072888049971 2.26410822495626 -5 NA -5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Cupar" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.325344557504991 2.48603288778062 -0.326237255555645 -1.11983549466587 2.0771902723667 1.50232507111075 1.45342326747262 2.70975558876396 -0.686678546757712 -0.147993858073805 -0.845290797223053 -0.82220069708981 0.473330651626876 NA -5 -5 0.415934033178519 -2.67536008985845 -5 1.61218718809032 -5 -1.4452602145494 1.97368294391665 3.50099933930171 4.16602768365799 NA NA 3.03674557708928 1.43855002736847 2.91760082278636 NA 4.07683673556477 4.86120960155998 NA 4.34186761166594 3.94032839330327 5.01293707767057 4.29254663394311 2.82792479453594 3.9228743324904 NA 4.24127320454172 NA 3.70531151049534 4.10958071258255 3.67603160097241 3.95492113858588 4.40168956639358 4.23107217617522 NA 4.53534231597501 3.03011082907406 4.09055354462044 NA 5.17181439983217 5.02948854277408 NA
"Dalbeattie" NA NA NA NA NA NA NA NA NA NA NA NA NA -5 -5 NA NA NA -5 0.95486636331804 3.15244669747927 NA 1.83835623479551 2.69249340013551 1.05044907410961 -0.359017018837105 NA 1.64803084502216 NA -5 NA -0.001466583465306 -5 -5 NA NA -0.82095996923607 0.755468158619921 NA NA NA 1.35510438924333 NA 1.26018528004199 3.44203308438776 -0.40055241572814 1.43511278394395 3.60387144507258 -0.144492925451376 NA -5 -5 NA -5 NA -5 -5 -5 NA -5 -5 1.79896891203173 NA 0.247037871595217 NA 1.82271287619301 2.07037178104601 3.64836967038931 NA 3.25470562455111 3.12621209687477 6.15267670387183 6.11455530828558 NA 5.15495093329194 NA 3.73291219098599 3.06974285559616 4.9393779714983 NA 4.41975415439464 4.81332324351471 5.25470077424404 4.79524481590325 NA 4.89939184297743 3.86498025011432 4.79035002882193 4.16944493865093 NA NA 4.63246512875181 5.98102635405233 NA NA NA
"Daldowie" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5.87450310912606 6.94208051395797 4.4937287880226 NA 4.23108508882145 3.59867506354749 4.64358039997227 2.78648856166346 3.47369595611596 2.959232813729 2.63192677187981 2.64631477187661 2.30612897240496 NA 1.78109283206188 2.87581645959914 NA 1.08247978964213 1.802159321984 0.774440918008471 1.88602156442859 2.28468078833024 NA 1.81796586318291 1.75962229057882 3.0364394424431 3.21978572218627 3.12658910012907 NA 4.88069857366148 NA 4.768119906946 4.25478924415654 4.48121649499828 3.74316983455824 4.08947327332108 4.70054259548786 4.34187922177311 NA NA 5.23883891255247 4.42779007593656 5.02049042292147 NA 3.7373134428729 4.07172151121502 4.06377328190315 3.70286257417774 3.20338150929192 2.63274069174999 NA NA NA NA NA NA NA NA 4.93821363986408 4.49830581169721
"Dalmarnock" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.34001372008854 NA NA 4.03240589743895 3.546543500672 3.66471390951198 2.47409713080276 3.24276765850024 2.53296432655129 NA NA 1.42876092094722 2.37545743315778 NA 1.87523839390579 1.31896957167385 2.88775532283712 NA NA NA NA 3.28845638166409 2.98575539857909 3.5101202928095 4.05440913366524 4.709175798133 4.66438359362216 5.1874431101484 4.44017654457654 4.79736856319854 NA 3.48570543543889 5.01142020379037 4.83966595064615 5.96218348217354 NA 5.85714210650134 4.87764148518789 4.84368455582221 4.78703280027966 4.6066232694719 4.5172638982985 4.0976661500524 3.65952703224993 4.42368649952667 NA NA NA NA NA NA NA NA NA NA NA 4.22728647744626
"Dalmuir" -1.14011358528971 NA -5 NA NA -5 NA NA NA NA NA NA NA -0.071559597866158 1.86169623740336 NA 1.60460818332497 2.15960810727905 0.377404302452686 2.44120855063896 3.13382470269445 NA 4.14435547610889 2.87171318835272 3.58673916922458 1.00398744979902 2.6354744166842 3.30148451075062 3.48053801339583 3.09174815796026 NA 3.40754449392781 3.17331943978852 2.6041415300692 NA 4.07810316429221 3.77558206187546 4.55675888756721 3.54280644847669 3.89246386686014 3.56591675234462 3.53073332054324 3.2482706437627 3.11620288918382 2.26437150529099 2.78771151082639 2.89855113003785 2.46148539484329 2.3083776762882 NA 2.36175631482511 2.49402007194777 NA 1.22930922369416 1.10777572214998 3.13259071057281 1.8944817826916 2.54637880065335 NA 3.10502699215069 3.08018307340152 2.6277031503643 3.73985086005446 NA NA 4.64480782040798 4.94421596548475 3.86161126321601 3.59390875216965 3.63542813224285 3.69079432408817 4.7752419799469 4.67078971751072 5.66272438268147 5.28441448500431 6.38452249295965 4.48240099378975 4.77275157187163 4.56068797107928 NA 4.54295531143984 4.34927896591419 3.85495470122474 4.13258921189464 3.69420576092003 4.43757999236121 4.728219874046 4.74900701319808 4.54247364787801 4.60956926082057 4.61496900421199 4.90623047191482 5.60024144208559 5.0268671572875 4.73242720882313 4.4546858877379
"Dalmuir - Auchinairn (6298)" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.340622919703562 0.317356921131874 -1.25080535667435 -1.75558237978436 -2.00700430445393 -0.648053676921617 NA NA NA 2.49113951900343 2.88874850711391 -0.603498747198723 2.44954614751385 3.08814931007208 5.31738726086312 4.11025124988827 4.71132957427438 2.15937064849832 2.9932200234673 3.402521657339 1.54473501361989 5.14576533258097 5.04974137800882 4.5879340967869 5.95662607841739 3.80889050932297 4.19340286526263 3.84445120822919 NA NA NA NA 4.99963550163994 5.06230789151646 4.57585325484488 4.45489565812369 4.25358435128293 2.3879414548778 NA NA 4.19859280564251 4.58103725104497 NA NA 5.6649117114346 5.79729002765898
"Dalmuir - Auchinairn (6330)" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.12713678547986 1.58496743604913 1.18623464036627 -0.557946802870968 0.411016611634289 0.066024088539312 NA NA NA 1.77498842717733 3.00419739956128 3.44402465503722 3.09691947288917 2.94088525437634 4.36693569943723 4.10942245016397 4.49501631229053 3.78113221848575 3.62507694520197 2.08169345677649 2.4135685283226 5.63476945514124 5.24838983831372 5.13377227324753 4.87246630404444 4.75729427710665 6.07975631102425 NA NA NA 4.91980737439352 NA NA 4.91145007310292 2.85578605192411 4.44090968232856 3.37781448146144 3.66555736505206 NA NA 1.76064159500159 4.47908390148158 NA NA 3.99782444453461 NA
"Dalmuir - Clydebank" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.715635223658932 2.05727168262446 NA 0.298488497616207 -2.38255330999066 -5 NA NA NA 3.746712169141 1.24201765645177 1.11591758417355 3.8081349552778 5.10878300971996 4.81526542150319 3.94537314652979 3.47642682589772 3.65076910561013 NA NA 2.40787522415654 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Dalmuir - Minerva St" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Dalmuir - SECC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Dalscone" NA NA NA NA NA NA NA NA NA NA NA NA -5 -5 -5 NA NA -0.776362448293553 -1.50537223126935 -0.942265726530867 NA 1.62263679462191 1.57098008547929 0.950903389607822 NA 0.591696830059667 NA NA 1.00871053266812 1.22714412645137 NA 0.441333217575806 -5 1.08753676516953 NA NA NA 3.80352777758069 NA NA NA NA NA NA -0.364456557909729 0.413921902564491 0.553502714604035 1.59605084715416 NA NA NA NA NA -5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Denny" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.16344595548099 2.60666252198628 2.59145910271067 2.31816180840358 3.86870715198745 3.71516309342821 4.21055539050508 NA 4.80000801653457 2.85858298861986 NA 2.07248005432098 1.11918790936178 1.30924738474062 2.89249054922238 1.47261631047957 NA 0.288852445226263 -0.052433199090957 3.0500354525852 2.49063200576909 2.9839165892522 3.77901717676618 4.35896688683594 3.94211306632186 3.81800727575298 3.52077156729755 NA NA NA 3.60041621994918 1.60262409206893 0.441028395315359 0.44869039525295 2.70532056163802 4.46662827577787 3.88584633280003 NA 5.00324375206376 4.54635922426558 3.70815095571839 3.2104889949328 3.53677615545399 3.22999677292452 4.93666190558142 4.74308704908146 4.20305118107642 NA 4.93996316420848 4.66981609627077 NA NA 4.7230616272795 NA
"Dunbar" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.217323165929791 1.95607924588696 2.88986946684583 2.53096986121049 1.24724197005255 -0.150633261884415 -0.739944432585766 NA 0.094508324708411 -5 NA -5 -5 -5 -5 1.17370706579679 NA NA 2.80032180946354 1.47919817233954 3.09765551446378 4.13106848753999 NA 5.06737611538791 5.59120666345678 3.95172182969617 2.86762813517953 NA NA NA 4.31245709638553 5.10964597727328 NA NA 4.22338649863508 NA 3.34734764825182 NA 3.50560993722589 2.65793609963958 2.23023668791683 NA 3.72306767492045 4.73424935107302 NA 4.81418857485097 NA NA 4.94257899763133 4.29460359986235 NA NA NA 5.0824929037028
"Dunblane" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -1.17369043268872 NA 0.729333615308459 -0.269458847473934 NA 1.10381565482503 0.74731974821341 0.03284792654559 -0.04401402227729 3.73736438606471 1.98863273502498 0.615968787964052 2.80010410207013 9.25419461350742 4.06135582176673 4.48322170551305 5.25393460233432 4.82891889877894 3.70227575492418 3.32638041552663 3.95072098692384 3.18253776128238 NA 4.49862272946114 3.80164020549777 4.31284954664962 4.63609138615593 4.57376417780805 4.84732279984959 4.57557882968285 4.97891800429445 NA 5.06243961411173 NA 5.07081230488761 5.26504469925989 3.94332023170507 3.74050282959174 5.15614883196949 5.32436252527588 NA NA 3.19857003709899 4.70646667999335 NA NA 5.36156832757451 3.89341467504772
"Dunfermline" -5 -5 -5 NA NA NA NA NA NA NA -5 -0.212503016686244 3.2336234929009 0.175880881430977 -0.622989045236358 -5 -1.76032335902551 -1.11662217250291 0.37641627015277 1.13853969229337 NA 1.11418902515408 2.22010701623451 2.55654272985854 1.61786680008207 1.68317730241003 2.77764321862139 3.11394998160964 1.77061821512152 NA 3.2227831196955 NA 2.97640537090116 3.49139725060847 NA NA 3.7374478598538 3.34862575762237 3.17377928458052 1.15823815910385 2.95429929829159 2.16018977999878 2.93715985695543 2.60324999630218 2.57173935388707 2.23476360378659 1.8103299505075 1.7176684542892 -0.151907208795913 1.84441424296853 1.73551312150506 NA NA 1.6505861440029 0.342944042275944 1.91983307694965 0.657616403975423 1.5705372286616 NA 0.38999604167444 1.67166919587511 2.06072156868691 3.55430106614311 4.28284719000735 4.66525183555901 4.8416024842607 4.99056088007927 4.27856082200071 4.34372168515566 3.88737303686707 3.15473012241604 4.11379462695322 4.76345003793032 4.45554669531776 5.26454217020703 6.38222645971985 5.11385510695461 4.16168654797293 4.28394745992302 4.49718216791072 3.85068077749902 4.12937909816699 4.20035234894127 4.69093121662178 4.36737799619046 4.32930564107029 5.08427191778155 3.87174020948914 NA NA 4.71419141273256 4.74940565445002 5.02634703317493 4.85820031279162 4.45001733940763 4.53442013625366
"Dunnswood" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.2189264354624 4.12630324592756 3.59673748473643 NA 4.27203320064442 NA NA 1.08938669705283 2.9808908727113 2.70083107594271 2.68758199910979 1.23794362677585 0.478062635208691 NA 1.49667458725458 2.11684707174567 NA NA NA NA -0.583667824432835 0.778993029126694 NA 1.24768054581107 2.22018802598373 NA 2.04647828835034 NA 4.43218224816692 5.35350445904115 NA 4.12552616361892 4.39735194268101 NA 2.43514480163898 NA NA NA 5.83468094516883 6.57807125436217 4.78972298028996 4.09275729149065 NA NA NA NA 3.64308292668422 4.9552487708969 3.99552908191279 4.2282455217489 4.35508556371954 3.60477299710899 NA NA NA 2.48183515397088 NA NA NA 3.73235312716988
"Dunnswood - Carrickstone" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.801674758717711 0.937140748221143 2.17064954514009 -0.141887672963408 NA NA 0.317118957353635 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Dunoon" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.55831169474274 NA 3.78320364659205 4.80503730522423 NA NA 3.38655555985075 NA
"Duns" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.704334368947587 0.73411424766419 0.769109210555274 -0.316516585052315 -0.331913387680827 -5 -5 NA -1.71830091229308 -5 -5 NA -5 0.331133007474672 -1.65894052459576 -5 -5 NA -1.08852467085205 -1.41866529822384 1.54796652670826 -1.56933991739201 3.11060118574536 2.83631334332305 2.26011216450086 2.60404267904184 2.74311023496754 1.06549356949466 NA NA 4.14008069865472 2.19173023881055 3.68327306019981 1.97974626892548 2.4978757784124 3.74526107384636 2.9714623463218 1.86806477877499 NA 3.38782546832977 NA 2.60121669768204 4.45146267794087 4.30246979497914 4.54406509800954 3.22691113857896 3.5507345698541 NA NA 5.08445661449876 3.93041984847979 NA NA NA 2.85805139719255
"East Calder" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.62806509452351 3.12861418610448 NA 3.62800305165095 2.84603685403215 2.79605874192729 4.25639183370637 2.96355865443173 3.83815876846977 3.62208861346469 3.43954335959047 2.93708938444469 3.30170550899672 3.97036776201404 3.02462694537886 3.30688742130108 NA 2.93540715965002 2.12375715521708 NA -0.499355188309448 0.462779210460323 0.424568187683902 -0.036612697728125 2.11188941468741 1.6325477722232 1.41445461977538 1.55783563643282 1.48928708641913 2.75482376226127 2.91672704321167 NA 4.33577852411471 3.74692383730136 3.54933307399772 3.95905542334317 3.10240050022324 2.90169613042819 4.49623427827387 NA 4.83530005190454 4.37961461703861 5.0370267971253 4.94325967821951 4.1960711374612 5.15652110428984 NA 5.56550926929837 4.76116270385266 4.52225427125726 4.4703869728831 4.91403653045991 4.03922015586783 3.75179176208828 3.30423131046567 4.80847380872539 NA 4.56557902915613 5.30947864855736 4.77217593924055 5.6121102255027 4.71821720643332 4.57091600184383
"Ellon" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1.41058511131106 NA -0.341820770301039 -1.56805733848212 -0.804716270768225 -5 0.759855619128069 NA -2.5847652029138 -5 -1.30956632004932 1.42862917499586 0.060905171783158 2.22040947408316 2.41558186314872 2.93955731586204 2.30715682526786 3.48692786460524 3.174319168907 NA 3.47273124163024 NA 4.86925095163942 4.75086583026969 5.37956523791343 NA 3.9869994988212 NA 3.22797399693037 4.79851688990272 NA 3.78619843278497 NA 4.25770967936625 5.1757779019135 4.28024563592614 5.01808204839528 NA NA 4.40783036700497 3.47562687026533 NA NA NA NA
"Erskine" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.22163624640134 3.84958807388332 4.03975598434327 3.83977837330498 4.32426767334011 4.46034623403208 4.3253775881579 4.81386996705285 5.46488581356124 5.08959959261008 4.68486199987147 4.0926967633302
"Eyemouth" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.066969520091743 -0.400525416098017 1.06533852081312 -2.10508103440454 -2.17260358700235 NA -1.50167487555029 1.185600807234 2.01308711603918 -0.681050784631168 -5 NA -5 -5 NA NA NA NA NA NA NA NA 3.58933839343053 1.28090119923889 NA NA 4.95215096727436 4.03113067804823 2.01454300893265 3.35052083302031 NA NA NA 4.40195111493919 NA 3.12017738201936 4.87677870564665 3.80980542430133 4.02384659314581 4.69152241647093 2.66829282292271 NA NA 3.46539513627311 3.50426934902123 NA NA 4.62625022739063 3.63357492502487
"Fairlie" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.993998969375861 0.759398290707807 -0.118491855455517 -0.17066238583968 0.805671108925658 -5 -0.118558728041421 -5 -5 -5 NA -1.46866105949017 1.40411440059897 -5 -5 -1.48378256229364 NA -1.2048870030498 0.311579102825295 -1.35816653310839 0.510590353171889 1.17056009066474 NA 0.787435917124997 1.71056575555459 2.28144239137624 -0.642720532952339 1.55170785274315 -5 1.40071071682877 2.84925795178225 NA 2.76117480066584 3.41569661634985 4.6872591057508 NA 2.21335708544656 NA -3.95694569465223 NA 2.48111785279525 2.27021181407185 3.83468351634376 3.16987326143025 2.21081021046686 5.50467113155937 NA NA NA 4.12646153904258 NA NA NA NA
