,"Site","Year","Month","Week","x","LogNormalized"
"1592","Nairn",2021,"04","17",0,"-Inf"
"1593","Neilston",2021,"04","17",0.29180948259127,-1.23165414653569
"1594","Newburgh",2021,"04","17",0.130915181092081,-2.03320563806141
"1595","Newport & Tayport",2021,"04","17",0,"-Inf"
"1596","Newtown St Boswell",2021,"04","17",0,"-Inf"
"1597","Nigg",2021,"04","17",1.13783188472725,0.129124596080497
"1598","Nigg - Torry",2021,"04","17",0,"-Inf"
"1599","Paisley",2021,"04","17",2.54409906663328,0.933776586006348
"1600","Paisley - Airport",2021,"04","17",0.536878464724431,-0.621983532761425
"1601","Paisley - Blackhall",2021,"04","17",2.26209302311243,0.816290501124403
"1602","Paisley - Brediland",2021,"04","17",0,"-Inf"
"1603","Peebles",2021,"04","17",3.25421268233758,1.1799503669368
"1604","Penicuik",2021,"04","17",0.725728679428003,-0.320579053804127
"1605","Persley - Northfield",2021,"04","17",1.81301731719889,0.594992483408779
"1606","Perth",2021,"04","17",3.61308793462589,1.28456279026565
"1607","Peterhead",2021,"04","17",0.519977851928767,-0.653969060758426
"1608","Philipshill",2021,"04","17",7.76415876335755,2.04951811375271
"1609","Philipshill - Stewartfield (3606)",2021,"04","17",0,"-Inf"
"1610","Philipshill - Stewartfield (7801)",2021,"04","17",2.78318668648933,1.02359656131776
"1611","Sanquhar",2021,"04","17",0,"-Inf"
"1612","Seafield",2021,"04","17",1.15781240573792,0.146532367528424
"1613","Seafield - Tranent",2021,"04","17",0,"-Inf"
"1614","Selkirk",2021,"04","17",0,"-Inf"
"1615","Shieldhall",2021,"04","17",8.83113500797539,2.17828354632988
"1616","Shotts",2021,"04","17",7.83758846027516,2.05893119269281
"1617","Skellyton",2021,"04","17",26.5122537285139,3.27760703096558
"1618","Springfield",2021,"04","17",0.278428250882523,-1.27859487979907
"1619","St Andrews",2021,"04","17",2.55024566686948,0.936189694478756
"1620","Stevenston",2021,"04","17",1.29664506617866,0.25978021034945
"1621","Stevenston - Stevenston East",2021,"04","17",0,"-Inf"
"1622","Stevenston - Stevenston West",2021,"04","17",1.91129015118317,0.647778485853773
"1623","Stirling",2021,"04","17",1.09666259393791,0.092271562367846
"1624","Stirling - University",2021,"04","17",1.04894935681616,0.047789050666458
"1625","Stonehouse",2021,"04","17",28.6697272744861,3.35584176727543
"1626","Stornoway",2021,"04","17",0,"-Inf"
"1627","Strathaven",2021,"04","17",16.2577994606946,2.78857276044049
"1628","Swinstie",2021,"04","17",4.94186201953036,1.59774218721112
"1629","Tillicoultry",2021,"04","17",0.202343491033755,-1.59778857504812
"1630","Troqueer",2021,"04","17",0,"-Inf"
"1631","Turriff",2021,"04","17",0,"-Inf"
"1632","Whitburn",2021,"04","17",0.767648476500012,-0.264423363507594
"1633","Winchburgh",2021,"04","17",0,"-Inf"
"1634","Allanfearn",2021,"05","18",7.81070790693549,2.05549560083683
"1635","Allers",2021,"05","18",3.80763982054429,1.33700952751458
"1636","Alloa",2021,"05","18",14.148708761422,2.64962336631563
"1637","Alva",2021,"05","18",1.07636985417574,0.073594133324349
"1638","Annan",2021,"05","18",1.80058663820713,0.588112521920026
"1639","Ardoch",2021,"05","18",0.69280346828946,-0.367008915554959
"1640","Armadale",2021,"05","18",7.84170320586828,2.05945605641436
"1641","Banchory",2021,"05","18",1.15350828849156,0.142807984120862
"1642","Banff",2021,"05","18",0.361686577241175,-1.01697725091126
"1643","Bathgate",2021,"05","18",2.7792485443402,1.02218058337151
"1644","Blackburn",2021,"05","18",2.47282902239732,0.905362848420616
"1645","Blackridge",2021,"05","18",11.4489763524344,2.43790032446958
"1646","Blackwood",2021,"05","18","NA","NA"
"1647","Blairgowrie",2021,"05","18",0,"-Inf"
"1648","Boness",2021,"05","18",0.225809089964058,-1.48806537137155
"1649","Bonnybridge",2021,"05","18",2.09771411688633,0.740848236097406
"1650","Bothwellbank",2021,"05","18",4.93722748496526,1.59680393578563
"1651","Bowhouse",2021,"05","18",0,"-Inf"
"1652","Carbarns",2021,"05","18",2.7767170748502,1.02126932155361
"1653","Coldstream",2021,"05","18",0,"-Inf"
"1654","Cumnock",2021,"05","18",1.22319875698798,0.201469359435322
"1655","Cupar",2021,"05","18",0,"-Inf"
"1656","Dalbeattie",2021,"05","18","NA","NA"
"1657","Daldowie",2021,"05","18",6.06272471509452,1.802159321984
"1658","Dalmarnock",2021,"05","18",3.73956603650431,1.31896957167385
"1659","Dalmuir",2021,"05","18",3.02761663881827,1.10777572214998
"1660","Dalmuir - Auchinairn (6298)",2021,"05","18",0.134390665765575,-2.00700430445393
"1661","Dalmuir - Auchinairn (6330)",2021,"05","18",1.50835041251538,0.411016611634289
"1662","Dalmuir - Clydebank",2021,"05","18",0.092314568626286,-2.38255330999066
"1663","Denny",2021,"05","18",3.06236627423568,1.11918790936178
"1664","Dunbar",2021,"05","18",0,"-Inf"
"1665","Dunblane",2021,"05","18",2.111333520746,0.74731974821341
"1666","Dunfermline",2021,"05","18",1.40908991025592,0.342944042275944
"1667","Dunnswood - Carrickstone",2021,"05","18",1.37316591039291,0.317118957353635
"1668","Duns",2021,"05","18",1.39254499888466,0.331133007474672
"1669","East Calder",2021,"05","18",1.58848258335717,0.462779210460323
"1670","Ellon",2021,"05","18",0.208449736555471,-1.56805733848212
"1671","Eyemouth",2021,"05","18",3.27265246419549,1.185600807234
"1672","Fairlie",2021,"05","18",4.07191905494481,1.40411440059897
"1673","Falkirk",2021,"05","18",0.835729068226435,-0.179450799491911
"1674","Fauldhouse",2021,"05","18",5.04986469478441,1.61936144981633
"1675","Forfar",2021,"05","18",0.529734299768497,-0.635379719330967
"1676","Forfar - Central",2021,"05","18",0.141586419893373,-1.95484500702949
"1677","Forres",2021,"05","18",0,"-Inf"
"1678","Fort William",2021,"05","18",0.074989006603503,-2.59041375480948
"1679","Fraserburgh",2021,"05","18",0,"-Inf"
"1680","Galashiels",2021,"05","18",0,"-Inf"
"1681","Girvan",2021,"05","18",0,"-Inf"
"1682","Guardbridge",2021,"05","18",0.102722981301917,-2.2757194158838
"1683","Hamilton",2021,"05","18",7.16904322105216,1.96977220373416
"1684","Harthill",2021,"05","18",0.328335803837003,-1.11371840212981
"1685","Hatton",2021,"05","18",3.59700546773642,1.28010168479474
"1686","Hatton - Fintry East",2021,"05","18",2.1390500840749,0.760361844540922
"1687","Hatton - Fintry North",2021,"05","18",0,"-Inf"
"1688","Hatton - Fintry West",2021,"05","18",3.94051322368722,1.37131097464586
"1689","Hawick",2021,"05","18",0,"-Inf"
"1690","Helensburgh",2021,"05","18",5.45366508230351,1.6962878748194
"1691","Inverclyde",2021,"05","18",0.823578052361217,-0.194096952603664
"1692","Inverclyde - Gourock",2021,"05","18",7.33840054093609,1.99312090892639
"1693","Inverurie",2021,"05","18",4.18219487733267,1.43083619899598
"1694","Ironmill Bay",2021,"05","18",0.30324977837036,-1.19319846200619
"1695","Kelso",2021,"05","18",0.393753142384665,-0.932031108214674
"1696","Kincardine",2021,"05","18",0.51065794481265,-0.67205529684416
"1697","Kirkcaldy",2021,"05","18",13.525231925705,2.60455697251195
"1698","Kirkwall",2021,"05","18",0,"-Inf"
"1699","Lanark",2021,"05","18",0,"-Inf"
"1700","Langholm",2021,"05","18",0,"-Inf"
"1701","Largs",2021,"05","18",0.886748381140037,-0.120194010940406
"1702","Lerwick",2021,"05","18","NA","NA"
"1703","Lesmahagow",2021,"05","18",0.289886734731299,-1.23826500218598
"1704","Levenmouth",2021,"05","18",3.74059969390107,1.31924594453525
"1705","Linlithgow",2021,"05","18",0.130788857733716,-2.03417102910958
"1706","Lockerbie",2021,"05","18",0,"-Inf"
"1707","Lossiemouth",2021,"05","18",10.3071141816968,2.33283435406613
"1708","Mauldslie",2021,"05","18",2.4332723446928,0.889236995347256
"1709","Maybole",2021,"05","18",0,"-Inf"
"1710","Meadowhead",2021,"05","18",2.8038882547754,1.03100711630098
"1711","Muirkirk",2021,"05","18",0.598167389863145,-0.513884648041619
"1712","Nairn",2021,"05","18",0,"-Inf"
"1713","Neilston",2021,"05","18",0.277167417084454,-1.28313356156048
"1714","New Cumnock",2021,"05","18",4.5370894952176,1.51228572612484
"1715","Newburgh",2021,"05","18",0.129515612057047,-2.04395384868382
"1716","Newport & Tayport",2021,"05","18",0,"-Inf"
"1717","Newtown St Boswell",2021,"05","18",0,"-Inf"
"1718","Nigg",2021,"05","18",1.6776785149207,0.517411001442145
"1719","Nigg - Torry",2021,"05","18",0.397285852328792,-0.92309922633805
"1720","Paisley",2021,"05","18",5.21084613349147,1.65074224823945
"1721","Paisley - Airport",2021,"05","18",0.201487989544152,-1.60202550461181
"1722","Paisley - Blackhall",2021,"05","18",0.149952320198495,-1.89743790075914
"1723","Paisley - Brediland",2021,"05","18",0,"-Inf"
"1724","Peebles",2021,"05","18",0,"-Inf"
"1725","Penicuik",2021,"05","18",22.6894976761654,3.12190215999073
"1726","Persley - Northfield",2021,"05","18",0.637604792169702,-0.450036635584405
"1727","Perth",2021,"05","18",2.05615970212492,0.720840020707084
"1728","Peterhead",2021,"05","18",5.34270664762756,1.67573238741212
"1729","Philipshill",2021,"05","18",4.13643314277568,1.41983385676532
"1730","Sanquhar",2021,"05","18",11.5771849171738,2.44903634390192
"1731","Seafield",2021,"05","18",2.71487420631756,0.998745619464454
"1732","Seafield - Tranent",2021,"05","18",0,"-Inf"
"1733","Selkirk",2021,"05","18",0,"-Inf"
"1734","Shieldhall",2021,"05","18",5.50199110197298,1.70511004526607
"1735","Shieldhall - Barrhead",2021,"05","18",8.55303170080978,2.14628580498834
"1736","Shieldhall - Gorbals",2021,"05","18",4.66666881974081,1.54044550232007
"1737","Shieldhall - Govanhill",2021,"05","18",86.8085974654465,4.46370566590235
"1738","Shotts",2021,"05","18",15.8130435030602,2.76083513763208
"1739","Skellyton",2021,"05","18",1.42556856437029,0.354570726684811
"1740","Springfield",2021,"05","18",2.17895059458084,0.778843382268466
"1741","St Andrews",2021,"05","18",0.869616526152948,-0.139702939039999
"1742","Stevenston",2021,"05","18",2.30435578060386,0.83480114957718
"1743","Stevenston - Stevenston East",2021,"05","18",0.435855945320348,-0.830443490868823
"1744","Stevenston - Stevenston West",2021,"05","18",21.6014489288425,3.07276039247936
"1745","Stirling",2021,"05","18",1.92678568073923,0.655853164118345
"1746","Stirling - University",2021,"05","18",0,"-Inf"
"1747","Stonehouse",2021,"05","18",0.925139132278175,-0.077811139506951
"1748","Stornoway",2021,"05","18",0,"-Inf"
"1749","Strathaven",2021,"05","18",15.7038506983463,2.75390594969172
"1750","Swinstie",2021,"05","18","NA","NA"
"1751","Tillicoultry",2021,"05","18",0.82111826363953,-0.197088131621657
"1752","Troqueer",2021,"05","18",0,"-Inf"
"1753","Turriff",2021,"05","18",0,"-Inf"
"1754","Whitburn",2021,"05","18",2.55079154945573,0.936403722553903
"1755","Winchburgh",2021,"05","18",5.70508536612765,1.74135794658993
"1756","Allanfearn",2021,"05","19",4.31673670341102,1.46249972407424
"1757","Allers",2021,"05","19",7.43739151303199,2.00652018428227
"1758","Alloa",2021,"05","19",19.6421034782979,2.97767539893767
"1759","Alva",2021,"05","19",2.57672946715485,0.946520946398059
"1760","Annan",2021,"05","19",0.271727089295733,-1.30295706455432
"1761","Ardoch",2021,"05","19",0.211099194809722,-1.5554271383951
"1762","Armadale",2021,"05","19",6.54187268382316,1.87822346757297
"1763","Banchory",2021,"05","19",0,"-Inf"
"1764","Banff",2021,"05","19",0.101381461602342,-2.28886502897397
"1765","Bathgate",2021,"05","19",11.3301935156586,2.42747115482862
"1766","Blackburn",2021,"05","19",0.896895027648777,-0.108816449804
"1767","Blackridge",2021,"05","19",23.7237171820029,3.16647527272868
"1768","Blackwood",2021,"05","19",0,"-Inf"
"1769","Blairgowrie",2021,"05","19",1.33962109518536,0.292386809190275
"1770","Boness",2021,"05","19",1.45920437614905,0.377891339339084
"1771","Bonnybridge",2021,"05","19",9.14584261243662,2.21329941673842
"1772","Bowhouse",2021,"05","19","NA","NA"
"1773","Carbarns",2021,"05","19",3.27011317898942,1.18482459562196
"1774","Coldstream",2021,"05","19",0.43485046338603,-0.832753069324233
"1775","Cumnock",2021,"05","19",0.598304739418636,-0.513655057142286
"1776","Cupar",2021,"05","19",1.51578587399628,0.415934033178519
"1777","Dalbeattie",2021,"05","19",0,"-Inf"
"1778","Daldowie",2021,"05","19",2.16937892738486,0.774440918008471
"1779","Dalmarnock",2021,"05","19",17.9529657268299,2.88775532283712
"1780","Dalmuir",2021,"05","19",22.9333162319903,3.13259071057281
"1781","Dalmuir - Auchinairn (6298)",2021,"05","19",0.523062835946114,-0.648053676921617
"1782","Dalmuir - Auchinairn (6330)",2021,"05","19",1.06825244949719,0.066024088539312
"1783","Dalmuir - Clydebank",2021,"05","19",0,"-Inf"
"1784","Denny",2021,"05","19",3.70338543870067,1.30924738474062
"1785","Dunbar",2021,"05","19",0,"-Inf"
"1786","Dunblane",2021,"05","19",1.03339337559101,0.03284792654559
"1787","Dunfermline",2021,"05","19",6.81981998911867,1.91983307694965
"1788","Duns",2021,"05","19",0.190340534426397,-1.65894052459576
"1789","East Calder",2021,"05","19",1.52893006626621,0.424568187683902
"1790","Ellon",2021,"05","19",0.447214796470795,-0.804716270768225
"1791","Eyemouth",2021,"05","19",7.48639307440465,2.01308711603918
"1792","Fairlie",2021,"05","19",0,"-Inf"
"1793","Falkirk",2021,"05","19",6.24486349808182,1.83175928554551
"1794","Fauldhouse",2021,"05","19",1.15167746367917,0.14121954362697
"1795","Forfar",2021,"05","19",0.82425958108358,-0.193269773095938
"1796","Forfar - Central",2021,"05","19",0.575421028132537,-0.552653283289947
"1797","Forres",2021,"05","19",0.39216992843399,-0.936060042218677
"1798","Fort William",2021,"05","19",0.231858600044353,-1.46162757569327
"1799","Fraserburgh",2021,"05","19",0.088446052949574,-2.42536248402357
"1800","Galashiels",2021,"05","19",0,"-Inf"
"1801","Girvan",2021,"05","19","NA","NA"
"1802","Grantown on Spey",2021,"05","19",0,"-Inf"
"1803","Guardbridge",2021,"05","19",0,"-Inf"
"1804","Hamilton",2021,"05","19",8.62462414251138,2.15462138428805
"1805","Harthill",2021,"05","19",0.521422010107169,-0.651195564896198
"1806","Hatton",2021,"05","19",3.89640608756322,1.36005461226926
"1807","Hatton - Fintry East",2021,"05","19",0.669835219185795,-0.400723538359438
"1808","Hatton - Fintry North",2021,"05","19",0,"-Inf"
"1809","Hatton - Fintry West",2021,"05","19",0.855505780574729,-0.156062428718037
"1810","Hawick",2021,"05","19",2.335193278108,0.848094662045574
"1811","Helensburgh",2021,"05","19",3.26991709488798,1.1847646313425
"1812","Inverclyde",2021,"05","19",10.6477698207681,2.36535046372618
"1813","Inverclyde - Gourock",2021,"05","19",190.532634908988,5.24982349175276
"1814","Inverurie",2021,"05","19",15.4896484378762,2.74017195810125
"1815","Ironmill Bay",2021,"05","19",16.4019203010865,2.79739841950514
"1816","Kelso",2021,"05","19",1.84742823263641,0.613794527422059
"1817","Kincardine",2021,"05","19",0,"-Inf"
"1818","Kirkcaldy",2021,"05","19",16.5273218371164,2.80501488038328
"1819","Kirkwall",2021,"05","19",0.448565204700637,-0.801701224102599
"1820","Lanark",2021,"05","19","NA","NA"
"1821","Largs",2021,"05","19",0.753739060962435,-0.282709043865377
"1822","Lerwick",2021,"05","19",1.22848375190534,0.205780686929352
"1823","Lesmahagow",2021,"05","19",0.834878776617284,-0.180468742374436
"1824","Levenmouth",2021,"05","19",2.01990170615489,0.7030488499098
"1825","Linlithgow",2021,"05","19",0.79936948368803,-0.223932007454038
"1826","Lockerbie",2021,"05","19",0,"-Inf"
"1827","Lossiemouth",2021,"05","19",4.44200789993105,1.4911065039333
"1828","Mauldslie",2021,"05","19",6.64486482780766,1.89384435001815
"1829","Maybole",2021,"05","19",0.63093443069868,-0.460553335154581
"1830","Meadowhead",2021,"05","19",3.83568324589162,1.34434757954806
"1831","Meadowhead - Kilmarnock HMP",2021,"05","19",2.65515573901007,0.976503311734399
"1832","Nairn",2021,"05","19",0.361241016059894,-1.01820990890309
"1833","Neilston",2021,"05","19",0,"-Inf"
"1834","New Cumnock",2021,"05","19",20.6963445449786,3.0299570926471
"1835","Newburgh",2021,"05","19",0.138122987916112,-1.97961077393939
"1836","Newport & Tayport",2021,"05","19",0.123719319673194,-2.08973983010381
"1837","Newtown St Boswell",2021,"05","19",0.136915995530483,-1.98838771253077
"1838","Nigg",2021,"05","19",2.25000372690709,0.810931872618108
"1839","Nigg - Torry",2021,"05","19",0,"-Inf"
"1840","Paisley",2021,"05","19",2.60473316977076,0.957330239928596
"1841","Paisley - Airport",2021,"05","19",0.572357442850084,-0.557991582683536
"1842","Paisley - Blackhall",2021,"05","19",1.27014871169293,0.23913398943652
"1843","Paisley - Brediland",2021,"05","19",0.386025471946178,-0.951851922196647
"1844","Peebles",2021,"05","19",0,"-Inf"
"1845","Penicuik",2021,"05","19",5.51779905304045,1.70797905850286
"1846","Persley - Northfield",2021,"05","19",0.22424999491129,-1.49499380073536
"1847","Perth",2021,"05","19",2.68251020456636,0.986752999640871
"1848","Peterhead",2021,"05","19",0.267938682050235,-1.31699712296963
"1849","Philipshill",2021,"05","19",6.40494113761889,1.85706974523916
"1850","Sanquhar",2021,"05","19",9.29084518750017,2.22902952688987
"1851","Seafield",2021,"05","19",4.34216099575768,1.46837214947844
"1852","Selkirk",2021,"05","19",2.20894576260339,0.792515371218214
"1853","Shieldhall",2021,"05","19",35.6400396578246,3.57346971533557
"1854","Shieldhall - Barrhead",2021,"05","19",5.59568533616823,1.72199582508792
"1855","Shieldhall - Gorbals",2021,"05","19",30.5821766432441,3.42041737662199
"1856","Shieldhall - Govanhill",2021,"05","19",879.91622226015,6.77982670096315
"1857","Shotts",2021,"05","19",32.6953335949008,3.48723236420024
"1858","Skellyton",2021,"05","19",2.17393124768109,0.776537163397237
"1859","Springfield",2021,"05","19",0.19613801205517,-1.62893672440546
"1860","St Andrews",2021,"05","19",1.95610598910536,0.670955756803766
"1861","Stevenston",2021,"05","19",3.23821462930571,1.17502213758797
"1862","Stevenston - Stevenston East",2021,"05","19",0.549061937322525,-0.599544025398013
"1863","Stevenston - Stevenston West",2021,"05","19",7.49830284313656,2.01467670735357
"1864","Stirling",2021,"05","19",5.18779031010064,1.64630784738382
"1865","Stonehouse",2021,"05","19",0.376540291941176,-0.976730220360074
"1866","Stornoway",2021,"05","19",0,"-Inf"
"1867","Strathaven",2021,"05","19",5.47892871764132,1.70090959236785
"1868","Swinstie",2021,"05","19",1.88076901020376,0.631680741185263
"1869","Tillicoultry",2021,"05","19",1.47098218839195,0.385930333042899
"1870","Troqueer",2021,"05","19",0.114589685734933,-2.16639748106493
"1871","Turriff",2021,"05","19",0,"-Inf"
"1872","Whitburn",2021,"05","19",2.2341057120788,0.803841019168829
"1873","Winchburgh",2021,"05","19",0.111398519629693,-2.19464124035918
"1874","Allanfearn",2021,"05","20",0.28047069693413,-1.27128602673447
"1875","Allers",2021,"05","20",1.13194272823204,0.123935385066507
"1876","Alloa",2021,"05","20",8.92391916241433,2.18873521808174
"1877","Alva",2021,"05","20",4.16106587592746,1.42577126162926
"1878","Annan",2021,"05","20",1.31730683391325,0.275589375058642
"1879","Ardoch",2021,"05","20",0.167403236463657,-1.78734978740006
"1880","Armadale",2021,"05","20",0.612923247140486,-0.489515559465132
"1881","Banchory",2021,"05","20",0.24024793656766,-1.42608381985682
"1882","Banff",2021,"05","20",0.191697052750457,-1.65183900332907
"1883","Bathgate",2021,"05","20",4.28719431698748,1.4556325136209
"1884","Blackburn",2021,"05","20",5.59189172932146,1.72131764303474
"1885","Blackridge",2021,"05","20",17.578515402781,2.86667744061265
"1886","Blackwood",2021,"05","20","NA","NA"
"1887","Blairgowrie",2021,"05","20",0.607387465435516,-0.498588363008322
"1888","Boness",2021,"05","20",1.197203310493,0.179988262188878
"1889","Bonnybridge",2021,"05","20",2.62219407737162,0.964011401432005
"1890","Bothwellbank",2021,"05","20",1.58680790226939,0.461724389649035
"1891","Bowhouse",2021,"05","20",0.373133146098228,-0.985819962984534
"1892","Carbarns",2021,"05","20",2.85924892014954,1.05055897500999
"1893","Coldstream",2021,"05","20",0,"-Inf"
"1894","Cumnock",2021,"05","20",0,"-Inf"
"1895","Cupar",2021,"05","20",0.068882020211436,-2.67536008985845
"1896","Dalbeattie",2021,"05","20",0,"-Inf"
"1897","Daldowie",2021,"05","20",6.59308626533733,1.88602156442859
"1898","Dalmuir",2021,"05","20",6.64910183201857,1.8944817826916
"1899","Denny",2021,"05","20",18.0381786759127,2.89249054922238
"1900","Dunbar",2021,"05","20",0,"-Inf"
"1901","Dunblane",2021,"05","20",0.956940538893381,-0.04401402227729
"1902","Dunfermline",2021,"05","20",1.93018606301134,0.657616403975423
"1903","Dunnswood",2021,"05","20",0.557848519194782,-0.583667824432835
"1904","Duns",2021,"05","20",0,"-Inf"
"1905","East Calder",2021,"05","20",0.964049441592137,-0.036612697728125
"1906","Ellon",2021,"05","20",0,"-Inf"
"1907","Eyemouth",2021,"05","20",0.50608492660834,-0.681050784631168
"1908","Fairlie",2021,"05","20",0,"-Inf"
"1909","Falkirk",2021,"05","20",12.8260691152439,2.55147974939482
"1910","Fauldhouse",2021,"05","20",0,"-Inf"
"1911","Forfar",2021,"05","20",1.72238110975712,0.543707699611869
"1912","Forres",2021,"05","20",1.19399718435319,0.177306656804469
"1913","Fort William",2021,"05","20",0,"-Inf"
"1914","Fraserburgh",2021,"05","20",0,"-Inf"
"1915","Galashiels",2021,"05","20",0.143776715645309,-1.9394937686049
"1916","Girvan",2021,"05","20",0,"-Inf"
"1917","Grantown on Spey",2021,"05","20",0,"-Inf"
"1918","Guardbridge",2021,"05","20",0,"-Inf"
"1919","Hamilton",2021,"05","20",4.82417301138518,1.57363932349677
"1920","Harthill",2021,"05","20",0.162997103201542,-1.81402285010298
"1921","Hatton",2021,"05","20",5.33246101336429,1.67381286020008
"1922","Hatton - Fintry East",2021,"05","20",0,"-Inf"
"1923","Hatton - Fintry North",2021,"05","20",0,"-Inf"
"1924","Hatton - Fintry West",2021,"05","20",0,"-Inf"
"1925","Hawick",2021,"05","20",0.954201904993267,-0.046879989472374
"1926","Helensburgh",2021,"05","20",1.12703981211616,0.119594560180071
"1927","Inverclyde",2021,"05","20",3.84497954549827,1.34676828317708
"1928","Inverurie",2021,"05","20",2.14191964106409,0.761702455478723
"1929","Ironmill Bay",2021,"05","20",0.561967104552889,-0.576311963625599
"1930","Kelso",2021,"05","20",1.43863260836737,0.363693084930897
"1931","Kincardine",2021,"05","20",0.524631736382005,-0.645058717035303
"1932","Kirkcaldy",2021,"05","20",10.7608411822359,2.37591372846572
"1933","Kirkwall",2021,"05","20",0,"-Inf"
"1934","Lanark",2021,"05","20",0.74809035310063,-0.290231515387256
"1935","Langholm",2021,"05","20",0,"-Inf"
"1936","Largs",2021,"05","20",0,"-Inf"
"1937","Lerwick",2021,"05","20",0,"-Inf"
"1938","Lesmahagow",2021,"05","20",0,"-Inf"
"1939","Levenmouth",2021,"05","20",3.87405785938644,1.35430250018211
"1940","Linlithgow",2021,"05","20",13.4807587834514,2.60126339347351
"1941","Lockerbie",2021,"05","20",0,"-Inf"
"1942","Lossiemouth",2021,"05","20",2.02655176542325,0.706335711010286
"1943","Mauldslie",2021,"05","20",10.3385753924136,2.33588208322593
"1944","Maybole",2021,"05","20",0.255656943430227,-1.36391879791794
"1945","Meadowhead",2021,"05","20",11.2436939584834,2.41980743446713
"1946","Meadowhead - Kilmarnock HMP",2021,"05","20",4.09668451278329,1.41017799115338
"1947","Nairn",2021,"05","20",0.193300636025075,-1.64350860242109
"1948","Neilston",2021,"05","20",2.4732299659611,0.905524974899739
"1949","New Cumnock",2021,"05","20",56.9176064706895,4.04160472157659
"1950","Newburgh",2021,"05","20",0,"-Inf"
"1951","Newport & Tayport",2021,"05","20",1.16180413375492,0.149974084630664
"1952","Newtown St Boswell",2021,"05","20",2.16532431622766,0.772570149878868
"1953","Nigg",2021,"05","20",0.614058226090531,-0.48766552456481
"1954","Nigg - Torry",2021,"05","20",0,"-Inf"
"1955","Paisley",2021,"05","20",1.02003852825215,0.019840399379035
"1956","Paisley - Airport",2021,"05","20",25.9534110335699,3.25630304735392
"1957","Paisley - Blackhall",2021,"05","20",18.1989266173868,2.90136261527687
"1958","Paisley - Brediland",2021,"05","20",298.875372862101,5.7000266733297
"1959","Peebles",2021,"05","20",0.541071144042217,-0.614204504082533
"1960","Penicuik",2021,"05","20",105.141155273691,4.65530378328691
"1961","Persley - Northfield",2021,"05","20",0.380003461265641,-0.967574917709395
"1962","Perth",2021,"05","20",0.517304987521772,-0.659122660569751
"1963","Peterhead",2021,"05","20",0.280057942733351,-1.27275875888827
"1964","Philipshill",2021,"05","20",0.687243799449176,-0.375066174241323
"1965","Sanquhar",2021,"05","20",10.1280386698607,2.31530768350874
"1966","Seafield",2021,"05","20",7.21624261086422,1.97633440343464
"1967","Selkirk",2021,"05","20",0.310113487646908,-1.17081695931366
"1968","Shieldhall",2021,"05","20",31.8967367276021,3.46250370761774
"1969","Shieldhall - Barrhead",2021,"05","20",1.70235484220768,0.532012493854534
"1970","Shieldhall - Gorbals",2021,"05","20",108.793087222161,4.68944779584228
"1971","Shieldhall - Govanhill",2021,"05","20",490.605118159902,6.19563956421983
"1972","Shotts",2021,"05","20",3.31429878646897,1.1982460738024
"1973","Springfield",2021,"05","20",0.302501706495556,-1.19566836021953
"1974","St Andrews",2021,"05","20",10.746027384632,2.37453614065923
"1975","Stevenston",2021,"05","20",10.0936177320769,2.31190331639422
"1976","Stevenston - Stevenston East",2021,"05","20",0.933610728719221,-0.068695706302876
"1977","Stevenston - Stevenston West",2021,"05","20",81.502894855752,4.40063853931849
"1978","Stirling",2021,"05","20",0.740515398563416,-0.300408850671565
"1979","Stonehouse",2021,"05","20",8.78129793415117,2.17262422521249
"1980","Stornoway",2021,"05","20",0,"-Inf"
"1981","Strathaven",2021,"05","20",1.03810380831694,0.037395787755695
"1982","Swinstie",2021,"05","20","NA","NA"
"1983","Tillicoultry",2021,"05","20",0.925086878813725,-0.07786762283834
"1984","Troqueer",2021,"05","20",0.068820455631488,-2.67625425800863
"1985","Turriff",2021,"05","20",1.13754476030089,0.128872220783852
"1986","Whitburn",2021,"05","20",1.32511422447476,0.281498662873325
"1987","Winchburgh",2021,"05","20",0.147778375434416,-1.91204159081769
"1988","Allanfearn",2021,"05","21",0.339574694260393,-1.08006134363358
"1989","Allers",2021,"05","21",2.09511410579235,0.7396080176629
"1990","Alloa",2021,"05","21",14.5007129283085,2.6741978156874
"1991","Alva",2021,"05","21",5.35416461263613,1.67787469035509
"1992","Annan",2021,"05","21",0,"-Inf"
"1993","Ardoch",2021,"05","21",1.17816651274587,0.163959427316423
"1994","Armadale",2021,"05","21",24.0521585046119,3.18022474323593
"1995","Banchory",2021,"05","21",0,"-Inf"
"1996","Banff",2021,"05","21",0.127083662980225,-2.06290964578924
"1997","Bathgate",2021,"05","21",4.52342881335481,1.50927029328783
"1998","Blackburn",2021,"05","21",6.14348926639309,1.81539286517545
"1999","Blackridge",2021,"05","21",28.1072812825556,3.33602866314946
"2000","Blackwood",2021,"05","21",12.4060666213538,2.5181855966279
"2001","Blairgowrie",2021,"05","21","NA","NA"
"2002","Boness",2021,"05","21",1.19502170429601,0.17816434780934
"2003","Bonnybridge",2021,"05","21",17.7100445027957,2.87413196465413
"2004","Bothwellbank",2021,"05","21",3.77808705145701,1.32921781049121
"2005","Bowhouse",2021,"05","21",0.416808862530831,-0.875127525499291
"2006","Carbarns",2021,"05","21",2.38412621943532,0.868832692195608
"2007","Coldstream",2021,"05","21",0.32865055880569,-1.11276022396762
