,Site,Year,Month,Week,x
1611,Coldstream,2021,04,13,0
1612,Cupar,2021,04,13,0.43
1613,Dalmarnock,2021,04,13,NA
1614,Dunfermline,2021,04,13,6.32
1615,Dunnswood - Carrickstone,2021,04,13,2.55
1616,Duns,2021,04,13,0.18
1617,Eyemouth,2021,04,13,2.9
1618,Fairlie,2021,04,13,0
1619,Fauldhouse,2021,04,13,2.08
1620,Fort William,2021,04,13,0
1621,Fraserburgh,2021,04,13,0
1622,Guardbridge,2021,04,13,9.95
1623,Hamilton,2021,04,13,15.28
1624,Harthill,2021,04,13,NA
1625,Hatton,2021,04,13,11.14
1626,Inverclyde,2021,04,13,2.91
1627,Kelso,2021,04,13,0
1628,Kirkcaldy,2021,04,13,23.63
1629,Lanark,2021,04,13,7.14
1630,Lesmahagow,2021,04,13,0
1631,Levenmouth,2021,04,13,6.35
1632,Linlithgow,2021,04,13,1.85
1633,Lossiemouth,2021,04,13,1.56
1634,Mauldslie,2021,04,13,9.42
1635,Meadowhead,2021,04,13,7.59
1636,Nairn,2021,04,13,0.38
1637,Newburgh,2021,04,13,4.02
1638,Newtown St Boswell,2021,04,13,0
1639,Nigg,2021,04,13,4.015
1640,Nigg - Torry,2021,04,13,0.79
1641,Persley - Northfield,2021,04,13,0
1642,Perth,2021,04,13,2.65
1643,Peterhead,2021,04,13,0.55
1644,Philipshill,2021,04,13,8.31
1645,Seafield,2021,04,13,4.55
1646,Selkirk,2021,04,13,0
1647,Shieldhall,2021,04,13,9.49
1648,Shieldhall - Barrhead,2021,04,13,8.275
1649,Shieldhall - Gorbals,2021,04,13,1.495
1650,Shieldhall - Govanhill,2021,04,13,12.925
1651,Shotts,2021,04,13,3.68
1652,Skellyton,2021,04,13,1.3
1653,Springfield,2021,04,13,38.63
1654,St Andrews,2021,04,13,21.88
1655,Stevenston,2021,04,13,6.41
1656,Stonehouse,2021,04,13,2.75
1657,Strathaven,2021,04,13,9.68
1658,Swinstie,2021,04,13,54.66
1659,Uplawmoor,2021,04,13,0
1660,Winchburgh,2021,04,13,0
1661,Allanfearn,2021,04,14,3.99333333333333
1662,Allers,2021,04,14,1.75
1663,Allers - St Leonards,2021,04,14,9.946
1664,Alloa,2021,04,14,19.75
1665,Alva,2021,04,14,4.375
1666,Annan,2021,04,14,0
1667,Ardoch,2021,04,14,3.055
1668,Armadale,2021,04,14,5.175
1669,Bathgate,2021,04,14,NA
1670,Blackburn,2021,04,14,6.52
1671,Blackridge,2021,04,14,87.645
1672,Blackwood,2021,04,14,0
1673,Blairgowrie,2021,04,14,3.2
1674,Boness,2021,04,14,6.315
1675,Bonnybridge,2021,04,14,6.275
1676,Bothwellbank,2021,04,14,3.77
1677,Bowhouse,2021,04,14,0
1678,Carbarns,2021,04,14,11.985
1679,Coldstream,2021,04,14,0
1680,Cumnock,2021,04,14,2.7
1681,Cumnock - Netherwood,2021,04,14,0
1682,Cupar,2021,04,14,0.44
1683,Dalbeattie,2021,04,14,0
1684,Daldowie,2021,04,14,5.94
1685,Dalmarnock,2021,04,14,4.17
1686,Dalmuir,2021,04,14,10.61
1687,Dalmuir - Auchinairn (6298),2021,04,14,0.71
1688,Dalmuir - Auchinairn (6330),2021,04,14,3.0875
1689,Dalmuir - Clydebank,2021,04,14,2.045
1690,Dalscone,2021,04,14,NA
1691,Denny,2021,04,14,121.515
1692,Dunbar,2021,04,14,1.1
1693,Dunblane,2021,04,14,2.075
1694,Dunfermline,2021,04,14,5.67
1695,Dunnswood,2021,04,14,4.47
1696,Dunnswood - Carrickstone,2021,04,14,8.76
1697,Duns,2021,04,14,0
1698,East Calder,2021,04,14,18.83
1699,Eyemouth,2021,04,14,0.12
1700,Fairlie,2021,04,14,0
1701,Falkirk,2021,04,14,8.21
1702,Fauldhouse,2021,04,14,NA
1703,Forfar,2021,04,14,2.03
1704,Fort William,2021,04,14,0
1705,Fraserburgh,2021,04,14,0.506666666666667
1706,Girvan,2021,04,14,4.74
1707,Guardbridge,2021,04,14,0.9
1708,Hamilton,2021,04,14,6.62
1709,Harthill,2021,04,14,NA
1710,Hatton,2021,04,14,10.02
1711,Hawick,2021,04,14,0.36
1712,Helensburgh,2021,04,14,82.43
1713,Inverclyde,2021,04,14,4.775
1714,Inverclyde - Gourock,2021,04,14,24.3725
1715,Ironmill Bay,2021,04,14,1.42
1716,Kelso,2021,04,14,0
1717,Kincardine,2021,04,14,6.68
1718,Kirkcaldy,2021,04,14,11.455
1719,Kirkwall,2021,04,14,0
1720,Lanark,2021,04,14,14.08
1721,Largs,2021,04,14,20.7
1722,Lerwick,2021,04,14,0
1723,Lesmahagow,2021,04,14,0
1724,Levenmouth,2021,04,14,7.57
1725,Linlithgow,2021,04,14,0.865
1726,Lockerbie,2021,04,14,0
1727,Lossiemouth,2021,04,14,3.42666666666667
1728,Mauldslie,2021,04,14,9.5
1729,Maybole,2021,04,14,0
1730,Meadowhead,2021,04,14,9.12666666666667
1731,Muirkirk,2021,04,14,12.56
1732,Nairn,2021,04,14,2.82
1733,Neilston,2021,04,14,0.475
1734,New Cumnock,2021,04,14,0
1735,Newburgh,2021,04,14,0.07
1736,Newport & Tayport,2021,04,14,0
1737,Newtown St Boswell,2021,04,14,0
1738,Nigg,2021,04,14,4.29333333333333
1739,Nigg - Torry,2021,04,14,5.085
1740,Paisley,2021,04,14,2.1
1741,Paisley - Airport,2021,04,14,11.408
1742,Paisley - Blackhall,2021,04,14,12.54
1743,Paisley - Brediland,2021,04,14,1.156
1744,Penicuik,2021,04,14,0
1745,Persley - Northfield,2021,04,14,4.105
1746,Perth,2021,04,14,1.77
1747,Peterhead,2021,04,14,0.143333333333333
1748,Philipshill,2021,04,14,4.41
1749,Philipshill - Stewartfield (3606),2021,04,14,0.068
1750,Philipshill - Stewartfield (7801),2021,04,14,0.156666666666667
1751,Seafield,2021,04,14,3.11
1752,Selkirk,2021,04,14,0.7
1753,Shieldhall,2021,04,14,9.365
1754,Shieldhall - Barrhead,2021,04,14,0.84
1755,Shieldhall - Gorbals,2021,04,14,8.735
1756,Shieldhall - Govanhill,2021,04,14,39.01
1757,Shotts,2021,04,14,6.49
1758,Skellyton,2021,04,14,3.16
1759,Springfield,2021,04,14,11.705
1760,St Andrews,2021,04,14,17.755
1761,Stevenston,2021,04,14,4.41
1762,Stirling,2021,04,14,13.21
1763,Stonehouse,2021,04,14,1.64
1764,Stornoway,2021,04,14,NA
1765,Strathaven,2021,04,14,9.56
1766,Swinstie,2021,04,14,12.77
1767,Tillicoultry,2021,04,14,4.09
1768,Troqueer,2021,04,14,0
1769,Uplawmoor,2021,04,14,0.19
1770,Whitburn,2021,04,14,4.065
1771,Winchburgh,2021,04,14,0.18
1772,Allanfearn,2021,04,15,1.01
1773,Allers,2021,04,15,6.59
1774,Allers - St Leonards,2021,04,15,0.26
1775,Alloa,2021,04,15,10.6566666666667
1776,Alva,2021,04,15,2.22
1777,Annan,2021,04,15,0.71
1778,Ardoch,2021,04,15,1.49
1779,Armadale,2021,04,15,0.765
1780,Banchory,2021,04,15,0.205
1781,Banff,2021,04,15,0.18
1782,Bathgate,2021,04,15,1.415
1783,Blackburn,2021,04,15,2.86
1784,Blackridge,2021,04,15,270.72
1785,Boness,2021,04,15,2.85
1786,Bonnybridge,2021,04,15,2.025
1787,Bothwellbank,2021,04,15,3.53
1788,Bowhouse,2021,04,15,NA
1789,Carbarns,2021,04,15,19.95
1790,Coldstream,2021,04,15,0
1791,Cumnock,2021,04,15,1
1792,Cupar,2021,04,15,1.61
1793,Dalbeattie,2021,04,15,0
1794,Daldowie,2021,04,15,17.74
1795,Dalmarnock,2021,04,15,10.76
1796,Dalmuir,2021,04,15,12.0833333333333
1797,Dalmuir - Auchinairn (6298),2021,04,15,1.375
1798,Dalmuir - Auchinairn (6330),2021,04,15,4.88
1799,Dalmuir - Clydebank,2021,04,15,7.825
1800,Dalscone,2021,04,15,NA
1801,Denny,2021,04,15,17.44
1802,Dunbar,2021,04,15,0
1803,Dunblane,2021,04,15,0.765
1804,Dunnswood,2021,04,15,8.3
1805,Dunnswood - Carrickstone,2021,04,15,0.865
1806,Duns,2021,04,15,0
1807,East Calder,2021,04,15,8.36
1808,Ellon,2021,04,15,4.1
1809,Eyemouth,2021,04,15,0.115
1810,Fairlie,2021,04,15,0
1811,Falkirk,2021,04,15,7.295
1812,Fauldhouse,2021,04,15,0.245
1813,Forfar,2021,04,15,6.965
1814,Forres,2021,04,15,0.68
1815,Fort William,2021,04,15,0
1816,Fraserburgh,2021,04,15,0.715
1817,Galashiels,2021,04,15,0.56
1818,Girvan,2021,04,15,3.45
1819,Guardbridge,2021,04,15,0
1820,Hamilton,2021,04,15,6.36
1821,Harthill,2021,04,15,0.73
1822,Hatton,2021,04,15,5.915
1823,Hawick,2021,04,15,0
1824,Helensburgh,2021,04,15,44.62
1825,Inverclyde,2021,04,15,1.74
1826,Inverclyde - Gourock,2021,04,15,83.36
1827,Inverurie,2021,04,15,3.94
1828,Ironmill Bay,2021,04,15,2.27
1829,Kelso,2021,04,15,0.085
1830,Kincardine,2021,04,15,9.215
1831,Kirkcaldy,2021,04,15,6.26
1832,Kirkwall,2021,04,15,0.223333333333333
1833,Largs,2021,04,15,15.6
1834,Lerwick,2021,04,15,0
1835,Levenmouth,2021,04,15,2.2
1836,Linlithgow,2021,04,15,1.02
1837,Lockerbie,2021,04,15,0.09
1838,Lossiemouth,2021,04,15,3.46666666666667
1839,Maybole,2021,04,15,0.25
1840,Meadowhead,2021,04,15,4.19
1841,Muirkirk,2021,04,15,82.2
1842,Nairn,2021,04,15,0
1843,Neilston,2021,04,15,0.985
1844,Newburgh,2021,04,15,0
1845,Newport & Tayport,2021,04,15,0
1846,Newtown St Boswell,2021,04,15,0
1847,Nigg,2021,04,15,6.3
1848,Nigg - Torry,2021,04,15,10.605
1849,Paisley,2021,04,15,5.28
1850,Paisley - Airport,2021,04,15,5.145
1851,Paisley - Blackhall,2021,04,15,5.7
1852,Paisley - Brediland,2021,04,15,0.175
1853,Peebles,2021,04,15,0
1854,Penicuik,2021,04,15,8.58
1855,Persley - Northfield,2021,04,15,3.22
1856,Perth,2021,04,15,2.745
1857,Peterhead,2021,04,15,0.275
1858,Philipshill,2021,04,15,8.75
1859,Philipshill - Stewartfield (3606),2021,04,15,NA
1860,Seafield,2021,04,15,3.2
1861,Seafield - Tranent,2021,04,15,0
1862,Selkirk,2021,04,15,0
1863,Shieldhall,2021,04,15,7.92
1864,Shieldhall - Barrhead,2021,04,15,1.945
1865,Shieldhall - Gorbals,2021,04,15,13.195
1866,Shieldhall - Govanhill,2021,04,15,11.885
1867,Shotts,2021,04,15,11.26
1868,Springfield,2021,04,15,1.42
1869,St Andrews,2021,04,15,1.94
1870,Stevenston,2021,04,15,0.86
1871,Stirling,2021,04,15,3.21
1872,Stirling - University,2021,04,15,0.225
1873,Stornoway,2021,04,15,0
1874,Swinstie,2021,04,15,12.1
1875,Tillicoultry,2021,04,15,0.685
1876,Troqueer,2021,04,15,0
1877,Turriff,2021,04,15,0
1878,Whitburn,2021,04,15,0.195
1879,Winchburgh,2021,04,15,0
1880,Allanfearn,2021,04,16,2.86
1881,Banff,2021,04,16,0
1882,Blackburn,2021,04,16,10.53
1883,Dalmuir - Auchinairn (6298),2021,04,16,0.29
1884,Dalmuir - Auchinairn (6330),2021,04,16,3.27
1885,Forfar - Central,2021,04,16,1.91333333333333
1886,Fort William,2021,04,16,0
1887,Fraserburgh,2021,04,16,7.25
1888,Hatton,2021,04,16,2.43
1889,Hatton - Fintry East,2021,04,16,0.51
1890,Hatton - Fintry North,2021,04,16,7.765
1891,Hatton - Fintry West,2021,04,16,4.1375
1892,Inverclyde,2021,04,16,1.64
1893,Inverclyde - Gourock,2021,04,16,201.35
1894,Kirkwall,2021,04,16,0
1895,Lerwick,2021,04,16,0
1896,Lossiemouth,2021,04,16,3.00333333333333
1897,Meadowhead,2021,04,16,3.38
1898,Nigg,2021,04,16,1.22
1899,Nigg - Torry,2021,04,16,1.855
1900,Persley - Northfield,2021,04,16,117.68
1901,Peterhead,2021,04,16,0
1902,Seafield,2021,04,16,2.79
1903,Seafield - Tranent,2021,04,16,0.45
1904,Stevenston,2021,04,16,1.76
1905,Stevenston - Stevenston East,2021,04,16,1.66
1906,Stevenston - Stevenston West,2021,04,16,2.17
1907,Allanfearn,2021,04,17,1.345
1908,Allers,2021,04,17,5.18
1909,Allers - St Leonards,2021,04,17,15.11
1910,Alloa,2021,04,17,5.23333333333333
1911,Alva,2021,04,17,2.07
1912,Annan,2021,04,17,0.62
1913,Ardoch,2021,04,17,0.605
1914,Armadale,2021,04,17,2.375
1915,Banchory,2021,04,17,0.76
1916,Banff,2021,04,17,0.22
1917,Bathgate,2021,04,17,2.325
1918,Biggar,2021,04,17,0
1919,Blackburn,2021,04,17,7.285
1920,Blackridge,2021,04,17,5.94
1921,Blackwood,2021,04,17,0.37
1922,Blairgowrie,2021,04,17,0.49
1923,Boness,2021,04,17,0.435
1924,Bonnybridge,2021,04,17,0.85
1925,Bothwellbank,2021,04,17,0.97
1926,Bowhouse,2021,04,17,0.11
1927,Carbarns,2021,04,17,4.67
1928,Coldstream,2021,04,17,0.2
1929,Cumnock,2021,04,17,0.46
1930,Cupar,2021,04,17,0
1931,Dalbeattie,2021,04,17,0
1932,Daldowie,2021,04,17,2.95
1933,Dalmarnock,2021,04,17,6.52
1934,Dalmuir,2021,04,17,3.415
1935,Dalmuir - Auchinairn (6298),2021,04,17,0.175
1936,Dalmuir - Auchinairn (6330),2021,04,17,0.57
1937,Dalmuir - Clydebank,2021,04,17,1.345
1938,Dalscone,2021,04,17,0
1939,Denny,2021,04,17,7.945
1940,Dunbar,2021,04,17,0
1941,Dunblane,2021,04,17,3.02
1942,Dunfermline,2021,04,17,5.21
1943,Duns,2021,04,17,0
1944,East Calder,2021,04,17,0.605
1945,Ellon,2021,04,17,0.71
1946,Eyemouth,2021,04,17,0.225
1947,Fairlie,2021,04,17,0.23
1948,Falkirk,2021,04,17,2.425
1949,Fauldhouse,2021,04,17,1.485
1950,Forfar,2021,04,17,0.555
1951,Forfar - Central,2021,04,17,0
1952,Forres,2021,04,17,0
1953,Fort William,2021,04,17,0.16
1954,Fraserburgh,2021,04,17,1.46
1955,Galashiels,2021,04,17,0.14
1956,Girvan,2021,04,17,2.53
1957,Guardbridge,2021,04,17,0
1958,Hamilton,2021,04,17,14.41
1959,Harthill,2021,04,17,0.92
1960,Hatton - Fintry East,2021,04,17,0
1961,Hatton - Fintry North,2021,04,17,0.89
1962,Hatton - Fintry West,2021,04,17,0
1963,Hawick,2021,04,17,NA
1964,Helensburgh,2021,04,17,1.98
1965,Inverclyde,2021,04,17,7.85
1966,Inverclyde - Gourock,2021,04,17,25.085
1967,Inverurie,2021,04,17,0.075
1968,Ironmill Bay,2021,04,17,0.79
1969,Kelso,2021,04,17,0
1970,Kincardine,2021,04,17,0.25
1971,Kirkcaldy,2021,04,17,4.805
1972,Kirkwall,2021,04,17,0
1973,Lanark,2021,04,17,0.35
1974,Langholm,2021,04,17,0
1975,Largs,2021,04,17,1.19
1976,Lerwick,2021,04,17,0
1977,Lesmahagow,2021,04,17,3.49
1978,Levenmouth,2021,04,17,2.05
1979,Linlithgow,2021,04,17,0.24
1980,Loch Ryan,2021,04,17,0.69
1981,Lockerbie,2021,04,17,0
1982,Lossiemouth,2021,04,17,3.25333333333333
1983,Mauldslie,2021,04,17,4.1
1984,Maybole,2021,04,17,0
1985,Meadowhead,2021,04,17,4.42
1986,Muirkirk,2021,04,17,0.265
1987,Nairn,2021,04,17,0
1988,Neilston,2021,04,17,0.29
1989,Newburgh,2021,04,17,0.13
1990,Newport & Tayport,2021,04,17,0
1991,Newtown St Boswell,2021,04,17,0
1992,Nigg,2021,04,17,1.14
1993,Nigg - Torry,2021,04,17,0
1994,Paisley,2021,04,17,2.545
1995,Paisley - Airport,2021,04,17,0.54
1996,Paisley - Blackhall,2021,04,17,2.265
1997,Paisley - Brediland,2021,04,17,0
1998,Peebles,2021,04,17,3.25
1999,Penicuik,2021,04,17,0.73
2000,Persley - Northfield,2021,04,17,1.81
2001,Perth,2021,04,17,3.61
2002,Peterhead,2021,04,17,0.52
2003,Philipshill,2021,04,17,7.76
2004,Philipshill - Stewartfield (3606),2021,04,17,0
2005,Philipshill - Stewartfield (7801),2021,04,17,2.785
2006,Sanquhar,2021,04,17,0
2007,Seafield,2021,04,17,1.16
2008,Seafield - Tranent,2021,04,17,0
2009,Selkirk,2021,04,17,0
2010,Shieldhall,2021,04,17,8.83
2011,Shotts,2021,04,17,7.84
2012,Skellyton,2021,04,17,26.51
2013,Springfield,2021,04,17,0.28
2014,St Andrews,2021,04,17,2.55
2015,Stevenston,2021,04,17,1.295
2016,Stevenston - Stevenston East,2021,04,17,0
2017,Stevenston - Stevenston West,2021,04,17,1.91
2018,Stirling,2021,04,17,1.1
2019,Stirling - University,2021,04,17,1.05
2020,Stonehouse,2021,04,17,28.67
2021,Stornoway,2021,04,17,0
2022,Strathaven,2021,04,17,16.26
2023,Swinstie,2021,04,17,4.94
2024,Tillicoultry,2021,04,17,0.205
2025,Troqueer,2021,04,17,0
2026,Turriff,2021,04,17,0
2027,Whitburn,2021,04,17,0.77
2028,Winchburgh,2021,04,17,0
2029,Allanfearn,2021,05,18,7.805
2030,Allers,2021,05,18,3.81
2031,Alloa,2021,05,18,14.15
2032,Alva,2021,05,18,1.075
2033,Annan,2021,05,18,1.8
2034,Ardoch,2021,05,18,0.695
2035,Armadale,2021,05,18,7.84
2036,Banchory,2021,05,18,1.155
2037,Banff,2021,05,18,0.36
2038,Bathgate,2021,05,18,2.78
2039,Blackburn,2021,05,18,2.47
2040,Blackridge,2021,05,18,11.45
2041,Blackwood,2021,05,18,NA
2042,Blairgowrie,2021,05,18,0
2043,Boness,2021,05,18,0.225
2044,Bonnybridge,2021,05,18,2.095
2045,Bothwellbank,2021,05,18,4.94
2046,Bowhouse,2021,05,18,0
2047,Carbarns,2021,05,18,2.78
2048,Coldstream,2021,05,18,0
2049,Cumnock,2021,05,18,1.22
2050,Cupar,2021,05,18,0
2051,Dalbeattie,2021,05,18,NA
2052,Daldowie,2021,05,18,6.06
2053,Dalmarnock,2021,05,18,3.74
2054,Dalmuir,2021,05,18,3.03
2055,Dalmuir - Auchinairn (6298),2021,05,18,0.135
2056,Dalmuir - Auchinairn (6330),2021,05,18,1.51
2057,Dalmuir - Clydebank,2021,05,18,0.09
2058,Denny,2021,05,18,3.065
2059,Dunbar,2021,05,18,0
2060,Dunblane,2021,05,18,2.11
2061,Dunfermline,2021,05,18,1.405
2062,Dunnswood - Carrickstone,2021,05,18,1.375
2063,Duns,2021,05,18,1.39
2064,East Calder,2021,05,18,1.59
2065,Ellon,2021,05,18,0.21
2066,Eyemouth,2021,05,18,3.275
2067,Fairlie,2021,05,18,4.07
2068,Falkirk,2021,05,18,0.835
2069,Fauldhouse,2021,05,18,5.05
2070,Forfar,2021,05,18,0.53
2071,Forfar - Central,2021,05,18,0.14
2072,Forres,2021,05,18,0
2073,Fort William,2021,05,18,0.075
2074,Fraserburgh,2021,05,18,0
2075,Galashiels,2021,05,18,0
2076,Girvan,2021,05,18,0
2077,Guardbridge,2021,05,18,0.105
2078,Hamilton,2021,05,18,7.17
2079,Harthill,2021,05,18,0.33
2080,Hatton,2021,05,18,3.59333333333333
2081,Hatton - Fintry East,2021,05,18,2.14
2082,Hatton - Fintry North,2021,05,18,0
2083,Hatton - Fintry West,2021,05,18,3.94
2084,Hawick,2021,05,18,0
2085,Helensburgh,2021,05,18,5.45
2086,Inverclyde,2021,05,18,0.825
2087,Inverclyde - Gourock,2021,05,18,7.34
2088,Inverurie,2021,05,18,4.18
2089,Ironmill Bay,2021,05,18,0.305
2090,Kelso,2021,05,18,0.39
2091,Kincardine,2021,05,18,0.51
2092,Kirkcaldy,2021,05,18,13.525
2093,Kirkwall,2021,05,18,0
2094,Lanark,2021,05,18,0
2095,Langholm,2021,05,18,0
2096,Largs,2021,05,18,0.885
2097,Lerwick,2021,05,18,NA
2098,Lesmahagow,2021,05,18,0.29
2099,Levenmouth,2021,05,18,3.745
2100,Linlithgow,2021,05,18,0.13
2101,Lockerbie,2021,05,18,0
2102,Lossiemouth,2021,05,18,10.31
2103,Mauldslie,2021,05,18,2.43
2104,Maybole,2021,05,18,0
2105,Meadowhead,2021,05,18,2.805
2106,Muirkirk,2021,05,18,0.6
2107,Nairn,2021,05,18,0
2108,Neilston,2021,05,18,0.275
2109,New Cumnock,2021,05,18,4.54
2110,Newburgh,2021,05,18,0.13
2111,Newport & Tayport,2021,05,18,0
2112,Newtown St Boswell,2021,05,18,0
2113,Nigg,2021,05,18,1.68
2114,Nigg - Torry,2021,05,18,0.4
2115,Paisley,2021,05,18,5.21
2116,Paisley - Airport,2021,05,18,0.2
2117,Paisley - Blackhall,2021,05,18,0.15
2118,Paisley - Brediland,2021,05,18,0
2119,Peebles,2021,05,18,0
2120,Penicuik,2021,05,18,22.69
2121,Persley - Northfield,2021,05,18,0.64
2122,Perth,2021,05,18,2.055
2123,Peterhead,2021,05,18,5.345
2124,Philipshill,2021,05,18,4.14
2125,Sanquhar,2021,05,18,11.575
2126,Seafield,2021,05,18,2.71333333333333
2127,Seafield - Tranent,2021,05,18,0
2128,Selkirk,2021,05,18,0
2129,Shieldhall,2021,05,18,5.5
2130,Shieldhall - Barrhead,2021,05,18,8.55
2131,Shieldhall - Gorbals,2021,05,18,4.665
2132,Shieldhall - Govanhill,2021,05,18,86.805
2133,Shotts,2021,05,18,15.81
2134,Skellyton,2021,05,18,1.43
2135,Springfield,2021,05,18,2.18
2136,St Andrews,2021,05,18,0.87
2137,Stevenston,2021,05,18,2.3
2138,Stevenston - Stevenston East,2021,05,18,0.435
2139,Stevenston - Stevenston West,2021,05,18,21.6
2140,Stirling,2021,05,18,1.93
2141,Stirling - University,2021,05,18,0
2142,Stonehouse,2021,05,18,0.93
2143,Stornoway,2021,05,18,0
2144,Strathaven,2021,05,18,15.7
2145,Swinstie,2021,05,18,NA
2146,Tillicoultry,2021,05,18,0.82
2147,Troqueer,2021,05,18,0
2148,Turriff,2021,05,18,0
2149,Whitburn,2021,05,18,2.55
2150,Winchburgh,2021,05,18,5.705
2151,Allanfearn,2021,05,19,4.3175
2152,Allers,2021,05,19,7.44
2153,Alloa,2021,05,19,19.645
2154,Alva,2021,05,19,2.575
2155,Annan,2021,05,19,0.27
2156,Ardoch,2021,05,19,0.21
2157,Armadale,2021,05,19,6.545
2158,Banchory,2021,05,19,0
2159,Banff,2021,05,19,0.1
2160,Bathgate,2021,05,19,11.33
2161,Blackburn,2021,05,19,0.895
2162,Blackridge,2021,05,19,23.725
2163,Blackwood,2021,05,19,0
2164,Blairgowrie,2021,05,19,1.34
2165,Boness,2021,05,19,1.455
2166,Bonnybridge,2021,05,19,9.15
2167,Bowhouse,2021,05,19,NA
2168,Carbarns,2021,05,19,3.27
2169,Coldstream,2021,05,19,0.435
2170,Cumnock,2021,05,19,0.6
2171,Cupar,2021,05,19,1.515
2172,Dalbeattie,2021,05,19,0
2173,Daldowie,2021,05,19,2.17
2174,Dalmarnock,2021,05,19,17.95
2175,Dalmuir,2021,05,19,22.93
2176,Dalmuir - Auchinairn (6298),2021,05,19,0.52
2177,Dalmuir - Auchinairn (6330),2021,05,19,1.07
2178,Dalmuir - Clydebank,2021,05,19,0
2179,Denny,2021,05,19,3.7
2180,Dunbar,2021,05,19,0
2181,Dunblane,2021,05,19,1.03
2182,Dunfermline,2021,05,19,6.82
2183,Duns,2021,05,19,0.19
2184,East Calder,2021,05,19,1.53
2185,Ellon,2021,05,19,0.45
2186,Eyemouth,2021,05,19,7.485
2187,Fairlie,2021,05,19,0
2188,Falkirk,2021,05,19,6.245
2189,Fauldhouse,2021,05,19,1.155
2190,Forfar,2021,05,19,0.82
2191,Forfar - Central,2021,05,19,0.576666666666667
2192,Forres,2021,05,19,0.39
2193,Fort William,2021,05,19,0.23
2194,Fraserburgh,2021,05,19,0.09
2195,Galashiels,2021,05,19,0
2196,Girvan,2021,05,19,NA
2197,Grantown on Spey,2021,05,19,0
2198,Guardbridge,2021,05,19,0
2199,Hamilton,2021,05,19,8.625
2200,Harthill,2021,05,19,0.52
2201,Hatton,2021,05,19,3.89666666666667
2202,Hatton - Fintry East,2021,05,19,0.67
2203,Hatton - Fintry North,2021,05,19,0
2204,Hatton - Fintry West,2021,05,19,0.855
2205,Hawick,2021,05,19,2.34
2206,Helensburgh,2021,05,19,3.27
2207,Inverclyde,2021,05,19,10.645
2208,Inverclyde - Gourock,2021,05,19,190.53
2209,Inverurie,2021,05,19,15.49
2210,Ironmill Bay,2021,05,19,16.4
2211,Kelso,2021,05,19,1.845
2212,Kincardine,2021,05,19,0
2213,Kirkcaldy,2021,05,19,16.525
2214,Kirkwall,2021,05,19,0.45
2215,Lanark,2021,05,19,NA
2216,Largs,2021,05,19,0.75
2217,Lerwick,2021,05,19,1.23
2218,Lesmahagow,2021,05,19,0.83
2219,Levenmouth,2021,05,19,2.02
2220,Linlithgow,2021,05,19,0.8
2221,Lockerbie,2021,05,19,0
2222,Lossiemouth,2021,05,19,4.44
2223,Mauldslie,2021,05,19,6.64
2224,Maybole,2021,05,19,0.63
2225,Meadowhead,2021,05,19,3.835
2226,Meadowhead - Kilmarnock HMP,2021,05,19,2.66
2227,Nairn,2021,05,19,0.36
2228,Neilston,2021,05,19,0
2229,New Cumnock,2021,05,19,20.7
2230,Newburgh,2021,05,19,0.14
2231,Newport & Tayport,2021,05,19,0.125
2232,Newtown St Boswell,2021,05,19,0.135
2233,Nigg,2021,05,19,2.25
2234,Nigg - Torry,2021,05,19,0
2235,Paisley,2021,05,19,2.605
2236,Paisley - Airport,2021,05,19,0.57
2237,Paisley - Blackhall,2021,05,19,1.27
2238,Paisley - Brediland,2021,05,19,0.385
2239,Peebles,2021,05,19,0
2240,Penicuik,2021,05,19,5.52
2241,Persley - Northfield,2021,05,19,0.225
2242,Perth,2021,05,19,2.685
2243,Peterhead,2021,05,19,0.27
2244,Philipshill,2021,05,19,6.4
2245,Sanquhar,2021,05,19,9.29
2246,Seafield,2021,05,19,4.34333333333333
2247,Selkirk,2021,05,19,2.21
2248,Shieldhall,2021,05,19,35.64
2249,Shieldhall - Barrhead,2021,05,19,5.595
2250,Shieldhall - Gorbals,2021,05,19,30.585
2251,Shieldhall - Govanhill,2021,05,19,879.915
2252,Shotts,2021,05,19,32.7
2253,Skellyton,2021,05,19,2.17
2254,Springfield,2021,05,19,0.195
2255,St Andrews,2021,05,19,1.955
2256,Stevenston,2021,05,19,3.24
2257,Stevenston - Stevenston East,2021,05,19,0.55
2258,Stevenston - Stevenston West,2021,05,19,7.5
2259,Stirling,2021,05,19,5.19
2260,Stonehouse,2021,05,19,0.38
2261,Stornoway,2021,05,19,0
2262,Strathaven,2021,05,19,5.48
2263,Swinstie,2021,05,19,1.88
2264,Tillicoultry,2021,05,19,1.47
2265,Troqueer,2021,05,19,0.115
2266,Turriff,2021,05,19,0
2267,Whitburn,2021,05,19,2.235
2268,Winchburgh,2021,05,19,0.11
2269,Allanfearn,2021,05,20,0.28
2270,Allers,2021,05,20,1.13
2271,Alloa,2021,05,20,8.92
2272,Alva,2021,05,20,4.16
2273,Annan,2021,05,20,1.32
2274,Ardoch,2021,05,20,0.165
2275,Armadale,2021,05,20,0.61
2276,Banchory,2021,05,20,0.24
2277,Banff,2021,05,20,0.19
2278,Bathgate,2021,05,20,4.29
2279,Blackburn,2021,05,20,5.59
2280,Blackridge,2021,05,20,17.58
2281,Blackwood,2021,05,20,NA
2282,Blairgowrie,2021,05,20,0.61
2283,Boness,2021,05,20,1.195
