Allanfearn,2020-23,0
Allanfearn,2020-24,0
Allanfearn,2020-25,0
Allanfearn,2020-27,0
Allanfearn,2020-32,435
Allanfearn,2020-33,434
Allanfearn,2020-34,698
Allanfearn,2020-35,353.5
Allanfearn,2020-36,3564.25
Allanfearn,2020-37,2845.25
Allanfearn,2020-38,1113.75
Allanfearn,2020-39,4193.75
Allanfearn,2020-40,1892.75
Allanfearn,2020-41,4006
Allanfearn,2020-42,4605
Allanfearn,2020-43,10806.75
Allanfearn,2020-44,30269.75
Allanfearn,2020-45,8493
Allanfearn,2020-46,3858.66666666667
Allanfearn,2020-47,7832.33333333333
Allanfearn,2020-48,10664
Allanfearn,2020-49,3328.75
Allanfearn,2020-50,1607.5
Allanfearn,2020-51,3919.5
Allanfearn,2021-01,69420
Allanfearn,2021-02,77327.75
Allanfearn,2021-03,36351.25
Allanfearn,2021-04,38834.5
Allanfearn,2021-05,36219.3333333333
Allanfearn,2021-06,58960
Allanfearn,2021-07,40512.25
Allanfearn,2021-08,32657.25
Allanfearn,2021-09,10975
Allanfearn,2021-10,37300.25
Allanfearn,2021-11,16571
Allanfearn,2021-12,31165.5
Allanfearn,2021-13,1316.33333333333
Allanfearn,2021-14,9093.66666666667
Allanfearn,2021-15,2681.5
Allanfearn,2021-16,8421
Allanfearn,2021-17,2919
Allanfearn,2021-18,16607
Allanfearn,2021-19,8482.75
Allanfearn,2021-20,588.25
Allanfearn,2021-21,601.333333333333
Allanfearn,2021-22,745.5
Allanfearn,2021-23,2384
Allanfearn,2021-24,8624.75
Allanfearn,2021-25,23548.5
Allanfearn,2021-26,92686
Allanfearn,2021-27,156193.25
Allanfearn,2021-28,94041.3333333333
Allanfearn,2021-29,87872.5
Allanfearn,2021-30,129899
Allanfearn,2021-31,43437.5
Allanfearn,2021-32,43954.6666666667
Allanfearn,2021-33,77068.75
Allanfearn,2021-34,290007.75
Allanfearn,2021-35,557842.333333333
Allanfearn,2021-36,552046.5
Allanfearn,2021-37,314049
Allanfearn,2021-38,188965.5
Allanfearn,2021-39,97012.3333333333
Allanfearn,2021-40,72200.6666666667
Allanfearn,2021-41,96598.5
Allanfearn,2021-42,60537.25
Allanfearn,2021-43,156805.25
Allanfearn,2021-44,45648
Allanfearn,2021-45,58777.3333333333
Allanfearn,2021-46,78481
Allanfearn,2021-47,165955
Allanfearn,2021-48,169462
Allanfearn,2021-49,88745.75
Allanfearn,2021-50,73765.5
Allanfearn,2021-51,191008
Allanfearn,2022-01,104625.5
Allanfearn,2022-02,119257
Allanfearn,2022-03,52109.3333333333
Allanfearn,2022-04,111312
Allanfearn,2022-05,54960
Allanfearn,2022-06,139249.5
Allers,2021-01,164611
Allers,2021-02,160353
Allers,2021-03,60401
Allers,2021-04,70511
Allers,2021-05,44506
Allers,2021-06,12350
Allers,2021-07,60768
Allers,2021-08,46774
Allers,2021-09,15091
Allers,2021-10,2164
Allers,2021-11,3334
Allers,2021-12,3694
Allers,2021-13,8910
Allers,2021-14,3857
Allers,2021-15,15269
Allers,2021-17,12276
Allers,2021-18,7443
Allers,2021-19,10590
Allers,2021-20,2386
Allers,2021-21,4087
Allers,2021-22,12959
Allers,2021-23,9470
Allers,2021-24,14018
Allers,2021-25,77538
Allers,2021-26,317623
Allers,2021-27,274111
Allers,2021-28,172052
Allers,2021-29,108883
Allers,2021-30,182675
Allers,2021-35,960625
Allers,2021-36,1081826
Allers,2021-37,299940
Allers,2021-38,138315
Allers,2021-39,77248
Allers,2021-42,123163
Allers,2021-43,41069
Allers,2021-44,57559
Allers,2021-45,310774
Allers,2021-46,237807
Allers,2021-47,374575
Allers,2021-49,243833
Allers,2021-50,249906
Allers,2021-52,449283
Allers,2022-01,NA
Allers,2022-06,204570
Allers - St Leonards,2021-14,26229.8
Allers - St Leonards,2021-15,712.5
Allers - St Leonards,2021-17,40169
Alloa,2020-51,28652
Alloa,2020-52,3325
Alloa,2021-01,111031.666666667
Alloa,2021-02,134828.666666667
Alloa,2021-03,14117
Alloa,2021-04,45315
Alloa,2021-05,55412.5
Alloa,2021-06,57188
Alloa,2021-07,18428
Alloa,2021-08,30908.6666666667
Alloa,2021-09,17336.6666666667
Alloa,2021-10,31512.6666666667
Alloa,2021-11,29208.3333333333
Alloa,2021-12,28714.3333333333
Alloa,2021-13,22800.3333333333
Alloa,2021-14,33859.5
Alloa,2021-15,20070
Alloa,2021-17,10210
Alloa,2021-18,20652.5
Alloa,2021-19,29868.5
Alloa,2021-20,15459
Alloa,2021-21,21387
Alloa,2021-22,41124
Alloa,2021-23,53874
Alloa,2021-24,32946
Alloa,2021-25,69111
Alloa,2021-26,81505
Alloa,2021-27,75838.5
Alloa,2021-28,208317
Alloa,2021-29,80889
Alloa,2021-31,84715.5
Alloa,2021-32,67159.5
Alloa,2021-33,206421.5
Alloa,2021-34,340498.5
Alloa,2021-35,447929
Alloa,2021-36,611193.5
Alloa,2021-37,195319
Alloa,2021-38,74989
Alloa,2021-39,281593
Alloa,2021-40,131851
Alloa,2021-41,118228.333333333
Alloa,2021-42,54429.5
Alloa,2021-43,188884
Alloa,2021-44,75495.5
Alloa,2021-45,115729
Alloa,2021-46,89206.5
Alloa,2021-47,112677.5
Alloa,2021-48,206461
Alloa,2021-49,94273
Alloa,2021-50,74396
Alloa,2021-51,NA
Alloa,2022-01,215815
Alloa,2022-02,92997
Alloa,2022-03,57654
Alloa,2022-04,38998
Alloa,2022-05,110314.5
Alloa,2022-06,229783
Alness,2021-46,781687
Alness,2021-47,235220
Alness,2021-48,NA
Alness,2021-49,75796
Alness,2021-50,14795.5
Alness,2022-03,73130
Alness,2022-05,NA
Alva,2021-07,71297.5
Alva,2021-08,66241
Alva,2021-09,14773
Alva,2021-10,23393.5
Alva,2021-11,5809
Alva,2021-12,6407.5
Alva,2021-13,5334
Alva,2021-14,4475.5
Alva,2021-15,2498
Alva,2021-17,2475
Alva,2021-18,877
Alva,2021-19,2560.5
Alva,2021-20,4651.5
Alva,2021-21,5130.5
Alva,2021-22,98068.5
Alva,2021-23,57177
Alva,2021-24,41562.5
Alva,2021-25,44692.5
Alva,2021-26,76066
Alva,2021-27,72262.5
Alva,2021-28,43734
Alva,2021-29,91167.5
Alva,2021-30,38202
Alva,2021-35,245351
Alva,2021-36,538901.5
Alva,2021-37,211164.5
Alva,2021-38,73580
Alva,2021-39,195669
Alva,2021-40,270461
Alva,2021-42,187682.5
Alva,2021-43,253048.5
Alva,2021-44,95325
Alva,2021-45,110270.5
Alva,2021-46,263265.5
Alva,2021-47,256382
Alva,2021-49,42389
Alva,2021-50,120936
Alva,2022-01,152478
Alva,2022-03,153344.5
Alva,2022-05,752859
Alva,2022-06,183432
Annan,2020-22,0
Annan,2020-34,0
Annan,2020-35,0
Annan,2020-36,0
Annan,2020-37,0
Annan,2020-38,0
Annan,2020-39,580
Annan,2020-40,0
Annan,2020-41,0
Annan,2020-42,1290
Annan,2020-43,1007
Annan,2020-44,1779
Annan,2020-45,2180
Annan,2020-46,4477
Annan,2020-47,14298
Annan,2020-48,375
Annan,2020-49,0
Annan,2020-50,0
Annan,2021-01,1193429
Annan,2021-02,332249
Annan,2021-03,17339
Annan,2021-04,24242
Annan,2021-05,5982
Annan,2021-06,26815
Annan,2021-07,957
Annan,2021-08,6882
Annan,2021-09,0
Annan,2021-10,24598
Annan,2021-11,5785
Annan,2021-12,716
Annan,2021-13,NA
Annan,2021-14,0
Annan,2021-15,1548
Annan,2021-17,1544
Annan,2021-18,2981
Annan,2021-19,569
Annan,2021-20,2584
Annan,2021-21,0
Annan,2021-22,11180
Annan,2021-23,NA
Annan,2021-24,37858
Annan,2021-25,13711
Annan,2021-26,61889
Annan,2021-27,305215
Annan,2021-29,100038
Annan,2021-31,43863
Annan,2021-32,69592
Annan,2021-33,104565
Annan,2021-34,517191
Annan,2021-35,191323
Annan,2021-36,897852
Annan,2021-37,433865
Annan,2021-38,58010
Annan,2021-39,79165
Annan,2021-40,53707
Annan,2021-41,88414.3333333333
Annan,2021-42,7675
Annan,2021-43,37554
Annan,2021-44,15514
Annan,2021-45,62031
Annan,2021-46,218826
Annan,2021-47,275562
Annan,2021-48,156724
Annan,2021-49,2925
Annan,2021-50,42869
Annan,2021-51,43924
Annan,2022-01,32704
Annan,2022-02,104050
Annan,2022-03,213833
Annan,2022-05,48858
Annan,2022-06,52261
Ardoch,2021-07,17081.5
Ardoch,2021-08,3992
Ardoch,2021-09,4363.5
Ardoch,2021-10,24719
Ardoch,2021-11,9233.5
Ardoch,2021-12,11908
Ardoch,2021-13,4081
Ardoch,2021-14,3336
Ardoch,2021-15,2081.5
Ardoch,2021-17,958
Ardoch,2021-18,1052.5
Ardoch,2021-19,346.5
Ardoch,2021-20,246.5
Ardoch,2021-21,1847.5
Ardoch,2021-22,1747.5
Ardoch,2021-23,7418.5
Ardoch,2021-24,5290
Ardoch,2021-25,11299.5
Ardoch,2021-26,20484
Ardoch,2021-27,78482.5
Ardoch,2021-28,39349
Ardoch,2021-29,23397
Ardoch,2021-30,53865
Ardoch,2021-35,17081
Ardoch,2021-36,NA
Ardoch,2021-37,NA
Ardoch,2021-38,9838
Ardoch,2021-39,NA
Ardoch,2021-40,88637
Ardoch,2021-42,52734.5
Ardoch,2021-43,39413.5
Ardoch,2021-44,72062
Ardoch,2021-45,39039
Ardoch,2021-46,64286
Ardoch,2021-47,46228
Ardoch,2021-48,65417
Ardoch,2021-49,47761
Ardoch,2021-50,18601
Ardoch,2021-52,45193
Ardoch,2022-01,79569
Ardoch,2022-02,53734
Ardoch,2022-03,55467.5
Ardoch,2022-04,46204.5
Ardoch,2022-05,88205.5
Ardoch,2022-06,99633
Armadale,2020-51,12986
Armadale,2020-52,60284
Armadale,2021-01,33772
Armadale,2021-02,37537
Armadale,2021-03,20584
Armadale,2021-04,236472
Armadale,2021-05,54461
Armadale,2021-06,112475
Armadale,2021-07,182270
Armadale,2021-08,37139.5
Armadale,2021-09,13485
Armadale,2021-10,30150.5
Armadale,2021-11,18416.5
Armadale,2021-12,14500.5
Armadale,2021-13,2932
Armadale,2021-14,11554.5
Armadale,2021-15,1735.5
Armadale,2021-17,5137
Armadale,2021-18,14490.5
Armadale,2021-19,12185.5
Armadale,2021-20,1225
Armadale,2021-21,68283
Armadale,2021-22,19098
Armadale,2021-23,10945
Armadale,2021-24,67787
Armadale,2021-25,99278.5
Armadale,2021-26,296756.5
Armadale,2021-27,265018
Armadale,2021-29,222823
Armadale,2021-30,458937
Armadale,2021-35,756657
Armadale,2021-36,1102894
Armadale,2021-37,564655.5
Armadale,2021-39,176779
Armadale,2021-40,51717
Armadale,2021-42,90526.5
Armadale,2021-43,238216.5
Armadale,2021-44,108458
Armadale,2021-45,139049.5
Armadale,2021-46,188087
Armadale,2021-47,222895.5
Armadale,2021-48,119673
Armadale,2021-49,283472
Armadale,2022-01,1697777
Armadale,2022-04,77723
Armadale,2022-05,398368
Armadale,2022-06,421605
Aviemore,2021-23,769
Aviemore,2021-24,10969
Aviemore,2021-25,26286
Aviemore,2021-27,545645.5
Aviemore,2021-28,893406
Aviemore,2021-29,307115.5
Aviemore,2021-30,156855.5
Aviemore,2021-31,229339.5
Aviemore,2021-33,72017
Aviemore,2021-34,144177
Aviemore,2021-35,246207.5
Aviemore,2021-36,162181.5
Aviemore,2021-37,NA
Aviemore,2021-39,NA
Aviemore,2021-40,77299
Aviemore,2021-41,444696
Aviemore,2021-42,181516.5
Aviemore,2021-43,347819
Aviemore,2021-44,NA
Aviemore,2021-45,315450
Aviemore,2021-46,316250
Aviemore,2021-47,161916
Aviemore,2021-48,403815
Aviemore,2021-49,253544
Aviemore,2021-50,493475
Aviemore,2022-02,NA
Aviemore,2022-03,14245
Aviemore,2022-04,31349
Aviemore,2022-05,39662
Aviemore,2022-06,143058
Banchory,2021-15,438
Banchory,2021-17,1380.5
Banchory,2021-18,1755.5
Banchory,2021-19,0
Banchory,2021-20,496.5
Banchory,2021-21,0
Banchory,2021-22,491
Banchory,2021-23,1450
Banchory,2021-24,7755.5
Banchory,2021-25,1022.5
Banchory,2021-26,11440
Banchory,2021-27,26714
Banchory,2021-28,26586
Banchory,2021-29,67907
Banchory,2021-30,13473
Banchory,2021-31,11086.5
Banchory,2021-32,28148
Banchory,2021-33,15506
Banchory,2021-34,247314
Banchory,2021-35,139844
Banchory,2021-36,616747.5
Banchory,2021-37,87542
Banchory,2021-39,191309
Banchory,2021-40,121617
Banchory,2021-42,99733.5
Banchory,2021-44,44657
Banchory,2021-45,381608
Banchory,2021-46,92211
Banchory,2021-47,87131
Banchory,2021-48,63127
Banchory,2021-49,29963.5
Banchory,2021-50,118184
Banchory,2021-51,NA
Banchory,2022-01,155533
Banchory,2022-03,74842
Banchory,2022-05,239706
Banff,2021-15,465
Banff,2021-16,0
Banff,2021-17,597.333333333333
Banff,2021-18,1005.66666666667
Banff,2021-19,377.666666666667
Banff,2021-20,628.333333333333
Banff,2021-21,300.333333333333
Banff,2021-22,3378
Banff,2021-23,3509.66666666667
Banff,2021-24,232.666666666667
Banff,2021-25,3083.66666666667
Banff,2021-26,58885.5
Banff,2021-27,71200.3333333333
Banff,2021-28,77679
Banff,2021-29,105722
Banff,2021-30,66583
Banff,2021-31,21459
Banff,2021-34,375741
Banff,2021-35,1084797.66666667
Banff,2021-36,862369
Banff,2021-37,271561
Banff,2021-38,445335
Banff,2021-40,392882
Banff,2021-41,160309
Banff,2021-42,69370
Banff,2021-43,322335
Banff,2021-44,NA
Banff,2021-45,58962.3333333333
Banff,2021-46,114351.5
Banff,2021-47,105241
Banff,2021-48,62604.5
Banff,2021-49,10955
Banff,2021-50,90976
Banff,2021-51,190860
Banff,2022-01,116272
Banff,2022-03,141015
Banff,2022-04,NA
Banff,2022-05,123349
Banff,2022-06,55136
Bathgate,2020-51,38394
Bathgate,2021-01,12293
Bathgate,2021-02,13479
Bathgate,2021-03,0
Bathgate,2021-04,61048
Bathgate,2021-05,72119
Bathgate,2021-06,61679.5
Bathgate,2021-07,43472
Bathgate,2021-08,39242
Bathgate,2021-09,44143
Bathgate,2021-10,7367
Bathgate,2021-11,13700.5
Bathgate,2021-12,7804.5
Bathgate,2021-13,38065
Bathgate,2021-14,NA
Bathgate,2021-15,2367.5
Bathgate,2021-17,4059.5
Bathgate,2021-18,4640
Bathgate,2021-19,18425
Bathgate,2021-20,6906
Bathgate,2021-21,5542
Bathgate,2021-22,16904
Bathgate,2021-23,5091
Bathgate,2021-24,599
Bathgate,2021-25,109897.5
Bathgate,2021-26,460664
Bathgate,2021-27,166324
Bathgate,2021-28,93447
Bathgate,2021-29,314239
Bathgate,2021-30,53191.5
Bathgate,2021-33,161264
Bathgate,2021-35,198609.5
Bathgate,2021-36,205206
Bathgate,2021-37,233655
Bathgate,2021-39,89090
Bathgate,2021-40,168380
Bathgate,2021-42,91198
Bathgate,2021-43,41717
Bathgate,2021-44,60491.5
Bathgate,2021-45,161624
Bathgate,2021-46,120845
Bathgate,2021-47,191942
Bathgate,2021-48,NA
Bathgate,2021-49,41578
Bathgate,2021-50,91251.5
Bathgate,2021-51,282818
Bathgate,2022-01,42000
Bathgate,2022-02,26622
Bathgate,2022-03,88486
Bathgate,2022-04,47297
Bathgate,2022-05,139059.5
Bathgate,2022-06,80217
Biggar,2021-01,24495
Biggar,2021-02,0
Biggar,2021-03,0
Biggar,2021-04,20087
Biggar,2021-05,20530
Biggar,2021-06,1277
Biggar,2021-07,760
Biggar,2021-08,641
Biggar,2021-09,1513
Biggar,2021-10,64461
Biggar,2021-11,700
Biggar,2021-12,930
Biggar,2021-13,NA
Biggar,2021-17,0
Blackburn,2020-51,4447
Blackburn,2021-01,40228.6666666667
Blackburn,2021-02,21683
Blackburn,2021-03,14462
Blackburn,2021-04,2450
Blackburn,2021-05,22147
Blackburn,2021-06,43062
Blackburn,2021-07,56749
Blackburn,2021-08,49144
Blackburn,2021-09,13662.5
Blackburn,2021-10,10017.5
Blackburn,2021-11,12538.5
Blackburn,2021-12,26624.5
Blackburn,2021-13,16114
Blackburn,2021-14,18002
Blackburn,2021-15,9532
Blackburn,2021-16,35621
Blackburn,2021-17,27195.5
Blackburn,2021-18,7697
Blackburn,2021-19,2376.5
Blackburn,2021-20,16288
Blackburn,2021-21,17192
Blackburn,2021-22,41432.5
