,Site,Year,Week,x
4631,Dalscone,2020,41,11443
4632,Dunfermline,2020,41,12208
4633,Falkirk,2020,41,41042
4634,Galashiels,2020,41,3991
4635,Hatton,2020,41,9348
4636,Hawick,2020,41,7474
4637,Helensburgh,2020,41,1987.5
4638,Lerwick,2020,41,0
4639,Levenmouth,2020,41,2281.33333333333
4640,Lockerbie,2020,41,0
4641,Meadowhead,2020,41,32713
4642,Nairn,2020,41,8924
4643,Nigg,2020,41,6627
4644,Peebles,2020,41,0
4645,Philipshill,2020,41,98134
4646,Shieldhall,2020,41,19613
4647,Stirling,2020,41,0
4648,Stornoway,2020,41,0
4649,Troqueer,2020,41,6783
4650,Allanfearn,2021,41,96598.5
4651,Alloa,2021,41,118228.333333333
4652,Annan,2021,41,88414.3333333333
4653,Aviemore,2021,41,444696
4654,Banff,2021,41,160309
4655,Blackburn,2021,41,135724.5
4656,Buckie,2021,41,312356
4657,Carbarns,2021,41,163135
4658,Cupar,2021,41,NA
4659,Dalbeattie,2021,41,151822
4660,Daldowie,2021,41,83430.6666666667
4661,Dalmarnock,2021,41,87845
4662,Dalmuir,2021,41,142661.5
4663,Dalmuir - SECC,2021,41,17793.2
4664,Denny,2021,41,113493
4665,Dunbar,2021,41,29289
4666,Dunfermline,2021,41,149568
4667,East Calder,2021,41,281510.5
4668,Falkirk,2021,41,110540
4669,Forres,2021,41,169763.5
4670,Fort William,2021,41,95650.5
4671,Fraserburgh,2021,41,144476
4672,Galashiels,2021,41,39633.5
4673,Girvan,2021,41,NA
4674,Hamilton,2021,41,178372.5
4675,Hatton,2021,41,170536.333333333
4676,Hawick,2021,41,110832.5
4677,Inverclyde,2021,41,61090.5
4678,Kirkcaldy,2021,41,255697
4679,Kirkwall,2021,41,12850
4680,Lerwick,2021,41,2476
4681,Levenmouth,2021,41,103552.333333333
4682,Lockerbie,2021,41,71892.6666666667
4683,Lossiemouth,2021,41,122253.5
4684,Meadowhead,2021,41,116331.666666667
4685,Meadowhead - Kilmarnock HMP,2021,41,67180
4686,Nairn,2021,41,197413
4687,Nigg,2021,41,121471
4688,Nigg - Aberdeen RI,2021,41,0
4689,Paisley,2021,41,112137.5
4690,Peebles,2021,41,53516.5
4691,Penicuik,2021,41,224338
4692,Perth,2021,41,104946
4693,Peterhead,2021,41,58082.5
4694,Philipshill,2021,41,173022
4695,Seafield,2021,41,99128
4696,Seafield - Western General,2021,41,NA
4697,Shieldhall,2021,41,124687.333333333
4698,Shieldhall - Science Centre,2021,41,0
4699,St Andrews,2021,41,139994
4700,St Andrews - University (2979),2021,41,4970.5
4701,St Andrews - University (4964),2021,41,18494.5
4702,Stevenston,2021,41,25617
4703,Stirling,2021,41,40239
4704,Stirling - University,2021,41,3479
4705,Stornoway,2021,41,NA
4706,Troqueer,2021,41,104609
4707,Whitburn,2021,41,177806.5
4708,Winchburgh,2021,41,93579
4709,Allanfearn,2020,42,4605
4710,Annan,2020,42,1290
4711,Carbarns,2020,42,66630.5
4712,Dalbeattie,2020,42,12905
4713,Dalmuir,2020,42,39797
4714,Dalscone,2020,42,5811
4715,Dunfermline,2020,42,25707
4716,Falkirk,2020,42,30605
4717,Fort William,2020,42,16112
4718,Galashiels,2020,42,3927
4719,Hamilton,2020,42,285166
4720,Hawick,2020,42,754
4721,Helensburgh,2020,42,60947
4722,Kirkwall,2020,42,0
4723,Lerwick,2020,42,5219
4724,Levenmouth,2020,42,41971.6666666667
4725,Lockerbie,2020,42,5219.75
4726,Meadowhead,2020,42,28078
4727,Nigg,2020,42,11391.3333333333
4728,Peebles,2020,42,1967
4729,Philipshill,2020,42,53886
4730,Seafield,2020,42,51873
4731,Shieldhall,2020,42,54728.6666666667
4732,Troqueer,2020,42,20122
4733,Allanfearn,2021,42,60537.25
4734,Allers,2021,42,123163
4735,Alloa,2021,42,54429.5
4736,Alva,2021,42,187682.5
4737,Annan,2021,42,7675
4738,Ardoch,2021,42,52734.5
4739,Armadale,2021,42,90526.5
4740,Aviemore,2021,42,181516.5
4741,Banchory,2021,42,99733.5
4742,Banff,2021,42,69370
4743,Bathgate,2021,42,91198
4744,Blackburn,2021,42,37980
4745,Blackridge,2021,42,37892
4746,Blackwood,2021,42,49997
4747,Blairgowrie,2021,42,1130147
4748,Boness,2021,42,29443
4749,Bonnybridge,2021,42,96999.5
4750,Bothwellbank,2021,42,119477
4751,Bowhouse,2021,42,96822
4752,Buckie,2021,42,NA
4753,Carbarns,2021,42,175804
4754,Coldstream,2021,42,41118
4755,Cumnock,2021,42,71331
4756,Cupar,2021,42,66524.5
4757,Dalbeattie,2021,42,137231
4758,Daldowie,2021,42,70849
4759,Dalmarnock,2021,42,65916.5
4760,Dalmuir,2021,42,60934.5
4761,Dalmuir - Auchinairn (6298),2021,42,143309
4762,Dalmuir - Auchinairn (6330),2021,42,NA
4763,Dalmuir - SECC,2021,42,71885.8
4764,Denny,2021,42,46953
4765,Dunbar,2021,42,15344
4766,Dunblane,2021,42,162767
4767,Dunfermline,2021,42,109084.5
4768,Dunnswood,2021,42,13612
4769,Duns,2021,42,19377
4770,East Calder,2021,42,157066.5
4771,Ellon,2021,42,68537.5
4772,Eyemouth,2021,42,36280.5
4773,Fairlie,2021,42,6993
4774,Falkirk,2021,42,58345.5
4775,Fauldhouse,2021,42,68518
4776,Forfar,2021,42,216765
4777,Forres,2021,42,249840.5
4778,Fort William,2021,42,30069
4779,Fraserburgh,2021,42,147267.5
4780,Galashiels,2021,42,72844
4781,Girvan,2021,42,3934
4782,Guardbridge,2021,42,26560
4783,Hamilton,2021,42,141905.5
4784,Harthill,2021,42,139810
4785,Hatton,2021,42,94015
4786,Hatton - Fintry East,2021,42,363099.5
4787,Hatton - Fintry North,2021,42,178470.5
4788,Hatton - Fintry West,2021,42,131371
4789,Hawick,2021,42,0
4790,Helensburgh,2021,42,42304
4791,Huntly,2021,42,186798
4792,Inverclyde,2021,42,43118.5
4793,Inverclyde - Gourock,2021,42,21055
4794,Inverurie,2021,42,415775
4795,Ironmill Bay,2021,42,15668
4796,Kelso,2021,42,8226.5
4797,Kirkcaldy,2021,42,100228
4798,Kirkwall,2021,42,19860
4799,Lanark,2021,42,NA
4800,Langholm,2021,42,36057.5
4801,Largs,2021,42,12640
4802,Lerwick,2021,42,1180.5
4803,Lesmahagow,2021,42,NA
4804,Linlithgow,2021,42,235984
4805,Lockerbie,2021,42,27591.5
4806,Lossiemouth,2021,42,NA
4807,Mauldslie,2021,42,133213
4808,Meadowhead,2021,42,58836
4809,Meadowhead - Kilmarnock HMP,2021,42,13966
4810,Nairn,2021,42,45240
4811,Neilston,2021,42,65947
4812,New Cumnock,2021,42,37705
4813,Newburgh,2021,42,41769
4814,Newport & Tayport,2021,42,26659
4815,Newtown St Boswell,2021,42,162724
4816,Nigg,2021,42,85264
4817,Paisley,2021,42,38185
4818,Paisley - Blackhall,2021,42,24877
4819,Paisley - Brediland,2021,42,0
4820,Peebles,2021,42,34595
4821,Penicuik,2021,42,78643
4822,Perth,2021,42,128447.5
4823,Peterhead,2021,42,23101
4824,Philipshill,2021,42,91182
4825,Sanquhar,2021,42,9979.5
4826,Seafield,2021,42,59975.3333333333
4827,Seafield - Cockenzie,2021,42,40115
4828,Selkirk,2021,42,95269.5
4829,Shieldhall,2021,42,100758.5
4830,Shieldhall - Barrhead,2021,42,NA
4831,Shieldhall - Gorbals,2021,42,19733
4832,Shieldhall - Pollockshields West,2021,42,NA
4833,Shieldhall - Science Centre,2021,42,0
4834,Shotts,2021,42,NA
4835,Skellyton,2021,42,335446
4836,Springfield,2021,42,34405
4837,St Andrews,2021,42,147331
4838,Stevenston,2021,42,16273
4839,Stevenston - Stevenston West,2021,42,129670
4840,Stirling,2021,42,11502
4841,Stirling - University,2021,42,8481
4842,Stonehouse,2021,42,23535
4843,Stornoway,2021,42,13445
4844,Strathaven,2021,42,NA
4845,Swinstie,2021,42,17393
4846,Tillicoultry,2021,42,135760.5
4847,Troqueer,2021,42,159158
4848,Turriff,2021,42,0
4849,Whitburn,2021,42,73102
4850,Winchburgh,2021,42,41469.5
4851,Allanfearn,2020,43,10806.75
4852,Annan,2020,43,1007
4853,Carbarns,2020,43,98427.6666666667
4854,Dalbeattie,2020,43,2498
4855,Dalmuir,2020,43,73624
4856,Dunfermline,2020,43,15082
4857,Falkirk,2020,43,32240
4858,Galashiels,2020,43,3431
4859,Hamilton,2020,43,114042
4860,Hatton,2020,43,22225
4861,Hawick,2020,43,8703
4862,Helensburgh,2020,43,36441
4863,Kirkwall,2020,43,0
4864,Levenmouth,2020,43,42732.25
4865,Lockerbie,2020,43,3249
4866,Meadowhead,2020,43,67947
4867,Nairn,2020,43,4410
4868,Nigg,2020,43,6842
4869,Peebles,2020,43,69418
4870,Philipshill,2020,43,98972
4871,Seafield,2020,43,25333
4872,Shieldhall,2020,43,70466.75
4873,Stirling,2020,43,4552
4874,Allanfearn,2021,43,156805.25
4875,Allers,2021,43,41069
4876,Alloa,2021,43,188884
4877,Alva,2021,43,253048.5
4878,Annan,2021,43,37554
4879,Ardoch,2021,43,39413.5
4880,Armadale,2021,43,238216.5
4881,Aviemore,2021,43,347819
4882,Banff,2021,43,322335
4883,Bathgate,2021,43,41717
4884,Blackburn,2021,43,344623
4885,Blackridge,2021,43,47967
4886,Blairgowrie,2021,43,452409
4887,Boness,2021,43,266724
4888,Bonnybridge,2021,43,89144.5
4889,Bothwellbank,2021,43,161250
4890,Bowhouse,2021,43,190429
4891,Buckie,2021,43,487915.5
4892,Carbarns,2021,43,260723
4893,Coldstream,2021,43,37660.5
4894,Cumnock,2021,43,200253
4895,Cupar,2021,43,103674.5
4896,Dalbeattie,2021,43,50837
4897,Daldowie,2021,43,58342
4898,Dalmarnock,2021,43,126806
4899,Dalmuir,2021,43,99416.5
4900,Dalmuir - Auchinairn (6298),2021,43,115764.5
4901,Dalmuir - Auchinairn (6330),2021,43,156283
4902,Dalmuir - SECC,2021,43,374955.5
4903,Denny,2021,43,22239.5
4904,Dunblane,2021,43,222602
4905,Dunfermline,2021,43,112443.5
4906,Dunnswood,2021,43,204741
4907,Duns,2021,43,77256.5
4908,East Calder,2021,43,140557
4909,Eyemouth,2021,43,241646.5
4910,Fairlie,2021,43,3987
4911,Falkirk,2021,43,156911
4912,Fauldhouse,2021,43,342656
4913,Forfar,2021,43,168587
4914,Fort William,2021,43,55631
4915,Fraserburgh,2021,43,472972.5
4916,Galashiels,2021,43,216518
4917,Girvan,2021,43,49714
4918,Guardbridge,2021,43,81461
4919,Hamilton,2021,43,241254
4920,Harthill,2021,43,262691
4921,Hatton,2021,43,165917.333333333
4922,Hatton - Fintry East,2021,43,401033
4923,Hatton - Fintry North,2021,43,45658
4924,Hatton - Fintry West,2021,43,80161
4925,Hawick,2021,43,36091
4926,Helensburgh,2021,43,50074
4927,Huntly,2021,43,220093.5
4928,Inverclyde,2021,43,53780.5
4929,Inverclyde - Gourock,2021,43,11732.5
4930,Inverurie,2021,43,442545
4931,Ironmill Bay,2021,43,68085.5
4932,Kelso,2021,43,64736.5
4933,Kirkcaldy,2021,43,141464
4934,Kirkwall,2021,43,18938
4935,Langholm,2021,43,27518
4936,Largs,2021,43,27908
4937,Lerwick,2021,43,0
4938,Linlithgow,2021,43,36859.5
4939,Loch Ryan,2021,43,12837
4940,Lockerbie,2021,43,113863
4941,Lossiemouth,2021,43,NA
4942,Meadowhead,2021,43,87744
4943,Meadowhead - Kilmarnock HMP,2021,43,450393
4944,Nairn,2021,43,98417
4945,Neilston,2021,43,53943
4946,New Cumnock,2021,43,7031
4947,Newburgh,2021,43,199214
4948,Newport & Tayport,2021,43,203415
4949,Newtown St Boswell,2021,43,46918
4950,Nigg,2021,43,109236.25
4951,Paisley,2021,43,37588
4952,Paisley - Blackhall,2021,43,5457
4953,Paisley - Brediland,2021,43,729.5
4954,Penicuik,2021,43,227946
4955,Perth,2021,43,199957.5
4956,Peterhead,2021,43,106390
4957,Philipshill,2021,43,87861
4958,Sanquhar,2021,43,5958
4959,Seafield,2021,43,132837.666666667
4960,Seafield - Cockenzie,2021,43,NA
4961,Seafield - Western General,2021,43,89872
4962,Selkirk,2021,43,56824.5
4963,Shieldhall,2021,43,51034
4964,Shieldhall - Barrhead,2021,43,143518
4965,Shieldhall - Gorbals,2021,43,15533.5
4966,Shieldhall - Pollockshields West,2021,43,4051.5
4967,Shieldhall - Science Centre,2021,43,4156
4968,Shotts,2021,43,82867
4969,Springfield,2021,43,189298.5
4970,St Andrews,2021,43,414770
4971,St Andrews - University (2979),2021,43,696
4972,St Andrews - University (4964),2021,43,22979.5
4973,Stevenston,2021,43,30647.5
4974,Stevenston - Stevenston East,2021,43,29331.5
4975,Stevenston - Stevenston West,2021,43,62009
4976,Stirling,2021,43,20490
4977,Stirling - University,2021,43,17473.5
4978,Tillicoultry,2021,43,1230770.5
4979,Troqueer,2021,43,189652.5
4980,Turriff,2021,43,253962
4981,Whitburn,2021,43,131599.5
4982,Winchburgh,2021,43,260332.5
4983,Allanfearn,2020,44,30269.75
4984,Annan,2020,44,1779
4985,Carbarns,2020,44,127370
4986,Dalbeattie,2020,44,610
4987,Dalmuir,2020,44,3418
4988,Dalscone,2020,44,2801
4989,Dunfermline,2020,44,9640
4990,Falkirk,2020,44,2506
4991,Fort William,2020,44,164110
4992,Galashiels,2020,44,2273
4993,Hatton,2020,44,41811
4994,Hawick,2020,44,5541
4995,Helensburgh,2020,44,3763
4996,Kirkwall,2020,44,986
4997,Lerwick,2020,44,28534
4998,Levenmouth,2020,44,49358.5
4999,Lockerbie,2020,44,3595
5000,Meadowhead,2020,44,9637
5001,Nairn,2020,44,6535
5002,Nigg,2020,44,13326
5003,Peebles,2020,44,2374
5004,Philipshill,2020,44,119819
5005,Seafield,2020,44,43502
5006,Shieldhall,2020,44,47161.25
5007,Stirling,2020,44,73967
5008,Troqueer,2020,44,1478.5
5009,Allanfearn,2021,44,45648
5010,Allers,2021,44,57559
5011,Alloa,2021,44,75495.5
5012,Alva,2021,44,95325
5013,Annan,2021,44,15514
5014,Ardoch,2021,44,72062
5015,Armadale,2021,44,108458
5016,Aviemore,2021,44,NA
5017,Banchory,2021,44,44657
5018,Banff,2021,44,NA
5019,Bathgate,2021,44,60491.5
5020,Blackburn,2021,44,75945
5021,Blackridge,2021,44,21668.5
5022,Blackwood,2021,44,22253
5023,Blairgowrie,2021,44,181488
5024,Boness,2021,44,30857.5
5025,Bonnybridge,2021,44,48195
5026,Bothwellbank,2021,44,70341
5027,Bowhouse,2021,44,177652.5
5028,Buckie,2021,44,123642
5029,Carbarns,2021,44,164172
5030,Coldstream,2021,44,4999
5031,Cumnock,2021,44,781473
5032,Cupar,2021,44,65976.5
5033,Dalbeattie,2021,44,NA
5034,Daldowie,2021,44,37301
5035,Dalmuir,2021,44,70115
5036,Dalmuir - Auchinairn (6298),2021,44,150432.5
5037,Dalmuir - Auchinairn (6330),2021,44,28753.5
5038,Dalmuir - Minerva St,2021,44,371033
5039,Dalmuir - SECC,2021,44,81557.5
5040,Denny,2021,44,38438
5041,Dunbar,2021,44,86412
5042,Dunblane,2021,44,56715.5
5043,Dunfermline,2021,44,112787
5044,Dunnswood,2021,44,104746
5045,Duns,2021,44,77719
5046,East Calder,2021,44,252115
5047,Ellon,2021,44,78406.5
5048,Erskine,2021,44,40702
5049,Eyemouth,2021,44,57299
5050,Fairlie,2021,44,26622
5051,Falkirk,2021,44,47269.6666666667
5052,Fauldhouse,2021,44,57840.5
5053,Forfar,2021,44,40041.5
5054,Fort William,2021,44,64953.5
5055,Fraserburgh,2021,44,289803.5
5056,Galashiels,2021,44,46153.5
5057,Girvan,2021,44,25241
5058,Guardbridge,2021,44,101166
5059,Haddington,2021,44,120176
5060,Hamilton,2021,44,159089
5061,Harthill,2021,44,92778
5062,Hatton,2021,44,46650.5
5063,Hatton - Fintry East,2021,44,28052
5064,Hatton - Fintry North,2021,44,66616.5
5065,Hatton - Fintry West,2021,44,7347
5066,Hawick,2021,44,72898
5067,Helensburgh,2021,44,67104.5
5068,Huntly,2021,44,41389
5069,Inverclyde,2021,44,62141.25
5070,Inverclyde - Gourock,2021,44,42449
5071,Inverurie,2021,44,108778
5072,Ironmill Bay,2021,44,101454.5
5073,Jedburgh,2021,44,269497
5074,Kelso,2021,44,41057.5
5075,Kinneil,2021,44,157443
5076,Kirkcaldy,2021,44,121465.333333333
5077,Kirkwall,2021,44,17320.5
5078,Lanark,2021,44,19334
5079,Langholm,2021,44,36766.5
5080,Largs,2021,44,14052
5081,Lerwick,2021,44,NA
5082,Lesmahagow,2021,44,104721
5083,Levenmouth,2021,44,56390.25
5084,Linlithgow,2021,44,196731
5085,Loch Ryan,2021,44,8999
5086,Lockerbie,2021,44,3927
5087,Lossiemouth,2021,44,40378
5088,Mauldslie,2021,44,88347
5089,Meadowhead,2021,44,69127.25
5090,Meadowhead - Kilmarnock HMP,2021,44,52050.5
5091,Montrose,2021,44,107960.5
5092,Nairn,2021,44,NA
5093,Neilston,2021,44,90299.5
5094,New Cumnock,2021,44,74673
5095,Newbridge,2021,44,98289.3333333333
5096,Newburgh,2021,44,30649
5097,Newport & Tayport,2021,44,52832
5098,Newtown St Boswell,2021,44,86121
5099,Nigg,2021,44,82840.5
5100,Paisley,2021,44,39033.75
5101,Paisley - Blackhall,2021,44,101499.5
5102,Paisley - Brediland,2021,44,0
5103,Peebles,2021,44,30275
5104,Penicuik,2021,44,61952
5105,Persley,2021,44,363878
5106,Perth,2021,44,69675.6666666667
5107,Peterhead,2021,44,48649.5
5108,Philipshill,2021,44,69310.6666666667
5109,Sanquhar,2021,44,4672.5
5110,Seafield,2021,44,87309.25
5111,Seafield - Cockenzie,2021,44,95407
5112,Seafield - Craigmillar,2021,44,27701
5113,Seafield - Muirhouse,2021,44,5443
5114,Seafield - Restalrig,2021,44,209135
5115,Selkirk,2021,44,5693
5116,Shieldhall,2021,44,72123.5
5117,Shieldhall - Barrhead,2021,44,209947
5118,Shieldhall - Gorbals,2021,44,94976.5
5119,Shieldhall - IMAX,2021,44,1356.5
5120,Shieldhall - Pollockshields West,2021,44,175950
5121,Shieldhall - Science Centre,2021,44,0
5122,Shotts,2021,44,34417
5123,Skellyton,2021,44,114596
5124,Springfield,2021,44,54897.5
5125,St Andrews,2021,44,71946
5126,St Andrews - University (2979),2021,44,14567
5127,St Andrews - University (4964),2021,44,22713.5
5128,Stevenston,2021,44,30285.5
5129,Stevenston - Stevenston East,2021,44,64724
5130,Stevenston - Stevenston West,2021,44,10842
5131,Stirling,2021,44,14275.6666666667
5132,Stirling - University,2021,44,465109
5133,Stonehouse,2021,44,88902
5134,Strathaven,2021,44,43854
5135,Swinstie,2021,44,33065
5136,Tillicoultry,2021,44,335003.5
5137,Troqueer,2021,44,214676
5138,Turriff,2021,44,63710
5139,Whitburn,2021,44,111454.5
5140,Winchburgh,2021,44,120137.5
5141,Allanfearn,2020,45,8493
5142,Annan,2020,45,2180
5143,Carbarns,2020,45,80014.6666666667
5144,Dalmuir,2020,45,16141
5145,Dunfermline,2020,45,28348
5146,Fort William,2020,45,1503
5147,Galashiels,2020,45,21303
5148,Hamilton,2020,45,207349
5149,Hatton,2020,45,58928
5150,Hawick,2020,45,1068
5151,Helensburgh,2020,45,91754
5152,Kirkwall,2020,45,0
5153,Lerwick,2020,45,0
5154,Levenmouth,2020,45,33245
5155,Lockerbie,2020,45,2979
5156,Meadowhead,2020,45,25733.5
5157,Nairn,2020,45,2390
5158,Nigg,2020,45,10626
5159,Peebles,2020,45,0
5160,Philipshill,2020,45,42714
5161,Seafield,2020,45,40763
5162,Shieldhall,2020,45,23210.5
5163,Stirling,2020,45,480
5164,Stornoway,2020,45,0
5165,Troqueer,2020,45,21239
5166,Allanfearn,2021,45,58777.3333333333
5167,Allers,2021,45,310774
5168,Alloa,2021,45,115729
5169,Alva,2021,45,110270.5
5170,Annan,2021,45,62031
5171,Ardoch,2021,45,39039
5172,Armadale,2021,45,139049.5
5173,Aviemore,2021,45,315450
5174,Banchory,2021,45,381608
5175,Banff,2021,45,58962.3333333333
5176,Bathgate,2021,45,161624
5177,Blackburn,2021,45,92594
5178,Blackridge,2021,45,1749
5179,Blackwood,2021,45,64848
5180,Blairgowrie,2021,45,117032
5181,Boness,2021,45,31171
5182,Bonnybridge,2021,45,70376
5183,Bothwellbank,2021,45,94872
5184,Bowhouse,2021,45,153457
5185,Buckie,2021,45,94492.5
5186,Carbarns,2021,45,160341.666666667
5187,Coldstream,2021,45,133659
5188,Cupar,2021,45,92662
5189,Dalbeattie,2021,45,128074
5190,Daldowie,2021,45,19655.5
5191,Dalmuir,2021,45,137713.333333333
5192,Dalmuir - Auchinairn (6298),2021,45,123146
5193,Dalmuir - Auchinairn (6330),2021,45,116811
5194,Dalmuir - Minerva St,2021,45,1075739
5195,Dalmuir - SECC,2021,45,655933.75
5196,Denny,2021,45,27698.5
5197,Dunbar,2021,45,245758
5198,Dunblane,2021,45,50770
5199,Dunfermline,2021,45,207970.666666667
5200,Dunnswood,2021,45,115451
5201,Duns,2021,45,140198
5202,East Calder,2021,45,133503
5203,Ellon,2021,45,248221.5
5204,Erskine,2021,45,76440
5205,Eyemouth,2021,45,95989.5
5206,Fairlie,2021,45,14737.5
5207,Falkirk,2021,45,55905
5208,Fauldhouse,2021,45,78540
5209,Forfar,2021,45,93772.5
5210,Fort William,2021,45,53156
5211,Fraserburgh,2021,45,180573.5
5212,Galashiels,2021,45,40901.5
5213,Girvan,2021,45,28045
5214,Guardbridge,2021,45,58453
5215,Haddington,2021,45,49537
5216,Hamilton,2021,45,102882
5217,Harthill,2021,45,NA
5218,Hatton,2021,45,112744
5219,Hatton - Fintry East,2021,45,78497
5220,Hatton - Fintry North,2021,45,32988
5221,Hatton - Fintry West,2021,45,26241
5222,Hawick,2021,45,301695
5223,Helensburgh,2021,45,94414.5
5224,Huntly,2021,45,42559.5
5225,Inverclyde,2021,45,34723
5226,Inverclyde - Gourock,2021,45,78428
5227,Inverurie,2021,45,86812.5
5228,Ironmill Bay,2021,45,112608.5
5229,Jedburgh,2021,45,89040
5230,Kelso,2021,45,15796.5
5231,Kinneil,2021,45,168514.333333333
5232,Kirkcaldy,2021,45,240263.666666667
5233,Kirkwall,2021,45,38246.5
5234,Lanark,2021,45,48636
5235,Langholm,2021,45,13730
5236,Largs,2021,45,46799
5237,Lerwick,2021,45,1240
5238,Lesmahagow,2021,45,43179
5239,Levenmouth,2021,45,109219.5
5240,Loch Ryan,2021,45,NA
5241,Lockerbie,2021,45,49254.5
5242,Lossiemouth,2021,45,NA
5243,Mauldslie,2021,45,200547
5244,Maybole,2021,45,217192
5245,Meadowhead,2021,45,80975.25
5246,Meadowhead - Kilmarnock HMP,2021,45,124275
5247,Montrose,2021,45,71590
5248,Nairn,2021,45,75567
5249,Neilston,2021,45,22692
5250,Newbridge,2021,45,130133.333333333
5251,Newburgh,2021,45,22506
5252,Newport & Tayport,2021,45,6931.5
5253,Newtown St Boswell,2021,45,NA
5254,Nigg,2021,45,152470.25
5255,Paisley,2021,45,81587
5256,Paisley - Blackhall,2021,45,155404
5257,Paisley - Brediland,2021,45,27382.5
5258,Peebles,2021,45,25382
5259,Penicuik,2021,45,104546
5260,Persley,2021,45,284457.5
5261,Perth,2021,45,222481.666666667
5262,Peterhead,2021,45,16367
5263,Philipshill,2021,45,123248.666666667
5264,Seafield,2021,45,74420.75
5265,Seafield - Cockenzie,2021,45,8330
5266,Seafield - Craigmillar,2021,45,248429
5267,Seafield - Muirhouse,2021,45,265478
5268,Seafield - Restalrig,2021,45,188034
5269,Selkirk,2021,45,97776.5
5270,Shieldhall,2021,45,85502.5
5271,Shieldhall - Barrhead,2021,45,982444
5272,Shieldhall - Gorbals,2021,45,57156
5273,Shieldhall - IMAX,2021,45,20124.2
5274,Shieldhall - Pollockshields West,2021,45,139052.5
5275,Shieldhall - Science Centre,2021,45,37686.8
5276,Shotts,2021,45,NA
5277,Skellyton,2021,45,198797
5278,Springfield,2021,45,57629
5279,St Andrews,2021,45,107982
5280,St Andrews - University (2979),2021,45,9393
5281,St Andrews - University (4964),2021,45,13087.5
5282,Stevenston,2021,45,15397.5
5283,Stevenston - Stevenston East,2021,45,113219
5284,Stevenston - Stevenston West,2021,45,40218.5
5285,Stirling,2021,45,49708.6666666667
5286,Stirling - University,2021,45,64467
5287,Stonehouse,2021,45,85800
5288,Strathaven,2021,45,92399
5289,Swinstie,2021,45,97425
5290,Tillicoultry,2021,45,535103
5291,Troqueer,2021,45,120548
5292,Turriff,2021,45,128643.5
5293,Whitburn,2021,45,114885
5294,Winchburgh,2021,45,128599.5
5295,Allanfearn,2020,46,3858.66666666667
5296,Annan,2020,46,4477
5297,Carbarns,2020,46,98262.25
5298,Dalbeattie,2020,46,4541
5299,Dalmuir,2020,46,53355
5300,Dunfermline,2020,46,53158
5301,Galashiels,2020,46,23879
5302,Hamilton,2020,46,84584.6666666667
5303,Hatton,2020,46,20969
5304,Hawick,2020,46,11284
5305,Helensburgh,2020,46,2374
5306,Kirkwall,2020,46,0
5307,Lerwick,2020,46,0
5308,Levenmouth,2020,46,22886.5
5309,Lockerbie,2020,46,109707.5
5310,Meadowhead,2020,46,77373
5311,Nairn,2020,46,835
5312,Peebles,2020,46,3550
5313,Philipshill,2020,46,34310
5314,Seafield,2020,46,26283
5315,Shieldhall,2020,46,70790
5316,Stirling,2020,46,4030
5317,Stornoway,2020,46,0
5318,Troqueer,2020,46,6641
5319,Allanfearn,2021,46,78481
5320,Allers,2021,46,237807
5321,Alloa,2021,46,89206.5
5322,Alness,2021,46,781687
5323,Alva,2021,46,263265.5
5324,Annan,2021,46,218826
5325,Ardoch,2021,46,64286
5326,Armadale,2021,46,188087
5327,Aviemore,2021,46,316250
5328,Banchory,2021,46,92211
5329,Banff,2021,46,114351.5
5330,Bathgate,2021,46,120845
5331,Blackburn,2021,46,94541
5332,Blackridge,2021,46,73294
5333,Blackwood,2021,46,51225
5334,Boness,2021,46,54865.5
5335,Bonnybridge,2021,46,64271
5336,Bothwellbank,2021,46,68928
5337,Bowhouse,2021,46,74342
5338,Buckie,2021,46,NA
5339,Carbarns,2021,46,129182.5
5340,Coldstream,2021,46,407491
5341,Cumnock,2021,46,199297
5342,Cupar,2021,46,148157
5343,Dalbeattie,2021,46,39954
5344,Dalmuir,2021,46,186996.5
5345,Dalmuir - Auchinairn (6298),2021,46,68776.5
5346,Dalmuir - Auchinairn (6330),2021,46,35971.5
5347,Dalmuir - SECC,2021,46,325453.5
5348,Denny,2021,46,158599
5349,Dunbar,2021,46,NA
5350,Dunblane,2021,46,229834.5
5351,Dunfermline,2021,46,441008.333333333
5352,Dunnswood,2021,46,141285
5353,Duns,2021,46,37579.5
5354,East Calder,2021,46,100434
5355,Ellon,2021,46,119483
5356,Erskine,2021,46,95273
5357,Eyemouth,2021,46,122443.5
5358,Fairlie,2021,46,3263
5359,Falkirk,2021,46,101776.5
5360,Fauldhouse,2021,46,122072
5361,Forfar,2021,46,200282
5362,Forres,2021,46,254353.5
5363,Fort William,2021,46,58028
5364,Fraserburgh,2021,46,95408
5365,Galashiels,2021,46,189813
5366,Girvan,2021,46,50265
5367,Guardbridge,2021,46,352906.5
5368,Haddington,2021,46,174755
5369,Hamilton,2021,46,171667.5
5370,Harthill,2021,46,570925
5371,Hatton,2021,46,146818
5372,Hatton - Fintry East,2021,46,45196
5373,Hatton - Fintry North,2021,46,136639
5374,Hatton - Fintry West,2021,46,131223
5375,Hawick,2021,46,213626
5376,Helensburgh,2021,46,84826
5377,Huntly,2021,46,91790
5378,Inverclyde,2021,46,75780.25
5379,Inverclyde - Gourock,2021,46,20993.5
5380,Inverurie,2021,46,252431
5381,Ironmill Bay,2021,46,100727.5
