Health Area,Site Name,Date,Population Band,Population,Result Description - N1 Gene,Reported Value - N1 Gene (gc/l),Days Since Sampled
Greater Glasgow and Clyde,Dalmarnock,25/03/2021,100k +,142556,Positive,27004,329 days
Greater Glasgow and Clyde,Dalmarnock,07/04/2021,100k +,142556,Positive (DNQ),8788,316 days
Greater Glasgow and Clyde,Dalmarnock,12/04/2021,100k +,142556,Positive,23116,311 days
Greater Glasgow and Clyde,Dalmarnock,27/04/2021,100k +,142556,Positive,14420,296 days
Greater Glasgow and Clyde,Dalmarnock,05/05/2021,100k +,142556,Positive (DNQ),7421,288 days
Greater Glasgow and Clyde,Dalmarnock,10/05/2021,100k +,142556,Positive,34155,283 days
Greater Glasgow and Clyde,Dalmarnock,07/06/2021,100k +,142556,Positive,52676,255 days
Greater Glasgow and Clyde,Dalmarnock,09/06/2021,100k +,142556,Positive,60789,253 days
Greater Glasgow and Clyde,Dalmarnock,16/06/2021,100k +,142556,Positive,21493,246 days
Greater Glasgow and Clyde,Dalmarnock,18/06/2021,100k +,142556,Positive,64449,244 days
Greater Glasgow and Clyde,Dalmarnock,21/06/2021,100k +,142556,Positive,55172,241 days
Greater Glasgow and Clyde,Dalmarnock,24/06/2021,100k +,142556,Positive,109902,238 days
Greater Glasgow and Clyde,Dalmarnock,28/06/2021,100k +,142556,Positive,137304,234 days
Greater Glasgow and Clyde,Dalmarnock,01/07/2021,100k +,142556,Positive,287729,231 days
Greater Glasgow and Clyde,Dalmarnock,05/07/2021,100k +,142556,Positive,319612,227 days
Greater Glasgow and Clyde,Dalmarnock,08/07/2021,100k +,142556,Positive,113225,224 days
Greater Glasgow and Clyde,Dalmarnock,12/07/2021,100k +,142556,Positive,329168,220 days
Greater Glasgow and Clyde,Dalmarnock,19/07/2021,100k +,142556,Positive,174584,213 days
Greater Glasgow and Clyde,Dalmarnock,30/07/2021,100k +,142556,Positive,222316,202 days
Greater Glasgow and Clyde,Dalmarnock,11/08/2021,100k +,142556,Positive,46509,190 days
Greater Glasgow and Clyde,Dalmarnock,16/08/2021,100k +,142556,Positive,245755,185 days
Greater Glasgow and Clyde,Dalmarnock,18/08/2021,100k +,142556,Positive,361124,183 days
Greater Glasgow and Clyde,Dalmarnock,25/08/2021,100k +,142556,Positive,264206,176 days
Greater Glasgow and Clyde,Dalmarnock,30/08/2021,100k +,142556,Positive,1098979,171 days
Greater Glasgow and Clyde,Dalmarnock,31/08/2021,100k +,142556,Positive,549910,170 days
Greater Glasgow and Clyde,Dalmarnock,08/09/2021,100k +,142556,Positive,815348,162 days
Greater Glasgow and Clyde,Dalmarnock,10/09/2021,100k +,142556,Positive,752866,160 days
Greater Glasgow and Clyde,Dalmarnock,17/09/2021,100k +,142556,Positive,238238,153 days
Greater Glasgow and Clyde,Dalmarnock,24/09/2021,100k +,142556,Positive,290835,146 days
Greater Glasgow and Clyde,Dalmarnock,28/09/2021,100k +,142556,Positive,199018,142 days
Greater Glasgow and Clyde,Dalmarnock,01/10/2021,100k +,142556,Positive,135776,139 days
Greater Glasgow and Clyde,Dalmarnock,06/10/2021,100k +,142556,Positive,109196,134 days
Greater Glasgow and Clyde,Dalmarnock,08/10/2021,100k +,142556,Positive,188355,132 days
Greater Glasgow and Clyde,Dalmarnock,11/10/2021,100k +,142556,Positive,128095,129 days
Greater Glasgow and Clyde,Dalmarnock,13/10/2021,100k +,142556,Positive,40380,127 days
Greater Glasgow and Clyde,Dalmarnock,15/10/2021,100k +,142556,Positive,95061,125 days
Greater Glasgow and Clyde,Dalmarnock,18/10/2021,100k +,142556,Positive,74547,122 days
Greater Glasgow and Clyde,Dalmarnock,19/10/2021,100k +,142556,Positive,57288,121 days
Greater Glasgow and Clyde,Dalmarnock,25/10/2021,100k +,142556,Positive,126806,115 days
Greater Glasgow and Clyde,Dalmarnock,11/01/2022,100k +,142556,Positive,44753,37 days
Greater Glasgow and Clyde,Dalmarnock,12/01/2022,100k +,142556,Positive,129102,36 days
Greater Glasgow and Clyde,Dalmarnock,13/01/2022,100k +,142556,Positive,171395,35 days
Greater Glasgow and Clyde,Dalmarnock,14/01/2022,100k +,142556,Positive,169243,34 days
Greater Glasgow and Clyde,Dalmarnock,18/01/2022,100k +,142556,Positive,34802,30 days
Greater Glasgow and Clyde,Dalmarnock,20/01/2022,100k +,142556,Positive,14035,28 days
Greater Glasgow and Clyde,Dalmarnock,02/02/2022,100k +,142556,Positive,16480,15 days
Greater Glasgow and Clyde,Dalmarnock,03/02/2022,100k +,142556,Positive,30307,14 days
Greater Glasgow and Clyde,Dalmarnock,07/02/2022,100k +,142556,Positive,12534,10 days
Greater Glasgow and Clyde,Dalmuir,29/05/2020,100k +,428173,Weak Positive,658,629 days
Greater Glasgow and Clyde,Dalmuir,09/06/2020,100k +,428173,Negative,0,618 days
Greater Glasgow and Clyde,Dalmuir,30/06/2020,100k +,428173,Negative,0,597 days
Greater Glasgow and Clyde,Dalmuir,18/08/2020,100k +,428173,Positive (DNQ),2265,548 days
Greater Glasgow and Clyde,Dalmuir,25/08/2020,100k +,428173,Positive (DNQ),10913,541 days
Greater Glasgow and Clyde,Dalmuir,01/09/2020,100k +,428173,Positive (DNQ),9130,534 days
Greater Glasgow and Clyde,Dalmuir,08/09/2020,100k +,428173,Positive,14977,527 days
Greater Glasgow and Clyde,Dalmuir,16/09/2020,100k +,428173,Positive (DNQ),1864,519 days
Greater Glasgow and Clyde,Dalmuir,22/09/2020,100k +,428173,Positive,24505,513 days
Greater Glasgow and Clyde,Dalmuir,29/09/2020,100k +,428173,Positive,59328,506 days
Greater Glasgow and Clyde,Dalmuir,06/10/2020,100k +,428173,Positive,73533,499 days
Greater Glasgow and Clyde,Dalmuir,13/10/2020,100k +,428173,Positive,39797,492 days
Greater Glasgow and Clyde,Dalmuir,20/10/2020,100k +,428173,Positive,73624,485 days
Greater Glasgow and Clyde,Dalmuir,28/10/2020,100k +,428173,Positive (DNQ),3418,477 days
Greater Glasgow and Clyde,Dalmuir,03/11/2020,100k +,428173,Positive,16141,471 days
Greater Glasgow and Clyde,Dalmuir,10/11/2020,100k +,428173,Positive,53355,464 days
Greater Glasgow and Clyde,Dalmuir,17/11/2020,100k +,428173,Positive,37430,457 days
Greater Glasgow and Clyde,Dalmuir,24/11/2020,100k +,428173,Positive,37630,450 days
Greater Glasgow and Clyde,Dalmuir,01/12/2020,100k +,428173,Positive,50581,443 days
Greater Glasgow and Clyde,Dalmuir,08/12/2020,100k +,428173,Positive,35463,436 days
Greater Glasgow and Clyde,Dalmuir,16/12/2020,100k +,428173,Positive,16017,428 days
Greater Glasgow and Clyde,Dalmuir,29/12/2020,100k +,428173,Positive,77744,415 days
Greater Glasgow and Clyde,Dalmuir,05/01/2021,100k +,428173,Positive,73555,408 days
Greater Glasgow and Clyde,Dalmuir,06/01/2021,100k +,428173,Positive,112773,407 days
Greater Glasgow and Clyde,Dalmuir,12/01/2021,100k +,428173,Positive,144744,401 days
Greater Glasgow and Clyde,Dalmuir,13/01/2021,100k +,428173,Positive,157615,400 days
Greater Glasgow and Clyde,Dalmuir,14/01/2021,100k +,428173,Positive,101632,399 days
Greater Glasgow and Clyde,Dalmuir,18/01/2021,100k +,428173,Positive,79477,395 days
Greater Glasgow and Clyde,Dalmuir,19/01/2021,100k +,428173,Positive,24311,394 days
Greater Glasgow and Clyde,Dalmuir,20/01/2021,100k +,428173,Positive,19399,393 days
Greater Glasgow and Clyde,Dalmuir,26/01/2021,100k +,428173,Positive,77830,387 days
Greater Glasgow and Clyde,Dalmuir,02/02/2021,100k +,428173,Positive,89590,380 days
Greater Glasgow and Clyde,Dalmuir,05/02/2021,100k +,428173,Positive,29517,377 days
Greater Glasgow and Clyde,Dalmuir,09/02/2021,100k +,428173,Positive,101568,373 days
Greater Glasgow and Clyde,Dalmuir,10/02/2021,100k +,428173,Positive,53561,372 days
Greater Glasgow and Clyde,Dalmuir,11/02/2021,100k +,428173,Positive,55398,371 days
Greater Glasgow and Clyde,Dalmuir,15/02/2021,100k +,428173,Positive,31023,367 days
Greater Glasgow and Clyde,Dalmuir,16/02/2021,100k +,428173,Positive,29834,366 days
Greater Glasgow and Clyde,Dalmuir,17/02/2021,100k +,428173,Positive,33634,365 days
Greater Glasgow and Clyde,Dalmuir,23/02/2021,100k +,428173,Positive,61078,359 days
Greater Glasgow and Clyde,Dalmuir,25/02/2021,100k +,428173,Positive,12128,357 days
Greater Glasgow and Clyde,Dalmuir,02/03/2021,100k +,428173,Positive,12960,352 days
Greater Glasgow and Clyde,Dalmuir,04/03/2021,100k +,428173,Positive,23563,350 days
Greater Glasgow and Clyde,Dalmuir,10/03/2021,100k +,428173,Positive,27474,344 days
Greater Glasgow and Clyde,Dalmuir,11/03/2021,100k +,428173,Positive,16725,343 days
Greater Glasgow and Clyde,Dalmuir,16/03/2021,100k +,428173,Positive,42670,338 days
Greater Glasgow and Clyde,Dalmuir,17/03/2021,100k +,428173,Positive,23003,337 days
Greater Glasgow and Clyde,Dalmuir,18/03/2021,100k +,428173,Positive,26461,336 days
Greater Glasgow and Clyde,Dalmuir,23/03/2021,100k +,428173,Positive,27239,331 days
Greater Glasgow and Clyde,Dalmuir,24/03/2021,100k +,428173,Positive,24522,330 days
Greater Glasgow and Clyde,Dalmuir,25/03/2021,100k +,428173,Positive,21708,329 days
Greater Glasgow and Clyde,Dalmuir,30/03/2021,100k +,428173,Positive,13216,324 days
Greater Glasgow and Clyde,Dalmuir,31/03/2021,100k +,428173,Positive,14153,323 days
Greater Glasgow and Clyde,Dalmuir,07/04/2021,100k +,428173,Positive,25680,316 days
Greater Glasgow and Clyde,Dalmuir,09/04/2021,100k +,428173,Positive,18983,314 days
Greater Glasgow and Clyde,Dalmuir,13/04/2021,100k +,428173,Positive,16442,310 days
Greater Glasgow and Clyde,Dalmuir,14/04/2021,100k +,428173,Positive,22125,309 days
Greater Glasgow and Clyde,Dalmuir,15/04/2021,100k +,428173,Positive,28397,308 days
Greater Glasgow and Clyde,Dalmuir,27/04/2021,100k +,428173,Positive,12307,296 days
Greater Glasgow and Clyde,Dalmuir,29/04/2021,100k +,428173,Positive (DNQ),4589,294 days
Greater Glasgow and Clyde,Dalmuir,05/05/2021,100k +,428173,Positive (DNQ),5320,288 days
Greater Glasgow and Clyde,Dalmuir,07/05/2021,100k +,428173,Positive (DNQ),5590,286 days
Greater Glasgow and Clyde,Dalmuir,11/05/2021,100k +,428173,Positive,32821,282 days
Greater Glasgow and Clyde,Dalmuir,13/05/2021,100k +,428173,Positive,36440,280 days
Greater Glasgow and Clyde,Dalmuir,19/05/2021,100k +,428173,Positive,16667,274 days
Greater Glasgow and Clyde,Dalmuir,25/05/2021,100k +,428173,Positive,29915,268 days
Greater Glasgow and Clyde,Dalmuir,27/05/2021,100k +,428173,Positive,16827,266 days
Greater Glasgow and Clyde,Dalmuir,01/06/2021,100k +,428173,Positive,25174,261 days
Greater Glasgow and Clyde,Dalmuir,03/06/2021,100k +,428173,Positive,92341,259 days
Greater Glasgow and Clyde,Dalmuir,09/06/2021,100k +,428173,Positive,45695,253 days
Greater Glasgow and Clyde,Dalmuir,11/06/2021,100k +,428173,Positive,70230,251 days
Greater Glasgow and Clyde,Dalmuir,14/06/2021,100k +,428173,Positive,22205,248 days
Greater Glasgow and Clyde,Dalmuir,16/06/2021,100k +,428173,Positive,34987,246 days
Greater Glasgow and Clyde,Dalmuir,22/06/2021,100k +,428173,Positive,105251,240 days
Greater Glasgow and Clyde,Dalmuir,24/06/2021,100k +,428173,Positive,126954,238 days
Greater Glasgow and Clyde,Dalmuir,06/07/2021,100k +,428173,Positive,106538,226 days
Greater Glasgow and Clyde,Dalmuir,08/07/2021,100k +,428173,Positive,325214,224 days
Greater Glasgow and Clyde,Dalmuir,12/07/2021,100k +,428173,Positive,261204,220 days
Greater Glasgow and Clyde,Dalmuir,21/07/2021,100k +,428173,Positive,120767,211 days
Greater Glasgow and Clyde,Dalmuir,22/07/2021,100k +,428173,Positive,150943,210 days
Greater Glasgow and Clyde,Dalmuir,26/07/2021,100k +,428173,Positive,120522,206 days
Greater Glasgow and Clyde,Dalmuir,28/07/2021,100k +,428173,Positive,78887,204 days
Greater Glasgow and Clyde,Dalmuir,06/08/2021,100k +,428173,Positive,107501,195 days
Greater Glasgow and Clyde,Dalmuir,11/08/2021,100k +,428173,Positive,28182,190 days
Greater Glasgow and Clyde,Dalmuir,13/08/2021,100k +,428173,Positive,83455,188 days
Greater Glasgow and Clyde,Dalmuir,17/08/2021,100k +,428173,Positive,233756,184 days
Greater Glasgow and Clyde,Dalmuir,20/08/2021,100k +,428173,Positive,350530,181 days
Greater Glasgow and Clyde,Dalmuir,23/08/2021,100k +,428173,Positive,211403,178 days
Greater Glasgow and Clyde,Dalmuir,25/08/2021,100k +,428173,Positive,243248,176 days
Greater Glasgow and Clyde,Dalmuir,30/08/2021,100k +,428173,Positive,778454,171 days
Greater Glasgow and Clyde,Dalmuir,01/09/2021,100k +,428173,Positive,535886,169 days
Greater Glasgow and Clyde,Dalmuir,07/09/2021,100k +,428173,Positive,2205252,163 days
Greater Glasgow and Clyde,Dalmuir,09/09/2021,100k +,428173,Positive,694727,161 days
Greater Glasgow and Clyde,Dalmuir,14/09/2021,100k +,428173,Positive,191488,156 days
Greater Glasgow and Clyde,Dalmuir,23/09/2021,100k +,428173,Positive,262891,147 days
Greater Glasgow and Clyde,Dalmuir,28/09/2021,100k +,428173,Positive,53555,142 days
Greater Glasgow and Clyde,Dalmuir,30/09/2021,100k +,428173,Positive,309767,140 days
Greater Glasgow and Clyde,Dalmuir,06/10/2021,100k +,428173,Positive,138247,134 days
Greater Glasgow and Clyde,Dalmuir,08/10/2021,100k +,428173,Positive,162021,132 days
Greater Glasgow and Clyde,Dalmuir,11/10/2021,100k +,428173,Positive,162132,129 days
Greater Glasgow and Clyde,Dalmuir,13/10/2021,100k +,428173,Positive,123192,127 days
Greater Glasgow and Clyde,Dalmuir,19/10/2021,100k +,428173,Positive,45876,121 days
Greater Glasgow and Clyde,Dalmuir,21/10/2021,100k +,428173,Positive,75994,119 days
Greater Glasgow and Clyde,Dalmuir,27/10/2021,100k +,428173,Positive,168396,113 days
Greater Glasgow and Clyde,Dalmuir,29/10/2021,100k +,428173,Positive,30437,111 days
Greater Glasgow and Clyde,Dalmuir,02/11/2021,100k +,428173,Positive,19168,107 days
Greater Glasgow and Clyde,Dalmuir,04/11/2021,100k +,428173,Positive,121062,105 days
Greater Glasgow and Clyde,Dalmuir,08/11/2021,100k +,428173,Positive,179780,101 days
Greater Glasgow and Clyde,Dalmuir,10/11/2021,100k +,428173,Positive,83008,99 days
Greater Glasgow and Clyde,Dalmuir,12/11/2021,100k +,428173,Positive,150353,97 days
Greater Glasgow and Clyde,Dalmuir,15/11/2021,100k +,428173,Positive,202004,94 days
Greater Glasgow and Clyde,Dalmuir,19/11/2021,100k +,428173,Positive,171990,90 days
Greater Glasgow and Clyde,Dalmuir,23/11/2021,100k +,428173,Positive,197368,86 days
Greater Glasgow and Clyde,Dalmuir,29/11/2021,100k +,428173,Positive,234859,80 days
Greater Glasgow and Clyde,Dalmuir,30/11/2021,100k +,428173,Positive,187022,79 days
Greater Glasgow and Clyde,Dalmuir,01/12/2021,100k +,428173,Positive,132735,78 days
Greater Glasgow and Clyde,Dalmuir,06/12/2021,100k +,428173,Positive,169005,73 days
Greater Glasgow and Clyde,Dalmuir,07/12/2021,100k +,428173,Positive,103004,72 days
Greater Glasgow and Clyde,Dalmuir,09/12/2021,100k +,428173,Positive,128709,70 days
Greater Glasgow and Clyde,Dalmuir,13/12/2021,100k +,428173,Positive,193163,66 days
Greater Glasgow and Clyde,Dalmuir,14/12/2021,100k +,428173,Positive,267372,65 days
Greater Glasgow and Clyde,Dalmuir,15/12/2021,100k +,428173,Positive,236506,64 days
Greater Glasgow and Clyde,Dalmuir,16/12/2021,100k +,428173,Positive,109848,63 days
Greater Glasgow and Clyde,Dalmuir,20/12/2021,100k +,428173,Positive,551864,59 days
Greater Glasgow and Clyde,Dalmuir,28/12/2021,100k +,428173,Positive,245560,51 days
Greater Glasgow and Clyde,Dalmuir,29/12/2021,100k +,428173,Positive,319251,50 days
Greater Glasgow and Clyde,Dalmuir,06/01/2022,100k +,428173,Positive,187109,42 days
Greater Glasgow and Clyde,Dalmuir,10/01/2022,100k +,428173,Positive,153845,38 days
Greater Glasgow and Clyde,Dalmuir,11/01/2022,100k +,428173,Positive,83128,37 days
Greater Glasgow and Clyde,Dalmuir,12/01/2022,100k +,428173,Positive,124292,36 days
Greater Glasgow and Clyde,Dalmuir,13/01/2022,100k +,428173,Positive,134062,35 days
Greater Glasgow and Clyde,Dalmuir,17/01/2022,100k +,428173,Positive,89982,31 days
Greater Glasgow and Clyde,Dalmuir,18/01/2022,100k +,428173,Positive,156557,30 days
Greater Glasgow and Clyde,Dalmuir,19/01/2022,100k +,428173,Positive,161914,29 days
Greater Glasgow and Clyde,Dalmuir,20/01/2022,100k +,428173,Positive,140129,28 days
Greater Glasgow and Clyde,Dalmuir,24/01/2022,100k +,428173,Positive,83730,24 days
Greater Glasgow and Clyde,Dalmuir,25/01/2022,100k +,428173,Positive,176102,23 days
Greater Glasgow and Clyde,Dalmuir,26/01/2022,100k +,428173,Positive,158553,22 days
Greater Glasgow and Clyde,Dalmuir,27/01/2022,100k +,428173,Positive,87330,21 days
Greater Glasgow and Clyde,Dalmuir,31/01/2022,100k +,428173,Positive,66753,17 days
Greater Glasgow and Clyde,Dalmuir,02/02/2022,100k +,428173,Positive,46634,15 days
Greater Glasgow and Clyde,Dalmuir,03/02/2022,100k +,428173,Positive,77054,14 days
Greater Glasgow and Clyde,Dalmuir,07/02/2022,100k +,428173,Positive,39426,10 days
Greater Glasgow and Clyde,Dalmuir,08/02/2022,100k +,428173,Positive,105299,9 days
Greater Glasgow and Clyde,Dalmuir,09/02/2022,100k +,428173,Positive,94493,8 days
Greater Glasgow and Clyde,Dalmuir,10/02/2022,100k +,428173,Positive,174566,7 days
Greater Glasgow and Clyde,Erskine,01/11/2021,10k - 100k,69455,Positive,20303,108 days
Greater Glasgow and Clyde,Erskine,03/11/2021,10k - 100k,69455,Positive,28475,106 days
Greater Glasgow and Clyde,Erskine,05/11/2021,10k - 100k,69455,Positive,73331,104 days
Greater Glasgow and Clyde,Erskine,08/11/2021,10k - 100k,69455,Positive,129010,101 days
Greater Glasgow and Clyde,Erskine,09/11/2021,10k - 100k,69455,Positive,78232,100 days
Greater Glasgow and Clyde,Erskine,10/11/2021,10k - 100k,69455,Positive,22080,99 days
Greater Glasgow and Clyde,Erskine,15/11/2021,10k - 100k,69455,Positive,70534,94 days
Greater Glasgow and Clyde,Erskine,19/11/2021,10k - 100k,69455,Positive,120014,90 days
Greater Glasgow and Clyde,Erskine,22/11/2021,10k - 100k,69455,Positive,126783,87 days
Greater Glasgow and Clyde,Erskine,23/11/2021,10k - 100k,69455,Positive,54287,86 days
Greater Glasgow and Clyde,Erskine,24/11/2021,10k - 100k,69455,Positive,93159,85 days
Greater Glasgow and Clyde,Erskine,29/11/2021,10k - 100k,69455,Positive,161511,80 days
Greater Glasgow and Clyde,Erskine,01/12/2021,10k - 100k,69455,Positive,163512,78 days
Greater Glasgow and Clyde,Erskine,06/12/2021,10k - 100k,69455,Positive,158026,73 days
Greater Glasgow and Clyde,Erskine,08/12/2021,10k - 100k,69455,Positive,90777,71 days
Greater Glasgow and Clyde,Erskine,09/12/2021,10k - 100k,69455,Positive,115853,70 days
Greater Glasgow and Clyde,Erskine,14/12/2021,10k - 100k,69455,Positive,220147,65 days
Greater Glasgow and Clyde,Erskine,15/12/2021,10k - 100k,69455,Positive,257829,64 days
Greater Glasgow and Clyde,Erskine,16/12/2021,10k - 100k,69455,Positive,112794,63 days
Greater Glasgow and Clyde,Erskine,20/12/2021,10k - 100k,69455,Positive,458950,59 days
Greater Glasgow and Clyde,Erskine,29/12/2021,10k - 100k,69455,Positive,255704,50 days
Greater Glasgow and Clyde,Erskine,04/01/2022,10k - 100k,69455,Positive,158869,44 days
Greater Glasgow and Clyde,Erskine,05/01/2022,10k - 100k,69455,Positive,134157,43 days
Greater Glasgow and Clyde,Erskine,06/01/2022,10k - 100k,69455,Positive,107153,42 days
Greater Glasgow and Clyde,Erskine,10/01/2022,10k - 100k,69455,Positive,86610,38 days
Greater Glasgow and Clyde,Erskine,11/01/2022,10k - 100k,69455,Positive,36649,37 days
Greater Glasgow and Clyde,Erskine,13/01/2022,10k - 100k,69455,Positive,102349,35 days
Greater Glasgow and Clyde,Erskine,17/01/2022,10k - 100k,69455,Positive,24238,31 days
Greater Glasgow and Clyde,Erskine,20/01/2022,10k - 100k,69455,Positive,48234,28 days
Greater Glasgow and Clyde,Erskine,21/01/2022,10k - 100k,69455,Positive,66834,27 days
Greater Glasgow and Clyde,Erskine,24/01/2022,10k - 100k,69455,Positive,63290,24 days
Greater Glasgow and Clyde,Erskine,26/01/2022,10k - 100k,69455,Positive,97816,22 days
Greater Glasgow and Clyde,Erskine,27/01/2022,10k - 100k,69455,Positive,25975,21 days
Greater Glasgow and Clyde,Erskine,31/01/2022,10k - 100k,69455,Positive,82121,17 days
Greater Glasgow and Clyde,Erskine,01/02/2022,10k - 100k,69455,Positive,66391,16 days
Greater Glasgow and Clyde,Erskine,03/02/2022,10k - 100k,69455,Positive,110387,14 days
Greater Glasgow and Clyde,Erskine,07/02/2022,10k - 100k,69455,Positive,35116,10 days
Greater Glasgow and Clyde,Erskine,08/02/2022,10k - 100k,69455,Positive,33958,9 days
Greater Glasgow and Clyde,Erskine,10/02/2022,10k - 100k,69455,Positive,73017,7 days
Greater Glasgow and Clyde,Inverclyde,15/12/2020,10k - 100k,75134,Positive,18141,429 days
Greater Glasgow and Clyde,Inverclyde,21/12/2020,10k - 100k,75134,Positive,31766,423 days
Greater Glasgow and Clyde,Inverclyde,29/12/2020,10k - 100k,75134,Positive,97611,415 days
Greater Glasgow and Clyde,Inverclyde,05/01/2021,10k - 100k,75134,Positive,233526,408 days
Greater Glasgow and Clyde,Inverclyde,11/01/2021,10k - 100k,75134,Positive,62521,402 days
Greater Glasgow and Clyde,Inverclyde,17/01/2021,10k - 100k,75134,Positive,30567,396 days
