Allanfearn,2020-06-Read1,0
Allanfearn,2020-06-Read2,0
Allanfearn,2020-06-Read3,0
Allanfearn,2020-06-Read4,0
Allanfearn,2020-06-Read5,0
Allanfearn,2020-06-Read6,0
Allanfearn,2020-06-Read7,0
Allanfearn,2020-06-Read8,0
Allanfearn,2020-06-Read9,0
Allanfearn,2020-08-Read1,435
Allanfearn,2020-08-Read2,0
Allanfearn,2020-08-Read3,868
Allanfearn,2020-08-Read4,898
Allanfearn,2020-08-Read5,820
Allanfearn,2020-08-Read6,0
Allanfearn,2020-08-Read7,1074
Allanfearn,2020-08-Read8,1414
Allanfearn,2020-08-Read9,0
Allanfearn,2020-08-Read10,0
Allanfearn,2020-08-Read11,0
Allanfearn,2020-08-Read12,1124
Allanfearn,2020-09-Read1,2353
Allanfearn,2020-09-Read2,2912
Allanfearn,2020-09-Read3,7868
Allanfearn,2020-09-Read4,2825
Allanfearn,2020-09-Read5,7171
Allanfearn,2020-09-Read6,379
Allanfearn,2020-09-Read7,1006
Allanfearn,2020-09-Read8,1302
Allanfearn,2020-09-Read9,1686.30553266049
Allanfearn,2020-09-Read10,325
Allanfearn,2020-09-Read11,1142
Allanfearn,2020-09-Read12,0
Allanfearn,2020-09-Read13,5866.5
Allanfearn,2020-09-Read14,5874.56110880444
Allanfearn,2020-09-Read15,5033
Allanfearn,2020-09-Read16,1544.84884051065
Allanfearn,2020-09-Read17,2678.08036075984
Allanfearn,2020-09-Read18,1365.81215862638
Allanfearn,2020-10-Read1,1982.10882236655
Allanfearn,2020-10-Read2,5518.09399604572
Allanfearn,2020-10-Read3,3495.93375181911
Allanfearn,2020-10-Read4,3004.04841040117
Allanfearn,2020-10-Read5,2650
Allanfearn,2020-10-Read6,2630.05863673332
Allanfearn,2020-10-Read7,4750.23638331032
Allanfearn,2020-10-Read8,8390.00778774157
Allanfearn,2020-10-Read9,1625.69135260441
Allanfearn,2020-10-Read10,9649
Allanfearn,2020-10-Read11,3849
Allanfearn,2020-10-Read12,28103
Allanfearn,2020-10-Read13,9108.68384347568
Allanfearn,2020-10-Read14,4156.7072492181
Allanfearn,2020-10-Read15,0
Allanfearn,2020-10-Read16,107813
Allanfearn,2020-11-Read1,6748.77939219097
Allanfearn,2020-11-Read2,16654
Allanfearn,2020-11-Read3,4219.7677473752
Allanfearn,2020-11-Read4,6348.79916317058
Allanfearn,2020-11-Read5,2539.95716897673
Allanfearn,2020-11-Read6,3038.13477062852
Allanfearn,2020-11-Read7,5997.93823817896
Allanfearn,2020-11-Read8,4448.88974367039
Allanfearn,2020-11-Read9,11680
Allanfearn,2020-11-Read10,7367.91536828346
Allanfearn,2020-11-Read11,0
Allanfearn,2020-11-Read12,3886.89243637927
