,2021-11-02,2021-08-26,2021-12-14,2021-03-30,2021-02-15,2021-01-07,2020-08-12,2020-12-06,2021-08-18,2021-06-23,2021-09-17,2020-09-30,2021-02-09,2020-10-14,2021-03-02,2020-06-04,2021-06-08,2021-12-01,2021-03-25,2020-07-06,2020-08-03,2021-04-16,2021-09-24,2021-06-29,2021-08-12,2022-01-05,2021-06-10,2021-03-08,2021-02-03,2021-01-15,2020-07-27,2021-07-30,2021-07-09,2021-04-08,2020-09-24,2020-06-10,2021-01-21,2021-12-13,2021-09-08,2021-05-31,2021-11-05,2022-01-10,2020-09-09,2021-02-12,2020-12-01,2021-08-02,2021-05-12,2021-10-21,2021-09-30,2021-07-07,2021-04-06,2020-11-23,2021-05-24,2021-04-30,2021-11-18,2021-06-03,2020-12-14,2020-08-31,2021-11-21,2020-08-08,2021-09-14,2021-07-27,2021-03-01,2020-11-03,2021-06-19,2021-11-16,2021-03-20,2020-10-21,2020-07-03,2021-12-04,2021-10-07,2021-09-01,2021-02-22,2020-12-08,2020-11-30,2021-08-09,2021-05-19,2020-11-11,2020-10-05,2020-08-26,2020-12-29,2020-09-21,2020-09-18,2020-06-15,2022-01-13,2021-12-10,2020-12-02,2021-02-11,2021-02-28,2021-07-20,2021-09-13,2021-10-19,2021-03-06,2020-11-04,2021-03-29,2021-06-04,2020-10-28,2021-05-23,2021-10-13,2021-09-20,2021-05-06,2021-04-12,2021-08-16,2021-06-14,2021-01-11,2021-12-28,2021-11-15,2021-07-12,2021-12-07,2021-03-23,2020-10-22,2020-08-05,2021-11-09,2021-04-21,2021-06-30,2020-08-19,2021-02-27,2021-10-25,2021-04-02,2021-08-06,2021-03-10,2020-09-17,2020-11-27,2020-07-15,2020-06-23,2021-08-27,2021-12-15,2021-11-03,2021-10-08,2021-03-31,2020-12-07,2021-01-06,2020-08-13,2021-09-10,2021-09-29,2021-06-24,2021-07-23,2021-03-05,2021-01-18,2020-06-03,2020-10-13,2021-06-09,2021-11-12,2021-03-24,2020-07-07,2022-01-06,2021-08-11,2021-10-14,2021-09-27,2021-04-15,2020-11-09,2020-12-31,2021-07-08,2021-04-09,2021-01-20,2020-09-25,2020-10-01,2020-08-22,2020-06-28,2021-10-01,2021-09-07,2021-02-24,2021-04-22,2020-09-06,2021-10-20,2021-08-03,2021-04-07,2021-05-13,2021-07-06,2021-03-15,2020-07-10,2020-06-26,2021-11-22,2021-05-27,2021-12-09,2020-12-17,2021-07-26,2021-09-15,2021-06-21,2021-06-18,2020-11-02,2020-10-16,2020-06-06,2021-11-11,2021-07-16,2020-10-26,2021-10-06,2021-02-23,2020-09-01,2021-01-08,2020-12-09,2021-10-29,2020-09-22,2020-10-06,2020-11-12,2021-01-27,2020-08-25,2020-06-16,2021-08-23,2022-01-12,2021-02-10,2020-12-03,2020-08-17,2021-11-07,2021-07-05,2021-03-16,2020-11-18,2021-05-10,2020-09-28,2020-09-11,2020-07-13,2021-07-19,2020-10-29,2021-07-29,2021-06-17,2021-05-05,2021-09-23,2021-01-12,2020-06-09,2021-02-04,2020-10-19,2020-07-20,2021-12-06,2021-05-28,2021-07-13,2021-03-22,2020-12-18,2020-10-23,2020-07-01,2021-10-05,2021-09-03,2021-04-26,2021-02-19,2020-09-02,2020-05-28,2021-02-20,2021-07-02,2021-05-17,2021-03-11,2020-08-28,2020-09-16,2020-07-14,2020-06-22,2020-11-26,2021-12-16,2021-08-24,2021-04-28,2021-01-05,2021-02-17,2020-12-04,2020-08-10,2021-06-25,2021-09-28,2021-01-19,2021-12-20,2020-06-02,2021-03-04,2020-10-12,2021-07-22,2020-11-06,2021-11-24,2021-08-31,2021-05-21,2020-12-11,2020-07-08,2021-04-14,2021-10-15,2022-01-07,2021-08-10,2021-02-01,2020-12-30,2021-01-17,2021-03-18,2020-11-16,2020-10-02,2020-08-21,2021-01-23,2021-04-23,2021-09-06,2021-02-25,2020-09-07,2021-10-27,2021-05-14,2021-07-01,2021-03-12,2021-08-04,2021-01-29,2020-11-25,2020-09-15,2020-10-31,2020-07-17,2021-11-23,2021-12-08,2021-05-26,2021-06-01,2020-12-16,2021-08-19,2021-09-16,2021-06-22,2021-02-08,2021-03-03,2020-10-15,2021-11-10,2021-11-29,2021-03-26,2020-10-27,2022-01-04,2021-06-28,2021-06-11,2021-08-13,2021-05-03,2021-03-09,2021-02-02,2021-01-14,2021-10-28,2021-01-26,2020-09-23,2020-06-17,2020-11-13,2020-10-07,2020-08-24,2022-01-11,2021-11-04,2021-09-09,2021-08-20,2020-08-14,2020-09-08,2021-10-22,2021-05-11,2021-03-17,2020-11-19,2021-04-05,2020-12-21,2020-09-10,2020-09-29,2020-11-20,2020-06-24,2021-06-02,2021-11-19,2021-05-25,2020-12-15,2020-08-09,2021-10-11,2021-05-04,2021-09-22,2021-07-28,2021-06-16,2021-04-10,2022-01-03,2021-01-13,2021-02-05,2020-06-08,2021-11-17,2020-08-07,2020-10-20,2020-06-30,2021-07-10,2021-10-04,2021-09-02,2021-04-27,2021-02-18,2020-05-29,2021-12-19,2020-09-03,2021-02-21,2021-05-18,2021-01-25,2020-11-10,2020-09-20,2021-08-25,2021-04-29,2021-11-01,2021-12-17,2021-01-04,2021-02-16,2020-08-11,2021-10-18,2021-04-19,2021-07-21,2021-03-07,2020-06-01,2020-07-28,2021-11-25,2021-08-30,2021-06-07,2021-05-20,2020-12-10,2021-04-13,2021-06-15,2021-10-12,2021-08-17,2021-05-07,2021-09-21,2021-12-29,2021-02-06,2021-03-19,2021-11-30,2021-01-22,2020-08-20,2020-11-17,2021-11-08,2021-04-20,2021-02-26,2020-08-18,2020-09-04,2021-10-26,2021-08-05,2021-04-01,2020-11-24,2020-10-09,2020-09-14,2020-06-19,2020-10-30
Banchory,,,,,,,,,,582.969127896893,,,,,,,1224.82914984613,,,,,587,,,,,1674.90325607702,,,,,7295.27612144646,18342,,,,,,,,,,,,,13843,,,,,,,,369,,556.443277769197,,,,,87542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15506,,,,92211,22461,,,,,,,9979.469544614,,,,,,,,,,,,118184,44657,,,,,,114549,,,,,,,,,,,,,6873.5,,,,,,,,,,,,,191309,1118946,,,,75863,,,,,,,,86454,0,39193,,19651,,1462.28999227772,5795.4739253812,,,,,30711,,,,,,,,,,,,,,247314,,,,,,35086,,,,,,,67907,,,,2203,,,,,,,20734,,,,,,,,,,,,,,12901,,,,,,,,,,2392,,,,,,,,,,,,,,87808,77486,,,,289,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,426,,,,,,,,122832,63127,,,155533,,,49422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,9716.32930888514,,,,,,,,,,,121617,202202,,,,,,,993,,,,,,,,,,,123604,,,,,,,,,0,,,,,,1308,,,,,,,,,640384,,,,,,8329.79001778873,,,,,,
Banff,,,,,,,,,,1174.60133090034,271561,,,,,,,86204,,,,,,,,,,,,,,35817,143045,,,,,,629511,430,,,,,,,0,,,20337,,,,0,,,,,,,,,,,,,,,,,,725114,,,,,0,,,,,,,,,7005.99173412274,,,,,,,,,,6325.54897328273,,,,445335,,465,,149.708929792643,,,146879,,,,,,,,,,,201780,,,,,,,,375741,78066,,145079,,,,,677737,,,193025,,,,,766.847703326345,46116,,,,,,,,,,,,,,,,,,,,,,98550,,,,,,,,115065,,,,97349,,0,336.620032015953,,,,,77679,,,,,,,685265,,,,,,,,,,,,,50219,,,1133,,,,18419,,,,924,,,,,,,,0,,,,,,,1657434,0,,,,,82690,949,,,,,,,,,1792,,,,,8075.83793808183,,,190860,,,,,,95417,,936,,,,142876,,,,,,,,,,,0,1279859,,,79960,0,,,,,,,,,,14904,901,,,,,,,,,41354,39005,,,,35081,9360.44950478456,,444,,,,,,,,,,,,,,,,,40190,,,,,,,,,,,81824,0,,,177742,,,,211.357950127666,,116272,,,,,,,,,640685,,,,,,,,,,,,,,,103886,,,,,0,,,,,,871845,402.272020346566,,,,,,,1649,,,,,,,,,89417,,,,,,21459,,,,,,
Bathgate,30381,,113418,,40004,,,,161264,197241,,,,,54297,,,,3682,,,,,,,42000,,,,,,,,,,,0,,205206,0,,,,,,,,,,,,,,,,,38394,,,,233655,54632,,,,120845,,,,,,,,,,,,,,,,,,,26622,,,,,114721,,85045,,,,,,,,,,1785,,599.180604607854,,,,,41578,,,,48230,,,,,,24433,,,,,,,,,,,,,,,,,,513757,,,,,,,11927,,,,,,,,,265670,,,,,,,89090,,,,,97351,,,,66978,,,,,5542,,,,,22554,,,,,275018,,,,18848,,12293,,,,,,,,,,,12926,,,,,,,,,,,,,51751,,5835,,,,,,,,,93447,,,,,168380,194213,3651,46940,,,,,,7454,,,,,,69085,,,,,,,,,,282818,,,,,,,203006,,,,,,,,72119,,,13436,,,,,,,59636,,,,558525,9954,,,,,,,,,,,,,,,110433,33989,,,,,,,362803,,,,,,,41717,,,,,,,,90602,,,,,,18425,13965,,,,,,,,33808,,,,,,3445,,,,,,13479,,,,,,,,,,4468,,,,,,,61048,,,,,,,,,,,,,,,,191942,,5091.22648235576,6906,,2950,,,,,,,,,,,,,,,,,,,,51697,,,,,
Biggar,,,,,,,,,,,,,,,,,,,,,,,,,,,,64461,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,20530,,,,,,,,,,,,,,,,,20087,,,,,,,,,,,,,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,641,,,,,,,,,,
Blackburn,,,,,56749,,,,,,,,,,,,,,,,,,122511,,,,,16111,,,,,296220,,,,,88529,252766,55582,75945,,,,,,,,,,,,8909,30175,,,,,,,,,11786,,,,,,,,,,49144,,,,,,,,,,,,,21315,,,,,,,,,23351,27283,,,,65610,,9532,,55844,21683,,128547,180053,,,,,,,,,,,8877,,,,,,,,,,,,,23016,,133705,,,,15539,14462,,,,77323,,,,,,,,,,,12176,,,,,,4363.44409587623,,,,,,,,,,11392,,,53918,,,4447,108830,,26107,21155,,,,,169580,,,,,,,344623,,,,,,,,,,,,,142083,,,3255,,,,98734,,,,,,,,,,,235966,25475,,5434,,,,,230443,24216,,,,,172561,29388,,,,,,,,,,42841,,,,46866,,,236362,,,,,,,,3188,,,,195192,,,22147,,,,,,,,35621,667298,,,,1498,,3924,,,,,,,,,,,,,,,43062,,,,115515,47815,,,139077,52663,42617,12251,,,,,,,,,,,,,,,,,45915,,,,23828,,,,,,,60535,,,,76257,,,,,,71588,,,,,,,,,38787,,,,,,,,,2450,,,,,,,54829,,,30045,,,,,,,1239318,68005,,,,,,,3143,,,,13685,,,,,107865,,,,,,,,,,,,
Blackridge,9406.02201340376,,223012,,49866,,,,,53228,,,,,16631,,,,5157,,,,,,,14070,,,,,,,,,,,6648,,,,,,,,,,,,,,157271,,,,96790,,,,,,1165431,409003,,,,49798,,,,,,,,,,,,,,,,,,,43349,,,,,103366,,,,,,,,,,,,405827,,2461.93410521421,,,,,89667,,,,1748.71443236793,,,,,,19474,,,,,,,,,,,,,,,,,,,,,,,27227,,9940,,,,,,,,,2126044,,,,,,,,,,,,37892,,94463,,274474,,,,,3357,,,,,21593,,,,,,,,,137177,,2365,,,,,,43456,,,,,33872,,,,,,,39428,,,,,,156533,,7316,,,,,,,,,5007354,,2064.93431919614,,,,174238,10367,93822,,,,,,839.82369010442,,,,,,24430,,,,,,,,,,,,,,,,,134875,27670,,,,,,,97715,,,3907.99128907118,,,,,,439697,86958,,,,66281,384.856546099427,,,,,,,57562,,52673,12490,,,,,70668,2711,,,,,,,74899,,,,,,,62614,,,,,,,25306,33931,,,,,,27365,2404.0334478326,,,998.915522579139,,,,,21356,,,,,,17639,,,43639,,,3978.81341250967,,,,,,,,,,8272,,,,,,,,,,,,,,,,,,,,,,,117296,,8669.53906708219,22111,,,,,,,,,,,87358,,,,,,,,,33320,,29152,,,,,
Blackwood,,,227841,,55129,,,,232701,18537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22253,,,,,,,,,710422,0,,,,,,,,,,,269243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13138,8858,,,,,17746,,,,6116,,,,,,,,,,,,,,,,,,,,,,,,64848,,,,,,,,,,,,,,,,,,,,,,49997,,,,,,,,,,,,,93197,,,,,,,,,,93444,,120248,,,,,,25518,,,,,9784,,,,,,,0,,,,,,,,,,,,,,,,17432,1222774,,,,,30680,,,,,,,,,633.263433508531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36023,,,,,,4736,,,,,,40460,,59357,,,,98253,,,,,,,,,,,,,,,,,,,,,,,,,,51225,,,,,,,,,,,406621,,,,,,,,,,591,,,,,,,,,,,,,,,,,,,644470,,,,,557769,,,,,38819,,,,,,,1988,,,,,,,,,,,,,,,,,
Blairgowrie,181488,,41212,,,,,,,,,,,,,,4230.50963554167,,,,,,,,,,,,,,,,,16660,,,,,,,,,,,,,5717,,,85490,,,,,,,,,,,,,,,,,,,,,,,,,,57652,,,,,,,,,,,,,,,149057,1130147,,,,,,,,277884,,,,,,,,,31615,,,,117032,,,,,,,,,,,,,,,,,30109,,,,,,,,,,,,,,82158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121448,,17855,,,,,,,,,8066.5,,,,452409,,,,,,,102601,,,,,,,,,,,,,38453,,,,0,,,,,,,,,275281,,,,,,,1133,3130,,,,,2470,,,,,,,,,,,,,,,,,,,,,,,,155956,,,,,,,,,,,127712,,,,,,,,,,,,,,,,,,,613077,,,13043,,,,,,,,,,,,106647,26308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31463,,,,,,,,,,,,,,,,,,,,,,2614,,,,,,,,,19224,,111647,,,,,,,,,,,,,,,,81673,,,,,,
Boness,,,,2546,,,,,,,,,,,3327,,6645.84014432551,,,,,,29819,,,215601,2254.49474486114,4384,,,,70719,,,,,,116390,,,,,,,,,1312,,,91907,,,,,,11915,,,,,,,2034,,,86006,,,,,,,25461,,,,,,,,,,,,,198415,,,,,,,,,4370,,,,,,397,4525,,309.503839599193,,,,,91986,8187,,,,,22167,,,,,,,,,,,,223524,26147,,,,,,,,55544,42165,,,,,,,,,,,,,,,,,,,,,,,35057,1000681,,,,16752,,14794,2436,,1928.85174213987,,,85246,,,,,42662,20065,,,,,,336147,,,170938,,,,,,,,,,,,,,,,,,31599,,,,,,,,,,,,,,,,,,,,8128,,,,20156,,1469,18497,,,,170294,,,,,,,,,,,,,,,,,,,,,,,,35143,273959,,,,,,,,,,,,,,,,,,,,266724,,,,90181,,,,,,,,0,0,,,,,,,,31314,,,,,,,,,1299.44851564342,,,,,,,,,,67022,,244206,,,,42134,,,,5066,,,,,,,23725,2819,,,,322,,,0,,,,,,,,,,,,372499,0,48793,,,,,1157,,,,,,35568,,,,,,,84470,,,,,,,2810,,4861,,,,,,,,,,,,,31028,,,,,,,,,,,,
Bonnybridge,,,211546,,,,,,,17589,,,,,19936,,,,,,,,,,,,,11405,,,,,,1450,,,,,287601,,48195,,,,,,,108100,293844,146492,,,,750,73771,13320,,,,,,,122460,,,54771,,,,,,,39955,,,,,,,,,,,,,,,,,,,85899,,,73785,,,,,,547,5485,,,,,,46302,108920,29800,,,72641,,113882,,,,,,,,,,,148862,,,,8837,,,,,,,,,,,,2997.28390309669,,,,,,,,,,,,,,,,,,,,,,,,,,15895,,11166,,,,,,,76161,287630,30656,7365.55233568563,,,,68111,,,110571,53914,,,,121156,,,,,,,218560,111253,,,,,240127,25104,,,,,,113820,,,,,,,,,,,,23711,,35084,,,,,231872,2287,44559,,,,241480,,,,,,,,77978,,,,,,,,,,,,,,,,,110970,,,,,,,,,,,,,,,,,679911,,,57133,,,,,,,,,,407266,,,40522,,,,,,,,,,,,,,,,,12785,,,,,,,,,,,,,,,,,,,,16234,,,,,,,,30121,,,,6321,,,9691.81021611995,,,,,,,,,,,272790,,,84615,,,,,4118,,,,,,,,,,,,,,,,,472239,,23140,3910,,1209,,,,,,,,,378204,,,,,,,,,,119024,,,,,,
Bothwellbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,10933,,,,,,,,,,,,11258,,,,,,,,,,158116,,,,,,,,,,,658297,,,,,,,,,,,,25492,,,,3117,,,,,,,,,,,,,,,,,,7377,,,,,311387,,8236,,17020,67947,,68928,,,,,,,,,,,,,,,,,,,,259310,70341,,,,,,,,,,,31869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15112,,,,,,,196492,,14392,,,,,94872,,,,,,50564,,,,,,,,,,,,,,,,,,,,,,66028,,,,,,,,,,,44827,,479350,8447,,,,129797,,2303,,,,,,,,,,,,,,,,,,,,,,,750128,,24338,,,,,,,,,,,,,2885,,,,,,,,,1298700,,,161250,,,,,,,,,,,,,,,,,,20710,,,,,,,380537,25530,,,,,,,,52351,,,,,,,,,,,,119477,,,,8169,,,,,,,,7115,,,,4731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46224,,,,,,,,101074,904681,10440.5913008699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowhouse,,,,608,,,,,,,,,,,4400,,,91000,,,,,,,,,1950.95320053863,,,,,,20671,0,,,,,,1548,317055,,,4175,,,,78510,,,,,,0,,923.351273418116,,,,,,,1048,,,,,,,,,111089,,,,,1101,,,,,,,,,13936,,16320,,,314952,115134,,,,,,,,61145,0,,,29098,,,,,,869,,,,,39580,,,,,,2313.77681922682,,,,,219176,,38250,,,,,,,,34818,,,,,,,116259,,,,,,133036,,,,,0,,,,,,,409775,,,,,,,,,,,,,389,,,,,,,,,,,89756,,,1064,,,,216359,,,,,,,,103001,,,,,20178,,,,,,,,,,10378.445040381,,,,,10342,,,,,56598,342,,,,,,,,,,,,,,,,,,,,,338,,461,,,,,,,,,,,,76947,,0,,,,,,,,,,321.724240452017,,,,,,,0,,164499,,,,,32051,,,,,,65007,,,,,,84589,,,,190655,,,,134210,23866,,,,5492.383449215,,,,,,,,,,,,,,,,,,1326.97546247163,,,,,,,,,,475,,,,0,48357,,,,,,,,74342,,,,,190533,,,,,,,,,,,,,,,106796,,1304,,,,,,,,,826366,8975.2819316244,,,,,,,,,,,,,,,,,,,,,,,753,,,,,
Buckie,105372,,28464,,,,,,,,113008,,,,,,15799,,,,,,,,,,,,,,,55454,83831,,,,,,,,141912,,,,,,,,,,,,,,,,,,,,61420,45579,,,,,,,,,,,,,,,,,,,,,,,,40958,,,,149386,,,,,,,,,,,,,,,,,,,36154,,,,106330,,11383.0778704405,,,,,,,,,,,77262,,,,,,,,99632,,,18573,,,,,,82655,,,,,,,,,,,,,,,,,,,,,,,,,,324439,,,,,,,,,,,,,,,,161953,,,,,,,714639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149260,,,,,86226,,,,,,,117335,,,,,,,,,,,,,,,74902,,,,,,,,,,25202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124322,,,,,,,1010.92646362857,,,,,,,,50414,,404.839218123782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312356,,,,,,,,,,,,,,,,261192,,,,,,,
Carbarns,68779,,,,23692,,0,,,23012,585505,75439,,123713,,,23786,210989,,,,,,,,155126,,51730,,,,,,,,,,186146,,13315,,338844,2754,,26955,,6156,,,151368,36724,39938,,,,11479,,,,,886406,,21873,,,83257,,112348,,,,275439,,45852,137712,253173,,79639,128115,9785,,87009,53798,0,,59764,23853,,,,,,,21233,57107,,87038,,119166,340933,8324,54393,,,106825,,175108,336637,,,,,234267,,,0,,,,,,,,,,514650,406078,201012,,,72567,,,,,,,,,,43318,,,31356,,,,,389370,45424,46252,,146856,,34941,27573,,,,,3353197,,,,130370,650623,,5376,,,,,217768,2311,,,176516,,,,65402,66513,,,,203646,237130,48323,12854,,34999,,71228,59558,,,6811,0,259367,175407,72778,,0,,,,29840,,51618,2505,,236968,43032,357881,19642,,311653,,,,47709,,240777,7739,,33907,,135226,,263237,,,,11620,0,,,,,4107,1218.41976204343,,,,,,,98845,,,0,65976,,,723058,,,32978,293703,153409,151143,,7269,200869,,,,,146485,168393,,,45899,67226,55566,0,,,,,,346503,,174552,,169370,,6972.03900776559,10540.5355513263,,,177230,30654,,,,49488,,,,,,53469,,,175764,,,,,,28097,,,,,70168,,198753,60027,0,,,,,0,,,,46749,,20599,,,31216,,,,,,57628,,207104,,,,27862,,,,,,,0,,,,,,,,,,,,,101195,68405,,,12130,222725,370787,,,0,221238,,,,,,,1018394,30787,5205,,,,,129402,4490,,776790,,,,,,59625,193289,,,0,3205,174943,,19625,65585,,1988,0,
Coldstream,,,,,3928,,,,,5070.99577689314,76026,,,,45257,,,,836,,,,,127303,,,,4034,,,,13618,,0,,,,547424,,,,,,40602,,43090,,,,,,,484,335,,,,,,,,,61339,,,,,,,,,,,,,160692,,,,,,,,,,,,5569,,132603,,,,,,,,,,,,0,,127.756667555741,,,407491,57193,,,,,133659,,,,,,,288140,,,,,,191987,,,,0,,,,269381,,,,,,,,,,,,,,,10415,,,,,,,,,,,93153,,,,,,,,,59841,442.746541606771,,,96537,,,,173925,,0,,,,,,,,,,,,,15652,,,,,,,108297,,,,,,19602,1352.11145540828,,0,,,,,,,,,,,,,,,8434.5,481,40625,,,,,,674858,392,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,59636,,59669,1460,,,,,,,,,,,,0,,,,,,,,,,317,,,174892,0,,,2883.78049443799,,,,,,,,,,,,,,,,18765,,,,,,,,,,1598,,,,,,0,,,,,,,,,,,,,,28456,,,,,,,,,,,,,,4999.10949814777,,,7441,,63471,,35044,,,,,603839,0,,,,4814.8145564805,,,,,,,,,,,,,,16550,,,,,0,,,,,
Cumnock,,,30909,9513,,,,,,,,,,,,,,,,,,,,145126,,,,12468,,,,,,,,,,,,,781473,,,,,,,,,,7508,,,,199297,,,,,,,,42624,,,,,,,,,,,,,,0,,,,,,,,,,,,,75879,,,,,,,,,,,,2989,,,,,,,117505,,,,,,,,,,,,,,,,,,,,,,,,,,94953,,,,,,,24304,,,,,,,,,,,,,,,,,,,,,,,,,,,440415,13535,,,,,,,161820,446588,,,,,,,,,,75691,,,,,,,,,,,,,,,,,,,,1580,,,,,,,,,,,,,,,,,107927,30013,,,,,,,85619,,,,,,,,,,,,,,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143341,,,200253,,,,,,,,,,,,1377,,,,,22342,,,,,,,,226703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43794,,,,,,,,,17045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71331,,,,,,,254938,,,,,,,,842,,,,,42678,,,,,,,,,,,,,,,,
Cumnock - Netherwood,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9652,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.97499783054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13792,,,,,,,,,,,,,,,,,,,,21076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212.7934552015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3431.14287547164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5178,,,,,,,,,,,,,,,,,
Cupar,,,,1393,,,,,,,,,,,15681,,,131622,,,,,,,82022,,582.655692554802,,,,,,,870,,,,92012,,3830,83312,,,1214,,,,74425,,,,,,0,,0,,,,,,,341,,,,,,,,,96862,,,,,329,,,,,,,,,32120,,441,,,,58624,,,,,,,,,0,,,23563,,,,,,1345,,,,,,,,,,,941.470001839499,,,,,,,48641,,,,,,,86126,15041,,,,,,,125213,,,,,,104550,,,,,1308,,,,,,,285446,,,,,,,,,,,,,0,,,34196,130009,,,,,,,75836,,66647,20524,,,,40606,,,,,,,,,,,,,,,,7124,,,,12456,,,4786.38339187667,,,,,3918,,,,,39699,920,,,,,,,,,,,,,,,,,,,,,0,,626,,,,,,,,,,,,125869,,0,,,3962,,,,,,,27712,,,,,,,351,,166743,0,,,,1645,,,,,,,,,,229309,,103427,,,,60111,,,,210151,118531,,,,14727,,,,,,,,,,,,,,,,,,34726,,,,,,,,,189139,0,,,,0,31081,,,,,,7785,,107175,,,,,,,,,,,,,,,,,,,,115019,,0,,,,,,,,,144724,542.341675271613,,,,,,,,,287829,,,,,,,,,,,,,,1031,,,,,
Dalbeattie,,,,,,,,,,,,,,,40128,,,,,,,,,,,,0,1365,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,7650.08125423462,,,2270,,,,,,,,,73584,,,,540,,,,100264,,,0,,5280.68557705158,,,39954,,,45707,,,,,2339.95239572727,,,50837,,,,,0,,,,82204,,,,,,,,,,,,,,12905,,,,,,,,150482,,,,,,,,,,,,,,,,137231,48651,,,,2931.42188419494,,,146533,,,,,,,,,,,,,,75700,3081,,944.079648410805,,,,,,,,,,,,,0,,6696.59132882669,,,0,,,,,,,,,,,,,,,,,9748,,,,,,,0,,,,,,0,,,,,,,,657226,,,,581.837132466349,,,,,444036,,,,,,,,,0,,,193586,,32342,,,,,,,,,,,,,,,,,,,,,,,,,,,0,773950,,,2918,,,,,,610.223498801959,,,,,,,,1535,,,,,,,0,,,,,,,,,,,,,,20441,,,0,,,,,,,,,,,,,,,,,2498,,,,315605,,,,,,,,,4540.93328075374,,,,,,,,,,,63969,,,,,,,,,,,161616,,,33876,,,,72653,,,,128074,,,,,,,,,,0,,
Daldowie,56866,,,15443,64724,189362,,,,,,,46759,,,,,,,,,,,,,135331,,,50893,,,,,,,,,,,,22632,133028,,,,,,,170721,,,,,,,,,,,,,,,,,,,,,,49419,,,,,,14780,,,,,,,,,,,,,,,,,,,10723.5721459361,,,50554,,,39118,,50757,541165,,,,,,,,10844,,39220,,,,,,,,,,,,,24880,,,,,,,,,,,46938,,,,,30486,,,66182,159796,,,,,,,,,,,,,,,,,70849,215042,,,,,,,,,,,,,41747,,,,,,,,,,,,,58342,,,,,,,162266,157307,,,,,248915,,,4384,,,,,,,,,157944,,,,,,,,,,,,,,,7386,,,,,,,,,,,,,,,,,,,,,,,,,68140,,,,,196525,,,,,,421873,,,,,26113,,,,,,,,,,,,30529,,,,,,,,,,,,,397203,,,,,,,,,208667,,,,,,,,,,,,,,,101019,,,,,,,,,,9870,,,,,,,,19115,,,39942,10344,,163726,,,,,,,,,,,,,,,,,,,,,,,,,,44826,,,,,,,290884,,,,,,10229.5481325239,,,,,,94982,,,,,,,,,,28467,,24883,,,,,,,,,,
