,2021-11-02,2021-08-26,2021-12-14,2021-03-30,2021-02-15,2021-01-07,2020-08-12,2020-12-06,2021-08-18,2021-06-23,2021-09-17,2020-09-30,2021-02-09,2020-10-14,2021-03-02,2020-06-04,2021-06-08,2021-12-01,2021-03-25,2020-07-06,2020-08-03,2021-04-16,2021-09-24,2021-06-29,2021-08-12,2022-01-05,2021-06-10,2021-03-08,2021-02-03,2021-01-15,2020-07-27,2021-07-30,2021-07-09,2021-04-08,2020-09-24,2020-06-10,2021-01-21,2021-12-13,2021-09-08,2021-05-31,2021-11-05,2022-01-10,2020-09-09,2021-02-12,2020-12-01,2021-08-02,2021-05-12,2021-10-21,2021-09-30,2021-07-07,2021-04-06,2020-11-23,2021-05-24,2021-04-30,2021-11-18,2021-06-03,2020-12-14,2020-08-31,2021-11-21,2020-08-08,2021-09-14,2021-07-27,2021-03-01,2020-11-03,2021-06-19,2021-11-16,2021-03-20,2020-10-21,2020-07-03,2021-12-04,2021-10-07,2021-09-01,2021-02-22,2020-12-08,2020-11-30,2021-08-09,2021-05-19,2020-11-11,2020-10-05,2020-08-26,2020-12-29,2020-09-21,2020-09-18,2020-06-15,2022-01-13,2021-12-10,2020-12-02,2021-02-11,2021-02-28,2021-07-20,2021-09-13,2021-10-19,2021-03-06,2020-11-04,2021-03-29,2021-06-04,2020-10-28,2021-05-23,2021-10-13,2021-09-20,2021-05-06,2021-04-12,2021-08-16,2021-06-14,2021-01-11,2021-12-28,2021-11-15,2021-07-12,2021-12-07,2021-03-23,2020-10-22,2020-08-05,2021-11-09,2021-04-21,2021-06-30,2020-08-19,2021-02-27,2021-10-25,2021-04-02,2021-08-06,2021-03-10,2020-09-17,2020-11-27,2020-07-15,2020-06-23,2021-08-27,2021-12-15,2021-11-03,2021-10-08,2021-03-31,2020-12-07,2021-01-06,2020-08-13,2021-09-10,2021-09-29,2021-06-24,2021-07-23,2021-03-05,2021-01-18,2020-06-03,2020-10-13,2021-06-09,2021-11-12,2021-03-24,2020-07-07,2022-01-06,2021-08-11,2021-10-14,2021-09-27,2021-04-15,2020-11-09,2020-12-31,2021-07-08,2021-04-09,2021-01-20,2020-09-25,2020-10-01,2020-08-22,2020-06-28,2021-10-01,2021-09-07,2021-02-24,2021-04-22,2020-09-06,2021-10-20,2021-08-03,2021-04-07,2021-05-13,2021-07-06,2021-03-15,2020-07-10,2020-06-26,2021-11-22,2021-05-27,2021-12-09,2020-12-17,2021-07-26,2021-09-15,2021-06-21,2021-06-18,2020-11-02,2020-10-16,2020-06-06,2021-11-11,2021-07-16,2020-10-26,2021-10-06,2021-02-23,2020-09-01,2021-01-08,2020-12-09,2021-10-29,2020-09-22,2020-10-06,2020-11-12,2021-01-27,2020-08-25,2020-06-16,2021-08-23,2022-01-12,2021-02-10,2020-12-03,2020-08-17,2021-11-07,2021-07-05,2021-03-16,2020-11-18,2021-05-10,2020-09-28,2020-09-11,2020-07-13,2021-07-19,2020-10-29,2021-07-29,2021-06-17,2021-05-05,2021-09-23,2021-01-12,2020-06-09,2021-02-04,2020-10-19,2020-07-20,2021-12-06,2021-05-28,2021-07-13,2021-03-22,2020-12-18,2020-10-23,2020-07-01,2021-10-05,2021-09-03,2021-04-26,2021-02-19,2020-09-02,2020-05-28,2021-02-20,2021-07-02,2021-05-17,2021-03-11,2020-08-28,2020-09-16,2020-07-14,2020-06-22,2020-11-26,2021-12-16,2021-08-24,2021-04-28,2021-01-05,2021-02-17,2020-12-04,2020-08-10,2021-06-25,2021-09-28,2021-01-19,2021-12-20,2020-06-02,2021-03-04,2020-10-12,2021-07-22,2020-11-06,2021-11-24,2021-08-31,2021-05-21,2020-12-11,2020-07-08,2021-04-14,2021-10-15,2022-01-07,2021-08-10,2021-02-01,2020-12-30,2021-01-17,2021-03-18,2020-11-16,2020-10-02,2020-08-21,2021-01-23,2021-04-23,2021-09-06,2021-02-25,2020-09-07,2021-10-27,2021-05-14,2021-07-01,2021-03-12,2021-08-04,2021-01-29,2020-11-25,2020-09-15,2020-10-31,2020-07-17,2021-11-23,2021-12-08,2021-05-26,2021-06-01,2020-12-16,2021-08-19,2021-09-16,2021-06-22,2021-02-08,2021-03-03,2020-10-15,2021-11-10,2021-11-29,2021-03-26,2020-10-27,2022-01-04,2021-06-28,2021-06-11,2021-08-13,2021-05-03,2021-03-09,2021-02-02,2021-01-14,2021-10-28,2021-01-26,2020-09-23,2020-06-17,2020-11-13,2020-10-07,2020-08-24,2022-01-11,2021-11-04,2021-09-09,2021-08-20,2020-08-14,2020-09-08,2021-10-22,2021-05-11,2021-03-17,2020-11-19,2021-04-05,2020-12-21,2020-09-10,2020-09-29,2020-11-20,2020-06-24,2021-06-02,2021-11-19,2021-05-25,2020-12-15,2020-08-09,2021-10-11,2021-05-04,2021-09-22,2021-07-28,2021-06-16,2021-04-10,2022-01-03,2021-01-13,2021-02-05,2020-06-08,2021-11-17,2020-08-07,2020-10-20,2020-06-30,2021-07-10,2021-10-04,2021-09-02,2021-04-27,2021-02-18,2020-05-29,2021-12-19,2020-09-03,2021-02-21,2021-05-18,2021-01-25,2020-11-10,2020-09-20,2021-08-25,2021-04-29,2021-11-01,2021-12-17,2021-01-04,2021-02-16,2020-08-11,2021-10-18,2021-04-19,2021-07-21,2021-03-07,2020-06-01,2020-07-28,2021-11-25,2021-08-30,2021-06-07,2021-05-20,2020-12-10,2021-04-13,2021-06-15,2021-10-12,2021-08-17,2021-05-07,2021-09-21,2021-12-29,2021-02-06,2021-03-19,2021-11-30,2021-01-22,2020-08-20,2020-11-17,2021-11-08,2021-04-20,2021-02-26,2020-08-18,2020-09-04,2021-10-26,2021-08-05,2021-04-01,2020-11-24,2020-10-09,2020-09-14,2020-06-19,2020-10-30
Dalmarnock,,,,,,,,,361123,,238238,,,,72450,,,,27003,,,,290834,,,,,,,,,222315,,,,,,,815348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171395,,,,,,,57287,,,,,,,40380,,,23115,245754,,,,,329167,,,,,,,,,,126806,,,22874,,,,,,,,188354,,,,,752865,,109902,,,,,,60788,,,,,46509,,,,,,113224,,,,,,,135776,,52411,,,,,8788,,,,,,,,,,,,55171,64449,,,,,,,109195,,,,,,,,,21582,,,,129101,,,,,319612,,,34154,,,,174583,,,,7421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94128,,,,199017,,,,,,,,,549909,,,,,95060,,,,,,45941,,,,,,,,,,,287728,,,,,,,,,,,,,,,,,,,,,,,,137303,,,,,,,,,,,,,,44753,,,,,,,,,,,,,,,,,,,,,128095,,,,21492,,,,,,,,,,,,,14420,,,,,,,,,,264205,,,,,,,74546,,,,,,,1098979,52676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalmuir,19168,,267371,13216,31022,,,,,,,,101567,,12960,,,132734,21707,,,,,,,,,,,,,,,,,,,193163,,,,153845,,,50580,,,75993,309767,,,,,,,92340,,,,,191488,,,16141,,,,,,,,535886,,35463,,,16667,,,,77744,,,,134062,,,55398,,,,45876,,,,,3417.94991440497,,123192,,,,,22204,,245559,202004,261204,103004,27239,,,,,,,,,,107500,28399,,,,,,236506,,162020,14152,,112772,,,,126953,,,79476,,39797,45694,150353,24521,,187109,28182,,,28397,,,325214,18983,19398,,,,,,2205251,,,,,,25680,36440,106537,,,,,16827,128708,,120521,,,,,,,,,,138246,61077,9130,,,30437,24505,73533,,,10913,,211403,124292,53561,,,,,42670,,,,,,,,,,5320,262890,144743,0,,,,169005,,,,,,,,,,,,,,,,16725,,1863.40657366937,,,,109848,,,73555,33633,,,,53555,24310,551863,,23562,,150943,,,,,,,22124,,,,,,,26460,,,,,,,12127,,168396,,,,,,,,,,197367,,,25174,16017,,,105250,,,,83008,234859,,,,,70230,83454,,,89589,101632,,77830,,,,,,83128,121062,694726,350530,,14977,,32821,23002,,,,,59329,,,,171989,29915,,,162131,,,78886,34987,,,157615,29516,,,,73624,0,,,,12306,,569,,,,,,53355,,243248,4588,,,,29834,,,,120767,,,,,778454,,,,16442,,,233755,5589,,319250,,,187021,,,37429,179779,,,1737.5,,,,,37630,,,,
Dalmuir - Auchinairn (6298),25346,241744,,,,,,,,,,,,,,,,,,,,,,,12769,,,,,,,26470,115721,596,,,,,,,,367425,,,,,,,,,3042,,,,45594,24781,,,,,,,,,,91959,,,,,,,,,,,,,,,,,,,,,,,,15327,108898,143309,,,,,,,,,388,3444,,,,,,,78173,,,,12896,,44256,,,,,,,,,,,,,,,,,,,,,,17305,,,,,21966,,,,,,,,,,,,474,,,,,,,,,,,,19353,1221,852,,,,,,,,,,,,596.893083365925,,,,233396,230662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88916,,,,,,,,,,,,,,781654,,,,,,,,,,,,,,114947,288733,0,,,,,20063,,,,,,,,,,184992,,,,,,360521,0,,,,,,,,,,,,,,,434960,,,,,,,,20280,,,,,501453,,19795,,,,,,,,,,57405,,,,,,124658,,,,,,,,275519,55533,,,,,,,,,,,,,,,,,,,,,,40885,1349.48950354365,,,,,,,,,,,,,,,,,,,,,,,,680,,,,,,,524,,,,,,,,,,1058,,,31297,0,,,,,,,,,,,,,,106871,105672,,,,,,
Dalmuir - Auchinairn (6330),19658,514063,55771,,,,,,,,,,,,,,,,,,,,,,29606,75797,,,,,,93685,107116,14462,,,,,,,,,,,,,,,,,4360,,,,62668,11109,,,,,,,,,,9274.5,,,,,,,,,,,,,,,,,,,,,,,,78587,863129,,,,,,,,,,4341,11897,,,,,,,5451.67785116919,,,,133165,,37776,,,,,,,,,,,,,,,,,,,,,,76830,,,,,51402,,,,,,,,,,,,2138,,,,,,,,,,,,8259.39669084854,1234,1809,,,,,,,,,,,,75135,,,,100457,154929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301971,,,,,,,,,,,,,,189841,181367,1733,,,,,29267,,,,,,,,,,366933,,,,,,68444,1328,,,,,,,,,,,,,,,148920,,,,,,,,,,,,,733872,,44842,,,,,,,,,,26460,,,,,,28759,,,,,,,,37849,153206,,,,,,,,,,,,,,,,,,,,,,21375,18393,,,,,,,,,,,164342,,,,,,,,,,,,,0,,,,,,,6142,,,,,75360,,,,,3658,,,146001,0,,,,,,,,,,,,,,283807,24380,,,,,,
Dalmuir - Clydebank,,,,,,,,,,,,,,,,,,,,,,,,,9982,,,,,,,,101221,1114,,,,,,,,,,,,,,,,,1959,,,,,76376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33469,,,,,,,,,,,297,13944,,,,,,,,,,,,,368368,,,,,,,,,,,,,,,,,,,,,,107990,,,,,9536.67426572692,,,,,,,,,,,,13321,,,,,,,,,,,,,1113,0,,,,,,,,,,,,9877.19521332018,,,,,62144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77811,,,,,,,,,,,,,,,,,24802,,,,,,,,,,,,,,,252281,,,,,,,,,,,,,,,91135,,,,,,,,,,3083.63132047229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,4179,,,,,,,,,,,784,,,,,,,,,,,,,,,,,17792,,,,0,,,,,,,,,,,,,,,,,,,,,
Dalmuir - Minerva St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2624584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113438,,,,,,,,,,,,,,,,,,,,371033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2533247,,,,,,,,,,,,
Dalmuir - SECC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148943,,,,,,,3085.5941945,,,,,,,,,,,13529,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,34522,,,,,,,,20397,,,,,,1072419,,,,,988615,,,,,,,,,,90154,5107.96555185363,,,,,,,,,,,,,,12530,,,,,12300,,,,,,,,,,,,,,,,,165607,,,,,,,,10939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4687.41327368472,,,,,,4455.4248924408,,,,,,,,,,,,,,,23213,,,,,,,,,,6744.84200067665,,,,,,,,,,,51930,,,,,,,,,,,,196872,,,,,,,,72961,,,,,30826,,,,,,,,,,,1264802,,,,1668.36775687006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14053,,,,,,10541,,,,,,,36021,,,,,,,,,,,1486856,,,,,291122,,,,,,,
Dalscone,,,,,,,,,,,,,,,1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,8964,,,,,,,,,,,1643.61171192448,,6803.06492900542,,,,,,,,,,0,,,,,,,,5810.85212634673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2642.38637586894,,,,,,,,,,,,,,,,2801.45263178047,,,,,,,,11443,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,,,,,,,,,3442,,,,,,,,,,,,,,0,,,,,,,,,,,13612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47144,,,,,,,,,,,,,585,,,,,,,,,27598,,,,,2592.03458562818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denny,65695,,185239,,,,,,,,,,,,25571,,,,,,,,,,,,,12176,,,,,,350863,,,,,5963.18722816438,,11181,,,,,,,28102,88393,183184,,,,683,63287,918.307516010291,,,,,,,32343,,,253911,,,,,,,12307,,,,,,,,,,,,,,,,,,,65804,,,38829,,,,113493,,5983,48251,,,,,,,164660,35034,,,7288.66318103732,,33061,,,,,,,,,,,66581,,,,97324,,,,,,12071,,,,,,2323.528436087,,,,124906,,,,,,,,,,,,,,,,,,,,,,6776,,12211,,,,,,,58686,27235,,65869,,,,48108,,,132228,29811,,,,14766,,,,,,,,,,,,,57080,105078,,3746,,,,77096,,,,,,,,,,,,323,82213,87487,,,,,2926.00478156476,27844,47923,,,,78875,,,,,,,,72219,,,,,,,,41241,,,,,,,,,9067.47066917601,,,,,,,,,,,,,,,,,0,,,29713,,,,,,,,,,61109,,,3397,,,,28292,,,,,,,,,,,,,17874,,,,,,,,,,,,,,,,,,,,15453,,,,,,,,12836,,,,3905,,,6079.86943939271,,,,,,,,,,,249793,,,20737,,,,,9499,,,,,,,,,,,,,,,,,227948,,837.558220432,51304,,7634,,,,,134990,,,,110523,,,,,,,,,,,,,,,,
Dunbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130688,,,86412,336547,,,,,,,,,2341,,,,,,,,,,,,49375,,,,,,,,,,18186,,,,,,,,,,,,,,,,,113747,146913,,,,,,,,,,,0,,9721.66410051078,,,,457146,,1657,,,,,,,,,,,,,,,,,,,62963,897,,,,,,,,,,,,,,,,,,,61762,,,,,,,,,,,,,,,,,,,,,,,,254931,,,,37336,,48780,,,,,245758,,,,,,,,,,,,,,,162048,,,,,,331132,6696.45889212927,,0,,,,,,,,,,,,,,,211835,6695,,,,,,,,0,,,,,,0,27549,,,,,,,,,,2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15344,,,,,,,351300,39307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunblane,31986,,199696,0,,,,,158322,,,,,,,,,,,,,,,,,363767,,,,,,,,,,,,,106837,11373,,,,,,,,,,,,,,,253521,,,,,,219956,,,,,206148,,,,,,191626,,,,,,,,,,,,,69789,,,,,,,,,,829,,,,,124579,996,,,8102.2086783644,,,,72818,25193,,,,25145,,157310,,,78634,,,,,,,,,,,,,,,,,160135,37969,,,,,,14586,,,,103664,,,,852,,,335419,1986,,,,,,,,,,,113277,,,,35510,,,,,,,,94404,,168645,,,,,76395,,,,,,,,,,,,,,,59956,,,,,,,,,,,,,50609,,,31661912,,,,,,,,,12087,,,,,,185607,,5433,,,,,347198,,,,,,,,73924,,,,,,,,,,,,,,,,,,,,,2114,,,,,,,,,,,,,240959,,,366570,1699,,,,,,,,,190754,,,,,,168313,,,,,,,,,,,,,,,,,,,,,,,,,81445,,,,,,1358,,,4396,,,,,,2915,,94685,,,,5233,175646,,,,,,,,,,,,,,,,,,,,,3697,,,,,,,,,,,212257,,,,,,427621,133970,39711,485,,,,,,,,,,,,,,,,,,,,,49484,,,,,,
Dunfermline,,273204,,,,,,,,44642,592556,,,,33031,,12464,,28251,,,,141091,225215,43191,188530,,,18697,,0,200176,,,,,,138048,,,,343028,,,,189833,18754,,,,13851,,,19934,,,,0,,,,110024,,,,,,,,,,,,,62342,,,,,0,,13036,,,,97887,,,,156652,,83920,,,,3703.16925371399,,,146771,,,,,,64637,,583109,,,,,623,,,,,,140343,,,27325,8497,,,,494184,346388,,116459,2432,,,,,,,326350,,,0,25707,,332453,,,,,266025,,,,,,22420,,,,,,92241,3129546,18587,,585,,,,,,,,,,2541,,,,349238,,22660,28348,,,,241413,,75471,,,,,84544,,12208,53158,3645,1725,,,107497,13021,,,,213323,,,11993,,,,,,,,4317,,,,,15082,,375256,,652417,,,,,,,,19225,379,0,,,4746,,0,,,,,,,,98810,,,66048,132325,101931,,452435,,,,,,127525,294801,,,,,,168178,64314,,,,,12680,5245.76662290054,2718,,,,23913,0,,,353655,,138756,,,,,,176911,,,4694,44877,187851,,,,37351,,132661,,3145,,139631,,21811,,,12099,,,,,,,,,2897,,,752500,,,1454,134249,,6312.16041765481,,,,,,,,,403150,10432,,,35908,,,,,,,,,0,336766,,,,,,660342,12768,37041,,,,,,,,,,,112787,388731,,,,,,,,,,,,,6299,24544,,27485,,,740,220542,316912,,24814,,18759,,,158798,,,,0,,,18539,,,2955,,9640.11662140971
Dunnswood,104746,,,,,265453,,,,,,,,,,,,,,,,,,,20359,,,,148789,,,,,,,,54660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133366,,,,,,,,,,,,,,,,,,,,,,,115451,,,,,,,,33518,,,,,,,,,3239,,,,,,,,,,,,,,,,,,,,19994,,,,,,,,,,,1819957,6823,,,,,,,352126,,,,,4653,,,,,,,,,,,,,,,,,,,,,,,,,,65673,,,,,,,,,,,,,,196190,,,,,,,,,,,,,,,,,880179,,,,,,,,,,,,,,19173,,,,,,,,,,,,69506,,,,79654,,1150,,,,,,,,,,29328,,,,,,,,,,,209630,,,,,,,,,,,,,,222690,17425,,,,,,7369,,,,20282,,,,,104315,,,,,,,,,,,,,,13612,,,,,,,,,,8219,,,,,,,64212,,,10522,,,,,141285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204741,,,,,,,
Dunnswood - Carrickstone,,,,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3155,,,,,,,,,,,,,,,,,,4742,,,,,,,,,,,1858,,,,,,,,,,,,,,,,,,,,3033,,,,9066,,,,,,,,,,,,,30243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,,,,,,,,,,,,,,,,,,,,5442,,,,,
Dunoon,,,68893,,,,,,,,,,,,,,,,,,,,,,,21760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23882,,,,,,,,,,,,,,,,,,75685,,,,,,,,,,,,,,,,,,,22013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30694,,,,,,,,,,,,,,,,
Duns,,,36564,,2673,,,,102886,632.265308989521,65399,,,,1148,,,,0,,,,,,,,,1134,,,,1676.90031495948,,0,,,,83182,,,8596.34323929374,29558,,,,,,,,,0,,0,0,,,,,,,,,501,,,,,,,,,,,,,,,,,,,,,,,,,1426,,18946,,,,,,,,,,30440,,0,,4334.22475913098,,,15229,,,,,,124655,,34352,,,63261,0,,,,,,,,,,,,,,,8229.65576786307,,,,,,,,,,,,,,,10798,,,,,,,,,,,,,,,,,,,,18694,0,,,45983,,,,8660.59452685328,,0,,,,,,,,,,,,,91252,,,,,,,11605,,,,,,8231.23391565147,0,,0,,,,,,,,979,,,,,,,,,18806,,,,,,12872,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,59850,,0,,,,,,,,,,,,,,,,34054,1319,,,518,26566,,,,,,,,,181257,,432,,,,,,,,,,0,,,,0,,,750.528835869055,,,,,,,,,,,,,,,,,,,,,,,,,,521,,,,,,1835,,,,,,,,,59930,,,,,45337,,,,,,,,,,,,,,146842,,,9348,,19377,,30803,,,,,68224,735.269887002102,,,,9568.49785004933,,,,,,,,,,,,155741,,3207,,,,,703,,,,,
East Calder,,,,,49452,,,,522450,44252,,,,,,,,,,,,,,,,164819,,51315,,,,,,,,,,,221240,12845,293885,206956,,,,,,,,162595,,,11242,,,,,,,,,,25362,,,,,,,,,265564,63070,,,,1250,,,,,,,,,58095,,,,,,,,,78207,,,,227439,,,32737,82650,9558.64273815255,28408,,130744,107365,,,,,,,61357,,28727,168563,,,52689,,,,,,683154,295440,,30961,,,,,506705,,,,25227,,,5347.41940672307,138592,56471,,,33292,,315460,,,,,,,,,,,,,,,,202953,,25313,3578,,76771,,,75011,,,195137,132635,336120,38422,,,,,,,,,,,,,,,,,,,,,94085,,,,,167836,,,2327,,,,79096,,,,2927,,,,,,,359177,,,49120,,,,,,1945,,,,,,4689,,,,,,,,,1643,,,,,,,,332039,,,,,,,,,,,17773,,177140,,42573,,,,,,,,,769658,,,,,,,77699,,,,,,,53978,15472,,,,,,118691,,,90425,318658,,,,33703,,,5000,,,,112551,,,,,,,,,,,,,,,111623,,77846,39219,,,,,11408,61825,,,,335582,,214309,,15509,,,,,,108733,,,,,403064,,,,,,,,,143903,,,,,167020,272453,81314,,,111180,,99818,,,,,332526,24197,,,,,,,,,667415,,,,,,,171492,,,,,,,,,,,,
Ellon,,,,,,,,,,16609,,,,,,,,,,,,,,2346.45385709418,,,,,,,,67373,21599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20772,,,,,,302.893124881753,,,,152005,0,8241,,0,,,119483,,,,,,,,,,,,,,,,,,,,47387,49111,,,,,,459370,,,,,,,,,,,,,,,,,,,,,,,,,,46333,,,,,25640,,,1161,23231,,,,311525,,,,60113,,1395.4425742231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.8812309978,,,,,,,,120761,,39419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205186,287411,,,,,,,,,,,,,,,,,,,,,,20123,,,,,,,,,71396,3901,,,68891,,,,,,141749,,,,,,0,,,,,,,,,,,,,,,,,,,,697,,,,,,,,,0,,,,,,767,76734,,,,,,,,,,,,,211943,240151,2646,,,,,,0,,,,,320,107702,,,,,111435,,,,,,,,0,,,,,,,,,,,,,,,,354694,,,,,,51534,,,,,,
Erskine,,,220146,,,,,,,,,,,,,,,163511,,,,,,,,134157,,,,,,,,,,,,,,,73330,86610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102348,,,,,,,,,,,,,,,,,,,,,,70533,,,,,,78231,,,,,,,,,,,,,,257828,28474,,,,,,,,,,,,,,,,,,107152,,,,,,,,,,,,,,,,,,,,,,,,,,,126783,,115853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158026,,,,,,,,,,,,,,,,,,,,,,112793,,,,,,,,,,458950,,,,,,93159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54287,90777,,,,,,,,,,22080,161510,,,158869,,,,,,,,,,,,,,,36648,,,,,,,,,,,,,,,,,120013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20302,,,,,,,,,,,,,,,,,,,,,,255703,,,,,,,129009,,,,,,,,,,,,
Eyemouth,,,37410,,,,,,,,,,,,,,,,2712,,,,,,,180560,,,,,,,,,,,,,16306,,,,,,,,0,33882,,,,,,,,0,,,,,,,,,,149479,,,,,100818,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,8410,,,,,,,,23358,,,,,,,,,,,,,,,,,,,46980,,883,,,,,,,,,,,,0,98763,0,,76825,4591,,,0,,,,377,,,,,,,,,,,38679,,0,17057,,,,,,0,,,,33284,,,,,,93216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,,,,,,,,,,,,,,19342,313156,,,,365,,,,,,,,,,,,,,,,351937,,,,77373,,,,,,22243,25282,0,,,,90102,,,,,,,,,,,,,,,,,131356,,,,,,,46319,67618,17780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95408,,,,,,128219,,,,,,,,,,,,0,,,,,,,,,,,,,,,1587,,,,,,0,,,,,,,,,,,,,,,,4239,,,,,
