Allanfearn,2020-01-06,0
Shieldhall,2020-01-07,0
Allanfearn,2020-01-09,2353
Annan,2020-01-09,0
Carbarns,2020-01-09,12854
Dalmuir,2020-01-09,9130
Galashiels,2020-01-09,0
Hawick,2020-01-09,6326
Helensburgh,2020-01-09,0
Levenmouth,2020-01-09,0
Lockerbie,2020-01-09,0
Meadowhead,2020-01-09,3172
Nigg,2020-01-09,1512
Peebles,2020-01-09,0
Shieldhall,2020-01-09,6517
Stirling,2020-01-09,0
Stornoway,2020-01-09,0
Troqueer,2020-01-09,0
Helensburgh,2020-01-10,0
Lockerbie,2020-01-10,0
Meadowhead,2020-01-10,24566
Allanfearn,2020-01-12,3061
Annan,2020-01-12,0
Carbarns,2020-01-12,26955
Dalmuir,2020-01-12,50580
Galashiels,2020-01-12,1195
Hamilton,2020-01-12,66589
Hawick,2020-01-12,10720
Kirkwall,2020-01-12,0
Levenmouth,2020-01-12,69431
Nairn,2020-01-12,0
Peebles,2020-01-12,5026
Philipshill,2020-01-12,249169
Shieldhall,2020-01-12,68759
Allanfearn,2020-02-06,0
Hatton,2020-02-06,1175
Allanfearn,2020-02-09,2912
Carbarns,2020-02-09,11620
Dunfermline,2020-02-09,379
Hamilton,2020-02-09,1870
Hatton,2020-02-09,1870
Kirkwall,2020-02-09,0
Lerwick,2020-02-09,0
Nairn,2020-02-09,0
Seafield,2020-02-09,1691
Shieldhall,2020-02-09,10154
Allanfearn,2020-02-10,1982
Carbarns,2020-02-10,55566
Dalscone,2020-02-10,13612
Dunfermline,2020-02-10,5246
Fort William,2020-02-10,132153
Levenmouth,2020-02-10,3977
Lockerbie,2020-02-10,1742
Nigg,2020-02-10,10102
Philipshill,2020-02-10,29868
Shieldhall,2020-02-10,57776
Stirling,2020-02-10,10892
Allanfearn,2020-02-11,6749
Carbarns,2020-02-11,65402
Dunfermline,2020-02-11,28348
Kirkwall,2020-02-11,0
Levenmouth,2020-02-11,48571
Lockerbie,2020-02-11,2979
Meadowhead,2020-02-11,25865
Nigg,2020-02-11,15855
Seafield,2020-02-11,40763
Shieldhall,2020-02-11,17316
Stirling,2020-02-11,480
Troqueer,2020-02-11,21239
Allanfearn,2020-02-12,2215
Carbarns,2020-02-12,23853
Hamilton,2020-02-12,37079
Helensburgh,2020-02-12,12884
Kirkwall,2020-02-12,0
Lerwick,2020-02-12,0
Levenmouth,2020-02-12,25636
Lockerbie,2020-02-12,0
Philipshill,2020-02-12,35387
Shieldhall,2020-02-12,55110
Dunfermline,2020-03-06,0
Falkirk,2020-03-06,0
Galashiels,2020-03-06,0
Nigg,2020-03-06,0
Philipshill,2020-03-06,405
Shieldhall,2020-03-06,943
Troqueer,2020-03-06,0
Shieldhall,2020-03-07,0
Nigg,2020-03-08,759
Falkirk,2020-03-09,1903
Allanfearn,2020-03-11,16654
Annan,2020-03-11,2180
Dalmuir,2020-03-11,16141
Galashiels,2020-03-11,21303
Hamilton,2020-03-11,207349
Hawick,2020-03-11,1068
Lerwick,2020-03-11,0
Levenmouth,2020-03-11,39414
Nairn,2020-03-11,2390
Peebles,2020-03-11,0
Shieldhall,2020-03-11,20457
Stornoway,2020-03-11,0
Seafield,2020-03-12,57888
Shieldhall,2020-03-12,61740
Stirling,2020-03-12,8618
Allanfearn,2020-04-06,0
Levenmouth,2020-04-06,0
Nairn,2020-04-06,0
Shieldhall,2020-04-06,748
Allanfearn,2020-04-09,7868
Carbarns,2020-04-09,3205
Dunfermline,2020-04-09,0
Fort William,2020-04-09,560
Levenmouth,2020-04-09,0
Nigg,2020-04-09,800
Philipshill,2020-04-09,7845
Shieldhall,2020-04-09,10614
Allanfearn,2020-04-11,4220
Carbarns,2020-04-11,21233
Hatton,2020-04-11,58928
Kirkwall,2020-04-11,0
Levenmouth,2020-04-11,23820
Philipshill,2020-04-11,42714
Shieldhall,2020-04-11,20568
Allanfearn,2020-04-12,2715
Dalbeattie,2020-04-12,582
Dalscone,2020-04-12,3442
Falkirk,2020-04-12,25709
Fort William,2020-04-12,2130
Hatton,2020-04-12,29775
Levenmouth,2020-04-12,60716
Lockerbie,2020-04-12,445
Shieldhall,2020-04-12,38967
Troqueer,2020-04-12,3041
Dunfermline,2020-05-08,623
Allanfearn,2020-05-10,5518
Carbarns,2020-05-10,128115
Dalbeattie,2020-05-10,7650
Helensburgh,2020-05-10,0
Levenmouth,2020-05-10,1863
Lockerbie,2020-05-10,0
Nigg,2020-05-10,5268
Shieldhall,2020-05-10,10611
Stornoway,2020-05-10,0
Troqueer,2020-05-10,6783
Annan,2020-05-28,0
Carbarns,2020-05-28,0
Dunfermline,2020-05-28,0
Levenmouth,2020-05-28,0
Nigg,2020-05-28,0
Shieldhall,2020-05-28,1462
Dalmuir,2020-05-29,569
Hatton,2020-05-29,1752
Philipshill,2020-05-29,0
Nigg,2020-06-06,0
Shieldhall,2020-06-07,0
Troqueer,2020-06-07,0
Dunfermline,2020-06-09,585
Levenmouth,2020-06-09,0
Allanfearn,2020-06-10,3496
Annan,2020-06-10,0
Carbarns,2020-06-10,59558
Dalmuir,2020-06-10,73533
Dalscone,2020-06-10,11443
Dunfermline,2020-06-10,12208
Galashiels,2020-06-10,3991
Hatton,2020-06-10,9348
Hawick,2020-06-10,7474
Helensburgh,2020-06-10,3975
Levenmouth,2020-06-10,2998
Lockerbie,2020-06-10,0
Nigg,2020-06-10,9746
Peebles,2020-06-10,0
Philipshill,2020-06-10,98134
Shieldhall,2020-06-10,20250
Stirling,2020-06-10,0
Allanfearn,2020-06-11,6349
