"","name","location_name","flow_rate","population_served","time","system_setting","sampling_frequency","institution_type","N1","N1_presence","N1_limit","N1_unit","Longitude","Latitude"
"892","UK_SC_Site60_S9","Kelso, Borders, Scotland, GB",NA,7070,1.619568e+12,"sewershed","","",0,"absence",1316,"gc/L",-2.788191,55.576311
"893","UK_SC_Site60_S10","Kelso, Borders, Scotland, GB",NA,7070,1619654400000,"sewershed","","",0,"absence",1316,"gc/L",-2.788191,55.576311
"894","UK_SC_Site60_S11","Kelso, Borders, Scotland, GB",NA,7070,1620259200000,"sewershed","","",658,"presence",1316,"gc/L",-2.788191,55.576311
"895","UK_SC_Site60_S12","Kelso, Borders, Scotland, GB",NA,7070,1620345600000,"sewershed","","",658,"presence",1316,"gc/L",-2.788191,55.576311
"896","UK_SC_Site60_S13","Kelso, Borders, Scotland, GB",NA,7070,1620777600000,"sewershed","","",0,"absence",1316,"gc/L",-2.788191,55.576311
"897","UK_SC_Site60_S14","Kelso, Borders, Scotland, GB",NA,7070,1.620864e+12,"sewershed","","",4977,"presence",1316,"gc/L",-2.788191,55.576311
"898","UK_SC_Site60_S15","Kelso, Borders, Scotland, GB",NA,7070,1621382400000,"sewershed","","",3926,"presence",1316,"gc/L",-2.788191,55.576311
"899","UK_SC_Site60_S16","Kelso, Borders, Scotland, GB",NA,7070,1621468800000,"sewershed","","",658,"presence",1316,"gc/L",-2.788191,55.576311
"900","UK_SC_Site60_S17","Kelso, Borders, Scotland, GB",NA,7070,1621987200000,"sewershed","","",0,"absence",1316,"gc/L",-2.788191,55.576311
"901","UK_SC_Site60_S18","Kelso, Borders, Scotland, GB",NA,7070,1622073600000,"sewershed","","",0,"absence",1316,"gc/L",-2.788191,55.576311
"902","UK_SC_Site60_S19","Kelso, Borders, Scotland, GB",NA,7070,1.622592e+12,"sewershed","","",0,"absence",1316,"gc/L",-2.788191,55.576311
"903","UK_SC_Site60_S20","Kelso, Borders, Scotland, GB",NA,7070,1622678400000,"sewershed","","",0,"absence",1316,"gc/L",-2.788191,55.576311
"904","UK_SC_Site60_S21","Kelso, Borders, Scotland, GB",NA,7070,1623283200000,"sewershed","","",0,"absence",1316,"gc/L",-2.788191,55.576311
"905","UK_SC_Site60_S22","Kelso, Borders, Scotland, GB",NA,7070,1623369600000,"sewershed","","",2939,"presence",1316,"gc/L",-2.788191,55.576311
"906","UK_SC_Site60_S23","Kelso, Borders, Scotland, GB",NA,7070,1623628800000,"sewershed","","",0,"absence",1316,"gc/L",-2.788191,55.576311
"907","UK_SC_Site60_S24","Kelso, Borders, Scotland, GB",NA,7070,1.623888e+12,"sewershed","","",658,"presence",1316,"gc/L",-2.788191,55.576311
"908","UK_SC_Site60_S25","Kelso, Borders, Scotland, GB",NA,7070,1624406400000,"sewershed","","",10400,"presence",1316,"gc/L",-2.788191,55.576311
"909","UK_SC_Site60_S26","Kelso, Borders, Scotland, GB",NA,7070,1624492800000,"sewershed","","",14594,"presence",1316,"gc/L",-2.788191,55.576311
"910","UK_SC_Site60_S27","Kelso, Borders, Scotland, GB",NA,7070,1625011200000,"sewershed","","",15496,"presence",1316,"gc/L",-2.788191,55.576311
"911","UK_SC_Site60_S28","Kelso, Borders, Scotland, GB",NA,7070,1625097600000,"sewershed","","",73751,"presence",1316,"gc/L",-2.788191,55.576311
"912","UK_SC_Site60_S29","Kelso, Borders, Scotland, GB",NA,7070,1.625616e+12,"sewershed","","",40824,"presence",1316,"gc/L",-2.788191,55.576311
"913","UK_SC_Site60_S30","Kelso, Borders, Scotland, GB",NA,7070,1625702400000,"sewershed","","",10723,"presence",1316,"gc/L",-2.788191,55.576311
"914","UK_SC_Site60_S31","Kelso, Borders, Scotland, GB",NA,7070,1626825600000,"sewershed","","",11992,"presence",1316,"gc/L",-2.788191,55.576311
"915","UK_SC_Site60_S32","Kelso, Borders, Scotland, GB",NA,7070,1627516800000,"sewershed","","",17406,"presence",1316,"gc/L",-2.788191,55.576311
"916","UK_SC_Site60_S33","Kelso, Borders, Scotland, GB",NA,7070,1629244800000,"sewershed","","",0,"absence",1316,"gc/L",-2.788191,55.576311
"917","UK_SC_Site60_S34","Kelso, Borders, Scotland, GB",NA,7070,1.630368e+12,"sewershed","","",15351,"presence",1316,"gc/L",-2.788191,55.576311
"918","UK_SC_Site60_S35","Kelso, Borders, Scotland, GB",NA,7070,1630540800000,"sewershed","","",80131,"presence",1316,"gc/L",-2.788191,55.576311
"919","UK_SC_Site60_S36","Kelso, Borders, Scotland, GB",NA,7070,1631059200000,"sewershed","","",135543,"presence",1316,"gc/L",-2.788191,55.576311
"920","UK_SC_Site60_S37","Kelso, Borders, Scotland, GB",NA,7070,1631145600000,"sewershed","","",67391,"presence",1316,"gc/L",-2.788191,55.576311
"921","UK_SC_Site60_S38","Kelso, Borders, Scotland, GB",NA,7070,1.631664e+12,"sewershed","","",35011,"presence",1316,"gc/L",-2.788191,55.576311
"922","UK_SC_Site60_S39","Kelso, Borders, Scotland, GB",NA,7070,1631750400000,"sewershed","","",54319,"presence",1316,"gc/L",-2.788191,55.576311
"923","UK_SC_Site60_S40","Kelso, Borders, Scotland, GB",NA,7070,1632268800000,"sewershed","","",21963,"presence",1316,"gc/L",-2.788191,55.576311
"924","UK_SC_Site60_S41","Kelso, Borders, Scotland, GB",NA,7070,1632355200000,"sewershed","","",41297,"presence",1316,"gc/L",-2.788191,55.576311
"925","UK_SC_Site60_S42","Kelso, Borders, Scotland, GB",NA,7070,1.63296e+12,"sewershed","","",658,"presence",1316,"gc/L",-2.788191,55.576311
"926","UK_SC_Site60_S43","Kelso, Borders, Scotland, GB",NA,7070,1633478400000,"sewershed","","",658,"presence",1316,"gc/L",-2.788191,55.576311
"927","UK_SC_Site60_S44","Kelso, Borders, Scotland, GB",NA,7070,1.634688e+12,"sewershed","","",9039,"presence",1316,"gc/L",-2.788191,55.576311
"928","UK_SC_Site60_S45","Kelso, Borders, Scotland, GB",NA,7070,1634774400000,"sewershed","","",7414,"presence",1316,"gc/L",-2.788191,55.576311
"929","UK_SC_Site60_S46","Kelso, Borders, Scotland, GB",NA,7070,1635379200000,"sewershed","","",89550,"presence",1316,"gc/L",-2.788191,55.576311
"930","UK_SC_Site60_S47","Kelso, Borders, Scotland, GB",NA,7070,1635465600000,"sewershed","","",39923,"presence",1316,"gc/L",-2.788191,55.576311
"931","UK_SC_Site60_S48","Kelso, Borders, Scotland, GB",NA,7070,1635897600000,"sewershed","","",63964,"presence",1316,"gc/L",-2.788191,55.576311
"932","UK_SC_Site60_S49","Kelso, Borders, Scotland, GB",NA,7070,1.635984e+12,"sewershed","","",18152,"presence",1316,"gc/L",-2.788191,55.576311
"933","UK_SC_Site60_S50","Kelso, Borders, Scotland, GB",NA,7070,1636588800000,"sewershed","","",11811,"presence",1316,"gc/L",-2.788191,55.576311
"934","UK_SC_Site60_S51","Kelso, Borders, Scotland, GB",NA,7070,1636675200000,"sewershed","","",19782,"presence",1316,"gc/L",-2.788191,55.576311
"935","UK_SC_Site60_S52","Kelso, Borders, Scotland, GB",NA,7070,1637020800000,"sewershed","","",59689,"presence",1316,"gc/L",-2.788191,55.576311
"936","UK_SC_Site60_S53","Kelso, Borders, Scotland, GB",NA,7070,1637107200000,"sewershed","","",204594,"presence",1316,"gc/L",-2.788191,55.576311
"937","UK_SC_Site60_S54","Kelso, Borders, Scotland, GB",NA,7070,1637625600000,"sewershed","","",32013,"presence",1316,"gc/L",-2.788191,55.576311
"938","UK_SC_Site60_S55","Kelso, Borders, Scotland, GB",NA,7070,1.637712e+12,"sewershed","","",49054,"presence",1316,"gc/L",-2.788191,55.576311
"939","UK_SC_Site60_S56","Kelso, Borders, Scotland, GB",NA,7070,1638835200000,"sewershed","","",51374,"presence",1316,"gc/L",-2.788191,55.576311
"940","UK_SC_Site60_S57","Kelso, Borders, Scotland, GB",NA,7070,1638921600000,"sewershed","","",30300,"presence",1316,"gc/L",-2.788191,55.576311
"941","UK_SC_Site60_S58","Kelso, Borders, Scotland, GB",NA,7070,1.63944e+12,"sewershed","","",220037,"presence",1316,"gc/L",-2.788191,55.576311
"942","UK_SC_Site60_S59","Kelso, Borders, Scotland, GB",NA,7070,1641254400000,"sewershed","","",52428,"presence",1316,"gc/L",-2.788191,55.576311
"943","UK_SC_Site60_S60","Kelso, Borders, Scotland, GB",NA,7070,1641340800000,"sewershed","","",68710,"presence",1316,"gc/L",-2.788191,55.576311
"944","UK_SC_Site60_S61","Kelso, Borders, Scotland, GB",NA,7070,1641859200000,"sewershed","","",152439,"presence",1316,"gc/L",-2.788191,55.576311
"945","UK_SC_Site60_S62","Kelso, Borders, Scotland, GB",NA,7070,1641945600000,"sewershed","","",62192,"presence",1316,"gc/L",-2.788191,55.576311
"946","UK_SC_Site83_S1","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1613001600000,"sewershed","","",658,"presence",1316,"gc/L",-2.6727,55.57698
"947","UK_SC_Site83_S2","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1613347200000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"948","UK_SC_Site83_S3","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1613433600000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"949","UK_SC_Site83_S4","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1614211200000,"sewershed","","",3109,"presence",1316,"gc/L",-2.6727,55.57698
"950","UK_SC_Site83_S5","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1614297600000,"sewershed","","",10014,"presence",1316,"gc/L",-2.6727,55.57698
"951","UK_SC_Site83_S6","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1614556800000,"sewershed","","",6078,"presence",1316,"gc/L",-2.6727,55.57698
"952","UK_SC_Site83_S7","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1614643200000,"sewershed","","",658,"presence",1316,"gc/L",-2.6727,55.57698
"953","UK_SC_Site83_S8","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1615161600000,"sewershed","","",18947,"presence",1316,"gc/L",-2.6727,55.57698
"954","UK_SC_Site83_S9","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1.615248e+12,"sewershed","","",3949,"presence",1316,"gc/L",-2.6727,55.57698
"955","UK_SC_Site83_S10","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1615766400000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"956","UK_SC_Site83_S11","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1615852800000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"957","UK_SC_Site83_S12","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1616630400000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"958","UK_SC_Site83_S13","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1617148800000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"959","UK_SC_Site83_S14","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1617321600000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"960","UK_SC_Site83_S15","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1617667200000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"961","UK_SC_Site83_S16","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1.61784e+12,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"962","UK_SC_Site83_S17","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1618185600000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"963","UK_SC_Site83_S18","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1619395200000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"964","UK_SC_Site83_S19","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1619740800000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"965","UK_SC_Site83_S20","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1620086400000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"966","UK_SC_Site83_S21","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1620604800000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"967","UK_SC_Site83_S22","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1620950400000,"sewershed","","",658,"presence",1316,"gc/L",-2.6727,55.57698
"968","UK_SC_Site83_S23","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1621209600000,"sewershed","","",3691,"presence",1316,"gc/L",-2.6727,55.57698
"969","UK_SC_Site83_S24","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1621814400000,"sewershed","","",2549,"presence",1316,"gc/L",-2.6727,55.57698
"970","UK_SC_Site83_S25","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1.62216e+12,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"971","UK_SC_Site83_S26","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1622505600000,"sewershed","","",17542,"presence",1316,"gc/L",-2.6727,55.57698
"972","UK_SC_Site83_S27","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1.622592e+12,"sewershed","","",3797,"presence",1316,"gc/L",-2.6727,55.57698
"973","UK_SC_Site83_S28","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1.623024e+12,"sewershed","","",1973,"presence",1316,"gc/L",-2.6727,55.57698
"974","UK_SC_Site83_S29","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1623369600000,"sewershed","","",658,"presence",1316,"gc/L",-2.6727,55.57698
"975","UK_SC_Site83_S30","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1623628800000,"sewershed","","",2283,"presence",1316,"gc/L",-2.6727,55.57698
"976","UK_SC_Site83_S31","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1623715200000,"sewershed","","",2899,"presence",1316,"gc/L",-2.6727,55.57698
"977","UK_SC_Site83_S32","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1624233600000,"sewershed","","",658,"presence",1316,"gc/L",-2.6727,55.57698
"978","UK_SC_Site83_S33","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1624406400000,"sewershed","","",658,"presence",1316,"gc/L",-2.6727,55.57698
"979","UK_SC_Site83_S34","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1624838400000,"sewershed","","",4017,"presence",1316,"gc/L",-2.6727,55.57698
"980","UK_SC_Site83_S35","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1624924800000,"sewershed","","",9892,"presence",1316,"gc/L",-2.6727,55.57698
"981","UK_SC_Site83_S36","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1625443200000,"sewershed","","",13530,"presence",1316,"gc/L",-2.6727,55.57698
"982","UK_SC_Site83_S37","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1625529600000,"sewershed","","",56242,"presence",1316,"gc/L",-2.6727,55.57698
"983","UK_SC_Site83_S38","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1.626048e+12,"sewershed","","",44874,"presence",1316,"gc/L",-2.6727,55.57698
"984","UK_SC_Site83_S39","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1626134400000,"sewershed","","",27343,"presence",1316,"gc/L",-2.6727,55.57698
"985","UK_SC_Site83_S40","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1626739200000,"sewershed","","",630566,"presence",1316,"gc/L",-2.6727,55.57698
"986","UK_SC_Site83_S41","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1626825600000,"sewershed","","",224665,"presence",1316,"gc/L",-2.6727,55.57698
"987","UK_SC_Site83_S42","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1627257600000,"sewershed","","",211159,"presence",1316,"gc/L",-2.6727,55.57698
"988","UK_SC_Site83_S43","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1627516800000,"sewershed","","",658,"presence",1316,"gc/L",-2.6727,55.57698
"989","UK_SC_Site83_S44","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1627862400000,"sewershed","","",658,"presence",1316,"gc/L",-2.6727,55.57698
"990","UK_SC_Site83_S45","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1628553600000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"991","UK_SC_Site83_S46","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1629417600000,"sewershed","","",19251,"presence",1316,"gc/L",-2.6727,55.57698
"992","UK_SC_Site83_S47","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1630281600000,"sewershed","","",58960,"presence",1316,"gc/L",-2.6727,55.57698
"993","UK_SC_Site83_S48","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1.631232e+12,"sewershed","","",29673,"presence",1316,"gc/L",-2.6727,55.57698
"994","UK_SC_Site83_S49","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1631491200000,"sewershed","","",61803,"presence",1316,"gc/L",-2.6727,55.57698
"995","UK_SC_Site83_S50","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1631836800000,"sewershed","","",78037,"presence",1316,"gc/L",-2.6727,55.57698
"996","UK_SC_Site83_S51","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1632700800000,"sewershed","","",431808,"presence",1316,"gc/L",-2.6727,55.57698
"997","UK_SC_Site83_S52","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1633305600000,"sewershed","","",61760,"presence",1316,"gc/L",-2.6727,55.57698
"998","UK_SC_Site83_S53","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1634515200000,"sewershed","","",7404,"presence",1316,"gc/L",-2.6727,55.57698
"999","UK_SC_Site83_S54","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1634860800000,"sewershed","","",318045,"presence",1316,"gc/L",-2.6727,55.57698
"1000","UK_SC_Site83_S55","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1635379200000,"sewershed","","",46918,"presence",1316,"gc/L",-2.6727,55.57698
"1001","UK_SC_Site83_S56","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1635724800000,"sewershed","","",70768,"presence",1316,"gc/L",-2.6727,55.57698
"1002","UK_SC_Site83_S57","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1636070400000,"sewershed","","",101475,"presence",1316,"gc/L",-2.6727,55.57698
"1003","UK_SC_Site83_S58","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1636934400000,"sewershed","","",408360,"presence",1316,"gc/L",-2.6727,55.57698
"1004","UK_SC_Site83_S59","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1637539200000,"sewershed","","",187982,"presence",1316,"gc/L",-2.6727,55.57698
"1005","UK_SC_Site83_S60","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1637798400000,"sewershed","","",326685,"presence",1316,"gc/L",-2.6727,55.57698
"1006","UK_SC_Site83_S61","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1638748800000,"sewershed","","",24691,"presence",1316,"gc/L",-2.6727,55.57698
"1007","UK_SC_Site83_S62","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1.639008e+12,"sewershed","","",658,"presence",1316,"gc/L",-2.6727,55.57698
"1008","UK_SC_Site83_S63","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1639353600000,"sewershed","","",9450,"presence",1316,"gc/L",-2.6727,55.57698
"1009","UK_SC_Site83_S64","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1639699200000,"sewershed","","",0,"absence",1316,"gc/L",-2.6727,55.57698
"1010","UK_SC_Site83_S65","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1641340800000,"sewershed","","",101568,"presence",1316,"gc/L",-2.6727,55.57698
"1011","UK_SC_Site83_S66","Newtown St Boswell, Borders, Scotland, GB",NA,1463,1641772800000,"sewershed","","",113632,"presence",1316,"gc/L",-2.6727,55.57698
"1012","UK_SC_Site86_S1","Peebles, Borders, Scotland, GB",NA,8352,1593475200000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1013","UK_SC_Site86_S2","Peebles, Borders, Scotland, GB",NA,8352,1597363200000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1014","UK_SC_Site86_S3","Peebles, Borders, Scotland, GB",NA,8352,1597708800000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1015","UK_SC_Site86_S4","Peebles, Borders, Scotland, GB",NA,8352,1598313600000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1016","UK_SC_Site86_S5","Peebles, Borders, Scotland, GB",NA,8352,1598918400000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1017","UK_SC_Site86_S6","Peebles, Borders, Scotland, GB",NA,8352,1599523200000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1018","UK_SC_Site86_S7","Peebles, Borders, Scotland, GB",NA,8352,1.600128e+12,"sewershed","","",3201,"presence",1316,"gc/L",-3.19283,55.65194
"1019","UK_SC_Site86_S8","Peebles, Borders, Scotland, GB",NA,8352,1.600992e+12,"sewershed","","",7537,"presence",1316,"gc/L",-3.19283,55.65194
"1020","UK_SC_Site86_S9","Peebles, Borders, Scotland, GB",NA,8352,1601337600000,"sewershed","","",2820,"presence",1316,"gc/L",-3.19283,55.65194
"1021","UK_SC_Site86_S10","Peebles, Borders, Scotland, GB",NA,8352,1601942400000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1022","UK_SC_Site86_S11","Peebles, Borders, Scotland, GB",NA,8352,1602633600000,"sewershed","","",1967,"presence",1316,"gc/L",-3.19283,55.65194
"1023","UK_SC_Site86_S12","Peebles, Borders, Scotland, GB",NA,8352,1603238400000,"sewershed","","",69418,"presence",1316,"gc/L",-3.19283,55.65194
"1024","UK_SC_Site86_S13","Peebles, Borders, Scotland, GB",NA,8352,1603756800000,"sewershed","","",2374,"presence",1316,"gc/L",-3.19283,55.65194
"1025","UK_SC_Site86_S14","Peebles, Borders, Scotland, GB",NA,8352,1604361600000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1026","UK_SC_Site86_S15","Peebles, Borders, Scotland, GB",NA,8352,1604966400000,"sewershed","","",3550,"presence",1316,"gc/L",-3.19283,55.65194
"1027","UK_SC_Site86_S16","Peebles, Borders, Scotland, GB",NA,8352,1605571200000,"sewershed","","",5049,"presence",1316,"gc/L",-3.19283,55.65194
"1028","UK_SC_Site86_S17","Peebles, Borders, Scotland, GB",NA,8352,1.606176e+12,"sewershed","","",6007,"presence",1316,"gc/L",-3.19283,55.65194
"1029","UK_SC_Site86_S18","Peebles, Borders, Scotland, GB",NA,8352,1606780800000,"sewershed","","",5026,"presence",1316,"gc/L",-3.19283,55.65194
"1030","UK_SC_Site86_S19","Peebles, Borders, Scotland, GB",NA,8352,1607385600000,"sewershed","","",4847,"presence",1316,"gc/L",-3.19283,55.65194
"1031","UK_SC_Site86_S20","Peebles, Borders, Scotland, GB",NA,8352,1607990400000,"sewershed","","",3351,"presence",1316,"gc/L",-3.19283,55.65194
"1032","UK_SC_Site86_S21","Peebles, Borders, Scotland, GB",NA,8352,1.6092e+12,"sewershed","","",3456,"presence",1316,"gc/L",-3.19283,55.65194
"1033","UK_SC_Site86_S22","Peebles, Borders, Scotland, GB",NA,8352,1609891200000,"sewershed","","",9128,"presence",1316,"gc/L",-3.19283,55.65194
"1034","UK_SC_Site86_S23","Peebles, Borders, Scotland, GB",NA,8352,1610409600000,"sewershed","","",20568,"presence",1316,"gc/L",-3.19283,55.65194
"1035","UK_SC_Site86_S24","Peebles, Borders, Scotland, GB",NA,8352,1611014400000,"sewershed","","",3895,"presence",1316,"gc/L",-3.19283,55.65194
"1036","UK_SC_Site86_S25","Peebles, Borders, Scotland, GB",NA,8352,1611619200000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1037","UK_SC_Site86_S26","Peebles, Borders, Scotland, GB",NA,8352,1612483200000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1038","UK_SC_Site86_S27","Peebles, Borders, Scotland, GB",NA,8352,1.613088e+12,"sewershed","","",2822,"presence",1316,"gc/L",-3.19283,55.65194
"1039","UK_SC_Site86_S28","Peebles, Borders, Scotland, GB",NA,8352,1614297600000,"sewershed","","",2184,"presence",1316,"gc/L",-3.19283,55.65194
"1040","UK_SC_Site86_S29","Peebles, Borders, Scotland, GB",NA,8352,1614643200000,"sewershed","","",658,"presence",1316,"gc/L",-3.19283,55.65194
"1041","UK_SC_Site86_S30","Peebles, Borders, Scotland, GB",NA,8352,1.615248e+12,"sewershed","","",658,"presence",1316,"gc/L",-3.19283,55.65194
"1042","UK_SC_Site86_S31","Peebles, Borders, Scotland, GB",NA,8352,1615852800000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1043","UK_SC_Site86_S32","Peebles, Borders, Scotland, GB",NA,8352,1.616544e+12,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1044","UK_SC_Site86_S33","Peebles, Borders, Scotland, GB",NA,8352,1617148800000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1045","UK_SC_Site86_S34","Peebles, Borders, Scotland, GB",NA,8352,1618358400000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1046","UK_SC_Site86_S35","Peebles, Borders, Scotland, GB",NA,8352,1.619568e+12,"sewershed","","",3279,"presence",1316,"gc/L",-3.19283,55.65194
"1047","UK_SC_Site86_S36","Peebles, Borders, Scotland, GB",NA,8352,1620172800000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1048","UK_SC_Site86_S37","Peebles, Borders, Scotland, GB",NA,8352,1620777600000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1049","UK_SC_Site86_S38","Peebles, Borders, Scotland, GB",NA,8352,1621382400000,"sewershed","","",658,"presence",1316,"gc/L",-3.19283,55.65194
"1050","UK_SC_Site86_S39","Peebles, Borders, Scotland, GB",NA,8352,1621987200000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1051","UK_SC_Site86_S40","Peebles, Borders, Scotland, GB",NA,8352,1622678400000,"sewershed","","",0,"absence",1316,"gc/L",-3.19283,55.65194
"1052","UK_SC_Site86_S41","Peebles, Borders, Scotland, GB",NA,8352,1623283200000,"sewershed","","",658,"presence",1316,"gc/L",-3.19283,55.65194
"1053","UK_SC_Site86_S42","Peebles, Borders, Scotland, GB",NA,8352,1624406400000,"sewershed","","",7420,"presence",1316,"gc/L",-3.19283,55.65194
"1054","UK_SC_Site86_S43","Peebles, Borders, Scotland, GB",NA,8352,1625011200000,"sewershed","","",8945,"presence",1316,"gc/L",-3.19283,55.65194
"1055","UK_SC_Site86_S44","Peebles, Borders, Scotland, GB",NA,8352,1.625616e+12,"sewershed","","",46969,"presence",1316,"gc/L",-3.19283,55.65194
"1056","UK_SC_Site86_S45","Peebles, Borders, Scotland, GB",NA,8352,1626825600000,"sewershed","","",14300,"presence",1316,"gc/L",-3.19283,55.65194
"1057","UK_SC_Site86_S46","Peebles, Borders, Scotland, GB",NA,8352,1627430400000,"sewershed","","",67973,"presence",1316,"gc/L",-3.19283,55.65194
"1058","UK_SC_Site86_S47","Peebles, Borders, Scotland, GB",NA,8352,1628035200000,"sewershed","","",98077,"presence",1316,"gc/L",-3.19283,55.65194
"1059","UK_SC_Site86_S48","Peebles, Borders, Scotland, GB",NA,8352,1628726400000,"sewershed","","",15066,"presence",1316,"gc/L",-3.19283,55.65194
"1060","UK_SC_Site86_S49","Peebles, Borders, Scotland, GB",NA,8352,1629417600000,"sewershed","","",48723,"presence",1316,"gc/L",-3.19283,55.65194
