,2021-02-15,2021-12-14,2021-11-02,2022-01-17,2021-08-26,2021-01-07,2021-03-30,2020-12-06,2020-08-12,2021-06-23,2021-03-02,2020-10-14,2021-08-18,1899-12-31,2021-09-17,2021-02-09,2020-09-30,2020-06-04,2021-03-25,2020-07-06,2021-12-01,2021-06-08,2020-08-03,2022-01-05,2022-02-04,2021-03-08,2021-06-29,2021-06-10,2021-01-15,2021-09-24,2021-04-16,2021-08-12,2021-02-03,2020-07-27,2021-01-21,2022-01-31,2021-04-08,2021-07-09,2021-07-30,2020-06-10,2020-09-24,2021-05-31,2021-09-08,2021-12-13,2022-01-10,2021-11-05,2020-09-09,2021-02-12,2020-12-01,2021-10-21,2021-04-06,2021-05-12,2021-07-07,2021-09-30,2021-08-02,2020-11-23,2022-01-27,2021-11-18,2020-12-14,2021-05-24,2021-06-03,2021-04-30,2020-08-31,2020-08-08,2021-11-21,2021-07-27,2021-09-14,2021-03-01,2020-11-03,2021-06-19,2021-11-16,2020-10-21,2020-07-03,2021-03-20,2021-12-04,2021-02-22,2021-10-07,2021-09-01,2022-01-19,2020-11-30,2020-12-08,2021-05-19,2020-09-21,2020-10-05,2020-08-26,2020-11-11,2020-09-18,2021-08-09,2020-12-29,2020-06-15,2022-01-13,2021-02-11,2021-12-10,2020-12-02,2021-02-28,2021-07-20,2021-09-13,2021-10-19,2020-11-04,2021-03-06,2021-03-29,2021-06-04,2022-01-20,2020-10-28,2021-05-23,2021-06-14,2021-09-20,2021-10-13,2021-04-12,2021-01-11,2021-05-06,2021-08-16,2021-12-28,2021-03-23,2021-07-12,2021-12-07,2021-11-15,2020-10-22,2020-08-05,2021-11-09,2021-06-30,2020-08-19,2021-04-21,2021-02-27,2021-04-02,2021-10-25,2021-03-10,2020-11-27,2021-08-06,2020-06-23,2020-07-15,2020-09-17,2021-03-31,2021-12-15,2021-11-03,2021-08-27,2020-12-07,2021-01-06,2021-10-08,2020-08-13,2021-07-23,2021-03-05,2021-09-29,2021-01-18,2022-02-09,2021-06-24,2020-06-03,2021-09-10,2020-10-13,2021-06-09,2021-03-24,2021-11-12,2020-07-07,2021-10-14,2022-02-07,2021-09-27,2021-08-11,2022-01-06,2021-04-15,2020-11-09,2020-12-31,2021-07-08,2021-04-09,2020-06-28,2021-01-20,2020-09-25,2020-10-01,2020-08-22,2021-10-01,2021-02-24,2021-09-07,2021-04-22,2020-09-06,2021-04-07,2021-07-06,2021-10-20,2021-03-15,2021-05-13,2021-08-03,2020-06-26,2020-07-10,2021-11-22,2020-12-17,2021-05-27,2021-12-09,2022-01-24,2021-06-21,2021-07-26,2021-09-15,2021-06-18,2020-11-02,2020-10-16,2020-06-06,2021-11-11,2020-10-26,2021-07-16,2021-02-23,2022-01-18,2021-01-08,2021-10-06,2020-09-01,2020-12-09,2021-01-27,2020-09-22,2020-08-25,2020-10-06,2021-10-29,2020-11-12,2020-06-16,2021-08-23,2021-02-10,2022-01-12,2020-12-03,2020-08-17,2021-11-07,2021-05-10,2021-07-05,2021-03-16,2020-11-18,2020-09-28,2020-07-13,2020-09-11,2021-07-19,2020-10-29,2022-01-21,2021-07-29,2021-09-23,2021-05-05,2021-02-04,2021-06-17,2020-06-09,2022-02-03,2021-01-12,2020-10-19,2020-07-20,2021-05-28,2021-12-06,2021-03-22,2021-07-13,2020-10-23,2020-07-01,2020-12-18,2021-04-26,2021-09-03,2021-02-19,2021-10-05,2020-05-28,2020-09-02,2021-02-20,2021-03-11,2021-05-17,2020-08-28,2020-09-16,2021-07-02,2020-06-22,2020-07-14,2020-11-26,2021-12-16,2021-04-28,2021-02-17,2021-08-24,2020-12-04,2021-01-05,2020-08-10,2021-12-20,2021-03-04,2021-09-28,2021-06-25,2021-01-19,2022-02-08,2021-07-22,2020-10-12,2020-11-06,2020-06-02,2021-08-31,2021-05-21,2021-11-24,2020-12-11,2020-07-08,2021-04-14,2020-12-30,2021-02-01,2021-08-10,2021-10-15,2022-01-07,2021-01-17,2021-03-18,2020-10-02,2020-08-21,2020-11-16,2021-01-23,2021-02-25,2021-09-06,2020-09-07,2021-04-23,2021-01-29,2021-03-12,2021-07-01,2021-10-27,2021-05-14,2021-08-04,2020-11-25,2020-07-17,2020-09-15,2020-10-31,2021-05-26,2021-11-23,2021-12-08,2021-06-01,2020-12-16,2022-01-25,2021-09-16,2021-02-08,2021-03-03,2021-08-19,2021-06-22,2020-10-15,2021-11-29,2021-11-10,2021-03-26,2020-10-27,2021-06-28,2021-05-03,2021-06-11,2022-01-04,2021-03-09,2021-02-02,2021-08-13,2021-01-14,2021-10-28,2021-01-26,2020-09-23,2020-08-24,2020-10-07,2020-11-13,2020-06-17,2021-11-04,2021-09-09,2020-09-08,2021-08-20,2022-01-11,2020-08-14,2021-03-17,2021-05-11,2020-12-21,2021-04-05,2020-09-29,2020-11-19,2021-10-22,2020-06-24,2020-09-10,2020-11-20,2021-06-02,2020-12-15,2021-05-25,2021-11-19,2022-01-26,2020-08-09,2021-06-16,2021-01-13,2021-02-05,2021-05-04,2022-02-02,2021-10-11,2022-01-03,2021-09-22,2021-07-28,2020-06-08,2021-04-10,2021-11-17,2022-01-28,2020-06-30,2020-08-07,2020-10-20,2021-07-10,2021-02-18,2021-04-27,2021-10-04,2021-09-02,2020-05-29,2021-02-21,2021-12-19,2020-09-03,2021-01-25,2020-11-10,2021-05-18,2020-09-20,2021-12-17,2021-01-04,2021-11-01,2021-04-29,2022-01-14,2021-08-25,2021-02-16,2020-08-11,2021-10-18,2021-07-21,2021-04-19,2020-07-28,2021-03-07,2020-06-01,2021-11-25,2021-06-07,2021-08-30,2021-05-20,2020-12-10,2021-09-21,2021-04-13,2022-02-01,2021-12-29,2021-06-15,2021-05-07,2021-10-12,2021-08-17,2021-02-06,2021-11-30,2021-01-22,2021-03-19,2020-11-17,2020-08-20,2021-11-08,2021-02-26,2020-08-18,2020-09-04,2021-04-20,2021-10-26,2021-04-01,2020-11-24,2021-08-05,2020-10-30,2020-09-14,2020-10-09,2020-06-19
Cupar,,,,,,,0.86,,,,8.79,,,,,,,,,,93.26,,,,,,,0.25,,,,58.96,,,,,0.35,NA,,,,5.01,,54.04,,47.77,,0.93,,41.94,,,,,,,26.31,,,,0,0,,,,,,0.19,,,,,,,,,,51.44,,,,0.14,,,,,,,,,,0.51,20.7,,,,,39.39,,,,,,,,12.3,,,,,0,,,0.61,,,,,,,,,,,,,0.89,,,,,,,,31.2,,,,,,,,47.3,,119.57,8.62,,,,,,71.21,,,115.78,53.79,,NA,,,,,0.53,,,,,,,,150.35,,,,,,,,,,,,,0,,,,18.5,73.15,,,,,,,26.73,15.67,56.84,,69.5,,,,,,,32.58,,,,,,,,,3.03,,,,,,,4.21,,,,,,6.81,2.1,,,,,,,,0.4,14.95,,,,,,,,,,,,,,,,,,,,0,0.65,,,,,,,,,,,,,,,,0,68.79,,,1.61,,,,,,,12.77,,,,,0.3,,,,1.38,,,89.26,0,,,,,,,,NA,,,,,,,129.18,57.67,,,33.18,,,64.46,,,152.85,7.67,,,,,,,,,,,,,,,,,17.29,,,,,,,,,,,,0,101.03,,,,,17.22,0,NA,NA,,16.91,,,,62.15,,,,,,,,NA,,,,,,,,,,65.5,,,,,,0,,,,,,,,,0.22,76.85,,,,,,176.23,,,,,,,,,,,,,,,,,0.43,,,,,,
Dalbeattie,,,,,,,,,,,31.25,,,,,,,,,,,,,,72.65,0.67,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,NA,,,,,,,2.6,6.29,,,,,,,,,NA,,,,41.8,,,,0.87,,,,,6.04,,78.11,0,,,,,36.74,,,47.7,,,,1.28,,,,,120.93,,0,,,,,,102.77,,,,,,,,,,,,,,,14.77,,,,,,131.91,139.68,,,,,,,,,,,,,,,NA,,,,,191.46,4.2,,25.91,,,120.34,,,,,,,,,,,,,,,3.53,,0.44,83.08,,,,,,,,,,,,,,0,,0,6.19,,,,,,,,288.41,,,,,,,,,,,,,,7.93,,,,0,,,,,,NA,,0,,,,,,,,,,452.39,1,,,395.85,,,,,,,,,,,,,0,,,,,22.79,146.64,,,,,,,,,,,,NA,,,,,,,,,,,,,,0,,,3.88,,469.97,,,,,,0.7,,NA,,NA,,,,2.13,,,,0,,,,,,,,,,,,,,23.39,,,,,,0,,,,,,,,NA,,,,,,,,,,,,,2.86,,,,,173.29,,,,,,5.2,,,,,NA,,NA,,,,,38.41,,,,,,,,,,21.54,,,,,,144.68,,,64.68,NA,,,,134.21,,,,,,,,,,0,,
Daldowie,103.92,,37.76,,,355.85,10.04,,,,,,,,,36.55,,,,,,,,81.63,100.91,,,,,,,,68.79,,,52.47,,,,,,,,,114.24,14.63,,,,,,,,151.49,,,39.04,,,,,,,,,,,,,,,,,,,,41.99,,44.87,,,6.59,,,,,,,,,,,,,,,,,,,,6.16,14.53,,,20.83,,39.44,17.74,1034.92,,,,,,,,,,7.62,22.8,,,,,,,,,,,,,,15.65,,,,,,,,,89.45,253.39,,,,,,14.1,,,105.44,,,42.23,,,,,,,,,,,,,,,,,,,58.19,,,88.34,,,,,,,37.59,25.02,,,,,,,,,,,58.09,,,,,,,,,40.56,,,110.01,,96.91,,,,2.17,131.72,,,,,,,,25.33,,83.75,,,,,47.46,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,32.26,,,,198.23,,,,,76.85,,,,,,,,,,219.24,,13.9,,,,,,,,,,19.28,,,,,,,,,,,,,,56.17,188.45,,,,,,,,,,,,,117.69,,,,,,,,,,,,,,,,58.45,,,,,5.94,,,,,,,,,9.82,,,,,,,6.06,53.19,31.09,,,70.44,,,,39.88,,,,,,,,,,,,,,,,,,,30.43,,100.2,,,,,117.7,,,,,,5.81,,,,,,,,,,,59.71,,,,,,,20.2,16.22,,,,,,,,,,,
Dalmarnock,,,,NA,,,,,,,39.04,,169.07,,131.32,,,,12.59,,,,,,NA,,,,NA,126.94,,,NA,,,,,,120.76,,,,316.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,100.66,,,,,,,32.92,,,,,9.82,,,,,25.76,10.76,,,131.17,,,179.01,,,,,,,,,,NA,83.4,11.87,,,,,,,,,,,,116.97,,,,,,NA,42.19,,383.22,,27.89,,,,,6.81,,32.65,,,,,57.17,,,,,,,100.15,34.69,,,,4.17,,,,,,,,,,,,NA,24.72,,,29.75,,,,,,,,24.28,,66.2,,,10.38,,,,,,,,NA,80.64,,,,17.95,155.03,,,,,,84.79,,,,,3.74,,,,15.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4,,,,,,,119.94,,,NA,,,,,235.33,,,,,,,,,64.39,,,25.6,,,,,,,,,,,110.96,,,,,,,,,,,,,NA,,,,,,,,,,,57.65,,,,,,,,,,,,,,,,,,,41.78,,,,,,,,,,,,,,,,NA,,9.86,,,,8.46,90.45,,,,,,,NA,,,,,,6.52,,,,,,,,,,,,,,,98,126.43,,,44.77,,,,,,,25.71,541.58,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,
Dalmuir,25.28,157.81,14.25,45.27,,,10.89,,,,7.56,,,,,44.37,,,11.64,,100.44,,,,,,,,,,,,,,,44.33,,,,,,,,135.18,128.4,,,,30.19,58.12,,,,153.22,,,49.25,,,,34.94,,,,,,88.45,,13.95,,,,,,,,,197.24,100.04,,23.89,6.65,,,,,,,59.03,,84.21,32.05,,,,,,36.33,,,,,83.25,2.73,,10.79,,58.79,,,,,143.32,12.15,140.36,87.98,117.11,,,,,,,,,,18.37,,37.92,,,,9.23,164.08,,,,51.86,107.4,,,,,67.13,55.15,46.06,,,17.67,16.73,11.37,91.44,,,37.53,,21.73,113.57,16.57,,,135.25,10.09,,15.97,,,,,,912.68,,,11.13,72.84,,,26.1,,,,,,9.82,98.95,39.89,,42.73,,,,,,,,,35.65,38.29,,80.54,4.98,,,11.49,6.43,63.08,26.16,,,108.52,26.03,90.67,,,,,,26.61,,,,,,,,,118.24,3.31,,,0,44.42,114.32,,,,116.02,,,,,,,,,,,,,14.12,,,1.46,,,,,83.46,,27.01,,,35.38,,270.49,11.67,38.08,,20.58,61.46,52.51,,,,,NA,NA,,,12.91,,,,,,,14.4,,,,,9.39,,,,,,,98.28,,,,,,,,115.19,NA,9.68,13.52,80.63,,,,,38.12,,104.78,60.84,,,,,26.8,,,53.48,58.42,78.44,,49.03,,,,,,66.18,272.52,8.67,137.79,67.53,,13.43,19.76,,,22.96,,,,,,,,15.68,109.08,70.83,,16.89,93.06,17.23,,25.5,96.05,,,30.02,,,,,0,,36.12,,,4.99,,,0.32,,,,,27.15,,,,,,1.84,,105.04,24.95,,,42.57,,,,,,,287.93,,,,6.77,,161.25,,2.75,,99.29,,83.06,,,32.48,,101.43,,0.93,,,,,21.96,,,,,
Dalmuir - Auchinairn (6298),,,20,,145.38,,,,,,,,,,,,,,,,,,,NA,,,,,,,,9.37,,,,,0.31,60.96,17.19,,,,,,329.41,,,,,,1.67,,,,,,,36.14,,,12.08,,,,,,,,,,104.58,,,,,,,,,,,,,,,,,,,,,,,,,8.27,66.25,148.36,,,,,,,,,,,2.24,,0.27,,,,,66.59,,,,11.18,21.94,,,,,,,,,,,,,,,,,,,,9.06,,,,,,,,,9.92,,,,,,,,,NA,,,,0.25,,,,,,,,,,,0.61,,,,0.52,8.61,,,,,,,,,,,0.3,,,,160.91,,111.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.73,,,,,,,,,,,,,,,,,386.3,,,,,,,,,,,,,,97.62,0,,166.59,,,,,,,13.03,,,,,,,98.29,,,,,,,,0,,288.56,,,,,,,,,,,,,203.85,,,,,,,,,10.89,,,,,,,,325.66,10.14,,,,,,,,26.03,,,,,,221.91,,,,,,,174.22,45.1,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,22.71,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,0.29,,,,NA,,,,,,0.51,,,,0,,17.75,,,,,,,,,,,,94,,,51.46,,,,
Dalmuir - Auchinairn (6330),,50.9,13.06,,276.23,,,,,,,,,,,,,,,,,,,48.19,,,,,,,,20.87,,,,,8.15,60.91,61.86,,,,,,,,,,,,2.3,,,,,,,48.26,,,5.9,,,,,,,,,,10.35,,,,,,,,,,,,,,,,,,,,,,,,,45.65,436.92,NA,,,,,,,,,NA,,7.86,,3.02,,,,,5.82,,,,107.66,18.93,,,,,,,,,,,,,,,,,,,,42.08,,,,,,,,,25.23,,,,,,,,,,,,,1.21,,,,,,,,,,,0.69,,,,1.07,4.16,,,,,,,,,,,49.58,,,,62.04,,89.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,130.64,,,,,,,,,,,,,,125.41,1.14,,104.29,,,,,,,19.33,,,,,,,169.66,,,,,,,,1.48,,60.77,,,,,,,,,,,,,78.8,,,,,,,,,NA,,,,,,,,484.61,24.93,,,,,,,,15.11,,,,,,49.78,,,,,,,21.72,116.43,,,,,,,,,,,,,,,,,,,,,13.05,,,,,,,,13.19,,,,,,,,,,,136.98,,,,,,,,,,,,,0,,,,,,,3.27,,,,39.08,,,,,,1.9,,,,0,,75.38,,,,,,,,,,,,221.9,,,11.87,,,,
Dalmuir - Clydebank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29,,,,,0.55,51.7,,,,,,,,,,,,,1.05,,,,,,,,,,42.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.89,,,,,,,,,,,,,7.65,,0.18,,,,,,,,,,165.47,,,,,,,,,,,,,,,,,,,,60.11,,,,,,,,,5.29,,,,,,,,,,,,,6.05,,,,,,,,,,,0.53,,,,0,,,,,,,,,,,,6.1,,,,,,32.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,,,,,,,,,,,,,,,15.93,,,,,,,,,,,,,,,123.38,,,,,,,,,,,,,,,,,,47.43,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,8,,,,0,,,,,,,,,,,,,,,,,,,,,
Dalmuir - Minerva St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,
Dalmuir - SECC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,NA,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,NA,,,NA,,,,,,NA,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,NA,,NA,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,NA,,,,,,,,,,,,,,,NA,,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,,,,,NA,,,,,,,NA,,,,,,,,,,,,NA,,,,,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,NA,,,,,,,,,,,NA,,,,,,,,NA,,,,,NA,,,,,,,
Dalscone,,,,,,,,,,,0.69,,,,,,,,NA,,,,,,,NA,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,0.39,,0,,,,,,,,,,,,,,,,NA,,,,,,,,NA,,,,,4.93,,,,,,,,,,,,,1.51,3.41,,,,,NA,,,,,,,0,,,,,,,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,1.81,,,,NA,,,,,,,4.81,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,0.22,,,,,,,,,1.55,,,,NA,,,,,,,,,,,,0,,NA,,,,,,,,5.07,,,,,,,,NA,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,44.86,,,,,,,,,,0.46,,,,NA,,,,,,,,,2.74,,2.97,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,
Denny,,148.3,57.29,,,,,,,,11.76,,,,,,,,,,,,,,,8.2,,,,,,,,,,,231.68,,,,,,3.13,,,11.42,,,,25.5,,,115.09,62.36,,,,63.74,,,0.56,0.38,,,,,,14.94,,,214.87,,,,,8.08,,,,,,,,,,,,,,,,,,,,,,56.06,,,30.72,,,,,,,94.29,30.01,,3.89,,,22.83,,139.77,,,,7.18,19.77,,,,,,,,,,,,104.07,,,36.61,,,,,,,,,,7.26,,,,1.38,,,,,,,,112.51,,,,,,,,,,,,,,,,,,,9.64,4.93,,,,,,,,,,33.81,14.96,38.38,,,,43.38,,,19.03,21.69,,108.06,,,,,,,19.15,,,,,,,,,2.47,41.27,86.12,,,,,45.51,,,,,,,,,9.8,,,,0.2,,59.3,51.53,,,,15.51,1.55,31.67,,,,,,,,,43.77,,,,65.05,,,,,,,,,35.06,,,17.09,,,,,4.97,,,,,,,,,,,,,,,,,,0,,,,,,30.43,,,,,,,,52.16,,2.11,,,,,,,16.88,,,,,,,,,,12.12,,,,,,,,,,,,,,,,,,,,11.35,,,,,,,,,8.52,,,,3.85,,,2.24,,,,,,,,,,,,,,15.63,,189.73,,,,,,,,5.68,,,,,,,,,,,,,,,,177.41,0.52,,30.39,,87.06,4.87,,,,,,,,66.89,,,,,,,,,,,,,NA,,,,
Dunbar,,,,44.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.3,161.18,41.39,,,,,1.1,,,,,,,,,,,,,,,,,17.99,,,,,,,,7.07,,,,,,,,,,,,,,,,,,,,52.02,68.26,,,,,,,,,4.39,,,0,,,,,0.86,268.06,,NA,,,,,,,,,,,,,,,,0.48,,,,,,33.3,,,,,,,,,,,,,,,,30.08,28.43,,,,,,,,,,,,,,,,,,,,,,,,,,123.25,,,,28.56,22.15,17.6,,,,,,113.78,,,,,,,,,,,,,,,,74.62,,,,,,0,158.76,3.48,,,,,,,,,,,,,,,,,,3.23,140.13,,,,,,0,,,,,,,12.57,0,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,62.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,14.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,,,,,,16.45,165.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunblane,,163.09,34.87,,,,NA,,,,,,89.89,,,,,,,,,,,339.9,,,,,,,,,,,,,,,,,,7.31,58.1,,,,,,,,,,,,,,,191.24,,,,,,,,,120.85,,,,155.75,,,,,,,103.14,,,,,,,,,,,,,53.92,,,,,,,,,,0.62,,,,,4.58,85.79,,,,0.82,,,,40.54,24.5,,,,30.14,88.52,,,,,62.39,,,,,,,,,,,,,,,,,145.32,,,21.12,,,,8.73,,,,,,,,86.21,0.48,,,223.2,1.26,,,,,,,,,,,,26.96,124.42,,,,,,,,,,,94.99,51.97,,,,,,54.1,,,,,,,,,,,,,,,,44.77,,,,,,,,,,,,,27.84,,,,,,,20892.02,,,,,,9.76,,,,,,,3.02,,,157.98,,,,,,,,191.32,,,,58.24,,,,,,,,,,,,68.43,,,,,,,,,,1.05,,,,,,,,,,,,,135.72,,,,,,324.52,1.13,,,,,,,125.56,,,,,133.95,,,,,,,,,,,,,,,,,,,,,,,,,68.31,,,,,,,0.93,,2.89,,,,,,,1.85,,74.22,,,,,,,3.4,18.03,,,108.38,,,,,,,,,,,,,,,,,,,,1.71,,,,,NA,,,,,194.19,,,,,,285,24.16,74.65,0.21,,,,,,,,,,,,,,,,,,,,,,,,24.11,,,,
Dunfermline,,,,21.23,85.87,,,,,13.68,12.99,,,,187.73,,,,10.05,,NA,3.96,,93.37,109.24,,72.45,,,46.72,,18.2,19.19,0,,75.68,,NA,118.9,,,,,61.22,142.99,,,,,,4.42,9.15,,,57.86,,12.18,,,,,6.63,0,,,35.09,,,,,,,,,,,,,68.7,25.1,,,3.12,,0,,,,,,,,45.65,,,46.58,,66.72,,,,1.21,,,,,,64.81,,28.46,,,,,,,227.51,,0.81,,,,,,,65.81,14.5,,,,,1.85,0.86,137.97,,148.42,,,53.01,,97.69,,,,231.52,,0,,12.89,,,116.43,,102.56,89.66,,,,,,,,6.92,,,,,,89.76,15.35,960.65,,0.3,,,,,,,,,,,1.73,,54.92,,,144.89,6.98,16.08,,,,,76,,,,41.04,,,3.18,,0.72,9.21,152.1,22.51,,,8.67,43.35,,,,4.49,126.67,,,,,,,,88.63,,,2.51,,,,,,5.04,,,177.39,,218.04,,,,,,11.29,,0,0.21,,,1.64,0,,,,,,,,,,,41.99,25.37,152.38,,72.53,56.24,,,,,,,86.1,,40.72,,,,,,28.69,,73.66,,,3.05,1.19,5.87,,11.66,,0,,,,106.19,,,39.71,,,,,,55.33,NA,1.75,32.83,99.91,,,13.19,61.18,,,,52.77,1.09,,,,6.68,89.86,4.19,,,,,,,1.42,,,,,221.83,0.65,,,,2.57,,,,,,66.7,,,,,,7.89,136.08,,,,,,,20.4,19.04,,,,0,,120.8,,,,,,26.43,3.79,,193.36,,,,,,,,,147.36,,78.84,,76.48,,,,,,,,,,,,,2.22,19.62,81.64,,,128.79,8.72,0.3,,,,,23.9,9.66,,,58.47,,,0,,,6.32,,,5.38,1.07,,
Dunnswood,,,54.35,,,67.96,,,,,,,,,,,,,,,,,,,,,,,,,,11.42,71.67,,36.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9,,,,,,,,,,,,,,,,,,,,,,,,68.6,,,,,,,14.89,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,2.97,719.15,,,,211.35,,,,,,,,,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.78,,,,,,,,,,,,,,81.24,,,,,,,,,,,,,,,,,,341.96,,,,,,,,,,,,,,11.96,,,,,,,,19.71,,,,115.3,,,,,,0.56,36.77,,,,,,,,,,14.7,,,,,,,,,,,84.11,,,,,,,,,,NA,,,,120.27,,,,7.74,,,,3.45,,,,9.21,,,,,61.95,,,,,,,,,,,,,,,,,,,,38.21,,,,3.48,,,,,,,,,,,,,59.9,,,4.47,77.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.92,,,,,,,
Dunnswood - Carrickstone,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1.77,,,,,,,,,,,,,,2.27,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,,,,4.22,,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,2.83,,,,,,
Dunoon,,110.89,,,,,,,,,,,,,,,,,,,,,,30.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.82,,,,,,,,,,,,,43.96,,,,,,,,,,,,,,,,,,133.36,,,,,,,,,,,NA,,,,,,,,,,13.91,,,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.28,,,,,,,,18.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,,,,,,,,,,,,,,,,,
