,2021-02-15,2021-12-14,2021-11-02,2022-01-17,2021-08-26,2021-01-07,2021-03-30,2020-12-06,2020-08-12,2021-06-23,2021-03-02,2020-10-14,2021-08-18,1899-12-31,2021-09-17,2021-02-09,2020-09-30,2020-06-04,2021-03-25,2020-07-06,2021-12-01,2021-06-08,2020-08-03,2022-01-05,2022-02-04,2021-03-08,2021-06-29,2021-06-10,2021-01-15,2021-09-24,2021-04-16,2021-08-12,2021-02-03,2020-07-27,2021-01-21,2022-01-31,2021-04-08,2021-07-09,2021-07-30,2020-06-10,2020-09-24,2021-05-31,2021-09-08,2021-12-13,2022-01-10,2021-11-05,2020-09-09,2021-02-12,2020-12-01,2021-10-21,2021-04-06,2021-05-12,2021-07-07,2021-09-30,2021-08-02,2020-11-23,2022-01-27,2021-11-18,2020-12-14,2021-05-24,2021-06-03,2021-04-30,2020-08-31,2020-08-08,2021-11-21,2021-07-27,2021-09-14,2021-03-01,2020-11-03,2021-06-19,2021-11-16,2020-10-21,2020-07-03,2021-03-20,2021-12-04,2021-02-22,2021-10-07,2021-09-01,2022-01-19,2020-11-30,2020-12-08,2021-05-19,2020-09-21,2020-10-05,2020-08-26,2020-11-11,2020-09-18,2021-08-09,2020-12-29,2020-06-15,2022-01-13,2021-02-11,2021-12-10,2020-12-02,2021-02-28,2021-07-20,2021-09-13,2021-10-19,2020-11-04,2021-03-06,2021-03-29,2021-06-04,2022-01-20,2020-10-28,2021-05-23,2021-06-14,2021-09-20,2021-10-13,2021-04-12,2021-01-11,2021-05-06,2021-08-16,2021-12-28,2021-03-23,2021-07-12,2021-12-07,2021-11-15,2020-10-22,2020-08-05,2021-11-09,2021-06-30,2020-08-19,2021-04-21,2021-02-27,2021-04-02,2021-10-25,2021-03-10,2020-11-27,2021-08-06,2020-06-23,2020-07-15,2020-09-17,2021-03-31,2021-12-15,2021-11-03,2021-08-27,2020-12-07,2021-01-06,2021-10-08,2020-08-13,2021-07-23,2021-03-05,2021-09-29,2021-01-18,2022-02-09,2021-06-24,2020-06-03,2021-09-10,2020-10-13,2021-06-09,2021-03-24,2021-11-12,2020-07-07,2021-10-14,2022-02-07,2021-09-27,2021-08-11,2022-01-06,2021-04-15,2020-11-09,2020-12-31,2021-07-08,2021-04-09,2020-06-28,2021-01-20,2020-09-25,2020-10-01,2020-08-22,2021-10-01,2021-02-24,2021-09-07,2021-04-22,2020-09-06,2021-04-07,2021-07-06,2021-10-20,2021-03-15,2021-05-13,2021-08-03,2020-06-26,2020-07-10,2021-11-22,2020-12-17,2021-05-27,2021-12-09,2022-01-24,2021-06-21,2021-07-26,2021-09-15,2021-06-18,2020-11-02,2020-10-16,2020-06-06,2021-11-11,2020-10-26,2021-07-16,2021-02-23,2022-01-18,2021-01-08,2021-10-06,2020-09-01,2020-12-09,2021-01-27,2020-09-22,2020-08-25,2020-10-06,2021-10-29,2020-11-12,2020-06-16,2021-08-23,2021-02-10,2022-01-12,2020-12-03,2020-08-17,2021-11-07,2021-05-10,2021-07-05,2021-03-16,2020-11-18,2020-09-28,2020-07-13,2020-09-11,2021-07-19,2020-10-29,2022-01-21,2021-07-29,2021-09-23,2021-05-05,2021-02-04,2021-06-17,2020-06-09,2022-02-03,2021-01-12,2020-10-19,2020-07-20,2021-05-28,2021-12-06,2021-03-22,2021-07-13,2020-10-23,2020-07-01,2020-12-18,2021-04-26,2021-09-03,2021-02-19,2021-10-05,2020-05-28,2020-09-02,2021-02-20,2021-03-11,2021-05-17,2020-08-28,2020-09-16,2021-07-02,2020-06-22,2020-07-14,2020-11-26,2021-12-16,2021-04-28,2021-02-17,2021-08-24,2020-12-04,2021-01-05,2020-08-10,2021-12-20,2021-03-04,2021-09-28,2021-06-25,2021-01-19,2022-02-08,2021-07-22,2020-10-12,2020-11-06,2020-06-02,2021-08-31,2021-05-21,2021-11-24,2020-12-11,2020-07-08,2021-04-14,2020-12-30,2021-02-01,2021-08-10,2021-10-15,2022-01-07,2021-01-17,2021-03-18,2020-10-02,2020-08-21,2020-11-16,2021-01-23,2021-02-25,2021-09-06,2020-09-07,2021-04-23,2021-01-29,2021-03-12,2021-07-01,2021-10-27,2021-05-14,2021-08-04,2020-11-25,2020-07-17,2020-09-15,2020-10-31,2021-05-26,2021-11-23,2021-12-08,2021-06-01,2020-12-16,2022-01-25,2021-09-16,2021-02-08,2021-03-03,2021-08-19,2021-06-22,2020-10-15,2021-11-29,2021-11-10,2021-03-26,2020-10-27,2021-06-28,2021-05-03,2021-06-11,2022-01-04,2021-03-09,2021-02-02,2021-08-13,2021-01-14,2021-10-28,2021-01-26,2020-09-23,2020-08-24,2020-10-07,2020-11-13,2020-06-17,2021-11-04,2021-09-09,2020-09-08,2021-08-20,2022-01-11,2020-08-14,2021-03-17,2021-05-11,2020-12-21,2021-04-05,2020-09-29,2020-11-19,2021-10-22,2020-06-24,2020-09-10,2020-11-20,2021-06-02,2020-12-15,2021-05-25,2021-11-19,2022-01-26,2020-08-09,2021-06-16,2021-01-13,2021-02-05,2021-05-04,2022-02-02,2021-10-11,2022-01-03,2021-09-22,2021-07-28,2020-06-08,2021-04-10,2021-11-17,2022-01-28,2020-06-30,2020-08-07,2020-10-20,2021-07-10,2021-02-18,2021-04-27,2021-10-04,2021-09-02,2020-05-29,2021-02-21,2021-12-19,2020-09-03,2021-01-25,2020-11-10,2021-05-18,2020-09-20,2021-12-17,2021-01-04,2021-11-01,2021-04-29,2022-01-14,2021-08-25,2021-02-16,2020-08-11,2021-10-18,2021-07-21,2021-04-19,2020-07-28,2021-03-07,2020-06-01,2021-11-25,2021-06-07,2021-08-30,2021-05-20,2020-12-10,2021-09-21,2021-04-13,2022-02-01,2021-12-29,2021-06-15,2021-05-07,2021-10-12,2021-08-17,2021-02-06,2021-11-30,2021-01-22,2021-03-19,2020-11-17,2020-08-20,2021-11-08,2021-02-26,2020-08-18,2020-09-04,2021-04-20,2021-10-26,2021-04-01,2020-11-24,2021-08-05,2020-10-30,2020-09-14,2020-10-09,2020-06-19
Erskine,,220146,,24238,,,,,,,,,,,,,,,,,163511,,,134157,,,,,,,,,,,,82121,,,,,,,,,86610,73330,,,,,,,,,,,25974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102348,,,,,,,,,,,,48233,,,,,,,,,,,,,,70533,,,78231,,,,,,,,,,,,,,257828,28474,,,,,,,,,,,,,,,,,,,,35115,,,107152,,,,,,,,,,,,,,,,,,,,,,,,126783,,,115853,63290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66834,,,,,,,110387,,,,,158026,,,,,,,,,,,,,,,,,,,,,112793,,,,,,,458950,,,,,33957,,,,,,,93159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54287,90777,,,,,,,,,,161510,22080,,,,,,158869,,,,,,,,,,,,,,,,36648,,,,,,,,,,,,,,,120013,97816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20302,,,,,,,,,,,,,,,,,,,66390,255703,,,,,,,,,,,129009,,,,,,,,,,,,
Eyemouth,,37410,,,,,,,,,,,,,,,,,2712,,,,,180560,,,,,,,,,,,,,,,,,,,16306,,,,,,,33882,,0,,,,,,,,,0,,,,,,,,,,149479,,,,,,100818,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8410,,,,,23358,,,,,,,,,,,,,,,,,883,,46980,,,,,,,,,,43337,,,,,0,0,98763,,,,,4591,76825,0,,,,377,,,,,,,,,,,0,,38679,,17057,,,,,,0,,,,,33284,,,,,93216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,,,,,,,,,,,85692,,,,,313156,,19342,,,365,,,,,,,,,,,,,,,,,,,351937,,77373,,,,,0,22243,25282,,,,90102,,,,,,,,,,,,,,,,,,131356,,,,,,,67618,17780,,,46319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95408,,,,,,,,,128219,,,,,,,,,,,,0,,,,,,,,,,,,,,1587,,,,,,,0,,,,,,,,,,,,,,,4239,,,,,,
Fairlie,,27550,,,17144,,,,,1068,,,4392,,,,,,0,,,,,,8673,,3104,1344,,,,,,,,,,,,,,,7741,,,,,,,6888,,0,2251,4366,,,,3263,,,532,,,,,,,,,,,,,,,,,2072,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,6060,,,,,,,,,,,,,,,,7456,,,,,,614,40066,43963,,,,,,,,,,,1881,,,,852,,15430,,,,,0,,0,,,1496,0,,,,,,,5230,,,,,,,,,8714,,,,,,,,,,,,,,,14045,,,,,,11,,,,,,,3987,,,,,,,,,,,1807,,,,,,,,0,,,,,,,,,,,,,3846,,,,,,,,,,,,,,,,,,,,423,,,,,,,1310,,,,,,,,,,,129795,,,0,,,0,,,,,,,,,1732,,,,,,,,0,1648,,,,,424,,,,,,84398,,1228,3158,,,,,0,,,,,,6807,,,,,,,,,,,9281,30986,,,,,951,,,,,,7098,,,,,,0,,,,0,,,,,,,,1013,,,,,,,,,21820,0,,26857,,,,,,,0,,,,,,,7122,,,,10355,,,,,243008,,,,,,,,,425,794,,,,,,,,,,,,,,,0,,,,,,
Falkirk,,,,77209,,,,,,10663,,,24107,,202700,,,,,,365167,,,55335,32306,48542,,,,82311,,,,,,116332,5309,,,,,,193262,203933,189537,47025,,,,,,,132357,,14022,,,,17292,,3643,3893,,,,56377,166577,6831,,,84269,,,,,48650,,,79376,,,,,,,,,42837,,,,,160026,,,48511,,,,,34263,,,,,,,62976,12000,130261,0,,,31034,112497,,,,,,78302,,,,,,,,,,,,19796,240595,48762,134738,2889,,109898,,,,168797,,99079,,0,,30605,15339,,24745,,,56492,,,,,,,,,,,6494,,0,147653,,,,,,,72507,11082,5718,,,,71524,,6424,,47269,41512,,,18733,,,,,,,,,,,,,29710,,,,,,,,,118902,,,,,,14538,,,,,,,107252,26368,,,,,0,,,,,,102139,29161,,32240,,,3093,,,73871,,,,,,,,,,,,,,,,25709,47482,,287635,,,,,,61831,,,,,,97372,,,,,72551,,174614,149937,,,,,11608,,,453928,,,,,224932,,,,,,,,,,60874,8714,,,,212565,,,,,,NA,,,,,23240,140763,22909,,82871,,137106,,,0,41042,,,,,2085,88316,,,,6853,,14460,,,44184,,,,,,,,59270,,,,,2508,24472,94030,,92651,,,,119284,58235,,,,,77856,,,373476,,,,1903,,,15662,,243923,,46022,,140048,82322,,,,,,,,,,,274352,15552,,,6157,,,15682,,,,,,16060,,,,39270,,,,,176716,,,23589,2506,,,
Fauldhouse,8138,NA,15691,,,115165,,,,129623,,,269442,,,,,,2876,,,,,64512,118389,,,,,,,,,,,,,,,,,385,694857,,,,,,,,NA,,,,,,,153528,,,,,,,,137476,387858,,,,90616,,,,,,,,,,,,,,,,,,,,,,,,,368514,,,,,,,68159,,,129728,,,0,,,87449,,,,54679,,,,38650,,,,,1398,,,,,,,,,,,,,,,,133844,,,,,,,,,24285,6070,,,,,,,,,,4447,617985,,,,,,,54011,,,,,NA,431701,42651,,,,,,,,0,,,199626,,,,,,,118430,,,69435,,,,,,5878,,,,,,,540477,,,,,,3258,,,,,,,,,,68024,280564,,24883,,,,41875,,,,,,,,,25551,1862,1179788,8056,,,,,24378,,,,,,,,147889,,,,,,,,99646,,,,215520,,,,,NA,0,,,,,,,,,,,34305,,,,,18505,NA,,,,1917,214983,,,16177,,,,,2345,244296,,,,,,,116131,,,,,,,,285003,,,,,,,,185311,,,,,,,99990,,,,,,21505,732,5267,,,,,,,,60718,,,,,,17330,,21882,4748,,,,,,,,,,,,,,,4305,,,,,,,,,,,,,,,,,,,94385,,,,,,416300,14469,,0,,,700,,,,,,,,,27470,,,,,,,,,500001,5842,,,,,,
Forfar,,49892,26022,,,,47435,,,,,,,,,,,,,,,,,,,,27566,,,,,2859,,,,163530,,85232,14491,,,499,,,,,,,,91468,4087,,,,52756,,88431,64217,,,7588,,,,,,,,,,336347,,,,,,,,,,,496,,,,,,11838,,,157988,,,,,,,342062,,,,,,,,75236,54596,,,,,,,7671,,68822,,,,106750,,,,,,,,,,,,,4839,,,116831,,,,,,,,,,42538,,,,47203,14621,,,,,,,430912,,,,,2364,,,,,,,,,,,,80839,,,,,,,,,,,,5455,37917,,14426,,,,80795,,151423,,,,,,,,,,,308233,,,52097,,,,,,,,,,,,,66403,,,,,729,,,,109936,,,,4914,,,229339,,,,731,124593,,,,,,,,,,,,,,82404,1034,,,,,,96149,,,,,,,,,,117845,,,,,14528,,,,,,,,,,,,,319396,,,,,34692,,1333,,,,,,,150763,,,,,237266,,,32241,,,93793,,,,,,56895,98939,,,,,28941,,,,,,,54061,,,,,,,,,,,,,,,,,,841,,,,,,,,,,,,,,,,,,,,,,,50095,,,,,,,,,,,,,,,,,,,129850,,,,,429849,,,4556,,,8332,,,,,,26274,,,,8923,,,,,,,,,,,10150,,,,
Forfar - Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,555,,,,,,,,,,,,,12556,,,,,,,,
Forres,,245142,,,,,,,,,,,,,,,,,,,159569,,,,,,,6150,,,,,,,,,,104737,,,,,,,,,,,,,,0,,,6225,,,348534,,4873,9222,,,,,,,,,,160173,,,,,,,,92250,,,,,,,,,23609,,,,,40395,,,,,,,,,,108603,,,,,33839,,,,,,,,NA,,,,,195888,,,,,,,,208846,,,,,,,,,,53158,,,,,,,,,,,1704,,,,305688,,,,,,,,,,,,,,,75941,,,,,,79523,90700,,,,,,,,28190,,,3036,,,,,,,,,,,,,,,,,,,,,,,,,196414,,,,,,,,,,,,,,,,0,,14921,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,59636,,,,,,,,,91474,,,,,,2909,234000,,,1159,,,,,,,,,,,,,,,,,,184422,,1229,,,,,,,,,,,,15415,,,,,,,,,,,,,,,,,,,,,,,,,,,,18904,,,,,,,,,,,,,6557,,,,,,47108,,,,,,,,,,,,,,,,,,,,34801,,,,,,,1044,,241209,,,,,,,,408981,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,4552,,,,
Fort William,0,,60287,24252,,,,,,,,,,,77329,,,,,,,28924,,,,1012,,,,,,,,,,39469,0,,,,,,,,123400,,,,,,0,,,,149003,,15332,13151,,0,,0,,,,20481,,1560,,,,,,,,,,,,,,,,,,,,66999,,,,,,,,65124,168727,30069,,,0,33716,55301,,,11532,,,0,416885,,,,,,,102905,,,,,,,,0,55979,,,80568,,,,,,,254207,,,14897,,,,,1018,,,,94151,,,,,,119599,NA,93619,,,0,,,,,,,58658,,0,98675,,1424782,0,,,,,1366,1002,,,,51770,,,20205,62601,39788,,,,,16112,,,,124266,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,168597,69569,,,8564,,,,,,25719,52716,831,63748,,,,835,,,,,,,827,,689,,,,,,,,,137274,2130,,,70678,24675,,,,,,,1503,,130366,,,1847,,,,954,,,,,,132153,,,,,,,,,,60334,,,,,,,164110,,,,44650,,,,5581,,,,,18660,,2400,,26082,385,,,,,124666,,55283,,,,,,,69620,,,,,0,,,,,,,,,,0,,,,,,,,,,,,71702,33032,,,,,,,,626,,,,,42357,,,,,,0,,0,,,336,,,,,,,,,,,,,3303,,,,,NA,,,,,0,,,,,,,,,53156,,,560,,,,,,,,,
Fraserburgh,35762,37287,177833,,,,,,,,,,80651,,,,,,11672,,72929,,,,54238,106503,,,,,,,,,,,,,,,,446,,,,,,26995,,,888,,,163805,,,,,,,0,0,,,,NA,,50222,,,,,,,,87610,,389664,,,,,,,,,,,,,,,,,,185845,235433,,,,31062,,,,,,256698,,852,,,,,18140,302608,34768,,,,,41077,,,,0,257886,,,,,,,3678,,,,,,,,,4553,,,,,,,,442,,193682,,148599,72747,,,,,,,166436,432,,,,,,,,448711,22071,,,,149793,4181,0,,,,,,,45027,,,271528,,8401,,,,,,,,,,,,,,,,,,,,118549,11619,,,,,,164378,,,,,,,,256643,,,,60561,,,,,,,364,,6939,,,,,569,,86878,80130,,,,10744,0,,,174681,,,,,,19959,,,,,,,,33934,,352608,,,,,,,,,,2216,,,,,,,,,,,,13827,,,,23116,,,688059,,,,,,,,114703,,,,,,,133435,,2377,,,167465,,,,0,,,47967,33697,,,,,,,,,,,252886,,,,,17268,494,,1953,,,144742,,,,,,0,95408,,,,,10555,,,,,,,,,,29615,,,,,,8343,,,,,,,72760,,0,,,,401774,,,,,,,,,,,,,0,646405,,,,,118288,597421,0,,140353,,,,,38234,,,,,,,,,,,,,,,
Galashiels,,48292,,,,,,,,55898,926,,,,,,,,,,,,,,148593,,,,,,,,,,,,,,,,,,94555,,,,,,1195,,,0,24645,,,,,,,,0,,,,,,,,21303,,,3431,,,,,24597,,,,0,335,,,,,,,,,,,7025,,,,,,,,,,,,,,,8321,,,,,,,,,,,,,3505,,,,,,,,,,,,486,,17465,,,7025,,,,,31000,,,,0,,3927,2436,3766,47804,,,,,46982,,,,,,,,,743,,,,,,,,,,72844,,,,,,,,,,,,,29333,,,,,33999,,,,30562,,,0,,,,0,3991,,,,,,,,,,,,1162,2621,,,,,,69992,,,0,,8766,,,27588,,,,,,,,,,,,,,,,,,,,,,,,,,338,,,,,,37400,,,,1886,161610,,,,,,,,,,1221,,,,,15564,,,,,,,,,,,,,,,,22846,,,0,,1127,,19198,,,,,,,,,,,,,2273,,,,82476,1088,,,,216518,68542,,,,,,74842,,0,312430,12582,,,,,,,,,,,,,2214,,189813,,,,,1381,,,,,66468,23892,,,,,0,,,,,,,197061,,,,,,23879,,,88416,,,,74876,425367,801,,,38377,,,,,505333,,,,,,,42453,274020,,,70946,,,,,,,,,0,0,,,,,25862,,,,,
Galashiels ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Girvan,,,,,,,1250,,,,,,,,,,,,,,,,,,,2198,,,,,,,,,,,,NA,,,,,367662,60902,,,,,,3934,4836,,,,,,,,,,,,,,,111650,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,130916,339667,,,,,,,,,,58743,,3558,,,0,,,,,50265,,,,45338,,,,,,,,,,,,,,,,,,,,,,,,24454,,,,,3816,,28045,,,,160044,,,,,,,,,,,,,,,,,,,,,399,,,,,38972,,,,,,,,,,,,,,,1382,,,NA,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,43745,,,,,119519,0,,,,,,,2898,,,,,,,,,,,,,,3038,,,,,,57930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49714,,,,,,,0,,,,,,,,,,2479,,,,,,,,,62360,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259,,,,,,8416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25241,,,,,,,,,,,,,,,,,,,,195349,,0,NA,,,,,,,,,,,,,,,,,,,,
Grantown on Spey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guardbridge,,,,,,,3233,,,,22616,,,,,,,,,,,,,,,,,1465,,,,,,,,32350,1825,,,,,1357,,23966,,125148,,0,,22499,,,,,,,,,,,1092,0,,,,,,680,,,,,,,,,,223510,,,,0,,,,,,,,,,0,3980,,,,107561,30621,,,,,,,,2881,304640,,,,228,,,1221,,,,,,,,,,,,,475,,,,,,,,77184,52328,,,,,,,,,,,,,,,,104128,,,51265,17893,,,,,,,422,,,,,,,,259002,,,,,,,,,,,,,0,,,,21238,,,,,,,,,1462,66270,,,,,,,,,117259,,,,,81134,,,,0,,,,,,,,,72422,,,,0,5852,,,,,,,,321,,,,,,,,,,,,,,,,,,,,,0,354,98646,,,,,,,,,,,,,,,0,91160,,,0,,,,,,,0,,,,,312,,,,2202,,,45663,0,66983,,,,,,,38624,,,,,,,,2540,,,12778,,,9326,,,21038,1379,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,324264,,,,,NA,0,92103,,,345793,,,,381549,,,,,,,,97005,,,,,,,,,,204269,,,,,,3595,,,,,,,,,1643,170266,,,,,,,,,,,,,,,,,,,,,,,12726,,,,,,
Haddington,,NA,,,,,,,,,,,,,,,,,,,119630,,,123856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205465,,,,,,,,,,,,,,,,,,,145503,,,,,,,,,,347295,,,,,,,34208,,,,,,43694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64866,,,,,,,,,,,,,,,,,,73477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156323,,,,,,,848994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314454,42094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,,,106133,,,,,,,,,,,,,,,,,,125432,14514,,,117005,10960,58634,,,,,,,,,260538,,,,,,38031,,258500,,,,,66589,,14654,5686,116267,,,20464,,,,14586,17316,,,,,,779925,,207349,,202610,,,,,58110,,,,41982,52795,,,,,139534,,220828,60740,,,,119572,37079,,,,,,,22191,,103555,,,42564,278980,,11884,102951,25676,294199,,,193743,,140725,,,83562,,,,,,,,,,,,12714,,304452,138891,687899,153480,,,,,,357423,29083,,36467,,,,,26949,,,186622,,550272,,192625,28735,84032,,,,,,17191,,,,,3615392,,,10900,,163930,15038,40440,167051,,,659422,,,,86068,34157,322880,,35878,,285166,,,,,,68889,,59606,,16466,,,,,,,,221116,,121645,,,,,250479,,30165,,,,239725,,101860,225291,395020,,,,,,,114042,,,132915,51888,247955,,,,,724836,,127657,,1870,,,,698,,,,,,,,50942,,,50476,,510565,16405,,,,147315,,,,,,5686,195460,,,,,78899,102854,170123,,,,,,26921,,,1333720,,,,,365802,323412,,200505,,,,,,66043,,,33453,177036,,28703,,321375,,,,80736,,,,,,270035,66377,,,,,41554,,,,,,,,,,,,18214,,,26622,41927,,,,,,,,18501,,,,,,,,241901,,,,,,,,161171,,,,,,,,,,,,,,30188,,,332052,,232243,49006,131630,,,,119881,215067,,,,,,28870,1335330,22678,,,,,824949,,16399,,,,,,,79608,,144348,,954,,,159096,37767,57085,,,,,
Harthill,,971671,92778,,,,,,,16546,,,,,,143407,,,,,,0,,54604,,,,,,,,,,,436,,,,,,,,NA,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,570925,,,,,,,,,,,311,,,,,,,,,,,,,,185202,,,,,,,,,,,,,1367,,,,,,,167777,,,,NA,,,,,,,25457,,,,,,,,,,,,,,,46298,,,,,,,,,14112,,,,,,,,,,,168586,,,,,,,12595,1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26527,,,,,,,,,,,,,,,,,797,,,,,,,,,,1090666,,,,,,,,,,,,,234345,,,,,,,257455,,,,,,,,,,,,,,,,,,,239482,,,,,,,,,,NA,,,,,,,7342,,,,,,,,,,,,,,,,,,,,,,,,,NA,,0,,,,,,,,,,,,,140820,,,,,,,,,,,,,,,,,,,,,2096,,,,,,,,,,,,3208,,,,109664,37161,,604,,,,,,,,,,,,,,,1905,,,,,,,,,,,,,,,,,26544,,139810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262691,NA,,,,,,
Hatton,15525,153673,,98706,,,,,,139547,,,132704,,397773,,20627,,,,125162,,,,283242,7301,,,42214,129594,,,58695,,,150832,,559887,36306,,,35270,230088,58340,231195,10321,1351,11689,,,18437,4241,294593,,49831,,,,,20676,,,,,,,,5585,,48986,158796,22225,,,,8669,,635498,134118,,,13900,,,8360,20969,,49623,51249,,,,37080,,,,277856,,58928,,9735,30434,,41811,,22247,226424,86692,8255,113745,,100462,,,153805,105306,112438,,,114140,,10714,,,26543,69908,18837,,26477,,,3366,24902,281450,49634,243586,,95158,136736,,24948,14452,83256,77908,242204,,,217302,,31865,23696,134290,,,240504,259920,21042,,,,,,,,9058,,,,200016,11907,,,,,,130563,11941,,,,,153712,,,,95940,127024,93872,,,,,,,,217107,,118340,79699,147635,,,,,,9348,304256,,,216108,31264,310279,,,,8624,599429,,13486,,,,152106,,119094,,,2627,,,,,,,,,126598,11802,,,,,,497450,7494,,,1870,,,5736,,,289190,,,,,,1637,,29775,,,274004,,,201643,,182036,,,,1175,,6642,284870,22938,,,,,,347986,NA,,,,,,,,581718,,4470,82124,4247,,123588,9745,55852,,,,,3943,115546,90113,,,,,5129,25383,,,,151008,108549,,,143535,2992,95796,123132,,,59460,,,,11912,,,,,,,,,119705,,23110,,,,,,118279,,,,27052,,,169220,161931,,59056,78432,,,265190,76931,217516,174437,86700,,,,153851,,,,,,,219397,,1752,,,,50996,,,,226768,49397,46369,,232588,107295,,,33203,97954,,,,,,77245,438350,,,,13513,148066,368882,,11394,,,,115235,64406,10761,,,93997,5655,,,,,,,,,,,
