Girvan,2021-03-08,Positive (DNQ)
Girvan,2021-03-15,Weak Positive
Girvan,2021-03-22,Negative
Girvan,2021-03-30,Weak Positive
Girvan,2021-04-06,Positive (DNQ)
Girvan,2021-04-12,Positive (DNQ)
Girvan,2021-04-28,Positive (DNQ)
Girvan,2021-05-07,Negative
Girvan,2021-05-10,Analysis Failed
Girvan,2021-05-19,Negative
Girvan,2021-05-26,Negative
Girvan,2021-06-02,Positive (DNQ)
Girvan,2021-06-09,Positive (DNQ)
Girvan,2021-06-16,Positive (DNQ)
Girvan,2021-06-22,Positive (DNQ)
Girvan,2021-06-30,Positive
Girvan,2021-07-09,Analysis Failed
Girvan,2021-07-20,Positive
Girvan,2021-07-27,Positive
Girvan,2021-08-16,Negative
Girvan,2021-09-08,Positive
Girvan,2021-09-13,Positive
Girvan,2021-09-20,Positive
Girvan,2021-09-27,Positive
Girvan,2021-10-06,Analysis Failed
Girvan,2021-10-12,Analysis Failed
Girvan,2021-10-21,Weak Positive
Girvan,2021-10-27,Positive
Girvan,2021-11-01,Positive
Girvan,2021-11-12,Positive
Girvan,2021-11-15,Positive
Girvan,2021-11-22,Positive
Girvan,2021-12-06,Positive
Girvan,2021-12-13,Positive
Girvan,2021-12-20,Positive
Girvan,2021-12-29,Positive
Girvan,2022-01-04,Positive
Largs,2021-02-10,Positive
Largs,2021-02-12,Positive
Largs,2021-02-17,Positive
Largs,2021-02-18,Positive
Largs,2021-02-23,Positive (DNQ)
Largs,2021-02-24,Positive (DNQ)
Largs,2021-03-02,Positive
Largs,2021-03-03,Positive
Largs,2021-03-08,Positive
Largs,2021-03-09,Positive
Largs,2021-03-17,Weak Positive
Largs,2021-03-24,Analysis Failed
Largs,2021-03-26,Analysis Failed
Largs,2021-03-29,Analysis Failed
Largs,2021-03-30,Analysis Failed
Largs,2021-03-31,Positive (DNQ)
Largs,2021-04-07,Positive
Largs,2021-04-08,Positive
Largs,2021-04-14,Positive
Largs,2021-04-27,Positive (DNQ)
Largs,2021-04-28,Positive (DNQ)
Largs,2021-05-06,Weak Positive
Largs,2021-05-07,Positive (DNQ)
Largs,2021-05-13,Weak Positive
Largs,2021-05-14,Weak Positive
Largs,2021-05-17,Negative
Largs,2021-05-18,Negative
Largs,2021-05-24,Negative
Largs,2021-05-25,Negative
Largs,2021-06-02,Weak Positive
Largs,2021-06-03,Negative
Largs,2021-06-08,Negative
Largs,2021-06-09,Negative
Largs,2021-06-14,Positive
Largs,2021-06-15,Positive (DNQ)
Largs,2021-06-22,Positive (DNQ)
Largs,2021-06-23,Positive
Largs,2021-06-28,Positive
Largs,2021-06-29,Positive
Largs,2021-07-06,Positive
Largs,2021-07-07,Weak Positive
Largs,2021-07-12,Positive
Largs,2021-07-13,Positive
Largs,2021-07-20,Positive
Largs,2021-07-23,Positive (DNQ)
Largs,2021-07-27,Positive
Largs,2021-09-01,Positive
Largs,2021-09-02,Positive
Largs,2021-09-07,Positive
Largs,2021-09-09,Positive
Largs,2021-09-15,Positive
Largs,2021-09-16,Positive
Largs,2021-09-24,Positive
Largs,2021-10-05,Positive
Largs,2021-10-06,Positive
Largs,2021-10-21,Positive
Largs,2021-10-22,Positive
Largs,2021-10-26,Positive
Largs,2021-10-28,Positive
Largs,2021-11-01,Positive
Largs,2021-11-03,Positive
Largs,2021-11-10,Positive
Largs,2021-11-11,Positive
Largs,2021-11-18,Positive
Largs,2021-11-24,Positive
Largs,2021-11-25,Positive
Largs,2021-11-30,Positive
Largs,2021-12-01,Positive
Largs,2021-12-07,Positive
Largs,2021-12-13,Analysis Failed
Largs,2021-12-14,Positive
Largs,2022-01-05,Analysis Failed
Largs,2022-01-06,Positive
Largs,2022-01-11,Positive
Maybole,2021-01-07,Analysis Failed
Maybole,2021-01-14,Positive (DNQ)
Maybole,2021-01-19,Positive
Maybole,2021-02-03,Positive (DNQ)
Maybole,2021-02-11,Positive
Maybole,2021-02-19,Weak Positive
Maybole,2021-02-23,Negative
Maybole,2021-03-01,Weak Positive
Maybole,2021-03-08,Negative
Maybole,2021-03-15,Positive
Maybole,2021-03-22,Negative
Maybole,2021-03-30,Weak Positive
Maybole,2021-04-06,Negative
Maybole,2021-04-12,Weak Positive
Maybole,2021-04-28,Negative
Maybole,2021-05-07,Negative
Maybole,2021-05-10,Weak Positive
Maybole,2021-05-19,Weak Positive
Maybole,2021-05-26,Negative
Maybole,2021-06-02,Negative
Maybole,2021-06-09,Positive (DNQ)
Maybole,2021-06-16,Positive
Maybole,2021-06-22,Positive (DNQ)
Maybole,2021-06-29,Positive
Maybole,2021-07-06,Positive
Maybole,2021-07-13,Positive
Maybole,2021-07-20,Positive
Maybole,2021-08-31,Positive
Maybole,2021-09-08,Positive
Maybole,2021-09-13,Positive
Maybole,2021-09-20,Positive
Maybole,2021-10-06,Weak Positive
Maybole,2021-11-12,Positive
Maybole,2021-11-22,Positive
Maybole,2021-12-06,Positive
Maybole,2021-12-20,Positive
Maybole,2022-01-04,Positive
Meadowhead,2020-08-08,Negative
Meadowhead,2020-08-14,Negative
Meadowhead,2020-08-20,Negative
Meadowhead,2020-09-01,Positive (DNQ)
Meadowhead,2020-09-07,Negative
Meadowhead,2020-09-14,Weak Positive
Meadowhead,2020-09-21,Positive (DNQ)
Meadowhead,2020-09-25,Positive (DNQ)
Meadowhead,2020-10-01,Positive
Meadowhead,2020-10-07,Positive
Meadowhead,2020-10-13,Positive
Meadowhead,2020-10-19,Positive
Meadowhead,2020-10-26,Positive (DNQ)
Meadowhead,2020-11-02,Positive
Meadowhead,2020-11-06,Positive
Meadowhead,2020-11-12,Positive
Meadowhead,2020-11-24,Positive
Meadowhead,2020-11-30,Positive
Meadowhead,2020-12-06,Positive (DNQ)
Meadowhead,2020-12-14,Positive
Meadowhead,2020-12-16,Positive
Meadowhead,2020-12-29,Positive
Meadowhead,2021-01-04,Positive
Meadowhead,2021-01-06,Positive
Meadowhead,2021-01-08,Positive
Meadowhead,2021-01-11,Positive
Meadowhead,2021-01-13,Positive
Meadowhead,2021-01-15,Positive
Meadowhead,2021-01-18,Positive
Meadowhead,2021-01-20,Positive (DNQ)
Meadowhead,2021-01-22,Positive
Meadowhead,2021-01-25,Positive
Meadowhead,2021-01-27,Positive
Meadowhead,2021-01-29,Positive
Meadowhead,2021-02-01,Positive
Meadowhead,2021-02-03,Positive
Meadowhead,2021-02-05,Positive
Meadowhead,2021-02-08,Positive
Meadowhead,2021-02-10,Positive
Meadowhead,2021-02-12,Positive
Meadowhead,2021-02-15,Positive
Meadowhead,2021-02-17,Positive
Meadowhead,2021-02-19,Positive
Meadowhead,2021-02-22,Analysis Failed
Meadowhead,2021-02-24,Positive
Meadowhead,2021-02-26,Positive
Meadowhead,2021-03-01,Positive
Meadowhead,2021-03-03,Positive
Meadowhead,2021-03-05,Positive (DNQ)
Meadowhead,2021-03-08,Positive
Meadowhead,2021-03-10,Positive
Meadowhead,2021-03-12,Positive
Meadowhead,2021-03-15,Positive (DNQ)
Meadowhead,2021-03-17,Positive
Meadowhead,2021-03-19,Positive
Meadowhead,2021-03-22,Positive
Meadowhead,2021-03-24,Positive
Meadowhead,2021-03-26,Analysis Failed
Meadowhead,2021-03-26,Positive
Meadowhead,2021-03-29,Analysis Failed
Meadowhead,2021-03-29,Positive
Meadowhead,2021-03-31,Positive
Meadowhead,2021-04-02,Positive
Meadowhead,2021-04-06,Positive
Meadowhead,2021-04-07,Positive
Meadowhead,2021-04-09,Positive (DNQ)
Meadowhead,2021-04-12,Positive (DNQ)
Meadowhead,2021-04-14,Positive
Meadowhead,2021-04-23,Positive (DNQ)
Meadowhead,2021-04-28,Positive
Meadowhead,2021-04-30,Positive (DNQ)
Meadowhead,2021-05-05,Positive (DNQ)
Meadowhead,2021-05-07,Positive (DNQ)
Meadowhead,2021-05-10,Positive
Meadowhead,2021-05-12,Positive (DNQ)
Meadowhead,2021-05-14,Analysis Failed
Meadowhead,2021-05-17,Positive
Meadowhead,2021-05-19,Positive
Meadowhead,2021-05-21,Positive
Meadowhead,2021-05-24,Positive
Meadowhead,2021-05-26,Positive
Meadowhead,2021-05-28,Positive
Meadowhead,2021-05-31,Positive
Meadowhead,2021-06-02,Positive
Meadowhead,2021-06-04,Positive
Meadowhead,2021-06-07,Positive
Meadowhead,2021-06-09,Positive
Meadowhead,2021-06-11,Positive
Meadowhead,2021-06-14,Positive
Meadowhead,2021-06-16,Positive (DNQ)
Meadowhead,2021-06-18,Positive
Meadowhead,2021-06-21,Positive
Meadowhead,2021-06-24,Positive
Meadowhead,2021-06-25,Positive
Meadowhead,2021-06-28,Positive
Meadowhead,2021-07-07,Positive
Meadowhead,2021-07-09,Positive
Meadowhead,2021-07-12,Positive
Meadowhead,2021-07-16,Positive
Meadowhead,2021-07-19,Positive
Meadowhead,2021-07-21,Positive
Meadowhead,2021-07-23,Positive
Meadowhead,2021-07-26,Positive
Meadowhead,2021-07-28,Positive
Meadowhead,2021-07-30,Positive
Meadowhead,2021-08-02,Positive
Meadowhead,2021-08-04,Positive
Meadowhead,2021-08-06,Positive
Meadowhead,2021-08-09,Positive
Meadowhead,2021-08-11,Positive
Meadowhead,2021-08-13,Positive
Meadowhead,2021-08-16,Positive
Meadowhead,2021-08-18,Positive
Meadowhead,2021-08-20,Positive
Meadowhead,2021-08-23,Positive
Meadowhead,2021-08-26,Positive
Meadowhead,2021-08-27,Positive
Meadowhead,2021-08-30,Positive
Meadowhead,2021-09-01,Positive
Meadowhead,2021-09-03,Positive
Meadowhead,2021-09-06,Analysis Failed
Meadowhead,2021-09-08,Positive
Meadowhead,2021-09-10,Positive
Meadowhead,2021-09-13,Positive
Meadowhead,2021-09-17,Positive
Meadowhead,2021-09-22,Analysis Failed
Meadowhead,2021-09-24,Positive
Meadowhead,2021-09-27,Positive
Meadowhead,2021-09-29,Positive
Meadowhead,2021-10-01,Positive
Meadowhead,2021-10-04,Positive
Meadowhead,2021-10-06,Positive
Meadowhead,2021-10-07,Positive
Meadowhead,2021-10-08,Positive
Meadowhead,2021-10-11,Positive
Meadowhead,2021-10-13,Positive
Meadowhead,2021-10-15,Positive
Meadowhead,2021-10-18,Positive
Meadowhead,2021-10-20,Positive
Meadowhead,2021-10-22,Positive
Meadowhead,2021-10-25,Analysis Failed
Meadowhead,2021-10-27,Positive
Meadowhead,2021-10-29,Positive
Meadowhead,2021-11-01,Positive
Meadowhead,2021-11-02,Positive
Meadowhead,2021-11-03,Positive
Meadowhead,2021-11-05,Positive
Meadowhead,2021-11-08,Positive
Meadowhead,2021-11-09,Positive
Meadowhead,2021-11-10,Positive
Meadowhead,2021-11-12,Positive
Meadowhead,2021-11-15,Positive
Meadowhead,2021-11-17,Positive
Meadowhead,2021-11-18,Positive
Meadowhead,2021-11-19,Positive
Meadowhead,2021-11-22,Positive
Meadowhead,2021-11-23,Positive
Meadowhead,2021-11-24,Positive
Meadowhead,2021-11-25,Positive
Meadowhead,2021-11-29,Positive
Meadowhead,2021-11-30,Positive
Meadowhead,2021-12-01,Positive
Meadowhead,2021-12-06,Positive
Meadowhead,2021-12-07,Positive
Meadowhead,2021-12-08,Positive
Meadowhead,2021-12-09,Positive
Meadowhead,2021-12-13,Positive
Meadowhead,2021-12-14,Positive
Meadowhead,2021-12-15,Positive
Meadowhead,2021-12-16,Positive
Meadowhead,2021-12-20,Positive
Meadowhead,2021-12-29,Positive
Meadowhead,2022-01-07,Positive
Meadowhead,2022-01-10,Positive
Meadowhead,2022-01-11,Positive
Meadowhead,2022-01-13,Positive
Muirkirk,2021-02-10,Positive
Muirkirk,2021-02-11,Positive
Muirkirk,2021-02-17,Positive (DNQ)
Muirkirk,2021-02-19,Weak Positive
Muirkirk,2021-02-23,Analysis Failed
Muirkirk,2021-02-23,Positive (DNQ)
Muirkirk,2021-02-24,Weak Positive
Muirkirk,2021-03-02,Positive (DNQ)
Muirkirk,2021-03-03,Positive
Muirkirk,2021-03-08,Positive (DNQ)
Muirkirk,2021-03-09,Positive (DNQ)
Muirkirk,2021-03-15,Negative
Muirkirk,2021-03-19,Analysis Failed
Muirkirk,2021-03-19,Negative
Muirkirk,2021-03-22,Weak Positive
Muirkirk,2021-03-23,Positive
Muirkirk,2021-03-30,Analysis Failed
Muirkirk,2021-03-30,Negative
Muirkirk,2021-03-31,Analysis Failed
Muirkirk,2021-04-06,Analysis Failed
Muirkirk,2021-04-08,Positive
Muirkirk,2021-04-12,Positive
Muirkirk,2021-04-28,Weak Positive
Muirkirk,2021-04-29,Weak Positive
Muirkirk,2021-05-05,Weak Positive
Muirkirk,2021-05-07,Negative
New Cumnock,2021-01-07,Positive
New Cumnock,2021-01-14,Positive (DNQ)
New Cumnock,2021-01-19,Positive
New Cumnock,2021-02-03,Positive
New Cumnock,2021-02-11,Positive
New Cumnock,2021-02-19,Positive
New Cumnock,2021-02-23,Positive
New Cumnock,2021-03-01,Positive
New Cumnock,2021-03-08,Positive (DNQ)
New Cumnock,2021-03-15,Positive (DNQ)
New Cumnock,2021-03-22,Positive (DNQ)
New Cumnock,2021-03-30,Negative
New Cumnock,2021-04-06,Negative
New Cumnock,2021-05-07,Positive (DNQ)
New Cumnock,2021-05-10,Positive
New Cumnock,2021-05-19,Positive
New Cumnock,2021-05-26,Positive (DNQ)
New Cumnock,2021-06-02,Positive (DNQ)
New Cumnock,2021-06-09,Positive
New Cumnock,2021-06-16,Positive
New Cumnock,2021-06-22,Positive (DNQ)
New Cumnock,2021-06-29,Positive
New Cumnock,2021-07-06,Positive
New Cumnock,2021-07-16,Positive
New Cumnock,2021-07-20,Positive
New Cumnock,2021-07-26,Positive
New Cumnock,2021-08-30,Positive
New Cumnock,2021-09-06,Positive
New Cumnock,2021-09-15,Positive
New Cumnock,2021-09-29,Analysis Failed
New Cumnock,2021-10-18,Positive
New Cumnock,2021-10-27,Positive (DNQ)
New Cumnock,2021-11-05,Positive
New Cumnock,2021-11-17,Positive
New Cumnock,2021-12-07,Positive
New Cumnock,2021-12-14,Positive
New Cumnock,2022-01-04,Positive
Stevenston,2021-02-11,Positive
Stevenston,2021-02-12,Positive
Stevenston,2021-02-16,Positive
Stevenston,2021-02-19,Positive
Stevenston,2021-02-23,Positive
Stevenston,2021-02-26,Positive
Stevenston,2021-03-02,Positive
Stevenston,2021-03-05,Positive (DNQ)
Stevenston,2021-03-09,Positive (DNQ)
Stevenston,2021-03-12,Positive (DNQ)
Stevenston,2021-03-16,Positive (DNQ)
Stevenston,2021-03-19,Positive (DNQ)
Stevenston,2021-03-23,Positive
Stevenston,2021-03-26,Positive
Stevenston,2021-03-30,Positive
Stevenston,2021-04-02,Positive
Stevenston,2021-04-06,Positive (DNQ)
Stevenston,2021-04-09,Positive (DNQ)
Stevenston,2021-04-13,Positive (DNQ)
Stevenston,2021-04-23,Positive (DNQ)
Stevenston,2021-04-27,Positive (DNQ)
Stevenston,2021-04-30,Positive (DNQ)
Stevenston,2021-05-04,Weak Positive
Stevenston,2021-05-07,Positive (DNQ)
Stevenston,2021-05-11,Positive (DNQ)
Stevenston,2021-05-14,Positive (DNQ)
Stevenston,2021-05-18,Positive
Stevenston,2021-05-21,Positive (DNQ)
Stevenston,2021-05-25,Positive
Stevenston,2021-05-28,Positive (DNQ)
Stevenston,2021-06-01,Positive
Stevenston,2021-06-04,Positive
Stevenston,2021-06-08,Positive (DNQ)
Stevenston,2021-06-11,Positive
Stevenston,2021-06-15,Positive (DNQ)
Stevenston,2021-06-18,Positive
Stevenston,2021-06-22,Positive
Stevenston,2021-06-25,Positive
Stevenston,2021-06-29,Positive
Stevenston,2021-07-06,Positive
Stevenston,2021-07-09,Positive
Stevenston,2021-07-13,Positive
Stevenston,2021-07-16,Positive
Stevenston,2021-07-20,Positive
Stevenston,2021-07-23,Positive
Stevenston,2021-07-27,Positive
Stevenston,2021-07-30,Positive
Stevenston,2021-08-03,Positive
Stevenston,2021-08-06,Positive
Stevenston,2021-08-10,Positive
Stevenston,2021-08-13,Positive
Stevenston,2021-08-20,Positive
Stevenston,2021-08-24,Positive
Stevenston,2021-08-27,Positive
Stevenston,2021-08-31,Positive
Stevenston,2021-09-03,Positive
Stevenston,2021-09-08,Positive
Stevenston,2021-09-14,Positive
Stevenston,2021-09-17,Positive
Stevenston,2021-09-24,Positive
Stevenston,2021-09-28,Positive
Stevenston,2021-10-01,Positive (DNQ)
Stevenston,2021-10-05,Positive
Stevenston,2021-10-08,Positive
Stevenston,2021-10-12,Positive
Stevenston,2021-10-15,Positive
Stevenston,2021-10-19,Positive
Stevenston,2021-10-22,Positive
Stevenston,2021-10-26,Positive
Stevenston,2021-10-29,Positive
Stevenston,2021-11-02,Positive
Stevenston,2021-11-05,Positive
Stevenston,2021-11-09,Positive
Stevenston,2021-11-11,Positive
Stevenston,2021-11-16,Positive
Stevenston,2021-11-19,Positive
Stevenston,2021-11-22,Positive
Stevenston,2021-11-24,Positive
Stevenston,2021-11-29,Positive
Stevenston,2021-12-01,Positive
Stevenston,2021-12-06,Positive
Stevenston,2021-12-08,Positive
Stevenston,2021-12-10,Positive
Stevenston,2021-12-13,Positive
Stevenston,2021-12-15,Positive
Stevenston,2021-12-20,Positive
Stevenston,2022-01-07,Positive
Stevenston,2022-01-10,Positive
Stevenston,2022-01-12,Positive
Coldstream,2021-02-11,Positive (DNQ)
Coldstream,2021-02-12,Positive
Coldstream,2021-02-15,Positive (DNQ)
Coldstream,2021-02-16,Positive (DNQ)
Coldstream,2021-02-25,Positive
Coldstream,2021-02-26,Positive
Coldstream,2021-03-01,Positive
Coldstream,2021-03-02,Positive
Coldstream,2021-03-08,Positive (DNQ)
Coldstream,2021-03-09,Positive (DNQ)
Coldstream,2021-03-15,Weak Positive
Coldstream,2021-03-16,Positive (DNQ)
Coldstream,2021-03-25,Weak Positive
Coldstream,2021-03-26,Weak Positive
Coldstream,2021-03-31,Negative
Coldstream,2021-04-01,Negative
Coldstream,2021-04-06,Analysis Failed
Coldstream,2021-04-08,Negative
Coldstream,2021-04-12,Negative
Coldstream,2021-04-26,Weak Positive
Coldstream,2021-04-30,Weak Positive
Coldstream,2021-05-04,Negative
Coldstream,2021-05-10,Negative
Coldstream,2021-05-14,Positive (DNQ)
Coldstream,2021-05-17,Negative
Coldstream,2021-05-21,Negative
Coldstream,2021-05-24,Weak Positive
Coldstream,2021-05-28,Weak Positive
Coldstream,2021-06-01,Negative
Coldstream,2021-06-02,Positive (DNQ)
Coldstream,2021-06-07,Negative
Coldstream,2021-06-11,Negative
Coldstream,2021-06-14,Weak Positive
Coldstream,2021-06-15,Positive (DNQ)
Coldstream,2021-06-21,Negative
Coldstream,2021-06-23,Positive (DNQ)
Coldstream,2021-06-28,Positive
Coldstream,2021-06-29,Positive
Coldstream,2021-07-05,Positive
Coldstream,2021-07-06,Positive
Coldstream,2021-07-12,Positive
Coldstream,2021-07-13,Positive
Coldstream,2021-07-20,Positive
Coldstream,2021-07-21,Positive
Coldstream,2021-07-26,Positive
Coldstream,2021-07-30,Positive
Coldstream,2021-08-02,Positive
Coldstream,2021-08-06,Positive
Coldstream,2021-08-09,Positive
Coldstream,2021-08-13,Analysis Failed
Coldstream,2021-08-16,Analysis Failed
Coldstream,2021-08-18,Analysis Failed
Coldstream,2021-08-23,Positive
Coldstream,2021-08-27,Positive
Coldstream,2021-08-30,Positive
Coldstream,2021-09-03,Positive
Coldstream,2021-09-10,Positive
Coldstream,2021-09-17,Positive
Coldstream,2021-09-27,Positive
Coldstream,2021-10-01,Positive
Coldstream,2021-10-04,Positive
Coldstream,2021-10-18,Positive
Coldstream,2021-10-22,Positive
Coldstream,2021-10-27,Positive
Coldstream,2021-10-29,Positive
Coldstream,2021-11-01,Weak Positive
Coldstream,2021-11-09,Positive
Coldstream,2021-11-15,Positive
Coldstream,2021-11-22,Positive
Coldstream,2021-12-06,Positive (DNQ)
Coldstream,2021-12-13,Positive
Duns,2021-02-11,Weak Positive
Duns,2021-02-15,Positive (DNQ)
Duns,2021-02-16,Positive (DNQ)
Duns,2021-02-25,Positive (DNQ)
Duns,2021-02-26,Positive (DNQ)
Duns,2021-03-01,Weak Positive
Duns,2021-03-02,Weak Positive
Duns,2021-03-08,Weak Positive
Duns,2021-03-09,Weak Positive
Duns,2021-03-15,Negative
Duns,2021-03-16,Negative
Duns,2021-03-25,Negative
Duns,2021-03-26,Analysis Failed
Duns,2021-03-26,Negative
Duns,2021-03-29,Analysis Failed
Duns,2021-04-01,Weak Positive
Duns,2021-04-02,Negative
Duns,2021-04-06,Negative
Duns,2021-04-08,Negative
Duns,2021-04-12,Negative
Duns,2021-04-26,Negative
Duns,2021-04-30,Negative
Duns,2021-05-04,Positive (DNQ)
Duns,2021-05-05,Weak Positive
Duns,2021-05-10,Negative
Duns,2021-05-14,Weak Positive
Duns,2021-05-17,Negative
Duns,2021-05-21,Negative
Duns,2021-05-24,Negative
Duns,2021-05-28,Analysis Failed
Duns,2021-06-01,Weak Positive
Duns,2021-06-02,Weak Positive
Duns,2021-06-07,Weak Positive
Duns,2021-06-11,Negative
Duns,2021-06-14,Positive (DNQ)
Duns,2021-06-15,Positive (DNQ)
Duns,2021-06-21,Negative
Duns,2021-06-23,Weak Positive
Duns,2021-06-30,Positive
Duns,2021-07-01,Positive
Duns,2021-07-05,Positive (DNQ)
Duns,2021-07-06,Positive
Duns,2021-07-13,Positive
Duns,2021-07-20,Positive
Duns,2021-07-21,Positive
Duns,2021-07-26,Positive (DNQ)
Duns,2021-07-30,Weak Positive
Duns,2021-08-18,Positive
Duns,2021-08-23,Positive
Duns,2021-08-30,Positive
Duns,2021-09-03,Positive
Duns,2021-09-06,Positive
Duns,2021-09-10,Positive (DNQ)
Duns,2021-09-17,Positive
Duns,2021-09-20,Positive
Duns,2021-09-27,Positive
Duns,2021-10-01,Analysis Failed
Duns,2021-10-04,Positive
Duns,2021-10-18,Positive
Duns,2021-10-22,Analysis Failed
Duns,2021-10-25,Positive
Duns,2021-10-29,Positive
Duns,2021-11-01,Positive
Duns,2021-11-05,Positive (DNQ)
Duns,2021-11-08,Positive
Duns,2021-11-09,Positive
Duns,2021-11-15,Positive
Duns,2021-11-17,Positive
Duns,2021-11-22,Positive
Duns,2021-11-24,Positive
Duns,2021-12-08,Positive
Duns,2021-12-13,Positive
Duns,2021-12-14,Positive
Duns,2022-01-10,Positive
Eyemouth,2021-03-24,Negative
Eyemouth,2021-03-25,Positive (DNQ)
Eyemouth,2021-03-31,Weak Positive
Eyemouth,2021-04-01,Positive (DNQ)
Eyemouth,2021-04-07,Negative
Eyemouth,2021-04-09,Weak Positive
Eyemouth,2021-04-14,Weak Positive
Eyemouth,2021-04-15,Negative
Eyemouth,2021-04-28,Weak Positive
Eyemouth,2021-04-29,Negative
Eyemouth,2021-05-06,Positive (DNQ)
Eyemouth,2021-05-07,Negative
Eyemouth,2021-05-12,Negative
Eyemouth,2021-05-13,Positive
Eyemouth,2021-05-19,Negative
Eyemouth,2021-05-20,Positive (DNQ)
Eyemouth,2021-05-26,Negative
Eyemouth,2021-05-27,Negative
Eyemouth,2021-06-03,Negative
Eyemouth,2021-06-09,Negative
Eyemouth,2021-08-04,Positive
Eyemouth,2021-08-11,Weak Positive
Eyemouth,2021-08-31,Positive
Eyemouth,2021-09-02,Positive
Eyemouth,2021-09-08,Positive
Eyemouth,2021-09-09,Positive
Eyemouth,2021-09-15,Positive
Eyemouth,2021-09-16,Positive
Eyemouth,2021-10-07,Positive
Eyemouth,2021-10-20,Positive
Eyemouth,2021-10-21,Positive
Eyemouth,2021-10-27,Positive
Eyemouth,2021-10-28,Positive
Eyemouth,2021-11-03,Positive
Eyemouth,2021-11-04,Positive
Eyemouth,2021-11-11,Positive
Eyemouth,2021-11-12,Positive
Eyemouth,2021-11-16,Positive
