,X2020.01.06,X2020.01.07,X2020.01.09,X2020.01.10,X2020.01.12,X2020.02.06,X2020.02.09,X2020.02.10,X2020.02.11,X2020.02.12,X2020.03.06,X2020.03.07,X2020.03.08,X2020.03.09,X2020.03.11,X2020.03.12,X2020.04.06,X2020.04.09,X2020.04.11,X2020.04.12,X2020.05.08,X2020.05.10,X2020.05.28,X2020.05.29,X2020.06.06,X2020.06.07,X2020.06.09,X2020.06.10,X2020.06.11,X2020.06.12,X2020.06.15,X2020.06.16,X2020.06.17,X2020.06.19,X2020.06.22,X2020.06.23,X2020.06.24,X2020.06.26,X2020.06.28,X2020.06.30,X2020.07.07,X2020.07.08,X2020.07.09,X2020.07.10,X2020.07.12,X2020.07.13,X2020.07.14,X2020.07.15,X2020.07.17,X2020.07.20,X2020.07.27,X2020.07.28,X2020.08.06,X2020.08.07,X2020.08.08,X2020.08.09,X2020.08.12,X2020.08.13,X2020.08.14,X2020.08.17,X2020.08.18,X2020.08.19,X2020.08.20,X2020.08.21,X2020.08.22,X2020.08.24,X2020.08.25,X2020.08.26,X2020.08.28,X2020.08.31,X2020.09.06,X2020.09.08,X2020.09.09,X2020.09.10,X2020.09.11,X2020.09.12,X2020.09.14,X2020.09.15,X2020.09.16,X2020.09.17,X2020.09.18,X2020.09.20,X2020.09.21,X2020.09.22,X2020.09.23,X2020.09.24,X2020.09.25,X2020.09.28,X2020.09.29,X2020.09.30,X2020.10.06,X2020.10.07,X2020.10.08,X2020.10.09,X2020.10.11,X2020.10.12,X2020.10.13,X2020.10.14,X2020.10.15,X2020.10.16,X2020.10.19,X2020.10.20,X2020.10.21,X2020.10.22,X2020.10.23,X2020.10.26,X2020.10.27,X2020.10.28,X2020.10.29,X2020.10.30,X2020.10.31,X2020.11.08,X2020.11.09,X2020.11.11,X2020.11.12,X2020.11.13,X2020.11.16,X2020.11.17,X2020.11.18,X2020.11.19,X2020.11.20,X2020.11.23,X2020.11.24,X2020.11.25,X2020.11.26,X2020.11.27,X2020.11.30,X2020.12.08,X2020.12.10,X2020.12.11,X2020.12.14,X2020.12.15,X2020.12.16,X2020.12.17,X2020.12.18,X2020.12.21,X2020.12.29,X2020.12.30,X2020.12.31,X2021.01.02,X2021.01.03,X2021.01.04,X2021.01.06,X2021.01.07,X2021.01.09,X2021.01.10,X2021.01.11,X2021.01.13,X2021.01.14,X2021.01.15,X2021.01.17,X2021.01.18,X2021.01.19,X2021.01.20,X2021.01.21,X2021.01.22,X2021.01.23,X2021.01.25,X2021.01.26,X2021.01.27,X2021.01.29,X2021.02.02,X2021.02.03,X2021.02.04,X2021.02.06,X2021.02.07,X2021.02.08,X2021.02.09,X2021.02.11,X2021.02.15,X2021.02.16,X2021.02.17,X2021.02.18,X2021.02.19,X2021.02.20,X2021.02.21,X2021.02.22,X2021.02.23,X2021.02.24,X2021.02.25,X2021.02.26,X2021.02.27,X2021.02.28,X2021.03.02,X2021.03.03,X2021.03.05,X2021.03.06,X2021.03.08,X2021.03.09,X2021.03.11,X2021.03.15,X2021.03.16,X2021.03.17,X2021.03.18,X2021.03.19,X2021.03.20,X2021.03.22,X2021.03.23,X2021.03.24,X2021.03.25,X2021.03.26,X2021.03.29,X2021.03.30,X2021.03.31,X2021.04.01,X2021.04.02,X2021.04.03,X2021.04.05,X2021.04.06,X2021.04.08,X2021.04.10,X2021.04.11,X2021.04.13,X2021.04.14,X2021.04.15,X2021.04.16,X2021.04.19,X2021.04.20,X2021.04.21,X2021.04.22,X2021.04.23,X2021.04.26,X2021.04.27,X2021.04.28,X2021.04.29,X2021.04.30,X2021.05.01,X2021.05.02,X2021.05.03,X2021.05.04,X2021.05.05,X2021.05.07,X2021.05.08,X2021.05.10,X2021.05.11,X2021.05.13,X2021.05.14,X2021.05.17,X2021.05.18,X2021.05.19,X2021.05.20,X2021.05.21,X2021.05.23,X2021.05.24,X2021.05.25,X2021.05.26,X2021.05.27,X2021.05.28,X2021.05.31,X2021.06.01,X2021.06.02,X2021.06.03,X2021.06.04,X2021.06.05,X2021.06.07,X2021.06.08,X2021.06.09,X2021.06.10,X2021.06.14,X2021.06.15,X2021.06.16,X2021.06.17,X2021.06.18,X2021.06.19,X2021.06.21,X2021.06.22,X2021.06.23,X2021.06.24,X2021.06.25,X2021.06.28,X2021.06.29,X2021.06.30,X2021.07.01,X2021.07.03,X2021.07.04,X2021.07.05,X2021.07.06,X2021.07.07,X2021.07.09,X2021.07.10,X2021.07.11,X2021.07.13,X2021.07.16,X2021.07.19,X2021.07.20,X2021.07.21,X2021.07.22,X2021.07.23,X2021.07.26,X2021.07.27,X2021.07.28,X2021.07.29,X2021.07.30,X2021.08.01,X2021.08.02,X2021.08.03,X2021.08.04,X2021.08.06,X2021.08.07,X2021.08.09,X2021.08.10,X2021.08.11,X2021.08.13,X2021.08.16,X2021.08.17,X2021.08.18,X2021.08.19,X2021.08.20,X2021.08.23,X2021.08.24,X2021.08.25,X2021.08.26,X2021.08.27,X2021.08.30,X2021.08.31,X2021.09.02,X2021.09.03,X2021.09.04,X2021.09.06,X2021.09.07,X2021.09.08,X2021.09.09,X2021.09.11,X2021.09.13,X2021.09.14,X2021.09.15,X2021.09.16,X2021.09.17,X2021.09.20,X2021.09.21,X2021.09.22,X2021.09.23,X2021.09.24,X2021.09.27,X2021.09.28,X2021.09.29,X2021.09.30,X2021.10.02,X2021.10.03,X2021.10.04,X2021.10.05,X2021.10.06,X2021.10.07,X2021.10.08,X2021.10.09,X2021.10.11,X2021.10.13,X2021.10.14,X2021.10.15,X2021.10.18,X2021.10.19,X2021.10.20,X2021.10.21,X2021.10.22,X2021.10.25,X2021.10.26,X2021.10.27,X2021.10.28,X2021.10.29,X2021.11.01,X2021.11.02,X2021.11.03,X2021.11.05,X2021.11.06,X2021.11.08,X2021.11.10,X2021.11.11,X2021.11.15,X2021.11.16,X2021.11.17,X2021.11.18,X2021.11.19,X2021.11.21,X2021.11.22,X2021.11.23,X2021.11.24,X2021.11.25,X2021.12.01,X2021.12.02,X2021.12.03,X2021.12.04,X2021.12.05,X2021.12.07,X2021.12.08,X2021.12.10,X2021.12.11
Allanfearn,0,NA,2353,NA,3061,0,2912,1982,6749,2215,NA,NA,NA,NA,16654,NA,0,7868,4220,2715,NA,5518,NA,NA,NA,NA,NA,3496,6349,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,435,2825,3004,448,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7171,0,NA,868,898,820,0,NA,1074,NA,1414,0,0,0,1124,0,NA,379,NA,2540,0,1302,1686,325,NA,1142,NA,0,5867,5875,NA,5033,1545,2678,1366,0,NA,0,NA,NA,NA,2630,4750,NA,8390,1626,9649,3849,NA,28103,9109,4157,0,NA,107813,NA,NA,1006,3038,5982,5998,4449,11680,7368,NA,NA,0,3887,28105,NA,NA,5324,NA,2650,NA,3819,NA,4020,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,NA,645198,117328,90051,122424,NA,47935,NA,67382,33430,15131,NA,29462,NA,NA,33625,NA,44044,31607,NA,597,0,98432,56164,709834,NA,31065,58541,13421,NA,59022,NA,NA,70399,35213,12242,NA,NA,12775,NA,35619,NA,796,NA,43934,NA,45107,26433,3090,3874,NA,32887,NA,12615,45045,35711,NA,31291,NA,2764,588,70482,NA,NA,NA,743,41472,NA,NA,2387,NA,NA,NA,NA,NA,NA,NA,8421,NA,4780,1058,NA,NA,55044,41432,10975,NA,NA,158210,NA,98563,1786,18140,9469,1131,730,492,NA,0,NA,NA,511,0,NA,1293,1387,82734,NA,NA,15255,NA,148209,32180,432453,55160,3985,15125,8613,NA,6776,NA,6350,41267,12483,NA,34094,97953,81673,NA,NA,NA,4722,32418,NA,110442,1313311,NA,NA,80936,113598,NA,78213,86700,92510,94067,112407,175138,60354,NA,171697,NA,45465,17465,NA,NA,NA,286147,62879,56300,77208,27743,44701,60093,NA,175738,207305,180701,317356,NA,454669,NA,318495,NA,42959,7304,0,207912,NA,NA,NA,295005,312737,NA,NA,334405,107087,222711,243526,NA,182538,NA,65569,108140,NA,72455,33509,NA,1706,1287,NA,24189,176275,52602,98044,66516,168984,77238,45174,43636,76101,NA,46463,156278,179109,NA,245371,102770,NA,NA,NA,5865,30467,NA,NA,112717,NA,44245,NA,NA,NA,165322,166588,NA,NA,36182,NA,55268,2976,4616,87590,NA,52850,67430
Allers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15091,8910,NA,NA,NA,77248,57559,160353,NA,NA,NA,NA,60401,NA,NA,NA,NA,70511,NA,NA,NA,44506,NA,NA,NA,317623,NA,NA,NA,NA,60768,NA,NA,NA,NA,NA,46774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3334,NA,NA,NA,3694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12276,NA,NA,NA,NA,NA,NA,NA,NA,NA,10590,NA,NA,NA,NA,NA,2386,NA,NA,NA,4087,NA,NA,12959,NA,NA,NA,NA,7443,NA,NA,NA,NA,14018,NA,NA,NA,NA,NA,NA,NA,NA,NA,77538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172052,NA,NA,NA,NA,108883,NA,NA,NA,NA,182675,164611,12350,NA,3857,NA,NA,NA,NA,310774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960625,NA,NA,NA,NA,NA,274111,NA,NA,NA,NA,NA,NA,299940,NA,NA,NA,NA,138315,NA,NA,NA,NA,NA,NA,NA,NA,NA,9470,NA,NA,1081826,NA,NA,NA,NA,123163,NA,NA,NA,NA,NA,41069,NA,NA,NA,NA,NA,2164,NA,NA,NA,NA,NA,237807,NA,NA,NA,NA,NA,374575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allers - St Leonards,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1174,NA,251,NA,NA,NA,NA,NA,40169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alloa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34953,22351,NA,NA,3325,NA,NA,NA,95838,20098,25824,NA,NA,387159,NA,NA,144388,NA,NA,NA,NA,NA,11836,4694,25821,NA,74131,NA,16499,NA,NA,11696,NA,67129,109200,NA,NA,71992,NA,NA,7122,33139,15023,NA,NA,36623,45406,10697,NA,NA,NA,NA,14987,20216,NA,NA,88742,NA,NA,9136,13061,65428,NA,NA,NA,16087,15195,NA,54861,NA,20001,NA,22576,NA,NA,NA,13576,NA,NA,131851,78999,16162,NA,23457,NA,NA,NA,NA,NA,NA,12049,16852,NA,1729,NA,42938,NA,NA,53864,NA,NA,NA,NA,NA,NA,31831,NA,9615,NA,NA,21303,NA,21387,NA,NA,NA,NA,15119,211953,NA,NA,NA,27729,60842,80689,784602,NA,21299,NA,NA,44593,NA,NA,NA,40302,NA,97920,NA,NA,NA,53810,78204,NA,NA,NA,66794,NA,NA,NA,NA,NA,NA,NA,NA,74817,86961,NA,NA,NA,NA,NA,NA,NA,58258,19447,13855,NA,90835,437785,NA,NA,NA,243591,NA,169252,NA,NA,431206,NA,249791,NA,NA,508699,NA,NA,36814,NA,NA,NA,85928,NA,142715,NA,234712,NA,155926,NA,74989,NA,NA,NA,NA,NA,NA,NA,281593,56118,38277,NA,NA,40954,NA,NA,NA,NA,112167,NA,185875,36307,NA,NA,72552,NA,NA,159953,NA,217815,NA,115040,NA,NA,27906,NA,48391,56643,88743,NA,43837,NA,134576,NA,NA,NA,86199,NA,139156,145058,NA,NA,20591,NA,208317,NA,NA,NA
Alness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1406246,NA,157128,NA,NA,NA,235220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21722,NA,NA,NA,230940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7824,NA,NA,114838,NA,NA,98282,NA,NA,NA,36372,106223,NA,NA,50990,81492,NA,NA,NA,NA,NA,NA,NA,NA,169382,NA,NA,NA,5652,5966,NA,NA,NA,NA,8117,4698,NA,NA,NA,NA,4104,6564,NA,NA,NA,1132,NA,NA,270461,92368,1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,3670,NA,NA,1280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1744,NA,NA,7844,NA,1459,NA,NA,NA,2719,NA,7542,26755,NA,NA,NA,5236,622,108481,NA,NA,NA,20713,NA,NA,62412,NA,NA,NA,58761,NA,30624,NA,NA,NA,37294,NA,NA,NA,NA,78595,NA,900924,NA,NA,NA,NA,159015,NA,23320,NA,NA,55457,NA,NA,20947,NA,NA,NA,5429,NA,NA,36044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259762,NA,NA,41358,3715,NA,NA,NA,NA,97970,NA,221828,NA,200501,NA,73580,NA,NA,NA,NA,NA,NA,NA,195669,NA,NA,NA,NA,35759,NA,NA,176879,NA,NA,NA,NA,212713,NA,NA,162652,NA,NA,267430,NA,238667,NA,NA,NA,NA,3377,NA,NA,NA,122571,NA,98362,NA,428169,NA,NA,NA,211854,NA,300910,NA,NA,NA,3343,NA,43734,NA,NA,NA
Annan,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2180,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,580,NA,NA,0,NA,NA,NA,NA,NA,NA,4477,NA,1290,NA,NA,NA,NA,1007,NA,NA,NA,NA,1779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14298,NA,NA,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61889,191323,NA,15514,332249,NA,NA,NA,NA,NA,NA,NA,17339,NA,NA,NA,NA,24242,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,NA,6882,NA,NA,NA,NA,NA,NA,NA,NA,11180,43863,NA,NA,5785,NA,NA,NA,NA,NA,NA,716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544,NA,NA,NA,NA,NA,5982,NA,NA,2981,305215,NA,NA,NA,NA,NA,2584,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,53707,NA,37858,NA,NA,NA,NA,NA,13711,NA,NA,NA,NA,NA,NA,1193429,NA,NA,NA,NA,NA,897852,NA,NA,NA,NA,100038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24598,NA,NA,NA,NA,NA,62031,NA,NA,104565,NA,NA,NA,NA,NA,NA,517191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433865,NA,NA,NA,NA,NA,58010,NA,NA,NA,79165,NA,NA,NA,26815,NA,NA,569,NA,NA,69592,NA,NA,54792,NA,184988,NA,NA,7675,NA,NA,37554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218826,NA,NA,NA,NA,NA,275562,NA,NA,NA,NA,NA,NA,1548,NA,NA,NA,25463,NA
Ardoch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,36951,NA,NA,96797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24194,9969,NA,NA,NA,3963,NA,4021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7551,10916,NA,4511,19305,NA,NA,NA,4081,NA,NA,NA,NA,4167,2105,NA,NA,88637,NA,2613,NA,NA,NA,NA,NA,NA,NA,NA,490,NA,1426,NA,NA,NA,NA,4560,4232,0,NA,NA,NA,47327,NA,NA,493,NA,0,NA,NA,NA,3429,NA,NA,266,NA,1499,NA,NA,NA,2440,NA,109671,NA,NA,NA,NA,5290,NA,NA,NA,NA,NA,NA,17805,4794,NA,NA,4017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23397,NA,60784,NA,46946,NA,NA,NA,NA,NA,6750,47294,NA,NA,69404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79076,26393,NA,NA,62745,NA,NA,16082,NA,NA,13891,NA,8087,NA,NA,NA,61792,NA,NA,NA,66780,NA,46228,NA,NA,NA,NA,NA,35547,1550,693,39349,NA,NA,8674
Armadale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12986,NA,NA,NA,NA,60284,NA,NA,NA,54461,NA,2227,NA,325648,NA,176779,NA,37537,NA,NA,NA,NA,NA,NA,20584,NA,NA,236472,NA,NA,NA,NA,12680,3637,16584,NA,NA,NA,93692,NA,NA,NA,NA,182270,NA,NA,NA,53112,NA,21167,NA,NA,NA,NA,14290,NA,NA,NA,963166,NA,NA,NA,14687,22146,NA,NA,NA,NA,13549,15452,NA,NA,NA,NA,NA,NA,NA,20732,NA,NA,NA,123224,1360,NA,NA,NA,NA,NA,NA,NA,NA,NA,6459,3815,NA,NA,NA,NA,NA,NA,8249,NA,NA,51717,NA,NA,NA,NA,NA,NA,NA,1225,NA,NA,NA,NA,68283,NA,21612,NA,NA,NA,15280,NA,265018,NA,NA,NA,69117,NA,66457,NA,NA,NA,39616,NA,158941,NA,NA,267865,NA,NA,NA,NA,7829,NA,9930,NA,NA,NA,NA,NA,NA,NA,128554,NA,NA,317092,NA,174279,NA,743595,NA,33772,112475,NA,NA,NA,NA,1102894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550148,NA,NA,NA,11960,NA,NA,NA,121853,NA,645462,NA,483849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11764,NA,NA,NA,NA,NA,NA,NA,NA,45394,NA,135659,NA,NA,NA,162595,NA,313838,NA,NA,NA,36847,12607,NA,NA,NA,156246,NA,163240,NA,212934,NA,NA,NA,166630,NA,279161,NA,NA,23454,2111,NA,NA,NA,NA,NA
