,2021-11-02,2021-10-09,2021-08-26,2021-03-30,2021-02-15,2021-01-07,2020-08-12,2021-09-17,2021-08-18,2021-06-23,2021-05-08,2021-03-02,2021-02-09,2020-10-14,2020-09-30,2020-03-07,2021-12-01,2021-06-08,2021-03-25,2021-09-24,2021-06-29,2021-06-10,2021-05-02,2021-04-16,2021-03-08,2021-02-03,2021-01-15,2020-07-27,2021-07-30,2021-07-09,2021-04-08,2021-01-21,2020-09-24,2020-06-10,2021-11-05,2021-09-08,2021-05-31,2020-09-09,2021-10-21,2021-09-30,2021-08-02,2021-07-07,2021-04-06,2020-11-23,2020-05-08,2021-11-21,2021-11-18,2021-06-03,2021-05-24,2021-04-30,2020-12-14,2020-08-31,2020-08-08,2021-09-14,2021-07-27,2021-06-19,2020-06-07,2020-04-09,2020-02-10,2021-12-04,2021-11-16,2021-07-11,2021-03-20,2020-10-21,2020-08-06,2021-10-07,2021-02-22,2021-01-09,2020-12-08,2020-11-30,2020-03-11,2021-08-09,2021-05-19,2020-12-29,2020-11-11,2020-09-21,2020-09-18,2020-08-26,2020-06-15,2020-01-10,2021-12-10,2021-11-06,2021-02-28,2021-02-11,2021-01-03,2021-10-19,2021-09-13,2021-07-20,2021-03-06,2021-06-04,2021-05-23,2021-03-29,2020-10-28,2021-10-13,2021-09-20,2021-08-16,2021-06-14,2021-02-07,2021-01-11,2020-03-09,2021-12-07,2021-11-15,2021-03-23,2020-10-22,2020-01-06,2021-10-02,2021-09-04,2021-06-30,2021-04-21,2021-02-27,2020-08-19,2021-10-25,2021-08-06,2021-07-03,2021-04-02,2020-11-27,2020-09-17,2020-07-15,2020-06-23,2021-11-03,2021-10-08,2021-08-27,2021-03-31,2021-01-06,2020-08-13,2021-09-29,2021-07-23,2021-06-24,2021-03-05,2021-01-18,2020-10-13,2021-06-09,2021-03-24,2020-07-07,2021-10-14,2021-09-27,2021-08-11,2021-05-01,2021-04-15,2020-12-31,2020-11-09,2021-01-20,2020-09-25,2020-08-22,2020-06-28,2020-06-11,2021-09-07,2021-04-22,2021-02-24,2020-09-06,2021-10-20,2021-08-03,2021-07-06,2021-05-13,2021-03-15,2020-09-12,2020-07-10,2020-06-26,2021-11-22,2021-05-27,2020-12-17,2021-09-15,2021-07-26,2021-06-21,2021-06-18,2020-10-16,2020-06-06,2020-02-11,2021-12-03,2021-11-11,2021-07-16,2020-10-26,2021-10-06,2021-02-23,2021-10-29,2021-01-27,2020-11-12,2020-10-06,2020-09-22,2020-08-25,2020-06-16,2021-12-11,2021-08-23,2021-01-02,2020-08-17,2021-07-05,2021-05-10,2021-03-16,2020-11-18,2020-09-28,2020-09-11,2020-07-13,2021-07-19,2021-06-05,2020-10-29,2021-09-23,2021-07-29,2021-06-17,2021-05-05,2021-04-11,2021-02-04,2020-10-19,2020-07-20,2020-06-09,2021-07-13,2021-05-28,2021-03-22,2020-12-18,2020-10-23,2020-01-07,2021-10-05,2021-09-03,2021-04-26,2021-02-20,2021-02-19,2020-05-28,2021-08-07,2021-05-17,2021-04-03,2021-03-11,2020-11-26,2020-09-16,2020-08-28,2020-07-14,2020-06-22,2021-08-24,2021-04-28,2021-02-17,2020-02-09,2021-09-28,2021-09-11,2021-07-22,2021-06-25,2021-01-19,2020-10-12,2020-05-10,2021-11-24,2021-08-31,2021-05-21,2020-12-11,2020-07-08,2021-10-15,2021-08-10,2021-04-14,2021-01-17,2020-12-30,2020-11-08,2021-03-18,2021-01-23,2020-11-16,2020-08-21,2020-06-12,2021-09-06,2021-04-23,2021-02-25,2021-10-27,2021-08-04,2021-07-01,2021-05-14,2021-01-29,2020-11-25,2020-10-31,2020-10-08,2020-09-15,2020-07-17,2021-12-08,2021-11-23,2021-06-01,2021-05-26,2020-12-16,2020-04-11,2020-01-09,2021-09-16,2021-08-19,2021-06-22,2021-03-03,2021-02-08,2020-10-15,2020-03-06,2020-02-12,2021-12-02,2021-11-10,2021-03-26,2020-10-27,2021-08-13,2021-06-28,2021-05-03,2021-03-09,2021-02-02,2021-01-14,2021-10-28,2021-01-26,2020-11-13,2020-10-07,2020-09-23,2020-08-24,2020-06-17,2020-01-12,2021-09-09,2021-08-20,2020-09-08,2020-08-14,2021-10-22,2021-08-01,2021-07-04,2021-05-11,2021-04-05,2021-03-17,2020-12-21,2020-11-20,2020-11-19,2020-09-29,2020-09-10,2020-07-12,2020-06-24,2021-11-19,2021-06-02,2021-05-25,2020-12-15,2020-08-09,2020-04-12,2021-10-11,2021-09-22,2021-07-28,2021-06-16,2021-05-04,2021-04-10,2021-01-13,2020-04-06,2021-12-05,2021-11-17,2021-07-10,2020-10-20,2020-08-07,2020-06-30,2021-10-04,2021-09-02,2021-04-27,2021-02-21,2021-02-18,2020-05-29,2020-03-12,2020-02-06,2021-05-18,2021-01-25,2020-09-20,2021-11-01,2021-08-25,2021-04-29,2021-02-16,2021-01-04,2021-10-18,2021-07-21,2021-04-19,2020-10-11,2020-07-28,2021-11-25,2021-08-30,2021-06-07,2021-05-20,2020-12-10,2020-07-09,2021-09-21,2021-08-17,2021-06-15,2021-05-07,2021-04-13,2021-02-06,2021-01-10,2020-03-08,2021-03-19,2021-01-22,2020-11-17,2020-08-20,2021-11-08,2021-10-03,2021-04-20,2021-02-26,2020-08-18,2021-10-26,2021-04-01,2020-11-24,2020-10-30,2020-10-09,2020-09-14,2020-06-19
Dalmuir,55398,,,13216,31022,,35463,,,,,,,,,,144743,107500,21707,,,138246,29516,,,12960,,,,2205251,,,,73533,32821,,,,75993,309767,,,,,,,,,,,,,,191488,,,,,,,,,,,,,,535886,,,16141,,16667,77744,,,,,,,,70230,,19168,,45876,,,92340,,,,3418,123192,,,22204,,,,261204,202004,27239,,,53561,18983,,,,,,,,,,,,,16725,,,14152,25174,,,,126953,,79476,39797,,24521,,,,179779,73555,28397,,,19398,,,,,,,,0,,,,36440,,,,,,16827,,,120521,,,,,,,,,,,61077,30437,,,,24505,10913,,150353,211403,,,5589,,42670,,,,,,,,262890,,,5320,121062,,,,,,,,,,,,,,,,,325214,,23562,,,1863,,,,,,33633,,53555,,150943,,24310,,,,,,,,,162020,22124,,,,26460,,,,,45694,,12127,168396,,,,,,,,,,,197367,112772,,16017,,9130,,,105250,,,,,,,162131,,,83454,,,,89589,101632,,77830,,,,,,50580,694726,350530,,,,,25680,,,23002,,,,59329,,,,171989,,29915,,14977,,83008,,78886,34987,,,157615,,,,,73624,,0,,101567,12306,,,569,,,,,,,243248,4588,29834,,,120767,,53355,,,778454,106537,,,,,233755,,,16442,,,,,,37429,,28182,28399,,,1738,,,37630,,,,
Dalmuir - Auchinairn (6298),,,241744,,,434960,,,,,105672,,,,,,,,,,,,,,19353,,,,26470,,,,,,,,,,,,,,,,,,45594,,,,,,,,,,,,,3444,91959,,,,,,,,,,,,,,,,,,,,,57405,,25346,,143309,108898,15327,24781,3042,,,,,,,,,,,,,,,,,474,44256,,,,,,,,,,,,,0,,,,,,17305,,,,,,,,,,,,,,,,,,,,115721,,,,,,,852,,,,,,,,,,,597,,,,,233396,230662,,,,,,,,,,,,,,,0,,,,,,,,388,,88916,,,,275519,,,,,,,,,,,,,,,,,,,,,,,,,,288733,0,,,,12896,,20063,,,,,184992,,,,,,,,,,,,,,,21966,,,,596,,,,,,,,,12769,,,,,,,,501453,19795,,,,,,,,,,,,,781654,,,124658,,,,,,,,55533,,,,,,1221,,,,,,,,,,,,,,,,,,,40885,1349,,,,,,,,,,,,,,,,,,,,,,,,680,,,,,524,,,,,,,,,,31297,,,1058,,,,,,,,,,,,,106871,,,,,,
Dalmuir - Auchinairn (6330),,,514063,,,148920,,,,,24380,,,,,,,,,,,,,,8259,,,,93685,,,,,,,,,,,,,,,,,,62668,,,,,,,,,,,,,11897,9275,,,,,,,,,,,,,,,,,,,,,26460,,19658,,,863129,78587,11109,4360,,,,,,,,,,,,,,,,,2138,37776,,,,,,,,,,,,,1328,,,,,,76830,,,,,,,,,,,,,,,,,,,,107116,,,,,,,1809,,,,,,,,,,,75135,,,,,100457,154929,,,,,,,,,,,,,,,0,,,,,,,,4341,,,,,,37849,,,,,,,,,,,,,,,,,,,,,,,,,,181367,1733,,,,133165,,29267,,,,,366933,,,,,,,,,,,,,,,51402,,,,14462,,,,,,,,,29606,,,,,,,,733872,44842,,,,,,,,,,,,,301971,,,28759,,,,,,,,153206,,,,,,1234,,,,,,,,,,,,,,,,,,,21375,18393,,164342,,,,,,,,,,,,,,,,,,,,,,0,,,,,6142,,,75360,,,,,,,146001,,,3658,,,,,,,,,,,,,283807,,,,,,
Dalmuir - Clydebank,,,,,,252281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13944,,,,,,,,,,,,,,,,,,,,,,3084,,,,,,33469,76376,1959,,,,,,,,,,,,,,,,,13321,368368,,,,,,,,,,,,,24802,,,,,,107990,,,,,,,,,,,,,,,,,,,,101221,,,,,,,0,,,,,,,,,,,9877,,,,,,62144,,,,,,,,,,,,,,,0,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77811,,,,,,,,,,,,,,,,,,,,9537,,,,1114,,,,,,,,,9982,,,,,,,,,91135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,4179,,,,,,,,,,,784,,,,,,,,,,,,,,,,,,17792,,,,,,,,,,,,,,,,,,,
Dalmuir - Minerva St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2533247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94831,,,,,,,,,,,,12595,,,,,,,,,,,,,,,,,,371033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2624584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalmuir - SECC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148943,,,,,,,,3086,,,,,,,,,,,,,,13529,,,,,,,,,,,,,,,,,,,,36021,,,,,0,,,,,,,,34522,,,,,,,,20397,,,,,,,,,,988615,,,,,,,,,,,,,,,,,,,,,,,12300,,1486856,,,,,,,,,,,,,,165607,,,,,,,,10939,,,,,,,,,,,,,,,,,,,,,,,12530,,,,,,,,,,,,,,,,,,72961,,,,,,,,,,,,,,,,,,,,90154,,,,,,,,,,,1072419,,,,,,4687,,,,,4455,5108,,,,,,,,,,,,,23213,,,,,,,,,,,6745,,,,,,,,,,,,,,,1668,,,,,,,,,196872,,,,,,,,,,,,30826,,,,,,,,,,,,,1264802,,,,,,51930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14053,,,,,,,,,,,,,,,,,,,,,,,,,,,,291122,,,,,,
Dalscone,,,,,,,,,,,,,,,,,,,,,,,,,,1225,,,,,,,,11443,,,,,,,,,,,,,,,,,,,,,,,,,13612,,,,,,,,,,,,,,,,,1021,,0,,,,,,,,,,,,,,,,,,,,,,,,,8964,,,,,,,,,,,,,6803,,,,,,,,,0,,,,,,5811,,,,,,,,,,,,,,,,,,,,,,,,2642,,,,,,,,,,,,,,,,,2801,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47144,,,,,,,,,,,,,,,,,,,,27598,,,,,,,,,2592,585,3442,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1644,,,,,,,,,,
Denny,,,,,,,,,,,,,,,,,,,,,,132228,,,,25571,,,,,,,,,,,,,28102,88393,,183184,,,,,63287,,,683,,,,,,,,,,48251,253911,,,,,,12307,,,,,5963,,,,,,,,,,,,65695,32343,65804,,,918,,,38829,,113493,,,,78875,,,,,35034,,,,,33061,,,,,,,,,,,,,,66581,97324,3397,,,,12071,,,,0,,,,,,,,,,,,,,,,,,,,12176,838,6776,12211,,,,,,,27235,58686,,65869,,,,,48108,,,,29811,14766,,,,,,,,,,,,,105078,,,,,77096,5983,,,,,,,,,,,82213,323,87487,,,,3746,17874,27844,,47923,,,,,,,,,,,,,,,41241,7289,,,,,,,9067,,,,,,,,,,,,,,,2324,,,29713,350863,,,,,,,,,,61109,,,,,,,,28292,,,,,,,,,,,,,2926,,,,,,,,,,,,,,,,,,11181,3905,,,,,,,,,,,12836,,,,,,,6080,15453,249793,,,,,,,,,,,,,20737,,,,9499,,,,,,,,,,,,,227948,,,51304,,,134990,,,57080,7634,,,,,,,,,,,,,,,,,,,
Dunbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,18186,,,,,,,,,,,,,,,,,,49375,,146913,113747,,2341,,,,,,,9722,,,,457146,,1657,,,,,,,,,,,,,,,,,27549,,,897,,,,,,,,,,,,,61762,,,,,,,,,,,,,,,,,39307,,,,,,254931,,,,37336,48780,,,,,,245758,,,,,,,,,,,,,162048,,,,,6696,,,,,,,,,,,,,,,,,,6695,,,,,0,,0,,,,,0,,,,,,,,,,2385,,,,,,,,,,,,,,,62963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29289,,,,126039,,,,,,,,,,,,,,,,,,,,86412,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15344,,,,,,351300,,,,,,,,331132,,,,,,,,,,,,,,,,,,,,
Dunblane,,,,,,,,,158322,,49484,,,,,,,,,,,,,,,,,,,,,,,,1358,,11373,,,,,,,,,,253521,,,,,,,219956,,,,,,,206148,,,,,,,191626,,,,106837,,,,,,,,,,,,31986,,,,,,,,829,,,124579,,8102,347198,,,72818,,,,,,1986,157310,,,,78634,,,,,,,,,,,,,,160135,,37969,,,,240959,,,,,,,852,,,,,,,,,,,,113277,,39711,,,,,,,,,,94404,168645,,,,,,76395,,,,,,,,,,,,,59956,,,,185607,,,,,,50609,996,,,,31661912,,81445,,,,,,12087,,,,,,,5433,,,,335419,,,,,,,,,,,,,,25145,,,,,,,,,,,,,2114,,,,,,,,,14586,,,366570,,,1699,,,,,,,,190754,,,,,,168313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5233,,,,,,,,,,,94685,,,,,175646,,,4396,,,,,,,,,,,,,,,,,,3697,,,,,,,,212257,,,,,427621,133970,35510,485,,,,,,,,2915,,,,,,,,,,,,,,,,,,
Dunfermline,,,273204,,,353655,,592556,,44642,,18697,660342,,,,,,28251,141091,225215,75471,,,,33031,,0,200176,3129546,138756,,,12208,,,,,,,,,3703,,623,,,,,19934,,0,,,110024,,,0,5246,,,,,,0,,,,,62342,,,,,,13036,,0,,,,21811,,,,83920,,156652,,13851,,,,146771,,,,,112787,,,583109,,,,13021,22420,,,,,140343,12464,,,,8497,,,,64314,494184,2432,4694,,,326350,,,,25707,,,,266025,,158798,98810,,,,,,,,,,,18587,,,,,,,,,,,2541,,349238,,,22660,,,28348,,,241413,,,,84544,3645,,,,1725,,332453,,,,740,,,,,,,,,,,,,4317,,,15082,,585,652417,,,,,,11993,12099,,,19225,0,,4746,,,,,0,,,,,,379,101931,,,132325,,24544,,127525,294801,,53158,,,116459,,,,,,,12680,2718,,,,23913,,,,,,,,66048,,,43191,176911,,,44877,,,,187851,,37351,189833,,0,,,35908,3145,,,,,,,,,,,,,2897,,,752500,,,,134249,,,,,6312,,,,,,,,403150,,10432,,1454,,132661,,,,,,,,18754,336766,,,,,,,12768,,37041,,,,,,,64637,,,,18539,,,,,,,,,6299,,0,220542,,27485,213323,,,92241,,24814,18759,,,,27325,,,,,,,9640,,2955,
Dunnswood,,,,,,209630,,,,,,148789,,,,,,,,,,,,,,,,,,1819957,,54660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20282,,104746,,,,133366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3239,,,,,,,,,,,,,,,,19994,,,,,,,,,,6823,,,,,,,,,,,4653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196190,,,,,,,,,,,,,,,,,,,,,,69506,,,,,,,,,,,,115451,,,,,,79654,,1150,,,,,,,,,29328,,,,,,,,,,265453,,,,,,,,20359,,,,,,,222690,,17425,,,,,,,,7369,,,,,880179,,104315,,,,,,,,,,,,,13612,,,,,,,,,,,,,,,,,,,,64212,,,,,,,,141285,,,,,10522,,,,,,,,,,,,,,,,,,,,,,,352126,,,,,,,,,8219,,,,,,,,33518,,,,204741,,,,,,
Dunnswood - Carrickstone,,,,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,9066,,,,,,,,,,,,,,,,1858,,,,,,,,,,,,,,,,3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3155,,,,,,,4742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30243,,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5442,,,,,,,,,,,,,,,,881,,,,,,,,,,,,,,,,,,,
Duns,1426,8230,,,2673,26566,,65399,102886,632,,,,,,,,,0,,,,,,,1148,,,1677,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,501,,,18946,,0,,,,,30440,,4334,,146842,,,15229,,,,,,34352,,,,63261,,,,,,,,,,,,432,,,,,,,,34054,,,,10798,155741,,,,,,,,,,,,,,,1134,735,,0,,,,45983,,,,8661,0,,,,,,,,,,,91252,,,,,,,,11605,,,,,0,,,,,,,,,,,979,,0,,,,18806,,,,,,0,751,0,,,,,0,,,,,,,,,,,,,124655,,,,,,59850,,0,,,,,,,,,,,,,,,,1319,,0,,518,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,12872,,,,,,,,,,,,,,,,,,8596,1835,,,,,,,,,,,,,,,,,,,,45337,,,,59930,,,,,,,,,,,,,,,,,,,9348,703,19377,30803,,,,,68224,18694,,,,,,9568,8231,,521,,,,,,,,,,3207,,,,,,,,
East Calder,,,,,49452,,,,522450,44252,,,,,,,,,,,,,,,,,,,,,77699,,,,,,12845,,,,118691,162595,,,,,,,11242,,,,,,,,,,,32737,,,,,,,63070,265564,,,,221240,1250,,,,,,,,,,,,25362,,,,,,,78207,,227439,,82650,9559,,167020,,107365,130744,,,,,,61357,,28727,,168563,,,,,,,,,,,30961,,,506705,,,5000,25227,,769658,56471,,,315460,171492,,,,,,,,,,,,,,202953,51315,24197,3578,76771,,,,75011,,195137,336120,132635,38422,,,,,,,,,,,,,,,,,,138592,,42573,,,,,,,,,79096,,,,,,2927,,,,,,,,49120,,,,2327,,1945,,,,,4689,,295440,,,,,,,1643,,,,,,,,,,,,,,,,,17773,,,,,,,,,5347,,,,,,,,,,,,,,,,15472,,,,,,,,,,,,,335582,,,,33703,,,,,112551,,,,,,,,,,,,,,25313,293885,,111623,39219,,,,,,,61825,,,,,,90425,214309,,15509,77846,403064,,,,108733,,,,,,,,,,,,,,143903,,28408,,,,,111180,99818,,,,,332526,,,,,,,,167836,,11408,,,,,,,33292,52689,,,,,81314,,,,,
Ellon,,459370,,,,20123,,,,16609,51534,,240151,,,,,,,,2346,,,,,,,,67373,,,,,,697,,,,,,,,303,,,,,,,,,,,,,,,,,8241,,,,,,,,,,,,,,,,,,,,,,0,,,,,,20772,,,,,,,152005,,0,,107702,,,119483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354694,,,,,,,,,,21599,,,,25640,,0,1161,,,,,311525,,,,60113,1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1168,,,,,,,39419,,,,,,,,,,,,,,,49111,,,,,,,,,,,,,,,,,205186,287411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3901,,,,,68891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767,,,,,,,,,,,,,,,141749,76734,,,,211943,,,,,,,,,,,2646,,,,,,0,,,,,320,,,111435,,,,,,,23231,,,,,,,,,0,46333,,,,,,,,,,,,,,,,,
Erskine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20302,,,70533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129009,,,,,,,,,,,,,,,,,,,,,,126783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28474,,,,,,,,,,,78231,,,,,,93159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73330,,,,,,,,,,120013,,,,,,22080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eyemouth,,,,,,,,,,,,,128219,,,,,,2712,,,,,,,,,,,,77373,,,,,,,,33882,,,,,,,,,,,,,,,,,,,,,,149479,,,,,,,,,,,16306,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,377,,,,,,,,,,,,,,,,883,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,38679,,,17057,,,,,,0,,33284,,,,,,,,93216,,,,,,,,,,,,98763,,,,0,,,,,,,,8410,,,,,,67618,,,,,,,,,,,,,,,,,,,,46980,,,,,,,696,,,,,,,,,,19342,313156,,,,,,365,,,,,,,,,0,,,351937,,,,,,,,,,,22243,,0,,,,90102,,,,,,,,,,,,,,,,,,131356,,,,,,,,17780,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,95408,100818,,,,,,,,,,,,,,,,,0,,4239,,,,,,,,,1587,,,,,,,,,,,,,,,4591,,,,,,,,,,,
Fairlie,,,17144,,,,,,4392,1068,,,26857,,,,,,0,,3104,11,,,8714,,,,,,1648,,,,,,,,6888,4366,,2251,0,,,,3263,,,,,,,,,,,,,,,,,,,,,2072,,,,7741,0,,,,,,,,,,,,,,,,532,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,614,,,,,1881,,,,,,,,,,,0,,,,,,,,,,5230,,,,,,,,,,,,,,,,,,,,,14045,,,1344,,3987,,,,,,,15430,,,,794,,1807,,,,,,6060,,,0,,,9281,,,,,3846,,,,,,,6807,,,,,1496,,1310,43963,,,,,,,423,,,,,,,,,,129795,,,,,,,0,,,,,,,,,852,,1732,,,,0,,,,,,,,,,424,,,,84398,3158,,1228,,,,,,,0,,,,,,,,,,,,,,,,30986,,,,7098,,,,,951,,,,,,,,,,0,,,,,,1013,0,,,,,0,,,,,,,,0,,21820,,,,0,,,,7122,,,0,,10355,,,,243008,,,,,,,,425,,,,,,,,,,0,7456,,,,,,,,,,
Falkirk,,,,,,224932,,202700,24107,10663,23589,,373476,,,,,,,82311,,,,,,,,,,,,,,,6853,42837,,,,,212565,132357,,,,,,,,3893,17292,,,166577,56377,,,,,12000,84269,,,,,,48650,,,,,193262,,,,,,,,,,23240,,,6831,,,48511,3643,,,34263,,62976,,,,,46022,1903,112497,,31034,,,,,78302,,,,,,,,,,,,,,134738,19796,8714,,168797,,,,,30605,453928,,,,,39270,47482,,,,,6494,0,,,,,,0,72507,48542,,5718,11082,,41042,,71524,6424,,,,41512,18733,,,,,,,,,,,29710,,,,,,24745,,72551,,,73871,14538,,,,,,0,,,26368,,,,,,,,,,29161,,32240,,,22909,3093,,,,,,,48762,,,,,,,,,,,,61831,,,,,97372,,,,,174614,109898,,,,,,,11608,,,15339,,,,5309,,,,,,,,,,,,,,,,,,,,14022,,0,,,94030,,,82871,,,,,,137106,,,,,0,,,,88316,,,44184,,,47025,2508,,,,,,,2889,,,,,,2085,25709,,92651,,,14460,,,,,119284,,,,,,,,,77856,,,,15662,,,130261,82322,,,,,,,,,,274352,,15552,,,,,15682,,6157,,147653,,,16060,,,,,,,,176716,,,2506,,,
Fauldhouse,,,,,8138,214983,,,269442,129623,,,,,,,41875,,2876,,,,21882,,,,,,,,16177,,,,732,,385,,,,,,,,,,153528,,,,,,,387858,137476,,,,,0,90616,,,,,,,,,,,694857,,,,,,,,,,,,15691,,,,368514,,,,,,,,87449,129728,,,,,,,,,,,,,,,,,,24883,,,,,24378,,,,,,,133844,,,,,,6070,,,,,,,4447,,,,,,,,,,,42651,,14469,,,,,,,0,,,,199626,,,,,1917,118430,,,,69435,,5878,,,,,,,540477,,,,,,,,,,,,,280564,68024,,,99990,1398,,,,,,,25551,,,3258,,1862,,8056,,617985,,99646,,,,,,,,,,,,38650,,,,,,,,0,,,,,,,,,34305,,,,,24285,,18505,,,115165,,,,,,,,,244296,,2345,,,,,,,116131,,,,,,,,,,285003,,1179788,,,185311,,,,,,,,,,,,,,,,4748,21505,5267,,,,,,,,,,,,,,,,17330,,,,,,,,,,,,,4305,,,,,,,,,,,,,5842,94385,,,,,416300,,431701,0,,,,,,,700,60718,54011,,,27470,,,,,,,,500001,,,,,,
Forfar,,,,47435,,34692,,,,,10150,,,,,,,,,,27566,,,,,,,,14491,,,,,,,11838,499,,91468,,,,,,,,64217,,,,,,,,,,,,,,336347,,,,,,,,,,,,496,,,,,,,,,56895,,26022,,342062,,,7588,4087,,,,,54596,,75236,,,,,,7671,,,,2364,,,,,,,,,,,,,,,116831,4839,,,,,42538,,,,319396,14621,,,,,,,,,,,,,,85232,,,,,,,,,,,,,,,,37917,5455,14426,,,,,80795,151423,,,,308233,,,,,,,,52097,,,,,,,,,,66403,,,,,,729,54061,,,,,229339,4914,,,,,,,731,,,,,,,,,,,,,,1034,,,,106750,,,,,,,117845,,,,,,14528,,,,,,,,,47203,,,,,,1333,,,,,,,2859,150763,,,,,,237266,32241,,,52756,,,,,,,,,,,124593,,,28941,,,,,,,,,,,,,,,,,,,,,,,,,,,841,,,,,,,,,50095,,,,,,,,,,,,,,,,,,,,,,,,,,129850,,,,429849,,80839,4556,,,,26274,,,8332,,,,8923,,,,,,,,,,,,,,,
Forfar - Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,12556,,,,,,,,,
